title,journal,url,authors,open,search_term,dataset_id
DIGITAL ELEVATION MODEL APPROXIMATION FROM STREAM NETWORKS: A REVERSED APPROACH,,https://doaj.org/toc/2194-9034,M. Ghandehari,True,Digital Elevation Model Data,dataset-631
OPEN-SOURCE DIGITAL ELEVATION MODEL (DEMs) EVALUATION WITH GPS AND LiDAR DATA,,https://doaj.org/toc/2194-9034,"N. F. Khalid, A. H. M. Din, K. M. Omar, M. F. A. Khanan, A. H. Omar, A. I. A. Hamid, M. F. Pa’suya",True,Digital Elevation Model Data,dataset-631
Digital Elevation Model for Republic of Moldova,Computer Science Journal of Moldova,http://www.math.md/nrofdownloads.php?file=/files/csjm/v3-n1/v3-n1-(pp75-92).pdf,"M. Zhuk, S. Novac, Gh. Sirodoev",True,Digital Elevation Model Data,dataset-631
Generation and Assessment of Accuracy of Digital Elevation Model by Using Pcigeomatica (10.3),Journal of Asian Scientific Research,http://www.aessweb.com/download.php?id=1475,Kaveh Deilami,True,Digital Elevation Model Data,dataset-631
Performance evaluation and sensitivity analysis of ASTER and SRTM (30m) DEM derived terrain variables in landslide susceptibility assessment: a case from the Western Ghats,"Environmental Research, Engineering and Management",http://erem.ktu.lt/index.php/erem/article/view/16385,"MV, Ninu Krishnan, M.A., Sharath Mohan, P., Pratheesh, H, Vijith",True,Digital Elevation Model Data,dataset-631
Comparison of interpolation methods and image correlation in the collection of data for digital elevation model,Tehnički Vjesnik,https://hrcak.srce.hr/file/274441,"Damir Medak, Sanja Šamanović, Dubravko Gajski",True,Digital Elevation Model Data,dataset-631
DIGITAL ELEVATION MODEL INTERPOLATION BY FUSION OF MORPHOLOGICAL RECONSTRUCTION AND DISTANCE TRANSFORMATION,The International Archives of the Photogrammetry,https://doaj.org/toc/2194-9034,"Shen, J., Han, W. L., Ge, J., Zhang, L. B., Tan, H.",True,Digital Elevation Model Data,dataset-631
"Challenges and Opportunities for UAV-Based Digital Elevation Model Generation for Flood-Risk Management: A Case of Princeville, North Carolina",Sensors,https://doaj.org/toc/1424-8220,"Leila Hashemi-Beni, Jeffery Jones, Gary Thompson, Curt Johnson, Asmamaw Gebrehiwot",True,Digital Elevation Model Data,dataset-631
Assessment of Digital Elevation Model for Digital Soil Mapping in a Watershed with Gently Undulating Topography,,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832016000100304,"Moura-Bueno,Jean Michel, Dalmolin,Ricardo Simão Diniz, ten Caten,Alexandre, Ruiz,Luis Fernando Chimelo, Ramos,Priscila Vogelei, Dotto,André Carnieletto",True,Digital Elevation Model Data,dataset-631
"Using Digital Elevation Model and Remotely Sensed Data in Determining the Geomorphological and Morphometric Features: Gaziköy-Saros Region, Northwestern",International Journal of Environment and Geoinformatics,http://dergipark.gov.tr/download/article-file/290412,"Şinasi KAYA, Okan TUYSUZ",True,Digital Elevation Model Data,dataset-631
Effect of digital elevation model’s resolution in producing flood hazard maps,Global Journal of Environmental Science and Management,https://www.gjesm.net/article_33038_96c8277ea87418bf098b14e0e602b466.pdf,"J.L. Ogania, G.R. Puno, M.B.T. Alivio, J.M.G. Taylaran",True,Digital Elevation Model Data,dataset-631
"Making Digital Elevation ModelsAccessible, Comprehensible, and Engaging through Real-Time Visualization",,https://pure.au.dk/portal/da/publications/making-digital-elevation-modelsaccessible-comprehensible-and-engaging-through-realtime-visualization(a95d41b7-cb61-4b1c-aebb-7eaffb278423).html,"Kjeldsen, Thomas Kim, Mikkelsen, Peter Trier, Mosegaard, Jesper",True,Digital Elevation Model Data,dataset-631
Hydrologic analysis of a flood based on a new Digital Elevation Model,The International Archives of the Photogrammetry,http://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XL-7-W4/127/2015/isprsarchives-XL-7-W4-127-2015.pdf,"Nishio, M., Mori, M.",True,Digital Elevation Model Data,dataset-631
Delineation of the Watersheds Basin in the Konya City and Modelling by Geographical Information System,,http://dergipark.gov.tr/jieas/issue/40298/481317,"Al-qaysi, Nahida Hameed Hamza",True,Digital Elevation Model Data,dataset-631
The conservation value of elevation data accuracy and model sophistication in reserve design under sea‐level rise,Ecology and Evolution,http://europepmc.org/articles/PMC4667827,"Zhu, Mingjian, Hoctor, Tom, Volk, Mike, Frank, Kathryn, Linhoss, Anna",True,Digital Elevation Model Data,dataset-631
Evaluation of the Accuracy of Digital Elevation Model Produced from Different Open Source Data,Engineering Journal,http://joe.uobaghdad.edu.iq/index.php/main/article/view/j.eng.2019.08.07/647,Raghad Hadi Hasan,True,Digital Elevation Model Data,dataset-631
Perspectives on Digital Elevation Model (DEM) Simulation for Flood Modeling in the Absence of a High-Accuracy Open Access Global DEM,,https://www.frontiersin.org/article/10.3389/feart.2018.00233/full,"Laurence Hawker, Paul Bates, Jeffrey Neal, Jonathan Rougier",True,Digital Elevation Model Data,dataset-631
Automatic clod detection and boundary estimation from Digital Elevation Model images using different approaches,,https://hal.archives-ouvertes.fr/hal-00955394,"Chimi Chiadjeu, Olivier, Le Hégarat-Mascle, Sylvie, Vannier, Edwige, Taconet, Odile, Dusséaux, Richard",True,Digital Elevation Model Data,dataset-631
DESIGN A FILTER TO DETECT AND REMOVE VEGETATION FROM ULTRA-CAM-X AERIAL IMAGES’ POINT CLOUD TO PRODUCE AUTOMATICALLY DIGITAL ELEVATION MODEL,,https://doaj.org/toc/2194-9034,"H. Enayati, M. Veissy, F. Rahimpour",True,Digital Elevation Model Data,dataset-631
Research on colorized physical terrain modeling for intelligent vehicle navigation,Advances in Mechanical Engineering,https://doaj.org/toc/1687-8140,"Jingbin Hao, Hansong Ji, Hao Liu, Zhongkai Li, Haifeng Yang",True,Digital Elevation Model Data,dataset-631
Spectral filtering as a method of visualising and removing striped artefacts in digital elevation data,,http://openaccess.city.ac.uk/533/3/arrell_spectral_2007.pdf,"Arrell, K., Wise, S., Wood, J., Donoghue, D.",True,Digital Elevation Model Data,dataset-631
Catchment properties in the Kruger National Park derived from the new TanDEM-X Intermediate Digital Elevation Model (IDEM),The International Archives of the Photogrammetry,https://doaj.org/toc/2194-9034,"Baade, J., Schmullius, C.",True,Digital Elevation Model Data,dataset-631
Non-GNSS Smartphone Pedestrian Navigation Using Barometric Elevation and Digital Map-Matching,Sensors,http://www.mdpi.com/1424-8220/18/7/2232,"Broyles, Daniel, Kauffman, Kyle, Raquet, John, Smagowski, Piotr",True,Digital Elevation Model Data,dataset-631
PREPARATION OF THE DIGITAL ELEVATION MODEL FOR ORTHOPHOTO CR PRODUCTION,The International Archives of the Photogrammetry,https://doaj.org/toc/2194-9034,"Švec, Z., Pavelka, K.",True,Digital Elevation Model Data,dataset-631
"Comparison Between Topographic Expression of RADARSAT and DEM in Simpang Pulai to Pos Selim, Malaysia",EnvironmentAsia,http://www.tshe.org/ea/pdf/vol3s%20p93-97.pdf,M.F.Ramli,True,Digital Elevation Model Data,dataset-631
Pushing the boundaries: integration of multi-source digital elevation model data for seamless geological mapping of the UK's coastal zone,,http://dx.doi.org/10.1017/S1755691015000134,"Westhead, Keith, Smith, Kay, Campbel, Evelyn, Colenutt, Andrew, McVey, Stuart",True,Digital Elevation Model Data,dataset-631
Digital elevation analysis for ditributed hydrological modelling : reducing scale dependence in effective hydraulic conductivity values,,https://hal.archives-ouvertes.fr/halsde-00441722,"Saulnier, Georges-Marie, Beven, K., Obled, Charles",True,Digital Elevation Model Data,dataset-631
A new lunar digital elevation model from the Lunar Orbiter Laser Altimeter and SELENE Terrain Camera,Icarus,http://dx.doi.org/10.1016/j.icarus.2015.07.039,"Barker, M.K., Neumann, G.A., Haruyama, J., Mazarico, Erwan Matias, Zuber, Maria, Smith, David E.",True,Digital Elevation Model Data,dataset-631
"A geomorphology-based approach for digital elevation model fusion &ndash; case study in Danang city, Vietnam",,https://doaj.org/toc/2196-632X,"T. A. Tran, V. Raghavan, S. Masumoto, P. Vinayaraj, G. Yonezawa",True,Digital Elevation Model Data,dataset-631
Pembuatan Digital Elevation Model Resolusi 10m dari Peta RBI dan Survei GPS dengan Algoritma Anudem,Journal Keteknikan Pertanian,http://journal.ipb.ac.id/index.php/jtep/article/view/9656/7558,"Indarto, Debby Rio Prasetyo",True,Digital Elevation Model Data,dataset-631
A distributed model for real-time flood forecasting using digital elevation models,,http://oa.upm.es/48552/,"Garrote de Marcos, Luis, Bras, Rafael L.",True,Digital Elevation Model Data,dataset-631
Accuracy assessment of TanDEM-X IDEM using airborne LiDAR on the area of Poland,Geodesy and Cartography,http://www.degruyter.com/view/j/geocart.2017.66.issue-1/geocart-2017-0007/geocart-2017-0007.xml?format=INT,"Woroszkiewicz Małgorzata, Ewiak Ireneusz, Lulkowska Paulina",True,Digital Elevation Model Data,dataset-631
Accuracy Assessment of Open Source Digital Elevation Models,Journal of University of Babylon,https://journalofbabylon.com/index.php/JUB/article/view/601,Aqeel Abboud Abdul Hassan,True,Digital Elevation Model Data,dataset-631
Evaluation of the data quality of digital elevation models in the context of INSPIRE,,http://hdl.handle.net/10084/111433,"Chudý, Radoslav, Iring, Martin, Feciskanin, Richard",True,Digital Elevation Model Data,dataset-631
DIGITAL ELEVATION MODEL FROM NON-METRIC CAMERA IN UAS COMPARED WITH LIDAR TECHNOLOGY,,https://doaj.org/toc/2194-9034,"O. M. Dayamit, M. F. Pedro, R. R. Ernesto, B. L. Fernando",True,Digital Elevation Model Data,dataset-631
PROTOTYPE OF NATIONAL DIGITAL ELEVATION MODEL IN INDONESIA,,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLII-4/609/2018/isprs-archives-XLII-4-609-2018.pdf,"D. B. Susetyo, Y. A. Lumban-Gaol, I. Sofian",True,Digital Elevation Model Data,dataset-631
An evaluation of onshore digital elevation models for modeling tsunami inundation zones,Frontiers in Earth Science,http://dx.doi.org/10.3389/feart.2015.00032,"Griffin, Jonathan, Latief, Hamzah, Kongko, Widjo, Harig, Sven, Horspool, Nick, Hanung, Raditya, Rojali, Aditia, Maher, Nicola, Fuchs, Annika, Hossen, Jakir, Upi, Supryiati, Edi Dewanto, Sri, Rakowsky, Natalja, Cummins, Phil",True,Digital Elevation Model Data,dataset-631
WORLDDEM – A NOVEL GLOBAL FOUNDATION LAYER,,https://doaj.org/toc/2194-9034,"G. Riegler, S. D. Hennig, M. Weber",True,Digital Elevation Model Data,dataset-631
A marked point process of rectangles and segments for automatic analysis of Digital Elevation Models,,https://hal.inria.fr/inria-00278882/file/ortner08.pdf,"Ortner , Mathias, Descombes , Xavier, Zerubia , Josiane",True,Digital Elevation Model Data,dataset-631
"Vertical accuracy assessment for SRTM and ASTER Digital Elevation Models: A case study of Najran city, Saudi Arabia",Ain Shams Engineering Journal,http://www.sciencedirect.com/science/article/pii/S2090447917300084,Ismail Elkhrachy,True,Digital Elevation Model Data,dataset-631
Incorporating Surface Elevation Information in UAV Multispectral Images for Mapping Weed Patches,Journal of Imaging,https://doaj.org/toc/2313-433X,"Theodota Zisi, Thomas K. Alexandridis, Spyridon Kaplanis, Ioannis Navrozidis, Afroditi-Alexandra Tamouridou, Anastasia Lagopodi, Dimitrios Moshou, Vasilios Polychronos",True,Digital Elevation Model Data,dataset-631
"A photogrammetric digital elevation model of the Bødalen valley saw-tooth moraine complex, western Norway",,https://www.zora.uzh.ch/id/eprint/5694/3/Fredin_Burki_Photogrammetry_2008V.pdf,"Fredin, O, Burki, V",True,Digital Elevation Model Data,dataset-631
Digital elevation model validation with no ground control: application to the topodata dem in Brazil,Boletim de Ciências Geodésicas,http://hdl.handle.net/11449/113365,"Polidori,Laurent, El Hage,Mhamad, Valeriano,Márcio De Morisson",True,Digital Elevation Model Data,dataset-631
Inundation Model Using UAV-derived Digital Elevation Data and PCRaster Dynamic Model in An Excessive Rainfall Event,Journal of Applied Geospatial Information,https://jurnal.polibatam.ac.id/index.php/JAGI/article/view/1019,"Dwi Setyo Aji, Warsini Handayani, Retnadi Heru Jatmiko, Agung Kurniawan",True,Digital Elevation Model Data,dataset-631
High-Resolution Elevation Model of Lop Nur Playa Derived from TanDEM-X,Journal of Sensors,http://dx.doi.org/10.1155/2019/6839703,"Yuyang Geng, Yun Shao, Tingting Zhang, Huaze Gong, Lan Yang",True,Digital Elevation Model Data,dataset-631
Numerical Investigation of Terrain-Induced Turbulence in Complex Terrain Using High-Resolution Elevation Data and Surface Roughness Data Constructed with a Drone,Energies,https://www.mdpi.com/1996-1073/12/19/3766,Takanori Uchida,True,Digital Elevation Model Data,dataset-631
"Delineation of flooding risk hotspots based on digital elevation model, calculated and historical flooding extents: the case of Ouagadougou",,https://doi.org/10.1007/s00477-017-1450-8,"de Risi, Raffaele, Jalayer, Fatemeh, de Paola, Francesco, Lindley, Sarah",True,Digital Elevation Model Data,dataset-631
HIGH RESOLUTION INTERFEROMETRIC DIGITAL ELEVATION MODEL GENERATION AND VALIDATION,,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLII-5/755/2018/isprs-archives-XLII-5-755-2018.pdf,"K. Malik, D. Kumar",True,Digital Elevation Model Data,dataset-631
Ландшафтный подход к выделению водоохранной зоны реки Ушайки на основе геоинформационного картографирования,Вестник Томского государственного университета,http://cyberleninka.ru/article/n/landshaftnyy-podhod-k-vydeleniyu-vodoohrannoy-zony-reki-ushayki-na-osnove-geoinformatsionnogo-kartografirovaniya,"Хромых, Вадим, Хромых, Оксана, Ерофеев, Александр",True,Digital Elevation Model Data,dataset-631
Accuracy Evaluation of Digital Elevation Model Created Using Handheld Global Positioning System Receivers,Engineering Journal,https://www.jcoeng.edu.iq/index.php/main/article/view/209/183,Zahraa Ezzulddin Hussein,True,Digital Elevation Model Data,dataset-631
Urban Digital Elevation Model Reconstruction Using Very High Resolution Multichannel InSAR Data,,http://hdl.handle.net/11367/17887,"Shabou, A, Baselice, F, Ferraioli, G",False,Digital Elevation Model Data,dataset-631
Perspectives on open access high resolution digital elevation models to produce global flood hazard layers,Frontiers in Earth Science,http://dx.doi.org/10.5281/zenodo.61758,"Sampson, Christopher C., Smith, Andrew M., Bates, Paul D., Neal, Jeffrey C., Trigg, Mark A.",True,Digital Elevation Model Data,dataset-631
"Impact of Spatial Resolution of Digital Elevation Model on Landslide Susceptibility Mapping: A Case Study in Kullu Valley, Himalayas",Geosciences,https://www.mdpi.com/2076-3263/9/8/360,"Raj, Sansar, Thimmaiah",True,Digital Elevation Model Data,dataset-631
Analysis of the Spatial Patterns of Rainfall across the Agro-Climatic Zones of Jema Watershed in the Northwestern Highlands of Ethiopia,Geosciences,http://www.mdpi.com/2076-3263/9/1/22,"Mintesinot Taye, Belay Simane, Benjamin F. Zaitchik, Shimelis Setegn, Yihenew G. Selassie",True,Digital Elevation Model Data,dataset-631
Segmentação de dados de perfilamento a laser em áreas urbanas utilizando uma abordagem Bayesiana,,http://hdl.handle.net/11449/69496,"Galvanin, Edinéia Aparecida dos Santos [UNESP], Dal Poz, Aluir Porfírio [UNESP], de Souza, Aparecida Doniseti Pires [UNESP]",True,Digital Elevation Model Data,dataset-631
Modelo numérico do terreno obtido por diferentes métodos em cartas planialtimétricas Digital terrain model obtained by different methods in planialtimetric charts,Revista Brasileira de Engenharia Agrícola e Ambiental - Agriambi,https://doaj.org/toc/1807-1929,"Barbosa, Ana P. [UNESP], da Silva, Alessandra F. [UNESP], Zimback, Célia Regina Lopes [UNESP]",True,Digital Elevation Model Data,dataset-631
"Validation of Global Digital Elevation Models in Lagos State, Nigeria",,https://hal.archives-ouvertes.fr/hal-02379763,"Arungwa, I. D., Obarafo, E. O., okolie, chukwuma,",True,Digital Elevation Model Data,dataset-631
Simulation of braided river elevation model time series with multiple-point statistics,,http://doc.rero.ch/record/255537/files/Pirot_G.-Simulation-20150520.pdf,"Pirot, Guillaume, Straubhaar, Julien, Renard, Philippe",True,Digital Elevation Model Data,dataset-631
"Generation of DEM for Urban Transformation of Hanoi, Vietnam",Kyoto Working Papers on Area Studies: G-COE Series,http://hdl.handle.net/2433/155764,"Yonezawa, Go",True,Digital Elevation Model Data,dataset-631
"Validation of Global Digital Elevation Models in Lagos State, Nigeria",,https://hal.archives-ouvertes.fr/hal-02379763,"Arungwa, I. D., Obarafo, E. O., okolie, chukwuma,",True,Digital Elevation Model Data,dataset-631
Usage opportunities of generating digital elevation model with unmanned aerial vehicles on forestry,İstanbul Üniversitesi Orman Fakültesi Dergisi,http://dx.doi.org/10.17099/jffiu.23976,"Akgül, Mustafa, Yurtseven, Hüseyin, Demir, Murat, Akay, Abdullah, Gülci, Sercan, Öztürk, Tolga",True,Digital Elevation Model Data,dataset-631
Evaluasi Tingkat Akurasi Digital Elevation Model (DEM) SRTM dan ASTER GDEM dalam Pemodelan Daerah Aliran Sungai (DAS) Ciliwung,Media Komunikasi Teknik Sipil,https://ejournal.undip.ac.id/index.php/mkts/article/view/17541,"Ade Suhendar Sutisna, Haryono Putro",True,Digital Elevation Model Data,dataset-631
Potential Solar Irradiance Assessment based on a Digital Elevation Model,Advances in Electrical and Computer Engineering,http://dx.doi.org/10.4316/AECE.2011.04014,"MUNTEANU, F., NEMES, C.",True,Digital Elevation Model Data,dataset-631
"Estimation of Polder Retention Capacity Based on ASTER, SRTM and LIDAR DEMs: The Case of Majdany Polder (West Poland)",Water,http://www.mdpi.com/2073-4441/8/6/230,"Zbigniew Walczak, Mariusz Sojka, Rafał Wróżyński, Ireneusz Laks",True,Digital Elevation Model Data,dataset-631
Effect of noises removal and spatial resolutions of Digital Surface Model (DSM) in flood inundation model,,http://resolver.tudelft.nl/uuid:177715da-e7bb-4251-81d1-f89cd38d2b4d,"Yunika, A., Kok, M., de Gijt, J.G., Huizinga, J., Ginting, S.",True,Digital Elevation Model Data,dataset-631
"Choosing Different Contour Interval on a Fully Raster-Based Erosion Modeling: Case Study at Merawu Watershed, Banjarnegara, Central Java",Jurnal Tanah Tropika,http://journal.unila.ac.id/index.php/tropicalsoil/article/view/390,Bambang Sulistyo,True,Digital Elevation Model Data,dataset-631
"Prioritization of the micro-watersheds through morphometric analysis in the Vasishta Sub Basin of the Vellar River, Tamil Nadu using ASTER Digital Elevation Model (DEM) data",Data in Brief,http://www.sciencedirect.com/science/article/pii/S2352340918310576,"R. Poongodi, S. Venkateswaran",True,Digital Elevation Model Data,dataset-631
"A Flood Risk Assessment of the LaHave River Watershed, Canada Using GIS Techniques and an Unstructured Grid Combined River-Coastal Hydrodynamic Model",Journal of Marine Science and Engineering,http://www.mdpi.com/2077-1312/3/3/1093,"Kevin McGuigan, Tim Webster, Kate Collins",True,Digital Elevation Model Data,dataset-631
Water Basin Delimitation in a Relief Transition Region,,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-80872019000300115,"Ficher,Kevin, Pereira,Donizete, Almeida,André, Oliveira,Josiane",True,Digital Elevation Model Data,dataset-631
Pointing Verification Method for Spaceborne Lidars,Remote Sensing,http://www.mdpi.com/2072-4292/9/1/56,"Axel Amediek, Martin Wirth",True,Digital Elevation Model Data,dataset-631
Digital elevation modeling via curvature interpolation for LiDAR data,Electronic Journal of Differential Equations,http://ejde.math.txstate.edu/conf-proc/23/k1/abstr.html,"Hwamog Kim, Jeffrey L. Willers, Seongjai Kim",True,Digital Elevation Model Data,dataset-631
STUDY OF AUTOMATIC DEM (DIGITAL ELEVATION MODEL) PROCEDURE USING SATELLITE IMAGES OF PLEIADES (CASE STUDY OF BANDUNG - WEST JAVA),Jurnal Geografi Gea,http://ejournal.upi.edu/index.php/gea/article/view/6220,"Aryani, Dian Ika",True,Digital Elevation Model Data,dataset-631
