title,journal,url,authors,open,search_term,dataset_id
An integrated method for assessing drought prone areas - Water efficiency practices for a climate resilient Mediterranean agriculture,,http://purl.tuc.gr/dl/dias/7468B7CA-7988-4915-86DF-957FF43E1621,"Κουργιαλας Νεκταριος(http://users.isc.tuc.gr/~nkourgialas), Kourgialas Nektarios(http://users.isc.tuc.gr/~nkourgialas), Ανυφαντη Ιωαννα(http://users.isc.tuc.gr/~ianyfanti), Anyfanti Ioanna(http://users.isc.tuc.gr/~ianyfanti), Καρατζας Γεωργιος(http://users.isc.tuc.gr/~gkaratzas), Karatzas Georgios(http://users.isc.tuc.gr/~gkaratzas), Δοκου Ζωη(http://users.isc.tuc.gr/~zdokou), Dokou Zoi(http://users.isc.tuc.gr/~zdokou)",True,Total Economy of Coastal Areas,dataset-641
Spatial Variation and Distribution of Urban Energy Consumptions from Cities in China,Energies,http://www.mdpi.com/1996-1073/4/1/26/pdf,"Lixiao Zhang, Zhifeng Yang, Jing Liang, Yanpeng Cai",True,Total Economy of Coastal Areas,dataset-641
URBAN LANDSCAPE SPATIAL PATTERN ESTIMATION OF CITIES IN SHANDONG PROVINCE USING NIGHTTIME LUMINOSITY DATA,,https://doaj.org/toc/2194-9034,"J. Fan, J. Fan, H. He, T. Hu, G. Li, H. Gao, X. Zhao",True,Total Economy of Coastal Areas,dataset-641
"Regional well-being in tropical Queensland, Australia: developing a dissatisfaction index to inform government policy",Environment and Planning A,http://www.envplan.com/abstract.cgi?id=a43193,Silva Larson,True,Total Economy of Coastal Areas,dataset-641
Energy density of zooplankton and fish larvae in the southern Catalan Sea (NW Mediterranean),Journal of Sea Research 124: 1-9 (2017),http://hdl.handle.net/10261/154008,"Barroeta Legarreta, Ziortza, Olivar, M. Pilar, Palomera, Isabel",False,Total Economy of Coastal Areas,dataset-641
Spatial Characteristics and Driving Factors of Provincial Wastewater Discharge in China,International Journal of Environmental Research and Public Health,http://europepmc.org/articles/PMC5201362,"Kunlun Chen, Xiaoqiong Liu, Lei Ding, Gengzhi Huang, Zhigang Li",True,Total Economy of Coastal Areas,dataset-641
Water economy of three Cinclodes (Furnariidae) species inhabiting marine and freshwater ecosystems Economía hídrica en tres especies de Cinclodes (Furnariidae) que habitan ecosistemas marinos y de agua dulce,Revista Chilena de Historia Natural,https://doaj.org/toc/0717-6317,"SABAT, PABLO, NESPOLO, ROBERTO F, BOZINOVIC, FRANCISCO",True,Total Economy of Coastal Areas,dataset-641
"Living on fishing, caught in the market : the Maltese fishing communities,1860s-1920",,https://www.um.edu.mt/library/oar//handle/123456789/17973,"Chircop, John",True,Total Economy of Coastal Areas,dataset-641
Spatial Variation and Distribution of Urban Energy Consumptions from Cities in China,Energies,http://www.mdpi.com/1996-1073/4/1/26/,"Zhang, Lixiao, Yang, Zhifeng, Liang, Jing, Cai, Yanpeng",True,Total Economy of Coastal Areas,dataset-641
Census of roosting Indian house crows <i>Corvus splendens</i> on Mombasa island,,http://www.vliz.be/imisdocs/publications/242175.pdf,"Erftemeijer, P.L.A., Seys, J.",True,Total Economy of Coastal Areas,dataset-641
Physico-chemical characteristics of the improved extensive shrimp farming system in the Mekong Delta of Vietnam,,http://www.vliz.be/nl/open-marien-archief?module=ref&refid=239274,"Tho, N., Ut, V.N., Merckx, R.",False,Total Economy of Coastal Areas,dataset-641
"Composición por especies y tallas de los peces en la laguna Barra de Navidad, Jalisco.",,https://revistas.ucr.ac.cr/index.php/rbt/article/view/10001,"González-Sansón, Gaspar",True,Total Economy of Coastal Areas,dataset-641
"Composición por especies y tallas de los peces en la laguna Barra de Navidad, Pacífico central mexicano",,http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442014000200012&lng=en&tlng=en,"González-Sansón, Gaspar, Aguilar-Betancourt, Consuelo, Kosonoy-Aceves, Daniel, Lucano-Ramírez, Gabriela, Ruiz-Ramírez, Salvador, Flores-Ortega, Juan Ramón, Hinojosa-Larios, Ángel, Silva-Bátiz, Francisco de Asís",True,Total Economy of Coastal Areas,dataset-641
"Twenty metres deep! The Mesolithic period at the site Yangtze Harbour in the Rotterdam Maasvlakte, the Netherlands. Early Holocene landscape development and habitation.",,http://dspace.library.uu.nl/handle/1874/297728,"Sier, M.M., Cohen, K.M., Kooistra, L., Kubiak-Martens, L., Moree, J.M., Niekus, M., Peeters, J.H.M., Schiltmans, D.E.A., Verbaas, A., Verbruggen, F., Vos, P.C., Zeiler, J.T.",True,Total Economy of Coastal Areas,dataset-641
Clam focal and systemic immune responses to QPX infection revealed by RNA-seq technology,BMC Genomics,http://dx.doi.org/10.1371/journal.ppat.1002319,"Wang, Kailai, del Castillo, Carmelo, Corre, Erwan, Pales Espinosa, Emmanuelle, Allam, Bassem",True,Total Economy of Coastal Areas,dataset-641
Circulación y territorio: globalización y reestructuración de la red de transporte aeronáutico en Argentina (1990-2009),,http://hdl.handle.net/11336/1166,"Gomez Lende, Sebastian",True,Total Economy of Coastal Areas,dataset-641
"On the ecology of Coenobita clypeatus in Curaçao with reference to reproduction, water economy and osmoregulation in terrestrial hermit crabs",,http://www.repository.naturalis.nl/record/506107,"Wilde, de, P.A.W.J.",True,Total Economy of Coastal Areas,dataset-641
Impact of service quality on competitiveness and profitability: the hotel industry in the Catalan coast,,http://www.intangiblecapital.org/index.php/ic/article/view/693,"Juan Pedro Aznar, Llorenc Bagur, Alba Rocafort",True,Total Economy of Coastal Areas,dataset-641
Estimation Evaluation Land Use Efficiency by DEA Model-Case Study in Vietnam,,https://zenodo.org/record/3265401,"Tam Nguyen Thi Minh, Hassan Bashir",True,Total Economy of Coastal Areas,dataset-641
