title,journal,authors,doi,search_term,dataset_id
"Heatwave Events and Mortality Outcomes in Memphis, Tennessee: Testing Effect Modification by Socioeconomic Status and Urbanicity.",International journal of environmental research and public health,"Li, Ying, Akkus, Cem, Yu, Xinhua, Joyner, Andrew, Kmet, Jennifer, Sweat, David, Jia, Chunrong",10.3390/ijerph16224568,Applied Climate Information System,dataset-642
"The forecasting of dynamical Ross River virus outbreaks: Victoria, Australia.",Epidemics,"Koolhof, Iain S, Gibney, Katherine B, Bettiol, Silvana, Charleston, Michael, Wiethoelter, Anke, Arnold, Anna-Lena, Campbell, Patricia T, Neville, Peter J, Aung, Phyo, Shiga, Tsubasa, Carver, Scott, Firestone, Simon M",10.1016/j.epidem.2019.100377,Applied Climate Information System,dataset-642
An open challenge to advance probabilistic forecasting for dengue epidemics.,Proceedings of the National Academy of Sciences of the United States of America,"Johansson, Michael A, Apfeldorf, Karyn M, Dobson, Scott, Devita, Jason, Buczak, Anna L, Baugher, Benjamin, Moniz, Linda J, Bagley, Thomas, Babin, Steven M, Guven, Erhan, Yamana, Teresa K, Shaman, Jeffrey, Moschou, Terry, Lothian, Nick, Lane, Aaron, Osborne, Grant, Jiang, Gao, Brooks, Logan C, Farrow, David C, Hyun, Sangwon, Tibshirani, Ryan J, Rosenfeld, Roni, Lessler, Justin, Reich, Nicholas G, Cummings, Derek A T, Lauer, Stephen A, Moore, Sean M, Clapham, Hannah E, Lowe, Rachel, Bailey, Trevor C, García-Díez, Markel, Carvalho, Marilia Sá, Rodó, Xavier, Sardar, Tridip, Paul, Richard, Ray, Evan L, Sakrejda, Krzysztof, Brown, Alexandria C, Meng, Xi, Osoba, Osonde, Vardavas, Raffaele, Manheim, David, Moore, Melinda, Rao, Dhananjai M, Porco, Travis C, Ackley, Sarah, Liu, Fengchen, Worden, Lee, Convertino, Matteo, Liu, Yang, Reddy, Abraham, Ortiz, Eloy, Rivero, Jorge, Brito, Humberto, Juarrero, Alicia, Johnson, Leah R, Gramacy, Robert B, Cohen, Jeremy M, Mordecai, Erin A, Murdock, Courtney C, Rohr, Jason R, Ryan, Sadie J, Stewart-Ibarra, Anna M, Weikel, Daniel P, Jutla, Antarpreet, Khan, Rakibul, Poultney, Marissa, Colwell, Rita R, Rivera-García, Brenda, Barker, Christopher M, Bell, Jesse E, Biggerstaff, Matthew, Swerdlow, David, Mier-Y-Teran-Romero, Luis, Forshey, Brett M, Trtanj, Juli, Asher, Jason, Clay, Matt, Margolis, Harold S, Hebbeler, Andrew M, George, Dylan, Chretien, Jean-Paul",10.1073/pnas.1909865116,Applied Climate Information System,dataset-642
Seed germination ecology of Bidens pilosa and its implications for weed management.,Scientific reports,"Chauhan, Bhagirath Singh, Ali, Hafiz Haider, Florentine, Singarayer",10.1038/s41598-019-52620-9,Applied Climate Information System,dataset-642
Techno-economic data for decentralised energy system sizing for rural areas in Benin. A case study of the village of Fouay.,Data in brief,"Odou, Oluwarotimi Delano Thierry, Bhandari, Ramchandra, Adamou, Rabani",10.1016/j.dib.2019.104501,Applied Climate Information System,dataset-642
Monitoring Water-Soil Dynamics and Tree Survival Using Soil Sensors under a Big Data Approach.,"Sensors (Basel, Switzerland)","Pascual, Adrián, Rivera, Rafael, Gómez, Rodrigo, Domínguez-Lerena, Susana",10.3390/s19214634,Applied Climate Information System,dataset-642
Large scale and information effects on cooperation in public good games.,Scientific reports,"Pereda, María, Tamarit, Ignacio, Antonioni, Alberto, Cuesta, Jose A, Hernández, Penélope, Sánchez, Angel",10.1038/s41598-019-50964-w,Applied Climate Information System,dataset-642
Energy transformation cost for the Japanese mid-century strategy.,Nature communications,"Fujimori, Shinichiro, Oshiro, Ken, Shiraki, Hiroto, Hasegawa, Tomoko",10.1038/s41467-019-12730-4,Applied Climate Information System,dataset-642
Radar vision in the mapping of forest biodiversity from space.,Nature communications,"Bae, Soyeon, Levick, Shaun R, Heidrich, Lea, Magdon, Paul, Leutner, Benjamin F, Wöllauer, Stephan, Serebryanyk, Alla, Nauss, Thomas, Krzystek, Peter, Gossner, Martin M, Schall, Peter, Heibl, Christoph, Bässler, Claus, Doerfler, Inken, Schulze, Ernst-Detlef, Krah, Franz-Sebastian, Culmsee, Heike, Jung, Kirsten, Heurich, Marco, Fischer, Markus, Seibold, Sebastian, Thorn, Simon, Gerlach, Tobias, Hothorn, Torsten, Weisser, Wolfgang W, Müller, Jörg",10.1038/s41467-019-12737-x,Applied Climate Information System,dataset-642
Development of the Adjusted Wind Chill Equivalent Temperature (AWCET) for cold mortality assessment across a subtropical city: validation and comparison with a spatially-controlled time-stratified approach.,BMC public health,"Ho, Hung Chak, Wong, Man Sing, Abbas, Sawaid, Zhu, Rui",10.1186/s12889-019-7612-5,Applied Climate Information System,dataset-642
"{'i': 'Tuta absoluta', '#text': 'Assessing the multi-pathway threat from an invasive agricultural pest:  in Asia.'}",Proceedings. Biological sciences,"McNitt, Joseph, Chungbaek, Young Yun, Mortveit, Henning, Marathe, Madhav, Campos, Mateus R, Desneux, Nicolas, Brévault, Thierry, Muniappan, Rangaswamy, Adiga, Abhijin",10.1098/rspb.2019.1159,Applied Climate Information System,dataset-642
Habitat selection in transformed landscapes and the role of forest remnants and shade coffee in the conservation of resident birds.,The Journal of animal ecology,"Sánchez-Clavijo, Lina María, Bayly, Nicholas James, Quintana-Ascencio, Pedro Francisco",10.1111/1365-2656.13108,Applied Climate Information System,dataset-642
Downscaling satellite soil moisture using geomorphometry and machine learning.,PloS one,"Guevara, Mario, Vargas, Rodrigo",10.1371/journal.pone.0219639,Applied Climate Information System,dataset-642
Concepts and Quality Considerations in Unani System of Medicine.,Journal of AOAC International,"Parveen, Abida, Parveen, Rabea, Akhatar, Asim, Parveen, Bushra, Siddiqui, Khalid M, Iqbal, Muhammad",10.5740/jaoacint.19-0284,Applied Climate Information System,dataset-642
A dynamic life cycle assessment of green infrastructures.,The Science of the total environment,"Bixler, Taler S, Houle, James, Ballestero, Thomas, Mo, Weiwei",10.1016/j.scitotenv.2019.07.345,Applied Climate Information System,dataset-642
Trait-based climate vulnerability assessments in data-rich systems: An application to eastern Bering Sea fish and invertebrate stocks.,Global change biology,"Spencer, Paul D, Hollowed, Anne B, Sigler, Michael F, Hermann, Albert J, Nelson, Mark W",10.1111/gcb.14763,Applied Climate Information System,dataset-642
Machine learning approaches for spatial modeling of agricultural droughts in the south-east region of Queensland Australia.,The Science of the total environment,"Rahmati, Omid, Falah, Fatemeh, Dayal, Kavina Shaanu, Deo, Ravinesh C, Mohammadi, Farnoush, Biggs, Trent, Moghaddam, Davoud Davoudi, Naghibi, Seyed Amir, Bui, Dieu Tien",10.1016/j.scitotenv.2019.134230,Applied Climate Information System,dataset-642
Donor-side evaluation of coastal and marine ecosystem services.,Water research,"Yang, Qing, Liu, Gengyuan, Hao, Yan, Zhang, Lixiao, Giannetti, Biagio F, Wang, Junjing, Casazza, Marco",10.1016/j.watres.2019.115028,Applied Climate Information System,dataset-642
The fertilization effect of global dimming on crop yields is not attributed to an improved light interception.,Global change biology,"Shao, Liping, Li, Gang, Zhao, Qiannan, Li, Yabing, Sun, Yutong, Wang, Weinan, Cai, Chuang, Chen, Weiping, Liu, Ronghua, Luo, Weihong, Yin, Xinyou, Lee, Xuhui",10.1111/gcb.14822,Applied Climate Information System,dataset-642
Hidden Concepts in the History and Philosophy of Origins-of-Life Studies: a Workshop Report.,Origins of life and evolution of the biosphere : the journal of the International Society for the Study of the Origin of Life,"Mariscal, Carlos, Barahona, Ana, Aubert-Kato, Nathanael, Aydinoglu, Arsev Umur, Bartlett, Stuart, Cárdenas, María Luz, Chandru, Kuhan, Cleland, Carol, Cocanougher, Benjamin T, Comfort, Nathaniel, Cornish-Bowden, Athel, Deacon, Terrence, Froese, Tom, Giovannelli, Donato, Hernlund, John, Hut, Piet, Kimura, Jun, Maurel, Marie-Christine, Merino, Nancy, Moreno, Alvaro, Nakagawa, Mayuko, Peretó, Juli, Virgo, Nathaniel, Witkowski, Olaf, James Cleaves, H",10.1007/s11084-019-09580-x,Applied Climate Information System,dataset-642
"Use of Routine Health Information System Data to Evaluate Impact of Malaria Control Interventions in Zanzibar, Tanzania from 2000 to 2015.",EClinicalMedicine,"Ashton, Ruth A, Bennett, Adam, Al-Mafazy, Abdul-Wahid, Abass, Ali K, Msellem, Mwinyi I, McElroy, Peter, Kachur, S Patrick, Ali, Abdullah S, Yukich, Joshua, Eisele, Thomas P, Bhattarai, Achuyt",10.1016/j.eclinm.2019.05.011,Applied Climate Information System,dataset-642
Using GIS tools to detect the land use/land cover changes during forty years in Lodhran District of Pakistan.,Environmental science and pollution research international,"Hussain, Sajjad, Mubeen, Muhammad, Ahmad, Ashfaq, Akram, Waseem, Hammad, Hafiz Mohkum, Ali, Mazhar, Masood, Nasir, Amin, Asad, Farid, Hafiz Umar, Sultana, Syeda Refat, Fahad, Shah, Wang, Depeng, Nasim, Wajid",10.1007/s11356-019-06072-3,Applied Climate Information System,dataset-642
Microalgal bioremediation of emerging contaminants - Opportunities and challenges.,Water research,"Sutherland, Donna L, Ralph, Peter J",10.1016/j.watres.2019.114921,Applied Climate Information System,dataset-642
Proximity Environmental Feature Based Tree Health Assessment Scheme Using Internet of Things and Machine Learning Algorithm.,"Sensors (Basel, Switzerland)","Wei, Yang, Wang, Hao, Tsang, Kim Fung, Liu, Yucheng, Wu, Chung Kit, Zhu, Hongxu, Chow, Yuk-Tak, Hung, Faan Hei",10.3390/s19143115,Applied Climate Information System,dataset-642
"{'sub': '2.5', '#text': 'Satellite-Based Daily PM Estimates During Fire Seasons in Colorado.'}",Journal of geophysical research. Atmospheres : JGR,"Geng, Guannan, Murray, Nancy L, Tong, Daniel, Fu, Joshua S, Hu, Xuefei, Lee, Pius, Meng, Xia, Chang, Howard H, Liu, Yang",10.1029/2018JD028573,Applied Climate Information System,dataset-642
"Monitoring and predicting land use/cover changes in the Aksu-Tarim River Basin, Xinjiang-China (1990-2030).",Environmental monitoring and assessment,"El-Tantawi, Attia M, Bao, Anming, Chang, Cun, Liu, Ying",10.1007/s10661-019-7478-0,Applied Climate Information System,dataset-642
The global warming potential of straw-return can be reduced by application of straw-decomposing microbial inoculants and biochar in rice-wheat production systems.,"Environmental pollution (Barking, Essex : 1987)","Ma, Yuchun, Liu, De Li, Schwenke, Graeme, Yang, Bo",10.1016/j.envpol.2019.06.006,Applied Climate Information System,dataset-642
"Application of magnetic field improves growth, yield and fruit quality of tomato irrigated alternatively by fresh and agricultural drainage water.",Ecotoxicology and environmental safety,"El-Shafik El-Zawily, Abd, Meleha, Mohamed, El-Sawy, Mohamed, El-Attar, El-Hossiny, Bayoumi, Yousry, Alshaal, Tarek",10.1016/j.ecoenv.2019.06.018,Applied Climate Information System,dataset-642
A new dynamical systems perspective on atmospheric predictability: Eastern Mediterranean weather regimes as a case study.,Science advances,"Hochman, Assaf, Alpert, Pinhas, Harpaz, Tzvi, Saaroni, Hadas, Messori, Gabriele",10.1126/sciadv.aau0936,Applied Climate Information System,dataset-642
"Spatial variations of women's home delivery after antenatal care visits at lay Gayint District, Northwest Ethiopia.",BMC public health,"Nigatu, Araya Mesfin, Gelaye, Kassahun Alemu, Degefie, Degefie Tibebe, Birhanu, Abraham Yeneneh",10.1186/s12889-019-7050-4,Applied Climate Information System,dataset-642
A new method for analyzing sustainability performance of global supply chains and its application to material resources.,The Science of the total environment,"Cabernard, Livia, Pfister, Stephan, Hellweg, Stefanie",10.1016/j.scitotenv.2019.04.434,Applied Climate Information System,dataset-642
"Vertical migration from surface soils to groundwater and source appointment of polycyclic aromatic hydrocarbons in epikarst spring systems, southwest China.",Chemosphere,"Sun, Yuchuan, Zhang, Siyu, Lan, Jiacheng, Xie, Zhenglan, Pu, Junbing, Yuan, Daoxian, Yang, Hong, Xing, Baoshan",10.1016/j.chemosphere.2019.05.007,Applied Climate Information System,dataset-642
Physiological and biochemical responses of the salt-marsh plant Spartina alterniflora to long-term wave exposure.,Annals of botany,"Shao, Dongdong, Zhou, Weiwei, Bouma, Tjeerd J, Asaeda, Takashi, Wang, Zheng Bing, Liu, Xiaoling, Sun, Tao, Cui, Baoshan",10.1093/aob/mcz067,Applied Climate Information System,dataset-642
The Multi-Purpose Airborne Sensor Carrier MASC-3 for Wind and Turbulence Measurements in the Atmospheric Boundary Layer.,"Sensors (Basel, Switzerland)","Rautenberg, Alexander, Schön, Martin, Zum Berge, Kjell, Mauz, Moritz, Manz, Patrick, Platis, Andreas, van Kesteren, Bram, Suomi, Irene, Kral, Stephan T, Bange, Jens",10.3390/s19102292,Applied Climate Information System,dataset-642
"{'sub': ['3', '2'], '#text': 'Effect of Warming and Elevated O Concentration on CO Emissions in a Wheat-Soybean Rotation Cropland.'}",International journal of environmental research and public health,"Wang, Yuanyuan, Hu, Zhenghua, Islam, A R M Towfiqul, Chen, Shutao, Shang, Dongyao, Xue, Ying",10.3390/ijerph16101755,Applied Climate Information System,dataset-642
"Using Big Data to Monitor the Introduction and Spread of Chikungunya, Europe, 2017.",Emerging infectious diseases,"Rocklöv, Joacim, Tozan, Yesim, Ramadona, Aditya, Sewe, Maquines O, Sudre, Bertrand, Garrido, Jon, de Saint Lary, Chiara Bellegarde, Lohr, Wolfgang, Semenza, Jan C",10.3201/eid2506.180138,Applied Climate Information System,dataset-642
[Natural science research in Changbai Mountain during 1956-2018:A review.],Ying yong sheng tai xue bao = The journal of applied ecology,"Liu, Ya Ge, Zhang, Mao Liang, Guan, De Xin, Song, Xiu Fang, Yuan, Feng Hui, Wu, Jia Bing, Wang, An Zhi",10.13287/j.1001-9332.201905.003,Applied Climate Information System,dataset-642
Impacts of Urban Expansion on Terrestrial Carbon Storage in China.,Environmental science & technology,"Liu, Xiaoping, Wang, Shaojian, Wu, Peijun, Feng, Kuishuang, Hubacek, Klaus, Li, Xia, Sun, Laixiang",10.1021/acs.est.9b00103,Applied Climate Information System,dataset-642
"{'sub': ['3', 'x'], '#text': 'Aggravating O pollution due to NO emission control in eastern China.'}",The Science of the total environment,"Wang, Nan, Lyu, Xiaopu, Deng, Xuejiao, Huang, Xin, Jiang, Fei, Ding, Aijun",10.1016/j.scitotenv.2019.04.388,Applied Climate Information System,dataset-642
Land Use Change and Climate Variation in the Three Gorges Reservoir Catchment from 2000 to 2015 Based on the Google Earth Engine.,"Sensors (Basel, Switzerland)","Hao, Binfei, Ma, Mingguo, Li, Shiwei, Li, Qiuping, Hao, Dalei, Huang, Jing, Ge, Zhongxi, Yang, Hong, Han, Xujun",10.3390/s19092118,Applied Climate Information System,dataset-642
Seasonal prediction of climate-driven fire risk for decision-making and operational applications in a Mediterranean region.,The Science of the total environment,"Turco, Marco, Marcos-Matamoros, Raül, Castro, Xavier, Canyameras, Esteve, Llasat, Maria Carmen",10.1016/j.scitotenv.2019.04.296,Applied Climate Information System,dataset-642
"The impact of the 2016 flood event in Anhui Province, China on infectious diarrhea disease: An interrupted time-series study.",Environment international,"Zhang, Na, Song, Dandan, Zhang, Jin, Liao, Wenmin, Miao, Kaichao, Zhong, Shuang, Lin, Shao, Hajat, Shakoor, Yang, Lianping, Huang, Cunrui",10.1016/j.envint.2019.03.063,Applied Climate Information System,dataset-642
"Paediatric dengue infection in Cirebon, Indonesia: a temporal and spatial analysis of notified dengue incidence to inform surveillance.",Parasites & vectors,"Astuti, Endang Puji, Dhewantara, Pandji Wibawa, Prasetyowati, Heni, Ipa, Mara, Herawati, Cucu, Hendrayana, Kadina",10.1186/s13071-019-3446-3,Applied Climate Information System,dataset-642
Proteomic and metabolomic insights into the functions of the male reproductive system in fishes.,Theriogenology,"Dietrich, Mariola A, Nynca, Joanna, Ciereszko, Andrzej",10.1016/j.theriogenology.2019.04.018,Applied Climate Information System,dataset-642
Internet of Things in Marine Environment Monitoring: A Review.,"Sensors (Basel, Switzerland)","Xu, Guobao, Shi, Yanjun, Sun, Xueyan, Shen, Weiming",10.3390/s19071711,Applied Climate Information System,dataset-642
A scale-adaptive method for urban rainwater harvesting simulation.,Environmental science and pollution research international,"Lúcio, Catarina, Silva, Cristina Matos, Sousa, Vitor",10.1007/s11356-019-04889-6,Applied Climate Information System,dataset-642
Land subsidence modelling using tree-based machine learning algorithms.,The Science of the total environment,"Rahmati, Omid, Falah, Fatemeh, Naghibi, Seyed Amir, Biggs, Trent, Soltani, Milad, Deo, Ravinesh C, Cerdà, Artemi, Mohammadi, Farnoush, Tien Bui, Dieu",10.1016/j.scitotenv.2019.03.496,Applied Climate Information System,dataset-642
Unsupervised extraction of epidemic syndromes from participatory influenza surveillance self-reported symptoms.,PLoS computational biology,"Kalimeri, Kyriaki, Delfino, Matteo, Cattuto, Ciro, Perrotta, Daniela, Colizza, Vittoria, Guerrisi, Caroline, Turbelin, Clement, Duggan, Jim, Edmunds, John, Obi, Chinelo, Pebody, Richard, Franco, Ana O, Moreno, Yamir, Meloni, Sandro, Koppeschaar, Carl, Kjelsø, Charlotte, Mexia, Ricardo, Paolotti, Daniela",10.1371/journal.pcbi.1006173,Applied Climate Information System,dataset-642
CRISPR-based genome editing in wheat: a comprehensive review and future prospects.,Molecular biology reports,"Kumar, Rakesh, Kaur, Amandeep, Pandey, Ankita, Mamrutha, H M, Singh, G P",10.1007/s11033-019-04761-3,Applied Climate Information System,dataset-642
Nonlinearities in transmission dynamics and efficient management of vector-borne pathogens.,Ecological applications : a publication of the Ecological Society of America,"Ginsberg, Howard S, Couret, Jannelle",10.1002/eap.1892,Applied Climate Information System,dataset-642
"Responses of Ecosystem Services to Urbanization-Induced Land Use Changes in Ecologically Sensitive Suburban Areas in Hangzhou, China.",International journal of environmental research and public health,"Yuan, Shaofeng, Zhu, Congmou, Yang, Lixia, Xie, Fenghua",10.3390/ijerph16071124,Applied Climate Information System,dataset-642
Bootstrap approach to validate the performance of models for predicting mortality risk temperature in Portuguese Metropolitan Areas.,Environmental health : a global access science source,"Rodrigues, Mónica, Santana, Paula, Rocha, Alfredo",10.1186/s12940-019-0462-x,Applied Climate Information System,dataset-642
Vulnerability of the agricultural sector to climate change: The development of a pan-tropical Climate Risk Vulnerability Assessment to inform sub-national decision making.,PloS one,"Parker, Louis, Bourgoin, Clement, Martinez-Valle, Armando, Läderach, Peter",10.1371/journal.pone.0213641,Applied Climate Information System,dataset-642
Progress toward Equitably Managed Protected Areas in Aichi Target 11: A Global Survey.,Bioscience,"Zafra-Calvo, Noelia, Garmendia, Eneko, Pascual, Unai, Palomo, Ignacio, Gross-Camp, Nicole, Brockington, Daniel, Cortes-Vazquez, Jose-Antonio, Coolsaet, Brendan, Burgess, Neil David",10.1093/biosci/biy143,Applied Climate Information System,dataset-642
A New GPS SNR-based Combination Approach for Land Surface Snow Depth Monitoring.,Scientific reports,"Zhou, Wei, Liu, Lilong, Huang, Liangke, Yao, Yibin, Chen, Jun, Li, Songqing",10.1038/s41598-019-40456-2,Applied Climate Information System,dataset-642
Review: An integrated graphical tool for analysing impacts and services provided by livestock farming.,Animal : an international journal of animal bioscience,"Ryschawy, J, Dumont, B, Therond, O, Donnars, C, Hendrickson, J, Benoit, M, Duru, M",10.1017/S1751731119000351,Applied Climate Information System,dataset-642
Teleconnection between phytoplankton dynamics in north temperate lakes and global climatic oscillation by time-frequency analysis.,Water research,"Xiao, Xi, He, Junyu, Yu, Yan, Cazelles, Bernard, Li, Ming, Jiang, Qutu, Xu, Caicai",10.1016/j.watres.2019.01.056,Applied Climate Information System,dataset-642
Identifying mutation positions in all segments of influenza genome enables better differentiation between pandemic and seasonal strains.,Gene,"Kargarfard, Fatemeh, Sami, Ashkan, Hemmatzadeh, Farhid, Ebrahimie, Esmaeil",10.1016/j.gene.2019.01.014,Applied Climate Information System,dataset-642
Combined single-cell profiling of expression and DNA methylation reveals splicing regulation and heterogeneity.,Genome biology,"Linker, Stephanie M, Urban, Lara, Clark, Stephen J, Chhatriwala, Mariya, Amatya, Shradha, McCarthy, Davis J, Ebersberger, Ingo, Vallier, Ludovic, Reik, Wolf, Stegle, Oliver, Bonder, Marc Jan",10.1186/s13059-019-1644-0,Applied Climate Information System,dataset-642
PMT: New analytical framework for automated evaluation of geo-environmental modelling approaches.,The Science of the total environment,"Rahmati, Omid, Kornejady, Aiding, Samadi, Mahmood, Deo, Ravinesh C, Conoscenti, Christian, Lombardo, Luigi, Dayal, Kavina, Taghizadeh-Mehrjardi, Ruhollah, Pourghasemi, Hamid Reza, Kumar, Sandeep, Bui, Dieu Tien",10.1016/j.scitotenv.2019.02.017,Applied Climate Information System,dataset-642
Virulence-related genes are associated with clinical and nutritional outcomes of Shigella/Enteroinvasive Escherichia coli pathotype infection in children from Brazilian semiarid region: A community case-control study.,International journal of medical microbiology : IJMM,"Bona, Mariana, Medeiros, Pedro Henrique, Santos, Ana Karolina, Freitas, Thiago, Prata, Mara, Veras, Herlice, Amaral, Marília, Oliveira, Daniel, Havt, Alexandre, Lima, Aldo Ângelo",10.1016/j.ijmm.2019.01.003,Applied Climate Information System,dataset-642
A new method to estimate the temperature-CVD mortality relationship.,Environmental science and pollution research international,"Yin, Qian, Wang, Jinfeng, Su, Jianting, Wei, Zaihua",10.1007/s11356-019-04247-6,Applied Climate Information System,dataset-642
CropSight: a scalable and open-source information management system for distributed plant phenotyping and IoT-based crop management.,GigaScience,"Reynolds, Daniel, Ball, Joshua, Bauer, Alan, Davey, Robert, Griffiths, Simon, Zhou, Ji",10.1093/gigascience/giz009,Applied Climate Information System,dataset-642
"A regional data assimilation system for estimating CO surface flux from atmospheric mixing ratio observations-a case study of Xuzhou, China.",Environmental science and pollution research international,"Lu, Lijiang, Chen, Baozhang, Guo, Lifeng, Zhang, Huifang, Li, Yanpeng",10.1007/s11356-019-04246-7,Applied Climate Information System,dataset-642
"Prevalence, economic assessment, and risk factors of gastrointestinal nematodes infecting herds in tropical, dry and temperate climate regions in Mexico.",Microbial pathogenesis,"Villa-Mancera, A, Reynoso-Palomar, A",10.1016/j.micpath.2019.01.043,Applied Climate Information System,dataset-642
Addressing Research Needs in the Field of Plant Virus Ecology by Defining Knowledge Gaps and Developing Wild Dicot Study Systems.,Frontiers in microbiology,"Shates, Tessa M, Sun, Penglin, Malmstrom, Carolyn M, Dominguez, Chrysalyn, Mauck, Kerry E",10.3389/fmicb.2018.03305,Applied Climate Information System,dataset-642
Predicting the onset of Betula pendula flowering in Poznań (Poland) using remote sensing thermal data.,The Science of the total environment,"Bogawski, Paweł, Grewling, Łukasz, Jackowiak, Bogdan",10.1016/j.scitotenv.2018.12.295,Applied Climate Information System,dataset-642
Planning for spectator thermal comfort and health in the face of extreme heat: The Tokyo 2020 Olympic marathons.,The Science of the total environment,"Vanos, Jennifer K, Kosaka, Eichi, Iida, Akiko, Yokohari, Makoto, Middel, Ariane, Scott-Fleming, Ian, Brown, Robert D",10.1016/j.scitotenv.2018.11.447,Applied Climate Information System,dataset-642
Progressing urban climate research using a high-density monitoring network system.,Environmental monitoring and assessment,"Šećerov, Ivan B, Savić, Stevan M, Milošević, Dragan D, Arsenović, Daniela M, Dolinaj, Dragan M, Popov, Srdjan B",10.1007/s10661-019-7210-0,Applied Climate Information System,dataset-642
A cloud-free MODIS snow cover dataset for the contiguous United States from 2000 to 2017.,Scientific data,"Tran, Hoang, Nguyen, Phu, Ombadi, Mohammed, Hsu, Kuo-Lin, Sorooshian, Soroosh, Qing, Xia",10.1038/sdata.2018.300,Applied Climate Information System,dataset-642
[The definition of heat-wave based on mortality risk assessment in different regions of China].,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],"Lin, Q X, Wang, L J, Lin, Z Q, Yin, P, Huang, Z J, Liu, T, Xiao, J P, Li, X, Zeng, W L, Lin, S, Zhou, M G, Ma, W J",10.3760/cma.j.issn.0253-9624.2019.01.014,Applied Climate Information System,dataset-642
