title,url,authors,doi,journal,search_term,dataset_id
MAC : A Novel Systematically Multilevel Cache Replacement Policy for PCM Memory,http://dx.doi.org/10.6084/m9.figshare.5992351.v1,"Shenchen Ruan, Haixia",10.6084/m9.figshare.5992351.v1,,Rapid Refresh,dataset-671
MAC : A Novel Systematically Multilevel Cache Replacement Policy for PCM Memory,https://zenodo.org/record/1199858,"Shenchen Ruan, Haixia",10.5281/zenodo.1199857,,Rapid Refresh,dataset-671
Mac : A Novel Systematically Multilevel Cache Replacement Policy For Pcm Memory,http://dx.doi.org/10.5281/zenodo.1199858,"Shenchen Ruan, Haixia",10.5281/zenodo.1199858,,Rapid Refresh,dataset-671
Evaluation and Economic Value of Winter Weather Forecasts,http://docs.lib.purdue.edu/open_access_theses/259,"Snyder, Derrick William",,,Rapid Refresh,dataset-671
Mac : A Novel Systematically Multilevel Cache Replacement Policy For Pcm Memory,http://dx.doi.org/10.5281/zenodo.1199857,"Shenchen Ruan, Haixia",10.5281/zenodo.1199857,,Rapid Refresh,dataset-671
MAC : A Novel Systematically Multilevel Cache Replacement Policy for PCM Memory,http://dx.doi.org/10.6084/m9.figshare.5992351,"Shenchen Ruan, Haixia",10.6084/m9.figshare.5992351,,Rapid Refresh,dataset-671
Probing cortical excitability using rapid frequency tagging,http://europepmc.org/articles/PMC6547046,"Zhigalov, A., Herring, J.D., Herpers, J., Bergmann, T.O., Jensen, O.",10.1016/j.neuroimage.2019.03.056,Neuroimage,Rapid Refresh,dataset-671
Representation and evolution of urban weather boundary conditions in downtown Chicago,http://www.escholarship.org/uc/item/8jg8g9cr,"Jain, R, Luo, X, Sever, G, Hong, T, Catlett, C",10.1371/journal.pone.0160310,,Rapid Refresh,dataset-671
Generalized Bootstrapping Technique Based on Block Equality Test Algorithm,https://doaj.org/toc/1939-0122,"Xiufeng Zhao, Ailan Wang",10.1155/2018/9325082,Security and Communication Networks,Rapid Refresh,dataset-671
FAMSA: Fast and accurate multiple sequence alignment of huge protein families,http://dx.doi.org/10.1371/journal.pone.0088901,"Deorowicz, Sebastin, Debudaj-Grabysz, Agnieszka, Gudys, Adam",10.1038/srep33964,Scientific Reports,Rapid Refresh,dataset-671
Multi-spectral random illumination using a liquid crystal spatial light modulator,http://link.springer.com/article/10.1186/s41476-018-0088-6,"Xiao Chen, Zhiguang Shi, Weidong Hu",10.1186/s41476-018-0088-6,Journal of the European Optical Society-Rapid Publications,Rapid Refresh,dataset-671
New Capabilities for All-Weather Microwave Atmospheric Sensing Using CubeSats and Constellations,https://digitalcommons.usu.edu/smallsat/2018/all2018/262,"Blackwell, Bill",,,Rapid Refresh,dataset-671
Analysis of Severe Elevated Thunderstorms over Frontal Surfaces Using DCIN and DCAPE,https://www.mdpi.com/2073-4433/10/8/449,"Market, Patrick, Grempler, Kevin, Sumrall, Paula, Henson, Chasity",10.3390/atmos10080449,Atmosphere,Rapid Refresh,dataset-671
High-speed spatial frequency domain imaging of rat cortex detects dynamic optical and physiological properties following cardiac arrest and resuscitation,https://europepmc.org/articles/PMC5742642/,"Wilson, Robert H., Crouzet, Christian, Torabzadeh, Mohammad, Bazrafkan, Afsheen, Farahabadi, Maryam H., Jamasian, Babak, Donga, Dishant, Alcocer, Juan, Zaher, Shuhab M., Choi, Bernard, Akbari, Yama, Tromberg, Bruce J.",10.1117/1.NPh.4.4.045008,,Rapid Refresh,dataset-671
Performance of the high-resolution atmospheric model HRRR-AK for correcting geodetic observations from spaceborne radars,http://europepmc.org/articles/PMC4426335,"Gong, W, Meyer, F J, Webley, P, Morton, D",10.1002/2013JD020170,Journal of Geophysical Research. Atmospheres,Rapid Refresh,dataset-671
Investigating the influence of contributing factors and predicting visibility at road link-level,http://europepmc.org/articles/PMC6660586,"Pulugurtha, Srinivas S., Mane, Ajinkya S., Duddu, Venkata R., Godfrey, Christopher M.",10.1016/j.heliyon.2019.e02105,Heliyon,Rapid Refresh,dataset-671
malERA: An updated research agenda for characterising the reservoir and measuring transmission in malaria elimination and eradication.,http://europepmc.org/articles/PMC5708619?pdf=render,malERA Refresh Consultative Panel on Characterising the Reservoir and Measuring Transmission,10.1371/journal.pmed.1002452,PLoS Medicine,Rapid Refresh,dataset-671
Метод автоматического определения порога градиентного фильтра для быстрой обработки объектов динамических сцен,http://journals.uran.ua/eejet/article/view/51766,"Timchenko, Leonid, Poplavskyi, Oleksandr, Kokryatskaya, Natalia, Poplavska, Anna",,Eastern-European Journal of Enterprise Technologies,Rapid Refresh,dataset-671
malERA: An updated research agenda for characterising the reservoir and measuring transmission in malaria elimination and eradication,http://hdl.handle.net/2445/119646,"malERA Refresh Consultative Panel on Characterising the Reservoir and Measuring Transmission, Rabinovich, Regina",10.1371/journal.pmed.1002452,,Rapid Refresh,dataset-671
GHOST: A Satellite Mission Concept for Persistent Monitoring of Stratospheric Gravity Waves Induced by Severe Storms,http://juser.fz-juelich.de/record/844807,"Tratt, David M., Hackwell, John A., Nolan, David S., Miller, Steven D., Hall, Jeffrey L., Atlas, Robert, Marks, Frank D., Partain, Philip T., Valant-Spaight, Bonnie L., Walterscheid, Richard L., Gelinas, Lynette J., Hecht, James H., Swenson, Charles M., Lampen, Caleb P., Alexander, M. Joan, Hoffmann, Lars",10.1175/BAMS-D-17-0064.1,,Rapid Refresh,dataset-671
EXTRACTING SPATIOTEMPORAL OBJECTS FROM RASTER DATA TO REPRESENT PHYSICAL FEATURES AND ANALYZE RELATED PROCESSES,https://www.isprs-ann-photogramm-remote-sens-spatial-inf-sci.net/IV-4-W2/87/2017/,J. A. Zollweg,10.5194/isprs-annals-IV-4-W2-87-2017,,Rapid Refresh,dataset-671
Pulsed helium ion beam induced deposition: a means to high growth rates,http://resolver.tudelft.nl/uuid:a5e204e3-d1cf-4d1b-aa8e-74f357b441c2,"Alkemade, P.F.A., Miro, H., Van Veldhoven, E., Maas, D.J., Smith, D.A., Rack, P.D.",,,Rapid Refresh,dataset-671
An Assessment of Satellite Radiance Data Assimilation in RMAPS,http://dx.doi.org/10.3390/rs11010054,"Xie, Fan, Chen, Shi, Zhong, Zhang",10.3390/rs11010054,Remote Sensing,Rapid Refresh,dataset-671
"Value‐Based Acquisition: An Objective, Success‐Centric, Evolutionary Approach",http://hdl.handle.net/10945/60181,"Gunderson, Chris, Minton, David, Roth, Rick Hayes",,,Rapid Refresh,dataset-671
Visualizing tephra deposits and sedimentary processes in the marine environment: The potential of X-ray microtomography,https://hdl.handle.net/10037/12111,"Griggs, Adam J., Davies, Siwan M., Abbott, Peter M., Coleman, Mark, Palmer, Adrian P., Rasmussen, Tine Lander, Johnston, Richard",10.1002/2015GC006073,"Geochemistry, Geophysics, Geosystems : G(3)",Rapid Refresh,dataset-671
Impact of Radiance Data Assimilation on the Prediction of Heavy Rainfall in RMAPS: A Case Study,http://dx.doi.org/10.3390/rs10091380,"Xie, Yanhui, Shi, Jiancheng, Fan, Shuiyong, Chen, Min, Dou, Youjun, Ji, Dabin",10.3390/rs10091380,Remote Sensing,Rapid Refresh,dataset-671
Augmented Reality of the Middle Ear Combining Otoendoscopy and Temporal Bone Computed Tomography,https://hal-univ-bourgogne.archives-ouvertes.fr/hal-01862746,"Marroquin , Roberto, Lalande , Alain, Hussain , Raabid, Guigou , Caroline, Grayeli , Alexis Bozorg",10.1097/MAO.0000000000001922,,Rapid Refresh,dataset-671
Microsaccadic sampling of moving image information provides Drosophila hyperacute vision,http://dx.doi.org/10.7554/elife.26117,"Juusola, Mikko, Dau, An, Song, Zhuoyi, Solanki, Narendra, Rien, Diana, Jaciuch, David, Dongre, Sidhartha Anil, Blanchard, Florence, de Polavieja, Gonzalo G, Hardie, Roger C, Takalo, Jouni",10.7554/elife.26117,,Rapid Refresh,dataset-671
Characterizing severe weather potential in synoptically weakly forced thunderstorm environments,https://www.nat-hazards-earth-syst-sci.net/18/1261/2018/,"P. W. Miller, T. L. Mote",10.5194/nhess-18-1261-2018,,Rapid Refresh,dataset-671
On the Evaluation of the Total-Cost-of-Ownership Trade-offs in Edge vs Cloud deployments: A Wireless-Denial-of-Service Case Study,https://pure.qub.ac.uk/portal/en/publications/on-the-evaluation-of-the-totalcostofownership-tradeoffs-in-edge-vs-cloud-deployments-a-wirelessdenialofservice-case-study(86612266-592a-4cc9-953f-5927c0a42107).html,"Nikolaou, Panagiota, Sazeides, Yiannakis, Lampropulos, Alejandro, Guilhot, Denis, Bartoli, Andrea, Papadimitriou, George, Chatzidimitriou, Athanasios, Gizopoulos, Dimitris, Tovletoglou, Konstantinos, Mukhanov, Lev, Karakonstantis, Georgios",10.1109/TSUSC.2019.2894018,,Rapid Refresh,dataset-671
Generating wind power scenarios for probabilistic ramp event prediction using multivariate statistical post-processing,https://www.wind-energ-sci.net/3/371/2018/,"Worsnop, Rochelle P., Scheuerer, Michael, Hamill, Thomas M., Lundquist, Julie K.",10.5194/wes-3-371-2018,Wind Energy Science,Rapid Refresh,dataset-671
"Efficacy and safety of two new formulations of artificial tears in subjects with dry eye disease: a 3-month, multicenter, active-controlled, randomized trial",https://doaj.org/toc/1177-5483,"Simmons, Peter, Liu,Haixia, Carlisle-Wilcox,Cindy, Vehige,Joseph",10.2147/OPTH.S78184,Clinical Ophthalmology,Rapid Refresh,dataset-671
Graphene for Multi-purpose Applications,http://dx.doi.org/10.25781/kaust-u7vn5,"Qaisi, Ramy M.",10.25781/kaust-u7vn5,,Rapid Refresh,dataset-671
"Comparing private and public transport access to diabetic health services across inner, middle, and outer suburbs of Melbourne, Australia",http://europepmc.org/articles/PMC5899403,"Madill, Rebecca, Badland, Hannah, Mavoa, Suzanne, Giles-Corti, Billie",10.1186/s12913-018-3079-9,BMC Health Services Research,Rapid Refresh,dataset-671
Microsaccadic sampling of moving image information provides Drosophila hyperacute vision,http://dx.doi.org/10.1371/journal.pone.0014455,"Juusola, Mikko, Dau, An, Song, Zhuoyi, Dongre, Sidhartha Anil, de Polavieja, Gonzalo G, Solanki, Narendra, Rien, Diana, Jaciuch, David, Blanchard, Florence, Hardie, Roger C, Takalo, Jouni",10.7554/eLife.26117,eLife,Rapid Refresh,dataset-671
