title,journal,authors,doi,search_term,dataset_id
"Spatial and temporal distributions of phlebotomine sand flies (Diptera: Psychodidae), vectors of leishmaniasis, in Iran.",Acta tropica,"Karimi, Ameneh, Hanafi-Bojd, Ahmad Ali, Yaghoobi-Ershadi, Mohammad Reza, Akhavan, Amir Ahmad, Ghezelbash, Zahra",10.1016/j.actatropica.2014.01.004,Digital Forecast Database,dataset-643
Delivering integrated HAZUS-MH flood loss analyses and flood inundation maps over the Web.,"Journal of emergency management (Weston, Mass.)","Hearn, Paul P, Longenecker, Herbert E, Aguinaldo, John J, Rahav, Ami N",,Digital Forecast Database,dataset-643
Current status of pipeline embolization device in the treatment of intracranial aneurysms: a review.,World neurosurgery,"Tse, Mona M Y, Yan, Bernard, Dowling, Richard J, Mitchell, Peter J",10.1016/j.wneu.2012.09.023,Digital Forecast Database,dataset-643
Development of a next-generation automated DICOM processing system in a PACS-less research environment.,Journal of digital imaging,"Ziegler,Scott E",,Digital Forecast Database,dataset-643
[Mapping of parasitological environmental data: the tick Ixodes ricinus--a case of study].,Wiadomosci parazytologiczne,"Kiewra, Dorota, Lonc, Elzbieta, Rydzanicz, Katarzyna",,Digital Forecast Database,dataset-643
The ImageCLEFmed medical image retrieval task test collection.,Journal of digital imaging,"Hersh, William, Müller, Henning, Kalpathy-Cramer, Jayashree",10.1007/s10278-008-9154-8,Digital Forecast Database,dataset-643
A 3-Dimensional Facial Morpho-Dynamic Database in the development of a prediction model in orthognathic surgery.,Progress in orthodontics,"Peretta, Redento, Concheri, Gianmaria, Comelli, Daniele, Meneghello, Roberto, Galzignato, Pier Francesco, Ferronato, Giuseppe",,Digital Forecast Database,dataset-643
Through the looking glass: 21st century trauma registry innovations.,Journal of trauma nursing : the official journal of the Society of Trauma Nurses,"Walters, Madonna R, Huehl, Susan, Fuller, Kimberly",,Digital Forecast Database,dataset-643
Thermal regime database of Ignalina Nuclear Power Plant cooler--Lake Drŭksiai.,Environmental monitoring and assessment,"Sarauskiene,Diana",,Digital Forecast Database,dataset-643
"FIMM, a database of functional molecular immunology: update 2002.",Nucleic acids research,"Schönbach, Christian, Koh, Judice L Y, Flower, Darren R, Wong, Limsoon, Brusic, Vladimir",,Digital Forecast Database,dataset-643
From data to knowledge--the Visible Human Project continues.,Studies in health technology and informatics,"Ackerman, M J, Yoo, T, Jenkins, D",,Digital Forecast Database,dataset-643
Virtual microscopy: high resolution digital photomicrography as a tool for light microscopy simulation.,Human pathology,"Felten, C L, Strauss, J S, Okada, D H, Marchevsky, A M",,Digital Forecast Database,dataset-643
A geographic information system on the potential distribution and abundance of Fasciola hepatica and F. gigantica in east Africa based on Food and Agriculture Organization databases.,Veterinary parasitology,"Malone, J B, Gommes, R, Hansen, J, Yilma, J M, Slingenberg, J, Snijders, F, Nachtergaele, F, Ataman, E",,Digital Forecast Database,dataset-643
"Projecting rates of urbanisation in England, 1991-2016: method, policy application and results.",The Town planning review,"Bibby, P, Shepherd, J",,Digital Forecast Database,dataset-643
Picture archiving and communications systems (PACS).,Current problems in diagnostic radiology,"Honeyman, J C, Frost, M M, Huda, W, Loeffler, W, Ott, M, Staab, E V",,Digital Forecast Database,dataset-643
From multimodality digital imaging to multimedia patient record.,Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society,"Ratib,O",,Digital Forecast Database,dataset-643
