title,url,authors,open,journal,search_term,dataset_id
Climate Change Impacts on the Hydrological Processes of a Small Agricultural Watershed,http://www.mdpi.com/2225-1154/4/4/56,"Sushant Mehan, Narayanan Kannan, Ram P. Neupane, Rachel McDaniel, Sandeep Kumar",True,Climate,Local Climate Analysis Tool Data,dataset-637
Sentinel Alpine Pastures: An original programme for a new form of shared governance to face the climate challenge,http://rga.revues.org/2455,"Laurent Dobremez, Baptiste Nettier, Jean-Pierre Legeard, Bruno Caraguel, Laurent Garde, Simon Vieux, Sandra Lavorel, Muriel Della-Vedova",True,,Local Climate Analysis Tool Data,dataset-637
"Climate Variability and Avian Cholera Transmission in Guangxi, China",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2017000200211,"HY Qin, JH Xiao, JX Li, X Gao, HB Wang",True,,Local Climate Analysis Tool Data,dataset-637
The thermal environment of the human being on the global scale,http://europepmc.org/articles/PMC2799257,"Jendritzky, Gerd, Tinz, Birger",True,Global Health Action,Local Climate Analysis Tool Data,dataset-637
Long-term monitoring of the thermal environment in office buildings,https://research.tue.nl/nl/publications/longterm-monitoring-of-the-thermal-environment-in-office-buildings(6aa7bcef-4c99-4541-b293-9cf7b627ce20).html,"Kooi, L., Mishra, A.K., Loomans, M.G.L.C., Pennings, L., Hensen, J.L.M.",True,,Local Climate Analysis Tool Data,dataset-637
"Delineation of seed collection zones based on environmental and genetic characteristics for Quercus suber L. in Sardinia, Italy",https://iforest.sisef.org/contents/?id=ifor2572-011,"De Dato G, Teani A, Mattioni C, Marchi M, Monteverdi MC, Ducci F",True,iForest - Biogeosciences and Forestry,Local Climate Analysis Tool Data,dataset-637
Exploring potential climate-related entrepreneurship opportunities and challenges for rural Nigerian women,http://link.springer.com/article/10.1186/s40497-018-0141-3,"C. A. O. Akinbami, J. E. Olawoye, F. A. Adesina, V. Nelson",True,Journal of Global Entrepreneurship Research,Local Climate Analysis Tool Data,dataset-637
"Strategies Implemented by 20 Local Tobacco Control Agencies to Promote Smoke-Free Recreation Areas, California, 2004-2007",http://europepmc.org/articles/PMC3181184,"Satterlund, Travis D., Cassady, Diana, Treiber, Jeanette, Lemp, Cathy",True,Preventing Chronic Disease,Local Climate Analysis Tool Data,dataset-637
Conditions of marine protected areas (MPAs) in the Philippines observed through the MEAT database and a reality of evaluation system and the community based management in two MPA cases,http://hdl.handle.net/2241/00150315,"Ito, Yuta, Toda, Miki, Masuda, Misa",True,Tropics,Local Climate Analysis Tool Data,dataset-637
WindSim® Computational Flow Dynamics Model Testing Using Databases from Two Wind Measurement Stations,http://electronics.etfbl.net/journal/EL_2011_2_Complete.pdf,"Đorđe Klisić, Miodrag Zlatanović, Ilija Radovanović",True,Electronics,Local Climate Analysis Tool Data,dataset-637
"FLOOD RISK ANALYSIS OF EDU LOCAL GOVERNMENT AREA (KWARA STATE, NIGERIA)",https://ges.rgo.ru/jour/article/view/110,"Emmanuel Oriola, Cynthia Chibuike",True,Geography,Local Climate Analysis Tool Data,dataset-637
Application of MODIS NDVI for Monitoring Kenyan Rangelands Through a Web Based Decision Support Tool,https://www.frontiersin.org/article/10.3389/fenvs.2019.00187/full,"Lilian Ndungu, Maungu Oware, Steve Omondi, Anastasia Wahome, Robinson Mugo, Emily Adams",True,Frontiers in Environmental Science,Local Climate Analysis Tool Data,dataset-637
"LiGAPS-Beef, a mechanistic model to explore potential and feed-limited beef production 1 : model description and illustration",http://library.wur.nl/WebQuery/wurpubs/539377,"Linden, van der, A., Ven, van de, G.W.J., Oosting, S.J., Ittersum, van, M.K., Boer, de, I.J.M.",True,,Local Climate Analysis Tool Data,dataset-637
"Combining genotype, phenotype and environment to infer potential candidate genes: An example using the Loblolly pine (Pinus taeda)",http://infoscience.epfl.ch/record/221669,"Talbot, Benoit, Chen, Ting-Wen, Zimmerman, Shawna, Joost, Stéphane, Eckert, Andrew J., Crow, Taylor M., Semizer-Cuming, Devrim, Seshadri, Chitra, Manel, Stéphanie",True,,Local Climate Analysis Tool Data,dataset-637
"Watershed-scale retrospective drought analysis and seasonal forecasting using multi-layer, high-resolution simulated soil moisture for Southeastern U.S",http://www.sciencedirect.com/science/article/pii/S2212094718300719,"Vinit Sehgal, Venkataramana Sridhar",True,Weather and Climate Extremes,Local Climate Analysis Tool Data,dataset-637
Where do islands put their waste? - A material flow and carbon footprint analysis of municipal waste management in the Maltese Islands,https://www.um.edu.mt/library/oar//handle/123456789/41897,"Camilleri-Fenech, Margaret, Oliver-Sola, Jordi, Farreny, Ramon, Gabarrell, Xavier",True,,Local Climate Analysis Tool Data,dataset-637
Study the Dynamics and Variability of River Indus Flow,https://zenodo.org/record/3350725,"Javed, Ambreen, Ahmad Hassan, Syed",True,,Local Climate Analysis Tool Data,dataset-637
"EFFECTS OF EXCESS URBAN RUNOFF ON WASTE WATER FLOW IN PÉCS, HUNGARY",http://riscurisicatastrofe.reviste.ubbcluj.ro/Volume/XI_Nr_11_2_2012/PDF/Ronczyk.pdf,"L. RONCZYK, SZ. CZIGÁNY, L. BALATONYI, A. KRISTON",True,Riscuri şi Catastrofe,Local Climate Analysis Tool Data,dataset-637
Climate effects on vegetation vitality at the treeline of boreal forests of Mongolia,http://dx.doi.org/10.23689/fidgeo-2753,"Klinge, Michael, Dulamsuren, Choimaa, Erasmi, Stefan, Karger, Dirk Nikolaus, Hauck, Markus",True,,Local Climate Analysis Tool Data,dataset-637
Economic and logistic conditions of the warehouse market in Poland,http://www.logforum.net/vol13/issue1/no9/13_1_9_17.pdf,Ireneusz Fechner,True,LogForum,Local Climate Analysis Tool Data,dataset-637
Model-based scenario analysis of the impact of remediation measures on metal leaching from soils contaminated by historic smelter emissions,https://hdl.handle.net/10067/1177810151162165141,"Joris, Ingeborg, Bronders, Jan, van der Grift, Bas, Seuntjens, Piet",False,Journal of environmental quality,Local Climate Analysis Tool Data,dataset-637
Including reliability in the AASHTO-93 flexible pavement design method integrating pavement deterioration models,https://scielo.conicyt.cl/scielo.php?script=sci_arttext&pid=S0718-915X2017000200284,"Rodríguez Moreno,Mario Alberto, Echaveguren Navarro,Tomás, Thenoux Zeballos,Guillermo",True,,Local Climate Analysis Tool Data,dataset-637
Temporal Asynchrony of Trophic Status Between Mainstream and Tributary Bay Within a Giant Dendritic Reservoir: The Role of Local-Scale Regulators,http://europepmc.org/articles/PMC3107943,"Xu, Yaoyang, Shao, Meiling, Han, Xinqin, Cai, Qinghua",True,"Water, Air, & Soil Pollution",Local Climate Analysis Tool Data,dataset-637
SuDS &amp; Sponge Cities: A Comparative Analysis of the Implementation of Pluvial Flood Management in the UK and China,http://www.mdpi.com/2071-1050/11/1/213,"Craig Lashford, Matteo Rubinato, Yanpeng Cai, Jingming Hou, Soroush Abolfathi, Stephen Coupe, Susanne Charlesworth, Simon Tait",True,Sustainability,Local Climate Analysis Tool Data,dataset-637
Direct Measurements of Local Coupling between Myosin Molecules Are Consistent with a Model of Muscle Activation.,http://dx.doi.org/10.1371/journal.pcbi.0030115,"Walcott, Sam, Kad, Neil M.",True,PLoS Computational Biology,Local Climate Analysis Tool Data,dataset-637
Data poverty:a global evaluation for 2009 to 2013 - implications for sustainable development and disaster risk reduction,https://researchportal.port.ac.uk/portal/en/publications/data-poverty(46bd55e3-e65a-4a88-b290-e01cfabf43c3).html,"Leidig, Mathias, Teeuw, Richard M., Gibson, Andrew D.",True,,Local Climate Analysis Tool Data,dataset-637
"Combining genotype, phenotype and environment to infer potential candidate genes: An example using the Loblolly pine (Pinus taeda)",http://jhered.oxfordjournals.org/content/early/2016/12/20/jhered.esw077.full?keytype=ref&ijkey=OucfzuBf6JpZJoa,"Talbot, Benoit, Chen, Ting-Wen, Zimmerman, Shawna, Joost, Stéphane, Eckert, Andrew J., Crow, Taylor M., Semizer-Cuming, Devrim, Seshadri, Chitra, Manel, Stéphanie",True,,Local Climate Analysis Tool Data,dataset-637
European experience on ensuring the economic security of tourist destinations,http://skhid.kubg.edu.ua/article/view/23060,"Dragomirova, Yevgeniya, Sheptura, Oleksandr",True,Skhid,Local Climate Analysis Tool Data,dataset-637
"Combining Genotype, Phenotype, and Environment to Infer Potential Candidate Genes",https://hal.archives-ouvertes.fr/hal-01607111,"Talbot, Benoit, Chen, Ting-Wen, Zimmerman, Shawna, Joost, Stéphane, Eckert, Andrew J., Crow, Taylor M., Semizer-Cuming, Devrim, Seshadri, Chitra, Manel, Stéphanie",True,,Local Climate Analysis Tool Data,dataset-637
"Community-based knowledge towards rangeland condition, climate change, and adaptation strategies: the case of Afar pastoralists",http://link.springer.com/article/10.1186/s13717-017-0094-4,"Minyahel Tilahun, Ayana Angassa, Aster Abebe",True,Ecological Processes,Local Climate Analysis Tool Data,dataset-637
Review: An integrated graphical tool for analysing impacts and services provided by livestock farming,http://europepmc.org/articles/PMC6639722,"Ryschawy, Julie, Dumont, Bertrand, Therond, Olivier, Donnars, Catherine, Hendrickson, J., Benoit, Marc, Duru, Michel",True,Animal,Local Climate Analysis Tool Data,dataset-637
