datasets,doi,journal,search_term,title,url
dataset-622,10.1080/01490419.2015.1034388,"{'id': 'jour.1138511', 'title': 'Marine Geodesy'}",Tidal Datums,Corrections for Tidal Residuals Due to Insufficient Representation Using a Single Station in Shallow Water Multibeam Bathymetric Data,
dataset-622,10.14710/ik.ijms.20.2.73-86,ILMU KELAUTAN Indonesian Journal of Marine Sciences,Tidal Datums,Amplitude Variations of Tidal Harmonic Constituents in Bitung Station (Variasi Amplitudo Konstituen Harmonik Pasang Surut Utama di Stasiun Bitung),https://ejournal.undip.ac.id/index.php/ijms/article/download/9608/pdf
dataset-622,10.1002/2014ef000282,Earth's Future,Tidal Datums,"Global secular changes in different tidal high water, low water and range levels",https://doi.org/10.1002/2014ef000282
dataset-622,10.2112/jcoastres-d-12-00228.1,"{'id': 'jour.1137383', 'title': 'Journal of Coastal Research'}",Tidal Datums,Vertical Datum Transformations across the Australian Littoral Zone,
dataset-622,10.1016/j.ocecoaman.2014.09.027,"{'id': 'jour.1042461', 'title': 'Ocean & Coastal Management'}",Tidal Datums,A state of the art review on High Water Mark (HWM) determination,
dataset-622,10.1109/oceans.2014.7003131,,Tidal Datums,The Texas Coastal Ocean Observation Network,
dataset-622,10.5194/hess-18-2599-2014,Hydrology and Earth System Sciences,Tidal Datums,Determining slack tide with a GPS receiver on an anchored buoy,https://www.hydrol-earth-syst-sci.net/18/2599/2014/hess-18-2599-2014.pdf
dataset-622,10.3390/jmse2010247,Journal of Marine Science and Engineering,Tidal Datums,Towards the Development of the National Ocean Service San Francisco Bay Operational Forecast System,https://www.mdpi.com/2077-1312/2/1/247/pdf
dataset-622,10.1080/07055900.2014.886031,Atmosphere-Ocean,Tidal Datums,Secular Trends in Tidal Parameters along the Coast of Japan,https://www.tandfonline.com/doi/pdf/10.1080/07055900.2014.886031?needAccess=true
dataset-622,10.1016/j.quascirev.2013.09.024,Quaternary Science Reviews,Tidal Datums,"Sea-level change during the last 2500 years in New Jersey, USA",http://nora.nerc.ac.uk/id/eprint/503713/1/NJ%20RSL%20reconstruction%20v6.pdf
dataset-622,10.5194/hessd-10-13743-2013,Hydrology and Earth System Sciences Discussions,Tidal Datums,Determining slack tide with a GPS receiver on an anchored buoy,https://repository.tudelft.nl/islandora/object/uuid%3A9e685da7-d695-48d0-a156-d7c98b4bef97/datastream/OBJ/download
dataset-622,10.3390/rs5115662,Remote Sensing,Tidal Datums,Assessing the Performance of a Northern Gulf of Mexico Tidal Model Using Satellite Imagery,http://www.mdpi.com/2072-4292/5/11/5662/pdf
dataset-622,10.1002/jqs.2634,"{'id': 'jour.1137625', 'title': 'Journal of Quaternary Science'}",Tidal Datums,"Influence of tidal‐range change and sediment compaction on Holocene relative sea‐level change in New Jersey, USA",
dataset-622,10.2112/si63-014.1,"{'id': 'jour.1137383', 'title': 'Journal of Coastal Research'}",Tidal Datums,Historical Sediment Transport Pathways and Quantities for Determining an Operational Sediment Budget: Mississippi Sound Barrier Islands,
dataset-622,10.1002/fld.3668,"{'id': 'jour.1048473', 'title': 'International Journal for Numerical Methods in Fluids'}",Tidal Datums,Review of wetting and drying algorithms for numerical tidal flow models,
dataset-622,10.4236/ijg.2013.410140,International Journal of Geosciences,Tidal Datums,Spatial Interpolation of Tidal Data Using a Multiple-Order Harmonic Equation for Unstructured Grids,http://www.scirp.org/journal/PaperDownload.aspx?paperID=41524
dataset-622,10.1201/b13770-7,,Tidal Datums,Shoreline mapping,
dataset-622,10.1002/jqs.1561,Journal of Quaternary Science,Tidal Datums,"Application of stable carbon isotopes for reconstructing salt‐marsh floral zones and relative sea level, New Jersey, USA",http://nora.nerc.ac.uk/id/eprint/17698/1/NJ_Geochem_%28Submitted_to_JQS%29.pdf
dataset-622,10.1559/1523040639130,"{'id': 'jour.1041893', 'title': 'Cartography and Geographic Information Science'}",Tidal Datums,"Retracing the Past: Recovering 19th Century Benchmarks to Measure Shoreline Change Along the Outer Shore of Cape Cod, Massachusetts",
dataset-622,10.1016/j.ocecoaman.2011.09.011,"{'id': 'jour.1042461', 'title': 'Ocean & Coastal Management'}",Tidal Datums,Geospatial approach for demarcating Jekyll Island State Park: Georgia barrier island,
dataset-622,10.23919/oceans.2011.6107140,"{'id': 'jour.1289902', 'title': '2013 OCEANS - San Diego'}",Tidal Datums,Results from NOAA's test and evaluation of microwave radar water level sensors and plans for a transition to operational applications,
dataset-622,10.2112/si59-021.1,"{'id': 'jour.1137383', 'title': 'Journal of Coastal Research'}",Tidal Datums,Performance of Experimental Low Volume Beach Fill and Clay Core Dune Shore Protection Project,
dataset-622,10.1007/springerreference_29395,,Tidal Datums,Tidal Datums,
dataset-622,10.1061/41121(388)30,,Tidal Datums,Modeling Tidal Dynamics and Tidal Datums along the Coasts of Texas and Western Louisiana,
dataset-622,10.1061/41121(388)32,,Tidal Datums,Barotropic Tides and Tidal Datums in Florida Coastal Waters,
dataset-622,10.2112/07-0907.1,"{'id': 'jour.1137383', 'title': 'Journal of Coastal Research'}",Tidal Datums,Increased Tidal Ranges Coinciding with Jamaica Bay Development Contribute to Marsh Flooding,
dataset-622,10.1061/40990(324)5,,Tidal Datums,Barotropic Tidal Energetics and Tidal Datums in the Gulf of Maine and Georges Bank Region,
dataset-622,10.1007/978-3-540-68225-7_16,,Tidal Datums,ICT Applied to Sea Surveying,
dataset-622,10.1109/oceans.2007.4449348,,Tidal Datums,VDatum and Strategies for National Coverage,
dataset-622,10.1016/j.geomorph.2006.11.013,"{'id': 'jour.1044680', 'title': 'Geomorphology'}",Tidal Datums,"Coastal morphodynamics and Chenier-Plain evolution in southwestern Louisiana, USA: A geomorphic model",
dataset-622,10.4031/002533207787442277,"{'id': 'jour.1127195', 'title': 'Marine Technology Society Journal'}",Tidal Datums,Water Level Observations for Storm Surge,
dataset-622,10.1016/j.aquaeng.2006.03.001,"{'id': 'jour.1039195', 'title': 'Aquacultural Engineering'}",Tidal Datums,Impact of net positive suction head on the design and operation of seawater pumping systems for use in aquaculture,
dataset-622,10.21236/ada458582,,Tidal Datums,Implementation of PCTides in NITES II: A Focus on Mean Lower Low Water Reference,http://www.dtic.mil/dtic/tr/fulltext/u2/a458582.pdf
dataset-622,10.1007/0-387-23333-4_5,,Tidal Datums,Coastal Water Level Fluctuations,
dataset-622,10.1007/1-4020-3880-1,,Tidal Datums,Encyclopedia of Coastal Science,
dataset-622,10.1109/oceans.2005.1639881,,Tidal Datums,"Review of Progress on VDatum, a Vertical Datum Transformation Tool",http://vdatum.noaa.gov/download/publications/2005_myers_Oceans.pdf
dataset-622,10.1007/1-4020-3880-1_179,,Tidal Datums,"Indian Ocean Coasts, Coastal Geomorphology",
dataset-622,10.1007/1-4020-3880-1_72,,Tidal Datums,"Cliffs, Lithology Versus Erosion Rates",
dataset-622,10.1007/1-4020-3880-1_321,,Tidal Datums,Tide-Dominated Coasts,
dataset-622,10.1007/1-4020-3880-1_248,,Tidal Datums,Pluvial Lake Shore Deposits,
dataset-622,10.1007/1-4020-3880-1_59,,Tidal Datums,Capping of Contaminated Coastal Areas,
dataset-622,10.1007/1-4020-3880-1_36,,Tidal Datums,Beach Processes,
dataset-622,10.1007/1-4020-3880-1_329,,Tidal Datums,"Tourism, Criteria for Coastal Sites",
dataset-622,10.1007/1-4020-3880-1_43,,Tidal Datums,Beach Use and Behaviors,
dataset-622,10.1007/1-4020-3880-1_103,,Tidal Datums,"Coral Reefs, Emerged",
dataset-622,10.1007/1-4020-3880-1_42,,Tidal Datums,Beach Stratigraphy,
dataset-622,10.1007/1-4020-3880-1_239,,Tidal Datums,"Pacific Ocean Islands, Coastal Geomorphology",
dataset-622,10.1007/1-4020-3880-1_240,,Tidal Datums,Paleocoastlines,
dataset-622,10.1007/1-4020-3880-1_310,,Tidal Datums,Tectonics and Neotectonics,
dataset-622,10.1007/1-4020-3880-1_47,,Tidal Datums,Bioengineered Shore Protection,
dataset-622,10.1007/1-4020-3880-1_249,,Tidal Datums,Polders,
dataset-622,10.1007/1-4020-3880-1_25,,Tidal Datums,Barrier Islands,
dataset-622,10.1007/1-4020-3880-1_69,,Tidal Datums,Cleaning Beaches,
dataset-622,10.1007/1-4020-3880-1_29,,Tidal Datums,Bay Beaches,
dataset-622,10.1007/1-4020-3880-1_63,,Tidal Datums,Cays,
dataset-622,10.1007/1-4020-3880-1_71,,Tidal Datums,"Cliffs, Erosion Rates",
dataset-622,10.1007/1-4020-3880-1_55,,Tidal Datums,Boulder Barricades,
dataset-622,10.1007/1-4020-3880-1_51,,Tidal Datums,Bioherms and Biostromes,
dataset-622,10.1007/1-4020-3880-1_34,,Tidal Datums,Beach Features,
dataset-622,10.1007/1-4020-3880-1_105,,Tidal Datums,Cross-Shore Variation of Grain Size on Beaches,
dataset-622,10.1007/1-4020-3880-1_332,,Tidal Datums,Tsunamis,
dataset-622,10.1007/1-4020-3880-1_102,,Tidal Datums,Coral Reefs,
dataset-622,10.1109/oceans.2005.1640144,,Tidal Datums,Response of Extreme Storm Tide Levels to Long-term Sea Level Change,
dataset-622,10.1007/1-4020-3880-1_247,,Tidal Datums,Pleistocene Epoch,
dataset-622,10.1007/1-4020-3880-1_251,,Tidal Datums,"Profiling, Beach",
dataset-622,10.1007/1-4020-3880-1_68,,Tidal Datums,Classification of Coasts,
dataset-622,10.1007/1-4020-3880-1_46,,Tidal Datums,Bioconstruction,
dataset-622,10.1007/1-4020-3880-1_49,,Tidal Datums,Biogenous Coasts,
dataset-622,10.1007/1-4020-3880-1_82,,Tidal Datums,Coastal Modeling and Simulation,
dataset-622,10.1007/1-4020-3880-1_58,,Tidal Datums,Bypassing at Littoral Drift Barriers,
dataset-622,10.1007/1-4020-3880-1_101,,Tidal Datums,Coral Reef Islands,
dataset-622,10.1007/1-4020-3880-1_78,,Tidal Datums,Coastal Currents,
dataset-622,10.1007/1-4020-3880-1_322,,Tidal Datums,Tide Gauges,
dataset-622,10.1007/1-4020-3880-1_64,,Tidal Datums,Central America-See Middle America,
dataset-622,10.1007/1-4020-3880-1_93,,Tidal Datums,Coastline Changes,
dataset-622,10.1007/1-4020-3880-1_320,,Tidal Datums,Tidal Prism,
dataset-622,10.1007/1-4020-3880-1_53,,Tidal Datums,Bluffs,
dataset-622,10.1007/1-4020-3880-1_183,,Tidal Datums,Isostasy,
dataset-622,10.1007/1-4020-3880-1_94,,Tidal Datums,"Coasts, Coastlines, Shores, and Shorelines",
dataset-622,10.1007/1-4020-3880-1_79,,Tidal Datums,Coastal Engineering,
dataset-622,10.1007/1-4020-3880-1_84,,Tidal Datums,Coastal Sedimentary Facies,
dataset-622,10.1007/1-4020-3880-1_9,,Tidal Datums,I,
dataset-622,10.1007/1-4020-3880-1_19,,Tidal Datums,T,
dataset-622,10.1007/1-4020-3880-1_37,,Tidal Datums,Beach Profile,
dataset-622,10.1007/1-4020-3880-1_74,,Tidal Datums,Coastal Boundaries,
dataset-622,10.1007/1-4020-3880-1_246,,Tidal Datums,Placer Deposits,
dataset-622,10.1007/1-4020-3880-1_62,,Tidal Datums,Carrying Capacity in Coastal Areas,
dataset-622,10.1007/1-4020-3880-1_90,,Tidal Datums,Coastal Wells,
dataset-622,10.1007/1-4020-3880-1_76,,Tidal Datums,"Coastal Changes, Rapid",
dataset-622,10.1007/1-4020-3880-1_91,,Tidal Datums,Coastal Wind Effects,
dataset-622,10.1007/1-4020-3880-1_40,,Tidal Datums,Beach Safety,
dataset-622,10.1007/1-4020-3880-1_180,,Tidal Datums,"Indian Ocean Islands, Coastal Ecology and Geomorphology",
dataset-622,10.1007/1-4020-3880-1_327,,Tidal Datums,Tors,
dataset-622,10.1007/1-4020-3880-1_243,,Tidal Datums,PERIGLACIAL,
dataset-622,10.1007/1-4020-3880-1_31,,Tidal Datums,Beach Cusps,
dataset-622,10.1007/1-4020-3880-1_89,,Tidal Datums,Coastal Warfare,
dataset-622,10.1007/1-4020-3880-1_245,,Tidal Datums,Physical Models,
dataset-622,10.1007/1-4020-3880-1_70,,Tidal Datums,Cliffed Coasts,
dataset-622,10.1007/1-4020-3880-1_316,,Tidal Datums,Tidal Inlets,
dataset-622,10.1007/1-4020-3880-1_182,,Tidal Datums,Instrumentation—See Beach and Nearshore Instrumentation,
dataset-622,10.1007/1-4020-3880-1_318,,Tidal Datums,"Tidal Flats, Open Ocean Coasts",
dataset-622,10.1007/1-4020-3880-1_16,,Tidal Datums,P,
dataset-622,10.1007/1-4020-3880-1_3,,Tidal Datums,C,
dataset-622,10.1007/1-4020-3880-1_60,,Tidal Datums,Carbonate Sandy Beaches,
dataset-622,10.1007/1-4020-3880-1_326,,Tidal Datums,Topic Categories,
dataset-622,10.1007/1-4020-3880-1_100,,Tidal Datums,Coral Reef Coasts,
dataset-622,10.1007/1-4020-3880-1_250,,Tidal Datums,Pressure Gradient Force,
dataset-622,10.1007/1-4020-3880-1_52,,Tidal Datums,"Black and Caspian Seas, Coastal Ecology and Geomorphology",
dataset-622,10.1007/1-4020-3880-1_330,,Tidal Datums,Tracers,
dataset-622,10.1007/1-4020-3880-1_66,,Tidal Datums,Changing Sea Levels,
dataset-622,10.1007/1-4020-3880-1_244,,Tidal Datums,Photogrammetry,
dataset-622,10.1007/1-4020-3880-1_38,,Tidal Datums,Beach Rating,
dataset-622,10.1007/1-4020-3880-1_96,,Tidal Datums,Computer Simulation,
dataset-622,10.1007/1-4020-3880-1_242,,Tidal Datums,Peat,
dataset-622,10.1007/1-4020-3880-1_104,,Tidal Datums,Cross-Shore Sediment Transport,
dataset-622,10.1007/1-4020-3880-1_54,,Tidal Datums,Bogs,
dataset-622,10.1007/1-4020-3880-1_238,,Tidal Datums,"Pacific Ocean Islands, Coastal Ecology",
dataset-622,10.1007/1-4020-3880-1_50,,Tidal Datums,Biogeomorphology,
dataset-622,10.1007/1-4020-3880-1_35,,Tidal Datums,Beach Nourishment,
dataset-622,10.1007/1-4020-3880-1_319,,Tidal Datums,Tidal Power,
dataset-622,10.1007/1-4020-3880-1_324,,Tidal Datums,Tides,
dataset-622,10.1007/1-4020-3880-1_32,,Tidal Datums,Beach Drain,
dataset-622,10.1007/1-4020-3880-1_88,,Tidal Datums,Coastal Upwelling and Downwelling,
dataset-622,10.1007/1-4020-3880-1_313,,Tidal Datums,Tidal Creeks,
dataset-622,10.1007/1-4020-3880-1_314,,Tidal Datums,Tidal Datums,
dataset-622,10.1007/1-4020-3880-1_75,,Tidal Datums,"Coastal Changes, Gradual",
dataset-622,10.1007/1-4020-3880-1_33,,Tidal Datums,Beach Erosion,
dataset-622,10.1007/1-4020-3880-1_39,,Tidal Datums,Beach Ridges,
dataset-622,10.1007/1-4020-3880-1_178,,Tidal Datums,"Indian Ocean Coasts, Coastal Ecology",
dataset-622,10.1007/1-4020-3880-1_241,,Tidal Datums,Paraglacial Coasts,
dataset-622,10.1007/1-4020-3880-1_177,,Tidal Datums,Ice-Bordered Coasts,
dataset-622,10.1007/1-4020-3880-1_312,,Tidal Datums,Thalassotherapy,
dataset-622,10.1007/1-4020-3880-1_311,,Tidal Datums,Thalassostatic Terraces,
dataset-622,10.1007/1-4020-3880-1_325,,Tidal Datums,Time Series Modeling,
dataset-622,10.1007/1-4020-3880-1_2,,Tidal Datums,B,
dataset-622,10.1007/1-4020-3880-1_56,,Tidal Datums,Boulder Beaches,
dataset-622,10.1007/1-4020-3880-1_30,,Tidal Datums,Beach and Nearshore Instrumentation,
dataset-622,10.1007/1-4020-3880-1_41,,Tidal Datums,Beach Sediment Characteristics,
dataset-622,10.1007/1-4020-3880-1_28,,Tidal Datums,Bars,
dataset-622,10.1007/1-4020-3880-1_73,,Tidal Datums,Climate Patterns in the Coastal Zone,
dataset-622,10.1007/1-4020-3880-1_106,,Tidal Datums,Cuspate Forelands,
dataset-622,10.1007/1-4020-3880-1_98,,Tidal Datums,Continental Shelves,
dataset-622,10.1007/1-4020-3880-1_45,,Tidal Datums,Beaufort Wind Scale,
dataset-622,10.1007/1-4020-3880-1_77,,Tidal Datums,Coastal Climate,
dataset-622,10.1007/1-4020-3880-1_26,,Tidal Datums,Barrier,
dataset-622,10.1007/1-4020-3880-1_97,,Tidal Datums,Conservation of Coastal Sites,
dataset-622,10.1007/1-4020-3880-1_67,,Tidal Datums,Cheniers,
dataset-622,10.1007/1-4020-3880-1_61,,Tidal Datums,"Caribbean Islands, Coastal Ecology and Geomorphology",
dataset-622,10.1007/1-4020-3880-1_44,,Tidal Datums,Beachrock,
dataset-622,10.1007/1-4020-3880-1_317,,Tidal Datums,Tidal Flats,
dataset-622,10.1109/oceans.2005.1640004,,Tidal Datums,Implementation of a Positioning and Telemetry Buoy to Determine Chart Datum for Hydrographic Survey Applications,
dataset-622,10.1007/1-4020-3880-1_85,,Tidal Datums,Coastal Soils,
dataset-622,10.1007/1-4020-3880-1_87,,Tidal Datums,Coastal Temperature Trends,
dataset-622,10.1007/1-4020-3880-1_81,,Tidal Datums,Coastal Lakes and Lagoons,
dataset-622,10.1007/1-4020-3880-1_181,,Tidal Datums,"Ingression, Regression, and Transgression",
dataset-622,10.1007/1-4020-3880-1_331,,Tidal Datums,Trottoirs,
dataset-622,10.1007/1-4020-3880-1_27,,Tidal Datums,"Barriers, Gravel—see Gravel Barriers",
dataset-622,10.1007/1-4020-3880-1_309,,Tidal Datums,Tafone,
dataset-622,10.1007/1-4020-3880-1_48,,Tidal Datums,Bioerosion,
dataset-622,10.1007/1-4020-3880-1_323,,Tidal Datums,Tide Mill,
dataset-622,10.1007/1-4020-3880-1_65,,Tidal Datums,Chalk Coasts,
dataset-622,10.1007/1-4020-3880-1_315,,Tidal Datums,Tidal Environments,
dataset-622,10.1007/1-4020-3880-1_83,,Tidal Datums,Coastal Processes,
dataset-622,10.1007/1-4020-3880-1_328,,Tidal Datums,Tourism and Coastal Development,
dataset-622,10.1007/1-4020-3880-1_92,,Tidal Datums,Coastal Zone Management,
dataset-622,10.1007/1-4020-3880-1_99,,Tidal Datums,Conversion Tables—See Appendix 1,
dataset-622,10.1007/1-4020-3880-1_57,,Tidal Datums,Boulder Pavements,
dataset-622,10.1007/1-4020-3880-1_95,,Tidal Datums,Cohesive Sediment Transport,
dataset-622,10.1007/1-4020-3880-1_80,,Tidal Datums,Coastal Hoodoos,
dataset-622,10.1007/1-4020-3880-1_86,,Tidal Datums,Coastal Subsidence,
dataset-622,10.1029/ce059p0165,,Tidal Datums,"Flow, Sedimentation, and Biomass Production on a Vegetated Salt Marsh in South Carolina: Toward a Predictive Model of Marsh Morphologic and Ecologic Evolution",http://www.geos.ed.ac.uk/homes/smudd/Mudd_etal_2004.pdf
dataset-622,10.14358/pers.69.10.1127,"{'id': 'jour.1042026', 'title': 'Photogrammetric Engineering & Remote Sensing'}",Tidal Datums,Digital Coast and,
dataset-622,10.1046/j.1365-2656.2003.00742.x,Journal of Animal Ecology,Tidal Datums,Variable performance of individuals: the role of population density and endogenously formed landscape heterogeneity,https://deepblue.lib.umich.edu/bitstream/2027.42/74301/1/j.1365-2656.2003.00742.x.pdf
dataset-622,10.1002/j.2334-5837.2003.tb02678.x,"{'id': 'jour.1137387', 'title': 'INCOSE International Symposium'}",Tidal Datums,6.6.3 Meeting the Needs of Hydrographic Surveying: A Case Study of the Requirements Development Process,
dataset-622,10.1109/oceans.2003.178187,,Tidal Datums,NOAA's Coastal Oceanographic Applications and Services of Tides And Lakes (COASTAL) Program,
dataset-622,10.1109/oceans.2003.178410,,Tidal Datums,"Integrating Bathymetry, Topography, and Shoreline, and the Importance of Vertical Datums",
dataset-622,10.21236/ada407319,,Tidal Datums,"Digital Mapping, Charting, and Geodesy Analysis Program (DMAP) Spatial and Temporal Reference Systems and the 4D3 Concept",https://apps.dtic.mil/dtic/tr/fulltext/u2/a407319.pdf
dataset-622,10.1007/978-3-662-04683-8_52,,Tidal Datums,The 3-D Coastline of the New Millennium (Managing Datums in N-Dimension Space),
dataset-622,10.1007/978-3-662-04683-8,,Tidal Datums,"Vertical Reference Systems, IAG Symposium Cartagena, Colombia, February 20–23, 2001",
dataset-622,10.1007/978-3-662-04709-5_58,,Tidal Datums,Multi-applications of GPS for Hydrographic Surveys,
dataset-622,10.1007/978-3-662-04709-5,,Tidal Datums,"Vistas for Geodesy in the New Millennium, IAG 2001 Scientific Assembly, Budapest, Hungary September 2–7, 2001",
dataset-622,10.4031/002533201788057964,"{'id': 'jour.1127195', 'title': 'Marine Technology Society Journal'}",Tidal Datums,Complexities of using Discrete Tidal Zoning for High Resolution Surveys in Shallow Water,
