datasets,doi,journal,search_term,title,url
dataset-622,10.1016/j.patcog.2019.107108,"{'id': 'jour.1013761', 'title': 'Pattern Recognition'}",SLR,Systematic review of 3D facial expression recognition methods,
dataset-622,10.1016/j.expthermflusci.2019.110017,"{'id': 'jour.1137241', 'title': 'Experimental Thermal and Fluid Science'}",SLR,Spectral Emissivity and Temperature of Heated Surfaces Based on Spectrometry and Digital Thermal Imaging - Validation with Thermocouple Temperature Measurements,
dataset-622,10.1016/j.inffus.2019.10.006,"{'id': 'jour.1041964', 'title': 'Information Fusion'}",SLR,Synergetic information bottleneck for joint multi-view and ensemble clustering,
dataset-622,10.1016/j.foodchem.2019.125754,"{'id': 'jour.1086261', 'title': 'Food Chemistry'}",SLR,Direct analysis of calcium in liquid infant formula via laser-induced breakdown spectroscopy (LIBS),
dataset-622,10.1016/j.jmatprotec.2019.116444,"{'id': 'jour.1038302', 'title': 'Journal of Materials Processing Technology'}",SLR,Machining characteristics and mechanism of GO/SiO2 nanoslurries in fixed abrasive lapping,
dataset-622,10.1016/j.cretres.2019.104274,"{'id': 'jour.1052618', 'title': 'Cretaceous Research'}",SLR,"Burmapseudomorphus planus gen. et sp. nov. – a Late Cretaceous stem group member of the specialized Pseudomorphini (Carabidae, Coleoptera) from northern Myanmar",
dataset-622,10.1016/j.scitotenv.2019.135865,"{'id': 'jour.1015499', 'title': 'The Science of The Total Environment'}",SLR,Biosolids recycling impact on biofilm extracellular enzyme activity and performance of hybrid rotating biological reactors,
dataset-622,10.1016/j.mechmachtheory.2019.103679,"{'id': 'jour.1050279', 'title': 'Mechanism and Machine Theory'}",SLR,Dynamic characteristic prediction of a 5-DOF hybrid machine tool by using scale model considering the geometric distortion of bearings,
dataset-622,10.1016/j.ress.2019.106725,"{'id': 'jour.1137178', 'title': 'Reliability Engineering & System Safety'}",SLR,Efficient dimension reduction and surrogate-based sensitivity analysis for expensive models with high-dimensional outputs,
dataset-622,10.1016/j.infsof.2019.106214,"{'id': 'jour.1129802', 'title': 'Information and Software Technology'}",SLR,A Systematic Literature Review of Machine Learning Techniques for Software Maintainability Prediction,
dataset-622,10.1016/j.jretconser.2019.101984,"{'id': 'jour.1138238', 'title': 'Journal of Retailing and Consumer Services'}",SLR,Small shop survival – The financial response to a global financial crisis,
dataset-622,10.1016/j.infsof.2019.106238,"{'id': 'jour.1129802', 'title': 'Information and Software Technology'}",SLR,Comparison of development methodologies in Web applications,
dataset-622,10.1016/j.ecolind.2019.105972,"{'id': 'jour.1032186', 'title': 'Ecological Indicators'}",SLR,Mangrove regional feedback to sea level rise and drought intensity at the end of the 21st century,
dataset-622,10.1016/j.ijepes.2019.105491,"{'id': 'jour.1137152', 'title': 'International Journal of Electrical Power & Energy Systems'}",SLR,A framework for application of dynamic line rating to aluminum conductor steel reinforced cables based on mechanical strength and durability,
dataset-622,10.1002/mrm.27971,"{'id': 'jour.1095465', 'title': 'Magnetic Resonance in Medicine'}",SLR,Single‐Voxel 1H MR spectroscopy of cerebral nicotinamide adenine dinucleotide (NAD+) in humans at 7T using a 32‐channel volume coil,
dataset-622,10.1016/j.scitotenv.2019.135942,"{'id': 'jour.1015499', 'title': 'The Science of The Total Environment'}",SLR,The impact of energy price on CO2 emissions in China: A spatial econometric analysis,
dataset-622,10.1016/j.landurbplan.2019.103704,"{'id': 'jour.1028245', 'title': 'Landscape and Urban Planning'}",SLR,Modeling restorative potential of urban environments by coupling viewscape analysis of lidar data with experiments in immersive virtual environments,
dataset-622,10.1016/j.mtcomm.2019.100816,"{'id': 'jour.1147277', 'title': 'Materials Today Communications'}",SLR,Investigation of homoepitaxial growth by microwave plasma CVD providing high growth rate and high quality of diamond simultaneously,
dataset-622,10.1016/j.aanat.2019.151435,"{'id': 'jour.1017042', 'title': 'Annals of Anatomy - Anatomischer Anzeiger'}",SLR,Three-dimensional evaluation of important surgical landmarks of the face during aging,
dataset-622,10.1016/j.infsof.2019.106240,"{'id': 'jour.1129802', 'title': 'Information and Software Technology'}",SLR,An Empirically Evaluated Checklist for Surveys in Software Engineering,
dataset-622,10.1016/j.ecolind.2019.105924,"{'id': 'jour.1032186', 'title': 'Ecological Indicators'}",SLR,Characterization of short-term salinity fluctuations in the Neretva River Delta situated in the southern Adriatic Croatia using Landsat-5 TM,
dataset-622,10.1016/j.bspc.2019.101765,"{'id': 'jour.1039070', 'title': 'Biomedical Signal Processing and Control'}",SLR,Skin lesion classification enhancement using border-line features – The melanoma vs nevus problem,
dataset-622,10.1016/j.ecolecon.2019.106452,"{'id': 'jour.1327410', 'title': 'Ecological Economics'}",SLR,Afforestation and avoided deforestation in a multi-regional integrated assessment model,
dataset-622,10.1002/9781119288190,,SLR,Compendium of Biomedical Instrumentation,
dataset-622,10.1115/1.4044189,"{'id': 'jour.1049907', 'title': 'Journal of Solar Energy Engineering'}",SLR,Optical Performance of a Novel Two-Receiver Solar Central Tower System,
dataset-622,10.1088/1361-6587/ab51a9,"{'id': 'jour.1137045', 'title': 'Plasma Physics and Controlled Fusion'}",SLR,The roles of power loss and momentum-pressure loss in causing particle-detachment in tokamak divertors: I. A heuristic model analysis,
dataset-622,10.1016/j.scitotenv.2019.134472,"{'id': 'jour.1015499', 'title': 'The Science of The Total Environment'}",SLR,Periphyton bioconcentrates pesticides downstream of catchment dominated by agricultural land use,
dataset-622,10.1016/j.coco.2019.11.013,"{'id': 'jour.1291394', 'title': 'Composites Communications'}",SLR,Polymer nanocomposites for high-velocity impact applications-A review,
dataset-622,10.1016/j.image.2019.115638,"{'id': 'jour.1052504', 'title': 'Signal Processing Image Communication'}",SLR,A simple framework to leverage state-of-the-art single-image super-resolution methods to restore light fields,
dataset-622,10.1016/j.infsof.2019.106202,"{'id': 'jour.1129802', 'title': 'Information and Software Technology'}",SLR,Architecting Systems of Systems: A Tertiary Study,
dataset-622,10.1016/j.ijheatmasstransfer.2019.119138,"{'id': 'jour.1327455', 'title': 'International Journal of Heat and Mass Transfer'}",SLR,Transition of Marangoni convection instability patterns during evaporation of sessile droplet at constant contact line mode,
dataset-622,10.1016/j.envsoft.2019.104580,"{'id': 'jour.1134509', 'title': 'Environmental Modelling & Software'}",SLR,Percentile-Range Indexed Mapping and Evaluation (PRIME): A new tool for long-term data discovery and application,
dataset-622,10.1016/j.jenvman.2019.109881,"{'id': 'jour.1018392', 'title': 'Journal of Environmental Management'}",SLR,Nitrogen removal performance and needed area estimation of surface-flow constructed wetlands using a probabilistic approach,
dataset-622,10.1016/j.cageo.2019.104376,"{'id': 'jour.1269885', 'title': 'Computers & Geosciences'}",SLR,Random noise attenuation of 2D seismic data based on sparse low-rank estimation of the seismic signal,
dataset-622,10.1016/j.cmpb.2019.105114,"{'id': 'jour.1013238', 'title': 'Computer Methods and Programs in Biomedicine'}",SLR,Mobile Health Applications for Postnatal Care: Review and Analysis of Functionalities and Technical Features,
dataset-622,10.1016/j.ymssp.2019.106431,"{'id': 'jour.1042338', 'title': 'Mechanical Systems and Signal Processing'}",SLR,Stochastic wave finite element quadratic formulation for periodic media: 1D and 2D,
dataset-622,10.1016/j.geomorph.2019.106920,"{'id': 'jour.1044680', 'title': 'Geomorphology'}",SLR,Riverscape mapping and hyperscale analysis of the sediment links concept,
dataset-622,10.1016/j.scitotenv.2019.134581,"{'id': 'jour.1015499', 'title': 'The Science of The Total Environment'}",SLR,Ecosystem Services Research in Mountainous Regions: A Systematic Literature Review on Current Knowledge and Research Gaps,
dataset-622,10.1016/j.apsusc.2019.144158,"{'id': 'jour.1038686', 'title': 'Applied Surface Science'}",SLR,Electrosynthesis and characterization of PdIr using Electrochemical atomic layer deposition for ethanol oxidation in alkaline electrolyte,
dataset-622,10.1016/j.techfore.2019.119846,"{'id': 'jour.1027537', 'title': 'Technological Forecasting and Social Change'}",SLR,Approaches for resilience and antifragility in collaborative business ecosystems,
dataset-622,10.1016/j.scienta.2019.109070,"{'id': 'jour.1126646', 'title': 'Scientia Horticulturae'}",SLR,Alleviating effects of exogenous melatonin on salt stress in cucumber,
dataset-622,10.1016/j.scs.2019.101880,"{'id': 'jour.1141177', 'title': 'Sustainable Cities and Society'}",SLR,"A SNA-based Methodology for Measuring the Community Resilience from the Perspective of Social Capitals: Take Nanjing, China as an Example",
dataset-622,10.1016/j.precamres.2019.105533,"{'id': 'jour.1026088', 'title': 'Precambrian Research'}",SLR,"Iron and phosphorus biochemical systems and the Cryogenian-Ediacaran transition, Jacadigo basin, Brazil: Implications for the Neoproterozoic Oxygenation Event",
dataset-622,10.1016/j.bandc.2019.103631,"{'id': 'jour.1093542', 'title': 'Brain and Cognition'}",SLR,Functional brain networks involved in lexical decision,
dataset-622,10.1016/j.measurement.2019.107143,"{'id': 'jour.1052495', 'title': 'Measurement'}",SLR,Assessing the Contribution of Galileo to GPS+GLONASS PPP: Towards Full Operational Capability,
dataset-622,10.1016/j.rse.2019.111556,"{'id': 'jour.1045931', 'title': 'Remote Sensing of Environment'}",SLR,Modeling surface longwave radiation over high-relief terrain,
dataset-622,10.1016/j.jenvman.2019.109793,"{'id': 'jour.1018392', 'title': 'Journal of Environmental Management'}",SLR,Performance and kinetics analysis of an aerobic sequencing batch flexible fibre biofilm reactor for milk processing wastewater treatment,
dataset-622,10.1016/j.jclepro.2019.119570,"{'id': 'jour.1044002', 'title': 'Journal of Cleaner Production'}",SLR,Multiple-criteria evaluation of centralized chilled water hub powered by industrial waste heat and renewable energy,
dataset-622,10.1016/j.rser.2019.109519,"{'id': 'jour.1137075', 'title': 'Renewable and Sustainable Energy Reviews'}",SLR,Economics and finance of Small Modular Reactors: A systematic review and research agenda,
dataset-622,10.1016/j.rse.2019.111545,"{'id': 'jour.1045931', 'title': 'Remote Sensing of Environment'}",SLR,Improving SMAP freeze-thaw retrievals for pavements using effective soil temperature from GEOS-5: Evaluation against in situ road temperature data over the U.S,
dataset-622,10.1016/j.jenvman.2019.109915,"{'id': 'jour.1018392', 'title': 'Journal of Environmental Management'}",SLR,"Synthetic vulnerability assessment to inform climate-change adaptation along an urbanized coast of Shenzhen, China",
dataset-622,10.1016/j.jafrearsci.2019.103726,"{'id': 'jour.1284251', 'title': 'Journal of African Earth Sciences'}",SLR,A methodological approach for mapping Tunisia‘s lower coast’s risk of submersion: the case of the coastal sabkhas of Sidi Khlifa and Halq El Menjel (Central-East Tunisia),
dataset-622,10.1016/j.rse.2019.111595,"{'id': 'jour.1045931', 'title': 'Remote Sensing of Environment'}",SLR,Remote sensing of ice motion in Antarctica – A review,
dataset-622,10.1016/j.jpdc.2019.09.004,"{'id': 'jour.1033320', 'title': 'Journal of Parallel and Distributed Computing'}",SLR,An efficient fault tolerant workflow scheduling approach using replication heuristics and checkpointing in the cloud,
dataset-622,10.1016/j.emc.2019.09.007,"{'id': 'jour.1093597', 'title': 'Emergency Medicine Clinics of North America'}",SLR,The Emergent Evaluation and Treatment of Neck and Back Pain,
dataset-622,10.1016/j.geotexmem.2019.103502,"{'id': 'jour.1138211', 'title': 'Geotextiles and Geomembranes'}",SLR,Predicting deformation of PVD improved deposit under vacuum and surcharge loads,
dataset-622,10.1016/j.actamat.2019.11.039,"{'id': 'jour.1039813', 'title': 'Acta Materialia'}",SLR,Equilibrium viscosity and structural change in the Cu47.5Zr45.1Al7.4 bulk glass-forming liquid,
dataset-622,10.1080/10447318.2019.1612213,"{'id': 'jour.1320092', 'title': 'International Journal of Human-Computer Interaction'}",SLR,Brain–Computer Interface Games Based on Consumer-Grade EEG Devices: A Systematic Literature Review,
dataset-622,10.1002/cpe.5107,"{'id': 'jour.1043167', 'title': 'Concurrency and Computation Practice and Experience'}",SLR,Systematic literature review of sentiment analysis on Twitter using soft computing techniques,
dataset-622,10.1146/annurev-marine-010419-010610,"{'id': 'jour.1327494', 'title': 'Annual Review of Marine Science'}",SLR,Improving Predictions of Salt Marsh Evolution Through Better Integration of Data and Models,
dataset-622,10.1080/13235818.2019.1672251,"{'id': 'jour.1021389', 'title': 'Molluscan Research'}",SLR,"Internal embryonic brooding and development in the southern Australian micro-snail Tricolia rosea (Angas, 1867) (Vetigastropoda: Phasianellidae: Tricoliinae)*",
dataset-622,10.1080/14719037.2019.1638439,"{'id': 'jour.1139048', 'title': 'Public Management Review'}",SLR,Talent management: a critical literature review and research agenda for public sector human resource management,
dataset-622,10.1080/00934690.2019.1672128,"{'id': 'jour.1138145', 'title': 'Journal of Field Archaeology'}",SLR,High-Altitude Agro-Pastoralism in the Kyrgyz Tien Shan: New Excavations of the Chap Farmstead (1065–825 cal b.c.),
dataset-622,10.1088/1361-6463/ab4146,"{'id': 'jour.1054347', 'title': 'Journal of Physics D'}",SLR,The potential and challenges of time-resolved single-photon detection based on current-carrying superconducting nanowires,
dataset-622,10.1080/01441647.2019.1649319,"{'id': 'jour.1138378', 'title': 'Transport Reviews'}",SLR,A systematic review of route optimisation and pre-emption methods for emergency vehicles,
dataset-622,10.1080/09613218.2019.1642731,"{'id': 'jour.1137999', 'title': 'Building Research & Information'}",SLR,Assessing voluntary resilience standards and impacts of flood risk information,
dataset-622,10.1080/07373937.2019.1649277,"{'id': 'jour.1137208', 'title': 'Drying Technology'}",SLR,Computer vision for real-time monitoring of shrinkage for peas dried in a fluidized bed dryer,
dataset-622,10.1080/10803548.2019.1567974,"{'id': 'jour.1114143', 'title': 'International Journal of Occupational Safety and Ergonomics'}",SLR,Anthropometric data for wheelchair users: a systematic literature review,
dataset-622,10.1109/mce.2019.2941464,"{'id': 'jour.1140631', 'title': 'IEEE Consumer Electronics Magazine'}",SLR,Hand Gesture Recognition Using 3D-CNN Model,
dataset-622,10.29252/jafm.13.01.30133,"{'id': 'jour.1223693', 'title': 'Journal of Applied Fluid Mechanics'}",SLR,Investigation of Water-Diesel Emulsion Characteristics using Optical Technique,
dataset-622,10.19132/1808-5245261.351-377,"{'id': 'jour.1150062', 'title': 'Em Questão'}",SLR,Herança da informação digital e direito ao esquecimento em redes sociais on line: uma revisão sistemática de literatura,
dataset-622,10.12819/2020.17.1.8,"{'id': 'jour.1142858', 'title': 'Revista FSA'}",SLR,Carga de Trabalho em Motoristas: Análise Sistêmica da Literatura Utilizando o Proknow-C,
dataset-622,10.1016/j.mri.2019.10.005,"{'id': 'jour.1093453', 'title': 'Magnetic Resonance Imaging'}",SLR,Differential detection of metastatic and inflammatory lymph nodes using intravoxel incoherent motion diffusion-weighted imaging,
dataset-622,10.1016/j.biosystemseng.2019.11.011,"{'id': 'jour.1030719', 'title': 'Biosystems Engineering'}",SLR,Machine learning applications to non-destructive defect detection in horticultural products,
dataset-622,10.1016/j.jclepro.2019.118803,"{'id': 'jour.1044002', 'title': 'Journal of Cleaner Production'}",SLR,How has LCA been applied to 3D printing? A systematic literature review and recommendations for future studies,
dataset-622,10.1016/j.coastaleng.2019.103594,"{'id': 'jour.1137566', 'title': 'Coastal Engineering'}",SLR,Two-dimensional modelling of wave dynamics and wave forces on fringing coral reefs,
dataset-622,10.1007/s42979-019-0026-8,"{'id': 'jour.1363502', 'title': 'SN Computer Science'}",SLR,Clustering and Association Rules for Web Service Discovery and Recommendation: A Systematic Literature Review,
dataset-622,10.1016/j.cie.2019.106159,"{'id': 'jour.1137059', 'title': 'Computers & Industrial Engineering'}",SLR,A Survey of Industrial Augmented Reality,
dataset-622,10.1016/j.jmst.2019.07.012,"{'id': 'jour.1053018', 'title': 'Journal of Materials Science & Technology'}",SLR,Deformation behavior of a TiZr-based metallic glass composite containing dendrites in the supercooled liquid region,
dataset-622,10.1016/j.scs.2019.101866,"{'id': 'jour.1141177', 'title': 'Sustainable Cities and Society'}",SLR,Analysis on residential density dynamics in USA-a case study in southeast Wisconsin,
dataset-622,10.1016/j.margeo.2019.106081,"{'id': 'jour.1026150', 'title': 'Marine Geology'}",SLR,"Ocean Beach, Tasmania: A swell-dominated shoreline reaches climate-induced recessional tipping point?",
dataset-622,10.1002/cjce.23603,"{'id': 'jour.1084425', 'title': 'The Canadian Journal of Chemical Engineering'}",SLR,Investigation and development of gravity separators with a standardized experimental setup,
dataset-622,10.1016/j.ocecoaman.2019.104982,"{'id': 'jour.1042461', 'title': 'Ocean & Coastal Management'}",SLR,Development of a coastal vulnerability index using analytical hierarchy process and application to Ravenna province (Italy),
dataset-622,10.1016/j.ijproman.2019.09.007,"{'id': 'jour.1137513', 'title': 'International Journal of Project Management'}",SLR,Project governance and its role in enabling organizational strategy implementation: A systematic literature review,
dataset-622,10.1016/j.ijpe.2019.05.022,"{'id': 'jour.1137064', 'title': 'International Journal of Production Economics'}",SLR,Achieving Sustainable Performance in a Data-driven Agriculture Supply Chain: A Review for Research and Applications,
dataset-622,10.1016/j.ijepes.2019.105389,"{'id': 'jour.1137152', 'title': 'International Journal of Electrical Power & Energy Systems'}",SLR,Chance-constrained optimal power flow with non-parametric probability distributions of dynamic line ratings,
dataset-622,10.1002/mrm.27899,"{'id': 'jour.1095465', 'title': 'Magnetic Resonance in Medicine'}",SLR,"High‐fidelity, high‐isotropic‐resolution diffusion imaging through gSlider acquisition with and T1 corrections and integrated ΔB0/Rx shim array",
dataset-622,10.1016/j.triboint.2019.05.022,"{'id': 'jour.1050230', 'title': 'Tribology International'}",SLR,Experimental study of cavitation characteristic of single-row reverse spiral groove liquid-film seals,
dataset-622,10.1016/j.cor.2019.104782,"{'id': 'jour.1047359', 'title': 'Computers & Operations Research'}",SLR,Strong Bounds for Resource Constrained Project Scheduling: Preprocessing and Cutting Planes,
dataset-622,10.1016/j.engappai.2019.103267,"{'id': 'jour.1327445', 'title': 'Engineering Applications of Artificial Intelligence'}",SLR,A complex process fault diagnosis method based on manifold distribution adaptation,
dataset-622,10.1016/j.aap.2019.07.010,"{'id': 'jour.1054252', 'title': 'Accident Analysis & Prevention'}",SLR,Insufficient sleep and fitness to drive in shift workers: A systematic literature review,
dataset-622,10.1016/j.biocel.2019.105661,"{'id': 'jour.1013739', 'title': 'The International Journal of Biochemistry & Cell Biology'}",SLR,Ectonucleotide pyrophosphatase 2 (ENPP2) plays a crucial role in myogenic differentiation through the regulation by WNT/β-Catenin signaling,
dataset-622,10.1111/jfr3.12556,"{'id': 'jour.1045084', 'title': 'Journal of Flood Risk Management'}",SLR,"An evidence based approach to evaluating flood adaptation effectiveness including climate change considerations for coastal cities: City of Port Phillip, Victoria, Australia",
dataset-622,10.1016/j.trb.2019.12.001,"{'id': 'jour.1137586', 'title': 'Transportation Research Part B Methodological'}",SLR,Bayesian estimation of mixed multinomial logit models: Advances and simulation-based evaluations,
dataset-622,10.1016/j.cose.2019.101652,"{'id': 'jour.1125398', 'title': 'Computers & Security'}",SLR,Context-based Co-presence Detection Techniques: A Survey,
dataset-622,10.1016/j.cose.2019.101654,"{'id': 'jour.1125398', 'title': 'Computers & Security'}",SLR,Blockchain Smart Contracts Formalization: Approaches and Challenges to Address Vulnerabilities,
dataset-622,10.1016/j.jse.2019.07.004,"{'id': 'jour.1102257', 'title': 'Journal of Shoulder and Elbow Surgery'}",SLR,Restriction in the hip internal rotation of the stride leg is associated with elbow and shoulder pain in elite young baseball players,
dataset-622,10.1016/j.jenvman.2019.109753,"{'id': 'jour.1018392', 'title': 'Journal of Environmental Management'}",SLR,Managed retreat for climate change adaptation in coastal megacities: A comparison of policy and practice in Manila and Vancouver,
dataset-622,10.1111/sms.13550,"{'id': 'jour.1101566', 'title': 'Scandinavian Journal of Medicine and Science in Sports'}",SLR,Anticipation of drop height affects neuromuscular control and muscle‐tendon mechanics,
dataset-622,10.1016/j.catena.2019.104237,"{'id': 'jour.1137268', 'title': 'Catena'}",SLR,"Investigation method for regional soil erosion based on the Chinese Soil Loss Equation and high-resolution spatial data: Case study on the mountainous Yunnan Province, China",
dataset-622,10.1007/s10291-019-0932-1,"{'id': 'jour.1136132', 'title': 'GPS Solutions'}",SLR,Enhanced orbit determination for formation-flying satellites through integrated single- and double-difference GPS ambiguity resolution,
dataset-622,10.1016/j.jinsphys.2019.103972,"{'id': 'jour.1077097', 'title': 'Journal of Insect Physiology'}",SLR,Hormonal modulation of reproduction in Polistes fuscatus social wasps: dual functions in both ovary development and sexual receptivity,
dataset-622,10.1002/ejp.1475,"{'id': 'jour.1117761', 'title': 'European Journal of Pain'}",SLR,New insight to the characteristics and clinical course of clusters of patients with imaging confirmed disc‐related sciatica,
dataset-622,10.1016/j.robot.2019.103330,"{'id': 'jour.1358833', 'title': 'Robotics and Autonomous Systems'}",SLR,Enabling garment-agnostic laundry tasks for a Robot Household Companion,
dataset-622,10.1016/j.apor.2019.101972,"{'id': 'jour.1137910', 'title': 'Applied Ocean Research'}",SLR,Projections of future beach loss along the mediterranean coastline of Egypt due to sea-level rise,
dataset-622,10.1007/s10291-019-0927-y,"{'id': 'jour.1136132', 'title': 'GPS Solutions'}",SLR,Analysis of Tiangong-2 orbit determination and prediction using onboard dual-frequency GNSS data,
dataset-622,10.1016/j.earlhumdev.2019.104908,"{'id': 'jour.1086989', 'title': 'Early Human Development'}",SLR,Three-dimensional head shape acquisition in preterm infants - Translating an orthodontic imaging procedure into neonatal care,
dataset-622,10.1002/mrm.27903,"{'id': 'jour.1095465', 'title': 'Magnetic Resonance in Medicine'}",SLR,GRASP‐Pro: imProving GRASP DCE‐MRI through self‐calibrating subspace‐modeling and contrast phase automation,
dataset-622,10.1016/j.foodres.2019.108706,"{'id': 'jour.1091687', 'title': 'Food Research International'}",SLR,Probiotic powders prepared by mixing suspension of Lactobacillus salivarius NRRL B-30514 and spray-dried lactose: physical and microbiological properties,
dataset-622,10.1016/j.rsma.2019.100908,"{'id': 'jour.1145522', 'title': 'Regional Studies in Marine Science'}",SLR,"Micro-level coastal vulnerability assessment in relation to post-Aila landscape alteration at the fragile coastal stretch of the Sagar Island, India",
dataset-622,10.1016/j.mineng.2019.106117,"{'id': 'jour.1035074', 'title': 'Minerals Engineering'}",SLR,Applying Receiver-Operating-Characteristic (ROC) to bulk ore sorting using XRF,
dataset-622,10.1016/j.jfoodeng.2019.07.021,"{'id': 'jour.1127677', 'title': 'Journal of Food Engineering'}",SLR,Characterization of individual particle movement during in vitro gastric digestion in the Human Gastric Simulator (HGS),
dataset-622,10.1016/j.infsof.2019.106199,"{'id': 'jour.1129802', 'title': 'Information and Software Technology'}",SLR,Utilising CI environment for efficient and effective testing of NFRs,
dataset-622,10.1016/j.geomorph.2019.106914,"{'id': 'jour.1044680', 'title': 'Geomorphology'}",SLR,Tectonic geomorphology of the Serranía de San Lucas (Central Cordillera): regional implications for active tectonics and drainage rearrangement in the Northern Andes,
dataset-622,10.1016/j.enbuild.2019.109575,"{'id': 'jour.1051594', 'title': 'Energy and Buildings'}",SLR,Break-point statistical model for building heating hot water consumption with constant volume reheat systems,
dataset-622,10.1111/jfr3.12567,"{'id': 'jour.1045084', 'title': 'Journal of Flood Risk Management'}",SLR,Land raising as a solution to sea‐level rise: An analysis of coastal flooding on an artificial island in the Maldives,
dataset-622,10.1016/j.redox.2019.101344,Redox Biology,SLR,Activation leads to a significant shift in the intracellular redox homeostasis of neutrophil-like cells,http://dx.doi.org/10.1016/j.redox.2019.101344
dataset-622,10.1016/j.apenergy.2019.114107,"{'id': 'jour.1029519', 'title': 'Applied Energy'}",SLR,Embodied GHG emissions of buildings – The hidden challenge for effective climate change mitigation,
dataset-622,10.1016/j.ecolind.2019.105747,"{'id': 'jour.1032186', 'title': 'Ecological Indicators'}",SLR,Estimation of degraded grassland aboveground biomass using machine learning methods from terrestrial laser scanning data,
dataset-622,10.1007/s10291-019-0939-7,"{'id': 'jour.1136132', 'title': 'GPS Solutions'}",SLR,Galileo and GLONASS group delay variations,
dataset-622,10.1136/annrheumdis-2019-215803,"{'id': 'jour.1017226', 'title': 'Annals of the Rheumatic Diseases'}",SLR,2019 EULAR recommendations for the generic core competences of health professionals in rheumatology,
dataset-622,10.1016/j.cej.2019.122425,"{'id': 'jour.1127675', 'title': 'Chemical Engineering Journal'}",SLR,Biogas productivity of anaerobic digestion process is governed by a core bacterial microbiota,
dataset-622,10.1177/1369433219864459,"{'id': 'jour.1138267', 'title': 'Advances in Structural Engineering'}",SLR,Experimental and numerical analysis on fire behaviour of loaded cross-laminated timber panels,
dataset-622,10.1111/dom.13871,"{'id': 'jour.1020801', 'title': 'Diabetes Obesity and Metabolism'}",SLR,"Comparison of lixisenatide in combination with basal insulin vs other insulin regimens for the treatment of patients with type 2 diabetes inadequately controlled by basal insulin: Systematic review, network meta‐analysis and cost‐effectiveness analysis",
dataset-622,10.1016/j.jbusres.2019.02.009,"{'id': 'jour.1028262', 'title': 'Journal of Business Research'}",SLR,Incentive design and gamification for knowledge management,
dataset-622,10.1002/mmce.22013,"{'id': 'jour.1295314', 'title': 'International Journal of RF and Microwave Computer-Aided Engineering'}",SLR,A balanced dual‐band bandpass filter with a wide stopband and controllable differential‐mode frequencies and fractional bandwidths,
dataset-622,10.1002/widm.1287,"{'id': 'jour.1045647', 'title': 'Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery'}",SLR,Data mining in foreign language learning,
dataset-622,10.1016/j.optlaseng.2019.105843,"{'id': 'jour.1038957', 'title': 'Optics and Lasers in Engineering'}",SLR,"A simplified reflection-mode digital gradient sensing technique for measuring surface slopes, curvatures and topography",
dataset-622,10.1136/annrheumdis-2019-216114,"{'id': 'jour.1017226', 'title': 'Annals of the Rheumatic Diseases'}",SLR,EULAR recommendations for the management of Sjögren’s syndrome with topical and systemic therapies,
dataset-622,10.1136/annrheumdis-2019-215458,Annals of the Rheumatic Diseases,SLR,2018 update of the EULAR recommendations for the role of the nurse in the management of chronic inflammatory arthritis,https://ard.bmj.com/content/annrheumdis/early/2019/07/12/annrheumdis-2019-215458.full.pdf
