title,url,authors,open,journal,search_term,dataset_id
The Interpretation and Use of Biases in Decadal Climate Predictions,http://centaur.reading.ac.uk/36469/1/hawkins_etal_2014_biases.pdf,"Hawkins, Ed, Dong, Buwen, Robson, Jon, Sutton, Rowan, Smith, Doug",True,JOURNAL OF CLIMATE,Applied Climate Information System,dataset-642
Local climate zone approach on local and micro scales: Dividing the urban open space,https://hal.archives-ouvertes.fr/hal-02086327,"Rodler, Auline, Leduc, Thomas",True,,Applied Climate Information System,dataset-642
Cyber-physical-system-based smart water system to prevent flood hazards,http://link.springer.com/article/10.1186/s40713-018-0008-3,"Tsun-Hua Yang, Sheng-Chi Yang, Hong-Ming Kao, Ming-Chang Wu, Hao-Ming Hsu",True,Smart Water,Applied Climate Information System,dataset-642
Capturing and sharing our collective expertise on climate data: the CHARMe project,http://centaur.reading.ac.uk/44485/8/bams-d-14-00189%252E1.pdf,"Clifford, Debbie, Alegre, Raquel, Bennett, Victoria, Blower, Jonathan, DeLuca, Cecelia, Kershaw, Philip, Lynnes, Christopher, Mattmann, Chris, Phipps, Rhona, Rozum, Iryna",True,,Applied Climate Information System,dataset-642
Assessing water resource system vulnerability to unprecedented hydrological drought using copulas to characterize drought duration and deficit,http://europepmc.org/articles/PMC4991281,"Borgomeo, E., Pflug, G., Hall, J.W., Hochrainer-Stigler, S.",True,Water Resources Research,Applied Climate Information System,dataset-642
Interaction between karstic aquifers and allogenic rivers: the aquifer of the national park of the ephemeral river Lobos Canyon (Spain),http://oa.upm.es/29065/,"Sanz Pérez, Eugenio, Menéndez Pidal de Navascués, Ignacio, Segovia Rosales, Rafael",True,,Applied Climate Information System,dataset-642
10Be in Ice Cores and 14C in Tree Rings: Separation of Production and Climate Effects,http://doc.rero.ch/record/314492/files/11214_2011_Article_9864.pdf,"Abreu, J., Beer, J., Steinhilber, F., Christl, M., Kubik, P.",True,,Applied Climate Information System,dataset-642
Can climate variability information constrain a hydrological model for an ungauged Costa Rican catchment?,http://hdl.handle.net/10669/76039,"Quesada Montano, Beatriz, Westerberg, Ida K., Fuentes Andino, Diana, Hidalgo León, Hugo G., Halldin, Sven",True,,Applied Climate Information System,dataset-642
Modeling future flows of the Volta River system: Impacts of climate change and socio-economic changes,https://eprints.soton.ac.uk/423152/,"Jin, Li, Whitehead, Paul G., Appeaning Addo, Kwasi, Amisigo, Barnabas, Macadam, Ian, Janes, Tamara, Crossman, Jill, Nicholls, Robert J., McCartney, Matthew, Rodda, Harvey J.E.",True,,Applied Climate Information System,dataset-642
A framework for the cross-sectoral integration of multi-model impact projections: land use decisions under climate impacts uncertainties,http://dx.doi.org/10.1371/journal.pone.0066428,"Frieler, K., Müller, C., Elliott, J., Neumann, K.",True,,Applied Climate Information System,dataset-642
City-level climate change mitigation in China,http://www.escholarship.org/uc/item/5tw4f0c3,"Shan, Yuli, Hubacek, Klaus, Zheng, Bo, Davis, Steven J., Liu, Zhu, Mi, Zhifu, Meng, Jing, Lin, Jintai, Schellnhuber, Hans Joachim, Guan, Dabo, Jia, Lichao, Liu, Jianghua, Fromer, Neil, Deng, Xiangzheng, Li, Yuan, Schroeder, Heike, Weisz, Helga",True,Science Advances,Applied Climate Information System,dataset-642
A New Time Series Mining Approach Applied to Multitemporal Remote Sensing Imagery,https://hal.archives-ouvertes.fr/hal-01091691,"Romani, Luciana, Heuminski, Ana, Yoshinobu, Daniel, Zullo, Jurandir, Chbeir, Richard, Traina, Caetano, Traina, Agma",True,,Applied Climate Information System,dataset-642
Geographical Information System for Beekeeping Development,http://www.degruyter.com/view/j/jas.2019.63.issue-1/jas-2019-0015/jas-2019-0015.xml?format=INT,Abou-Shaara Hossam F.,True,Journal of Apicultural Science,Applied Climate Information System,dataset-642
Estimating extreme river discharges in Europe through a Bayesian network,http://resolver.tudelft.nl/uuid:11eeb6fa-5269-48ab-a198-4723f121148c,"Paprotny, D., Morales Napoles, O.",True,Hydrology and Earth System Sciences,Applied Climate Information System,dataset-642
When baobab flowers and rainmakers define the season : Farmers’ perceptions and adaptation strategies to climate change in West Africa.,http://library.wur.nl/WebQuery/wurpubs/524490,"Zoundji, Gerard C., Witteveen, L.M., Vodouhè, S., Lie, R.",True,,Applied Climate Information System,dataset-642
Optimization of internal psychological climate of project teams as a way to increase the competitiveness of an enterprise,http://journals.uran.ua/tarp/article/view/12242,"Филатов, Антон Сергеевич, Хрутьба, Виктория Александровна",True,Technology audit and production reserves,Applied Climate Information System,dataset-642
A probabilistic assessment of climate change impacts on yield and nitrogen leaching from winter wheat in Denmark,https://doi.org/10.5194/nhess-11-2541-2011,"Børgesen, Christen Duus, Olesen, Jørgen E",True,,Applied Climate Information System,dataset-642
Derivation of parameters for the use of the SWAT in the groundwater recharge estimate in a karst-fissural aquifero in brazil semiarid,https://aguassubterraneas.abas.org/asubterraneas/article/view/29160,"Lorrayne Silva, Stela Dalva dos Santos Cota",True,Revista Águas Subterrâneas,Applied Climate Information System,dataset-642
Spatial Analysis of the Land Suitability for Cocoa Plantations in East Dusun District,https://jurnal.polibatam.ac.id/index.php/JAGI/article/view/1345,"Natan Nael, Frederik Samuel Papilaya",True,Journal of Applied Geospatial Information,Applied Climate Information System,dataset-642
A Novel Estimator for the Rate of Information Transfer by Continuous Signals,http://dx.doi.org/10.1371/journal.pone.0018792.t001,"Jouni Takalo, Irina Ignatova, Matti Weckström, Mikko Vähäsöyrinki",True,PLoS ONE,Applied Climate Information System,dataset-642
"Corrigendum to “Evaluation of black carbon estimations in global aerosol models” published in Atmos. Chem. Phys., 9, 9001-9026, 2009",http://library.wur.nl/WebQuery/wurpubs/399809,"Koch, D., Schulz, M., Kinne, S., McNaughton, C., Spackman, J.R., Balkanski, Y., Bauer, S., Krol, M.C.",True,,Applied Climate Information System,dataset-642
Partially coupled spin-up of the MPI-ESM: implementation and first results,https://doaj.org/toc/1991-9603,"M. Thoma, R. Gerdes, R. J. Greatbatch, H. Ding",True,,Applied Climate Information System,dataset-642
Biomass Feedstock and Climate Change in Agroforestry Systems: Participatory Location and Integration Scenario Analysis of Biomass Power Facilities,https://doaj.org/toc/1996-1073,"Jeong, Jin Su",True,Energies,Applied Climate Information System,dataset-642
Modelling soil organic carbon stocks in global change scenarios: a CarboSOIL application,http://hdl.handle.net/10261/79083,"Muñoz Rojas, M., Jordán, A., Martínez Zavala, L., González Peñaloza, F. A., Rosa, Diego de la, Anaya Romero, María",True,,Applied Climate Information System,dataset-642
Climate change effects on drought severity,https://doaj.org/toc/1680-7359,"Loukas, A., Vasiliades, L., Tzabiras, J.",True,Advances in Geosciences,Applied Climate Information System,dataset-642
Statistical approaches for assessment of climate change impacts on low flows: temporal aspects,http://dx.doi.org/10.15488/5205,"Fangmann, Anne, Haberlandt, Uwe",True,,Applied Climate Information System,dataset-642
Comparison of climate field reconstruction techniques: application to Europe,http://doc.rero.ch/record/315324/files/382_2008_Article_395.pdf,"Riedwyl, Nadja, Küttel, Marcel, Luterbacher, Jürg, Wanner, Heinz",True,,Applied Climate Information System,dataset-642
IT Infrastructure Management and Maintenance System – A Positive Climate Architecture (ITIMMS),https://zenodo.org/record/51393,"S.S.Aravinth, K.Dharvesh Mydeen, R.Divya, M.Priyadharshini",True,,Applied Climate Information System,dataset-642
Statistical downscaling of the French Mediterranean climate: assessment for present and projection in an anthropogenic scenario,https://hal.archives-ouvertes.fr/hal-00753343/document,"Lavaysse , Christophe, Vrac , Mathieu, Drobinski , Philippe, Lengaigne , Matthieu, Vischel , T.",True,,Applied Climate Information System,dataset-642
ІНФОРМАЦІЙНО-ВИМІРЮВАЛЬНА СИСТЕМА «КЛІМАТ-КОНТРОЛЬ»,http://mgsys.kpi.ua/article/view/100055,"Добролюбова, Марина Валеріївна, Чемерис, Анастасія Тарасівна, Моніт, Ярослав Васильович",True,MECHANICS OF GYROSCOPIC SYSTEMS,Applied Climate Information System,dataset-642
"Assessing the INDCs’ land use, land use change, and forest emission projections",https://doaj.org/toc/1750-0680,"Forsell, Nicklas, Turkovska, Olga, Gusti, Mykola, Obersteiner, Michael, Elzen, Michel den, Havlik, Petr",True,Carbon Balance and Management,Applied Climate Information System,dataset-642
Development and evaluation of a system of proxy data assimilation for paleoclimate reconstruction,https://doaj.org/toc/1814-9332,"Okazaki, Atsushi, Yoshimura, Kei",True,Climate of the Past,Applied Climate Information System,dataset-642
Building blocks: A quantitative approach for evaluating coastal vulnerability,http://www.mdpi.com/2073-4441/9/12/905,"Kantamaneni, Komali, Du, Xiaoping, Aher, Sainath, Singh, Rao Martand",True,,Applied Climate Information System,dataset-642
Decadal climate prediction with a refined anomaly initialisation approach,http://centaur.reading.ac.uk/66231/1/volpi_etal_2016.pdf,"Volpi, Danila, Guemas, Virginie, Doblas-Reyes, Francisco J., Hawkins, Ed, Nichols, Nancy K.",True,,Applied Climate Information System,dataset-642
A framework for the cross-sectoral integration of multi-model impact projections: land use decisions under climate impacts uncertainties,http://dx.doi.org/10.1371/journal.pone.0066428,"Frieler, K., Levermann, A., Elliott, J., Heinke, J., Arneth, A., Bierkens, M. F. P., Ciais, P., Clark, D. B., Deryng, D., Doell, P., Falloon, P., Fekete, B., Folberth, C., Friend, A. D., Gellhorn, C., Gosling, S. N., Haddeland, I., Khabarov, N., Lomas, M., Masaki, Y., Nishina, K., Neumann, K., Oki, T., Pavlick, R., Ruane, A. C., Schmid, E., Schmitz, C., Stacke, T., Stehfest, E., Tang, Q., Wisser, D., Huber, V., Piontek, F., Warszawski, L., Schewe, J., Lotze-Campen, H., Schellnhuber, H. J.",True,,Applied Climate Information System,dataset-642
"Perceptions of Climate Change Risk to Forest Ecosystems: A Case Study of Patale Community Forestry User Group, Nepal",https://zenodo.org/record/2659879,"N. R. P Withana, E. Auch",True,,Applied Climate Information System,dataset-642
Perceptions regarding utilization of meteorological information in healthcare in Korea: a qualitative study,http://dx.doi.org/10.1371/journal.pone.0137804,"Ock, Minsu, Choi, Eun Young, Oh, Inbo, Yun, Seok Hyeon, Kim, Yoo-Keun, Kim, Hyunsu, Jo, Min-Woo, Lee, Jiho",True,Annals of Occupational and Environmental Medicine,Applied Climate Information System,dataset-642
The soil information system of Rwanda: a useful tool to identify guidelines towards sustainable land management.,http://www.gap.ugent.be/africafocus/pdf/06-19-12-Verdoodt.pdf,"A. Verdoodt, E. Van Ranst",True,Afrika Focus,Applied Climate Information System,dataset-642
Energy Management in Microgrids with Renewable Energy Sources: A Literature Review,https://www.mdpi.com/2076-3417/9/18/3854,"Yimy E. García Vera, Rodolfo Dufo-López, José L. Bernal-Agustín",True,Applied Sciences,Applied Climate Information System,dataset-642
Hydrological Evaluation of Satellite Soil Moisture Data in Two Basins of Different Climate and Vegetation Density Conditions,https://doi.org/10.1155/2017/1086456,"Zhuo, Lu, Han, Dawei",True,Advances in Meteorology,Applied Climate Information System,dataset-642
Improving the interpretability of climate landscape metrics: An ecological risk analysis of Japan's Marine Protected Areas,http://hdl.handle.net/2115/71588,"Molinos, Jorge Garcia, Takao, Shintaro, Kumagai, Naoki H., Poloczanska, Elvira S., Burrows, Michael T., Fujii, Masahiko, Yamano, Hiroya",True,Global change biology,Applied Climate Information System,dataset-642
Effects of Different Spatial Precipitation Input Data on Crop Model Outputs under a Central European Climate,https://doaj.org/toc/2073-4433,"Thaler, Sabina, Brocca, Luca, Ciabatta, Luca, Eitzinger, Josef, Hahn, Sebastian, Wagner, Wolfgang",True,Atmosphere,Applied Climate Information System,dataset-642
The Effect of Technological and Organizational Factors on Knowledge Sharing in National Library and Archives of I.R of Iran,http://jipm.irandoc.ac.ir/browse.php?a_code=A-10-2770-1&slc_lang=en&sid=1,"Shabnam Refoua, Fatemeh Abbasisoorki",True,Iranian Journal of Information Processing & Management,Applied Climate Information System,dataset-642
APPLICATION OF BACKPROPAGATION NEURAL NETWORKS IN PREDICTING RAINFALL DATA IN AMBON CITY,http://ijair.id/index.php/ijair/article/view/59,"Yopi Andry Lesnussa, C. G. Mustamu, F. Kondo Lembang, M. W. Talakua",True,International Journal of Artificial Intelligence Research,Applied Climate Information System,dataset-642
Application of climatic guidelines to urban planning,http://hdl.handle.net/10451/37029,"Alcoforado, Maria Joao, Andrade, Henrique, Lopes, António, Vasconcelos, João",True,,Applied Climate Information System,dataset-642
Failure analysis of parameter-induced simulation crashes in climate models,https://doaj.org/toc/1991-9603,"Lucas, D. D., Klein, R., Tannahill, J., Ivanova, D., Brandon, S., Domyancic, D., Zhang, Y.",True,Geoscientific Model Development,Applied Climate Information System,dataset-642
Rough parameter dependence in climate models and the role of Ruelle-Pollicott resonances,http://www.escholarship.org/uc/item/9p47s5nf,"Chekroun, Mickaël David, Neelin, J. David, Kondrashov, Dmitri, McWilliams, James C., Ghil, Michael",True,,Applied Climate Information System,dataset-642
"Integrating Urban Form, Function, and Energy Fluxes in a Heat Exposure Indicator in View of Intra-Urban Heat Island Assessment and Climate Change Adaptation",https://www.mdpi.com/2225-1154/7/6/75,"Agathangelidis, Cartalis, Santamouris",True,Climate,Applied Climate Information System,dataset-642
The solar greenhouse: technology for low energy consumption,http://library.wur.nl/WebQuery/wurpubs/339708,"Bot, G.P.A.",False,,Applied Climate Information System,dataset-642
Developments in indoor sustainable plant production with emphasis on energy saving,http://library.wur.nl/WebQuery/wurpubs/121324,"Bot, G.P.A.",False,,Applied Climate Information System,dataset-642
Non-linear statistical downscaling of present and LGM precipitation and temperatures over Europe,https://hal.archives-ouvertes.fr/hal-00330767/file/cp-3-669-2007.pdf,"Vrac, M., Marbaix, P., Paillard, D., Naveau, P.",True,Climate of the Past,Applied Climate Information System,dataset-642
CropSight: a scalable and open-source information management system for distributed plant phenotyping and IoT-based crop management,http://europepmc.org/articles/PMC6423370,"Reynolds, Daniel, Ball, Joshua, Bauer, Alan, Davey, Robert, Griffiths, Simon, Zhou, Ji",True,GigaScience,Applied Climate Information System,dataset-642
"MULTITEMPORAL ANALYSIS OF FOREST COVER CHANGE USING REMOTE SENSING AND GIS OF KANHA TIGER RESERVE, CENTRAL INDIA",https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLII-5/211/2018/isprs-archives-XLII-5-211-2018.pdf,"R. M. Devi, B. Sinha, J. Bisaria, S. Saran",True,,Applied Climate Information System,dataset-642
Analysis of Climate and Land Use Changes Impacts on Land Degradation in the North China Plain,http://hdl.handle.net/10419/171303,"Li, Zhihui, Deng, Xiangzheng, Yin, Fang, Yang, Cuiyuan",True,Advances in Meteorology,Applied Climate Information System,dataset-642
Impact of different estimations of the background-error covariance matrix on climate reconstructions based on data assimilation,https://boris.unibe.ch/128067/,"Valler, Veronika, Franke, Jörg, Brönnimann, Stefan",True,,Applied Climate Information System,dataset-642
Climatic characterization of the Banderas Bay Region using Köppen’s system modified by García and Geographic Information Systems techniques,http://www.investigacionesgeograficas.unam.mx/index.php/rig/article/view/34534,"Antonio Velázquez Ruiz, Luis Manuel Martínez R., Fátima Maciel Carrillo González",True,Investigaciones Geográficas,Applied Climate Information System,dataset-642
"Projections of the climate potential for tourism at local scales: Application to Platja de Palma, Spain",http://hdl.handle.net/10261/88263,"Amengual, Arnau, Homar, Víctor, Romero, Romualdo, Alonso Oroza, Sergio, Ramis, Clemente",True,International Journal of Climatology,Applied Climate Information System,dataset-642
Impact of Climate Forecasts on the Microbial Quality of a Drinking Water Source in Norway Using Hydrodynamic Modeling,http://hdl.handle.net/11250/2618866,"Mohammed, Hadi, Longva, Andreas, Seidu, Razak",True,,Applied Climate Information System,dataset-642
Development of Latvian land use and land use change matrix using geospatial data of National forest inventory,http://hdl.handle.net/10492/5442,"Krumsteds, L.L., Ivanovs, J., Jansons, J., Lazdins, A.",True,,Applied Climate Information System,dataset-642
Data-mining analysis of the global distribution of soil carbon in observational databases and Earth system models,http://www.geosci-model-dev.net/10/1321/2017/gmd-10-1321-2017.pdf,"S. Hashimoto, K. Nanko, B. Ťupek, A. Lehtonen",True,,Applied Climate Information System,dataset-642
"Spatiotemporal clustering, climate periodicity, and social-ecological risk factors for dengue during an outbreak in Machala, Ecuador, in 2010",http://dx.doi.org/10.1371/journal.pone.0078263,"Ibarra, Anna M. Stewart, Munoz, Angel G., Ryan, Sadie J., Borbor, Mercy J., Ayala, Efrain Beltran, Finkelstein, Julia L., Mejia, Raul, Ordonez, Tania, Coronel, G. Cristina Recalde, Rivero, Keytia",True,BMC Infectious Diseases,Applied Climate Information System,dataset-642
Development of a framework for an integrated time-varying agrohydrological forecast system for Southern Africa: Initial results for seasonal forecasts,http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502008000300004&lng=en&tlng=en,"Ghile, YB, Schulze, RE",True,,Applied Climate Information System,dataset-642
