datasets,doi,journal,search_term,title,url
dataset-622,10.1016/j.enggeo.2019.105169,"{'id': 'jour.1052625', 'title': 'Engineering Geology'}",3DEP,"Investigating large landslides along a river valley using combined physical, statistical, and hydrologic modeling",
dataset-622,10.1088/1748-9326/ab2917,Environmental Research Letters,3DEP,"High-resolution mapping of aboveground biomass for forest carbon monitoring system in the Tri-State region of Maryland, Pennsylvania and Delaware, USA",https://iopscience.iop.org/article/10.1088/1748-9326/ab2917/pdf
dataset-622,10.1007/s10707-019-00377-8,"{'id': 'jour.1043850', 'title': 'GeoInformatica'}",3DEP,Urban expansion modeling using an enhanced decision tree algorithm,
dataset-622,10.5194/ica-abs-1-17-2019,,3DEP,Automated summit spot height generation for modern topographic mapping,https://www.abstr-int-cartogr-assoc.net/1/17/2019/ica-abs-1-17-2019.pdf
dataset-622,10.1158/1538-7445.sabcs18-2168,,3DEP,Abstract 2168: Testing the electrical properties of different cell lines using 3DEP reader and compare to TTFields response,
dataset-622,10.1158/1538-7445.am2019-2168,,3DEP,Abstract 2168: Testing the electrical properties of different cell lines using 3DEP reader and compare to TTFields response,
dataset-622,10.1016/j.envsoft.2019.03.014,"{'id': 'jour.1134509', 'title': 'Environmental Modelling & Software'}",3DEP,GPU-based lightweight parallel processing toolset for LiDAR data for terrain analysis,
dataset-622,10.1016/j.trc.2019.05.004,"{'id': 'jour.1047537', 'title': 'Transportation Research Part C Emerging Technologies'}",3DEP,Road grade estimates for bicycle travel analysis on a street network,
dataset-622,10.1002/cpe.5040,"{'id': 'jour.1043167', 'title': 'Concurrency and Computation Practice and Experience'}",3DEP,CyberGIS‐Jupyter for reproducible and scalable geospatial analytics,
dataset-622,10.1007/s10346-019-01160-4,"{'id': 'jour.1052089', 'title': 'Landslides'}",3DEP,"Characterizing the catastrophic 2017 Mud Creek landslide, California, using repeat structure-from-motion (SfM) photogrammetry",
dataset-622,10.1016/j.agwat.2019.04.002,"{'id': 'jour.1137176', 'title': 'Agricultural Water Management'}",3DEP,"Effects of management areas, drought, and commodity prices on groundwater decline patterns across the High Plains Aquifer",
dataset-622,10.1007/s13157-018-1110-x,"{'id': 'jour.1045785', 'title': 'Wetlands'}",3DEP,A multi-scale comparison of elevation measurement methods in northeastern tidal marshes of the United States,
dataset-622,10.3390/ijgi8050231,ISPRS International Journal of Geo-Information,3DEP,Combining Water Fraction and DEM-Based Methods to Create a Coastal Flood Map: A Case Study of Hurricane Harvey,https://www.mdpi.com/2220-9964/8/5/231/pdf
dataset-622,10.3390/drones3020043,Drones,3DEP,"Remote Sensing of Wildfire Using a Small Unmanned Aerial System: Post-Fire Mapping, Vegetation Recovery and Damage Analysis in Grand Bay, Mississippi/Alabama, USA",https://www.mdpi.com/2504-446X/3/2/43/pdf
dataset-622,10.1002/ece3.5121,Ecology and Evolution,3DEP,Bats in a changing landscape: Linking occupancy and traits of a diverse montane bat community to fire regime,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ece3.5121
dataset-622,10.1016/j.chemosphere.2019.01.112,"{'id': 'jour.1015185', 'title': 'Chemosphere'}",3DEP,Per- and polyfluoroalkyl substances in two different populations of northern cardinals,
dataset-622,10.1029/2018wr023995,"{'id': 'jour.1081604', 'title': 'Water Resources Research'}",3DEP,Enhanced Identification of Snow Melt and Refreeze Events From Passive Microwave Brightness Temperature Using Air Temperature,
dataset-622,10.1177/0748730419836370,Journal of Biological Rhythms,3DEP,Casein Kinase 1 Underlies Temperature Compensation of Circadian Rhythms in Human Red Blood Cells,https://journals.sagepub.com/doi/pdf/10.1177/0748730419836370
dataset-622,10.1177/0361198119837194,"{'id': 'jour.1040436', 'title': 'Transportation Research Record Journal of the Transportation Research Board'}",3DEP,Use of Aerial LiDAR in Measuring Streetscape and Street Trees,
dataset-622,10.7287/peerj.preprints.27595v1,PeerJ Preprints,3DEP,Geomorpho90m - Global high-resolution geomorphometry layers: empirical evaluation and accuracy assessment,https://peerj.com/preprints/27595.pdf
dataset-622,10.1111/rec.12869,Restoration Ecology,3DEP,Low‐tech riparian and wet meadow restoration increases vegetation productivity and resilience across semiarid rangelands,https://onlinelibrary.wiley.com/doi/pdf/10.1111/rec.12869
dataset-622,10.3390/rs11030370,Remote Sensing,3DEP,Addressing Challenges for Mapping Irrigated Fields in Subhumid Temperate Regions by Integrating Remote Sensing and Hydroclimatic Data,https://www.mdpi.com/2072-4292/11/3/370/pdf
dataset-622,10.1016/j.rse.2018.11.034,"{'id': 'jour.1045931', 'title': 'Remote Sensing of Environment'}",3DEP,Automated detection of thermoerosion in permafrost ecosystems using temporally dense Landsat image stacks,
dataset-622,10.1109/empdp.2019.8671643,,3DEP,3DEP: A Efficient Routing Algorithm to Evenly Distribute Traffic Over 3D Network-on-Chips,
dataset-622,10.5194/tc-13-197-2019,The Cryosphere,3DEP,Sensitivity of active-layer freezing process to snow cover in Arctic Alaska,https://www.the-cryosphere.net/13/197/2019/tc-13-197-2019.pdf
dataset-622,10.3390/rs11020162,Remote Sensing,3DEP,Integration and Visualization of Mineralogical and Topographical Information Derived from ASTER and DEM Data,https://www.mdpi.com/2072-4292/11/2/162/pdf
dataset-622,10.2514/6.2019-1060,,3DEP,Determination of Safe Landing Zones for an Autonomous UAS using Elevation and Population Density Data.,
dataset-622,10.14358/pers.85.1.13,Photogrammetric Engineering & Remote Sensing,3DEP,Grids and Datums,https://doi.org/10.14358/pers.85.1.13
dataset-622,10.1007/s12237-018-0453-0,"{'id': 'jour.1295073', 'title': 'Chesapeake Science'}",3DEP,"Riverine Sediment Contribution to Distal Deltaic Wetlands: Fourleague Bay, LA",
dataset-622,10.1007/978-94-024-1531-5,,3DEP,CyberGIS for Geospatial Discovery and Innovation,
dataset-622,10.1007/978-3-030-20656-7_9,,3DEP,Petaflop Seismic Simulations in the Public Cloud,
dataset-622,10.1007/978-94-024-1531-5_1,,3DEP,CyberGIS for Transforming Geospatial Discovery and Innovation,
dataset-622,10.1007/978-3-030-20656-7,,3DEP,"High Performance Computing, 34th International Conference, ISC High Performance 2019, Frankfurt/Main, Germany, June 16–20, 2019, Proceedings",http://www.netlib.org/utk/people/JackDongarra/PAPERS/108_1999_the-marketplace-for-high-performance-computers.pdf
dataset-622,10.2139/ssrn.3478900,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",3DEP,Highly Disaggregated Land Unavailability,
dataset-622,10.3389/feart.2018.00230,Frontiers in Earth Science,3DEP,Best Practices for Elevation-Based Assessments of Sea-Level Rise and Coastal Flooding Exposure,https://www.frontiersin.org/articles/10.3389/feart.2018.00230/pdf
dataset-622,10.1016/j.jag.2018.07.007,"{'id': 'jour.1045706', 'title': 'International Journal of Applied Earth Observation and Geoinformation'}",3DEP,Tracking the removal of buildings in rust belt cities with open-source geospatial data,
dataset-622,10.1038/sdata.2018.292,Scientific Data,3DEP,The metabolic regimes of 356 rivers in the United States,https://www.nature.com/articles/sdata2018292.pdf
dataset-622,10.1038/s41598-018-30817-8,Scientific Reports,3DEP,Morphodynamic evolution following sediment release from the world’s largest dam removal,https://www.nature.com/articles/s41598-018-30817-8.pdf
dataset-622,10.1038/sdata.2018.40,Scientific Data,3DEP,"A suite of global, cross-scale topographic variables for environmental and biodiversity modeling",https://www.nature.com/articles/sdata201840.pdf
dataset-622,10.1007/s11120-018-0544-6,Photosynthesis Research,3DEP,Molecular mechanism of SRP-dependent light-harvesting protein transport to the thylakoid membrane in plants,https://link.springer.com/content/pdf/10.1007%2Fs11120-018-0544-6.pdf
dataset-622,10.1111/ecog.03641,Ecography,3DEP,Among‐species overlap in rodent body size distributions predicts species richness along a temperature gradient,https://onlinelibrary.wiley.com/doi/pdf/10.1111/ecog.03641
dataset-622,10.3390/rs10101562,Remote Sensing,3DEP,Augmentation of Traditional Forest Inventory and Airborne Laser Scanning with Unmanned Aerial Systems and Photogrammetry for Forest Monitoring,https://www.mdpi.com/2072-4292/10/10/1562/pdf
dataset-622,10.5194/isprs-archives-xlii-4-573-2018,"ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",3DEP,STREAMS DO WORK: MEASURING THE WORK OF LOW-ORDER STREAMS ON THE LANDSCAPE USING POINT CLOUDS,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLII-4/573/2018/isprs-archives-XLII-4-573-2018.pdf
dataset-622,10.1002/cpe.4682,"{'id': 'jour.1043167', 'title': 'Concurrency and Computation Practice and Experience'}",3DEP,TopoLens: Building a CyberGIS community data service for enhancing the usability of high‐resolution national topographic datasets,
dataset-622,10.1155/2018/4648134,Advances in Civil Engineering,3DEP,"GIS-Enabled Culvert Design: A Case Study in Tuscaloosa, Alabama",http://downloads.hindawi.com/journals/ace/2018/4648134.pdf
dataset-622,10.5194/tc-2018-170,The Cryosphere Discussions,3DEP,Sensitivity of active layer freezing process to snow cover in Arctic Alaska,https://scholarworks.umt.edu/cgi/viewcontent.cgi?article=1409&context=ntsg_pubs
dataset-622,10.1080/15230406.2017.1335235,Cartography and Geographic Information Science,3DEP,"Exploring uncertainties in terrain feature extraction across multi-scale, multi-feature, and multi-method approaches for variable terrain",https://escholarship.org/content/qt0j399392/qt0j399392.pdf?t=pq1uul
dataset-622,10.1111/1752-1688.12661,"{'id': 'jour.1081849', 'title': 'JAWRA Journal of the American Water Resources Association'}",3DEP,River Channel Geometry and Rating Curve Estimation Using Height above the Nearest Drainage,
dataset-622,10.1111/1752-1688.12660,JAWRA Journal of the American Water Resources Association,3DEP,A CyberGIS Integration and Computation Framework for High‐Resolution Continental‐Scale Flood Inundation Mapping,https://doi.org/10.1111/1752-1688.12660
dataset-622,10.1080/15230406.2017.1337524,"{'id': 'jour.1041893', 'title': 'Cartography and Geographic Information Science'}",3DEP,An open source high-performance solution to extract surface water drainage networks from diverse terrain conditions,
dataset-622,10.1002/lol2.10066,Limnology and Oceanography Letters,3DEP,Engineered headwaters can act as sources of dissolved organic matter and nitrogen to urban stream networks,https://doi.org/10.1002/lol2.10066
dataset-622,10.1371/journal.pone.0196782,PLoS ONE,3DEP,Predicting nonpoint stormwater runoff quality from land use,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0196782&type=printable
dataset-622,10.1080/23729333.2017.1288533,"{'id': 'jour.1154468', 'title': 'International Journal of Cartography'}",3DEP,Assimilation of the National Elevation Dataset and launch of the 3D elevation program through the USGS spatial data infrastructure,
dataset-622,10.1016/j.earscirev.2018.03.001,Earth-Science Reviews,3DEP,A review of statistically-based landslide susceptibility models,https://doi.org/10.1016/j.earscirev.2018.03.001
dataset-622,10.14358/pers.84.4.173,Photogrammetric Engineering & Remote Sensing,3DEP,Grids and Datums,https://doi.org/10.14358/pers.84.4.173
dataset-622,10.1002/elps.201700488,"{'id': 'jour.1093009', 'title': 'Electrophoresis'}",3DEP,Dielectrophoretic analysis of treated cancer cells for rapid assessment of treatment efficacy,
dataset-622,10.1002/9781118938188,,3DEP,Environmental Applications of Digital Terrain Modeling,http://onlinelibrary.wiley.com/doi/10.1002/9781118938188.fmatter/pdf
dataset-622,10.1080/07038992.2018.1461557,"{'id': 'jour.1137944', 'title': 'Canadian Journal of Remote Sensing'}",3DEP,Transferability of Lidar-derived Basal Area and Stem Density Models within a Northern Idaho Ecoregion,
dataset-622,10.1007/s10230-017-0484-y,Mine Water and the Environment,3DEP,Evaluating Relationships Between Total Dissolved Solids (TDS) and Total Suspended Solids (TSS) in a Mining-Influenced Watershed,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6020674
dataset-622,10.1016/j.geomorph.2017.07.001,"{'id': 'jour.1044680', 'title': 'Geomorphology'}",3DEP,The scaling of urban surface water abundance and impairment with city size,
dataset-622,10.3390/rs10020258,Remote Sensing,3DEP,"Assessment of LiDAR and Spectral Techniques for High-Resolution Mapping of Sporadic Permafrost on the Yukon-Kuskokwim Delta, Alaska",https://www.mdpi.com/2072-4292/10/2/258/pdf
dataset-622,10.1002/2017wr020866,Water Resources Research,3DEP,The Spatial and Temporal Variability of Meltwater Flow Paths: Insights From a Grid of Over 100 Snow Lysimeters,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2017WR020866
dataset-622,10.5194/tc-12-287-2018,The Cryosphere,3DEP,Hydrologic flow path development varies by aspect during spring snowmelt in complex subalpine terrain,https://www.the-cryosphere.net/12/287/2018/tc-12-287-2018.pdf
dataset-622,10.1016/j.landurbplan.2017.08.008,"{'id': 'jour.1028245', 'title': 'Landscape and Urban Planning'}",3DEP,Scale-dependence of environmental and socioeconomic drivers of albizia invasion in Hawaii,
dataset-622,10.1016/j.jhydrol.2017.10.018,"{'id': 'jour.1126746', 'title': 'Journal of Hydrology'}",3DEP,"Connections among soil, ground, and surface water chemistries characterize nitrogen loss from an agricultural landscape in the upper Missouri River Basin",
dataset-622,10.1016/j.ymeth.2017.08.016,Methods,3DEP,Separation of neural stem cells by whole cell membrane capacitance using dielectrophoresis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6058702
dataset-622,10.1007/978-981-13-2330-0_22,,3DEP,"A Review of Standards for Airborne LiDAR Data Acquisition, Processing, QA/QC, and Delivery",
dataset-622,10.1007/978-981-13-2330-0,,3DEP,"Geospatial Infrastructure, Applications and Technologies: India Case Studies",https://link.springer.com/content/pdf/bfm%3A978-981-13-2330-0%2F1.pdf
dataset-622,10.1145/3167132.3167451,,3DEP,Quantifying walkability of roads using digital elevation models: student research abstract,
dataset-622,10.1007/s40010-017-0435-9,"{'id': 'jour.1136247', 'title': 'Proceedings of the National Academy of Sciences, India Section A: Physical Sciences'}",3DEP,Airborne LiDAR Technology: A Review of Data Collection and Processing Systems,
dataset-622,10.1016/j.envsoft.2017.07.008,"{'id': 'jour.1134509', 'title': 'Environmental Modelling & Software'}",3DEP,Modeling anthropogenic noise propagation using the Sound Mapping Tools ArcGIS toolbox,
dataset-622,10.1130/ges01487.1,Geosphere,3DEP,"The Peters Hills basin, a Neogene wedge-top basin on the Broad Pass thrust fault, south-central Alaska",https://pubs.geoscienceworld.org/gsa/geosphere/article-pdf/13/5/1464/3995472/1464.pdf
dataset-622,10.1016/j.geomorph.2017.03.017,"{'id': 'jour.1044680', 'title': 'Geomorphology'}",3DEP,A watershed scale spatially-distributed model for streambank erosion rate driven by channel curvature,
dataset-622,10.1007/s11707-017-0645-0,"{'id': 'jour.1047739', 'title': 'Frontiers of Earth Science'}",3DEP,"Using ground penetrating radar to assess the variability of snow water equivalent and melt in a mixed canopy forest, Northern Colorado",
dataset-622,10.3390/rs9090903,Remote Sensing,3DEP,"Lidar Aboveground Vegetation Biomass Estimates in Shrublands: Prediction, Uncertainties and Application to Coarser Scales",https://www.mdpi.com/2072-4292/9/9/903/pdf
dataset-622,10.1002/ecs2.1921,Ecosphere,3DEP,A fine‐scale U.S. population estimate of a montane spruce–fir bird species of conservation concern,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1002/ecs2.1921
dataset-622,10.1016/j.quascirev.2017.04.023,"{'id': 'jour.1040733', 'title': 'Quaternary Science Reviews'}",3DEP,"Paleohydrology of China Lake basin and the context of early human occupation in the northwestern Mojave Desert, USA",
dataset-622,10.1002/2016jc012344,Journal of Geophysical Research Oceans,3DEP,Physical response of a back‐barrier estuary to a post‐tropical cyclone,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2016JC012344
dataset-622,10.1371/journal.pone.0179152,PLoS ONE,3DEP,"The importance of data quality for generating reliable distribution models for rare, elusive, and cryptic species",https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0179152&type=printable
dataset-622,10.1111/1752-1688.12515,JAWRA Journal of the American Water Resources Association,3DEP,"Urban Streamflow Response to Imported Water and Water Conservation Policies in Los Angeles, California",https://doi.org/10.1111/1752-1688.12515
dataset-622,10.1002/lol2.10038,Limnology and Oceanography Letters,3DEP,Land use and topography bend and break fractal rules of water body size‐distributions,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.1002/lol2.10038
dataset-622,10.1016/j.compscitech.2017.02.028,Composites Science and Technology,3DEP,Aligned discontinuous intermingled reclaimed/virgin carbon fibre composites for high performance and pseudo-ductile behaviour in interlaminated carbon-glass hybrids,https://doi.org/10.1016/j.compscitech.2017.02.028
dataset-622,10.1007/s11252-016-0610-9,"{'id': 'jour.1050124', 'title': 'Urban Ecosystems'}",3DEP,Mapping forest structure and uncertainty in an urban area using leaf-off lidar data,
dataset-622,10.1063/1.4978930,Applied Physics Letters,3DEP,Rapid determination of nanowires electrical properties using a dielectrophoresis-well based system,http://epubs.surrey.ac.uk/814035/1/1%252E4978930.pdf
dataset-622,10.5194/tc-2017-12,The Cryosphere Discussions,3DEP,Hydrologic Flowpath Development Varies by Aspect during Spring Snowmelt in Complex Subalpine Terrain,https://doi.org/10.5194/tc-2017-12
dataset-622,10.1002/9781118786352.wbieg0931,,3DEP,CyberGIS,
dataset-622,10.1016/j.jterra.2016.10.001,"{'id': 'jour.1137329', 'title': 'Journal of Terramechanics'}",3DEP,Generation of stochastic mobility maps for large-scale route planning of ground vehicles: A case study,
dataset-622,10.1007/s12237-016-0138-5,Chesapeake Science,3DEP,Quantification of Storm-Induced Bathymetric Change in a Back-Barrier Estuary,https://link.springer.com/content/pdf/10.1007%2Fs12237-016-0138-5.pdf
dataset-622,10.2134/jeq2016.10.0416,Journal of Environmental Quality,3DEP,Analyzing Within‐County Hydrogeomorphological Characteristics as a Precursor to Phosphorus Index Modifications,https://dl.sciencesocieties.org/publications/jeq/pdfs/46/6/1365
dataset-622,10.15292/iu-cg.2017.05.068-075,Igra ustvarjalnosti - Creativity Game,3DEP,Determination of solar irradiation in urban areas with an open source GIS model: application on the example of the Rožna dolina in Ljubljana,https://doi.org/10.15292/iu-cg.2017.05.068-075
dataset-622,10.1016/b978-0-08-100021-2.00007-9,,3DEP,Chapter 7 Geospatial Resources and Instruction Services,
dataset-622,10.1145/3093338.3093378,,3DEP,A CyberGIS-Jupyter Framework for Geospatial Analytics at Scale,
dataset-622,10.1186/s12940-016-0197-x,Environmental Health,3DEP,Spatiotemporal exposure modeling of ambient erythemal ultraviolet radiation,https://ehjournal.biomedcentral.com/track/pdf/10.1186/s12940-016-0197-x
dataset-622,10.1016/j.ufug.2016.09.009,"{'id': 'jour.1034339', 'title': 'Urban Forestry & Urban Greening'}",3DEP,Resolving uncertainties in predictive equations for urban tree crown characteristics of the southeastern United States: Local and general equations for common and widespread species,
dataset-622,10.2112/si76-007,"{'id': 'jour.1137383', 'title': 'Journal of Coastal Research'}",3DEP,Creating a Coastal National Elevation Database (CoNED) for Science and Conservation Applications,
dataset-622,10.3390/rs8090767,Remote Sensing,3DEP,Evaluation of Single Photon and Geiger Mode Lidar for the 3D Elevation Program,https://www.mdpi.com/2072-4292/8/9/767/pdf
dataset-622,10.1002/rra.2989,"{'id': 'jour.1295488', 'title': 'River Research and Applications'}",3DEP,Detecting Fluvial Wood in Forested Watersheds using LiDAR Data: A Methodological Assessment,
dataset-622,10.1111/1752-1688.12429,"{'id': 'jour.1081849', 'title': 'JAWRA Journal of the American Water Resources Association'}",3DEP,NHDPlusHR: A National Geospatial Framework for Surface‐Water Information,
dataset-622,10.1063/1.4954841,Biomicrofluidics,3DEP,Fifty years of dielectrophoretic cell separation technology,https://aip.scitation.org/doi/pdf/10.1063/1.4954841
dataset-622,10.14358/pers.82.4.271,"{'id': 'jour.1042026', 'title': 'Photogrammetric Engineering & Remote Sensing'}",3DEP,Estimating Forest and Woodland Aboveground Biomass Using Active and Passive Remote Sensing,
dataset-622,10.2175/193864716819706022,"{'id': 'jour.1170511', 'title': 'Proceedings of the Water Environment Federation'}",3DEP,Urban Flood Prediction and Warning – Challenges and Solutions,
dataset-622,10.1007/978-3-319-22789-4,,3DEP,"Geographic Information, Organization, Access, and Use",
dataset-622,10.1145/2949550.2949652,,3DEP,TopoLens: Building a CyberGIS Community Data Service for Enhancing the Usability of High-resolution National Topographic Datasets,http://dl.acm.org/ft_gateway.cfm?id=2949652&type=pdf
dataset-622,10.1039/c6an01596d,Analyst,3DEP,Accurate quantification of apoptosis progression and toxicity using a dielectrophoretic approach,https://pubs.rsc.org/en/content/articlepdf/2016/an/c6an01596d
dataset-622,10.4236/jgis.2016.86055,Journal of Geographic Information System,3DEP,Flood Forecasting GIS Water-Flow Visualization Enhancement (WaVE): A Case Study,http://www.scirp.org/journal/PaperDownload.aspx?paperID=72935
dataset-622,10.1145/2949550.2949582,,3DEP,Accelerating TauDEM for Extracting Hydrology Information from National-Scale High Resolution Topographic Dataset: Extended Abstract,http://dl.acm.org/ft_gateway.cfm?id=2949582&type=pdf
dataset-622,10.1016/j.jhydrol.2015.10.051,"{'id': 'jour.1126746', 'title': 'Journal of Hydrology'}",3DEP,Evaluation of the U.S. Geological Survey standard elevation products in a two-dimensional hydraulic modeling application for a low relief coastal floodplain,
dataset-622,10.1080/15230406.2015.1060869,"{'id': 'jour.1041893', 'title': 'Cartography and Geographic Information Science'}",3DEP,A rapid approach for automated comparison of independently derived stream networks,
dataset-622,10.1002/ece3.1669,Ecology and Evolution,3DEP,The conservation value of elevation data accuracy and model sophistication in reserve design under sea‐level rise,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ece3.1669
dataset-622,10.1080/15230406.2015.1057229,"{'id': 'jour.1041893', 'title': 'Cartography and Geographic Information Science'}",3DEP,"Preparing The National Map for the 3D Elevation Program – products, process and research",
dataset-622,10.1080/15230406.2015.1060112,"{'id': 'jour.1041893', 'title': 'Cartography and Geographic Information Science'}",3DEP,On the map: American cartography in 2015,
dataset-622,10.1002/fgc.30035,"{'id': 'jour.1141619', 'title': 'Federal Grants & Contracts'}",3DEP,Grants Alert,
dataset-622,10.1002/elps.201500022,"{'id': 'jour.1093009', 'title': 'Electrophoresis'}",3DEP,Effects of cell detachment methods on the dielectric properties of adherent and suspension cells,
dataset-622,10.1016/j.compstruct.2015.01.022,Composite Structures,3DEP,A performance versus cost analysis of prepreg carbon fibre epoxy energy absorption structures,https://doi.org/10.1016/j.compstruct.2015.01.022
dataset-622,10.14358/pers.81.3.a1-a26,"{'id': 'jour.1042026', 'title': 'Photogrammetric Engineering & Remote Sensing'}",3DEP,ASPRS Positional Accuracy Standards for Digital Geospatial Data,
dataset-622,10.1002/term.1629,Journal of Tissue Engineering and Regenerative Medicine,3DEP,Characterization of human skeletal stem and bone cell populations using dielectrophoresis,http://epubs.surrey.ac.uk/809993/11/Ismail%20et%20al%202015.pdf
