api,doi,title,url,search_term,dataset,valid,pdf,notes 
dimensions,10.3389/fpsyg.2015.01144,Are recent cohorts of women with engineering bachelors less likely to stay in engineering?,https://www.frontiersin.org/articles/10.3389/fpsyg.2015.01144/full,Donna Ginther Survey of Doctorate Recipients,dataset-951,1,https://www.frontiersin.org/articles/10.3389/fpsyg.2015.01144/pdf,
dimensions,10.1096/fj.15-280552,Biomedical science postdocs: an end to the era of expansion,https://faseb.onlinelibrary.wiley.com/doi/full/10.1096/fj.15-280552,Paula Stephan Survey of Doctorate Recipients,"dataset-370, dataset-371",1,https://faseb.onlinelibrary.wiley.com/doi/epdf/10.1096/fj.15-280552,
dimensions,10.1186/1472-6920-10-80,Careers of an elite cohort of U.S. basic life science postdoctoral fellows and the influence of their mentor's citation record,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Careers%20of%20an%20elite%20cohort%20of%20U.S.%20basic%20life%20science%20postdoctoral%20fellows%20and%20the%20influence%20of%20their%20mentor%27s%20citation%20record,Paula Stephan Survey of Doctorate Recipients,dataset-371,0,,mentions SDR but commenting other studies
dimensions,10.3390/socsci7020023,"Chilly Climates, Balancing Acts, and Shifting Pathways: What Happens to Women in STEM Doctoral Programs",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Chilly%20Climates%2C%20Balancing%20Acts%2C%20and%20Shifting%20Pathways%3A%20What%20Happens%20to%20Women%20in%20STEM%20Doctoral%20Programs,Lisa Frehill Survey of Doctorate Recipients,dataset-371,0,,
dimensions,10.1007/s12108-999-1007-5,"Collaboration in sociology and other scientific disciplines: A comparative trend analysis of scholarship in the social, physical, and mathematical sciences",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Collaboration%20in%20sociology%20and%20other%20scientific%20disciplines%3A%20A%20comparative%20trend%20analysis%20of%20scholarship%20in%20the%20social%2C%20physical%2C%20and%20mathematical%20sciences,Sharon Levin Survey of Doctorate Recipients,dataset-371,0,,
dimensions,10.2139/ssrn.2105573,Destination Choices of Mobile European Researchers: Europe versus North America,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Destination%20Choices%20of%20Mobile%20European%20Researchers%3A%20Europe%20versus%20North%20America,Paula Stephan Survey of Doctorate Recipients,dataset-371,0,,SED mentioned in literature review
dimensions,10.1111/j.1468-2257.2004.00257.x,Differential Employment Patterns for Citizens and Non‐Citizens in Science and Engineering in the United States: Minting and Competitive Effects,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1468-2257.2004.00257.x,Paula Stephan Survey of Doctorate Recipients,dataset-371,1,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1468-2257.2004.00257.x,
dimensions,10.1177/0891242403262019,Doctoral Education and Economic Development: The Flow of New Ph.D.s to Industry,https://journals.sagepub.com/doi/10.1177/0891242403262019,Paula Stephan Survey of Doctorate Recipients,dataset-371,1,https://journals.sagepub.com/doi/pdf/10.1177/0891242403262019,
dimensions,10.2139/ssrn.262438,"Does Science Discriminate Against Women? Evidence from Academia, 1973-1997",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=262438,Donna Ginther Survey of Doctorate Recipients,dataset-371,1,,
dimensions,10.1162/rest.90.3.518,Ethnic Scientific Communities and International Technology Diffusion,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Ethnic%20Scientific%20Communities%20and%20International%20Technology%20Diffusion,Paula Stephan Survey of Doctorate Recipients,dataset-371,0,,
dimensions,10.1023/a:1010682017950,Exceptional contributions to US science by the foreign-born and foreign-educated,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Exceptional%20contributions%20to%20US%20science%20by%20the%20foreign-born%20and%20foreign-educated,Paula Stephan Survey of Doctorate Recipients,dataset-371,0,,using NationalSurvey of College Graduates
dimensions,10.1177/0013161x06293716,"Exploring the Faculty Pipeline in Educational Administration: Evidence from the Survey of Earned Doctorates, 1999 to 2000",https://journals.sagepub.com/doi/10.1177/0013161X06293716,Lisa Wolf-Wendel Survey of Doctorate Recipients,dataset-370,1,https://journals.sagepub.com/doi/pdf/10.1177/0013161X06293716,doi.org/10.1177/0013161x06293716
dimensions,10.1017/s1355617718000528,Final Program Forty Sixth Annual Meeting International Neuropsychological Society,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Final%20Program%20Forty%20Sixth%20Annual%20Meeting%20International%20Neuropsychological%20Society,Sharon Levin Survey of Doctorate Recipients,dataset-371,0,,set of abstracts
dimensions,10.1017/s1355617715000417,"Final Program Forty Third Annual Meeting International Neuropsychological Society February 4–7, 2015 Denver, Colorado, USA",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Final%20Program%20Forty%20Third%20Annual%20Meeting%20International%20Neuropsychological%20Society%20February%204%E2%80%937%2C%202015%20Denver%2C%20Colorado%2C%20USA,Sharon Levin Survey of Doctorate Recipients,dataset-371,0,,set of abstracts
dimensions,10.1038/nbt.2449,Foreign-born scientists: mobility patterns for 16 countries,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Foreign-born%20scientists%3A%20mobility%20patterns%20for%2016%20countries,Paula Stephan Survey of Doctorate Recipients,dataset-371,1,,mentions SDR as a reference
dimensions,10.1007/s11024-017-9320-6,Gender Differences in Publication Productivity Among Academic Scientists and Engineers in the U.S. and China: Similarities and Differences,https://link.springer.com/article/10.1007%2Fs11024-017-9320-6,Donna Ginther Survey of Doctorate Recipients,"dataset-371, dataset-954",1,https://link.springer.com/content/pdf/10.1007/s11024-017-9320-6.pdf,
