datasets,doi,journal,search_term,title,url
dataset-623,10.1111/gcb.12126,"{'id': 'jour.1132303', 'title': 'Global Change Biology'}",C-CAP data,Winter climate change and coastal wetland foundation species: salt marshes vs. mangrove forests in the southeastern United States,
dataset-623,10.1016/j.ecohyd.2013.03.003,"{'id': 'jour.1142317', 'title': 'Ecohydrology & Hydrobiology'}",C-CAP data,Temporal land cover analysis for net ecosystem improvement,
dataset-623,10.1007/s11270-011-1007-2,"{'id': 'jour.1320065', 'title': 'Water, Air, & Soil Pollution'}",C-CAP data,"Relationship Between Watershed Land-Cover/Land-Use Change and Water Turbidity Status of Tampa Bay Major Tributaries, Florida, USA",
dataset-623,10.2747/1548-1603.49.2.202,"{'id': 'jour.1046300', 'title': 'GIScience & Remote Sensing'}",C-CAP data,Observational Scale and Modeled Potential Residential Loss from a Storm Surge,
dataset-623,10.1016/j.jhydrol.2012.01.023,"{'id': 'jour.1126746', 'title': 'Journal of Hydrology'}",C-CAP data,Hydrologic effect of groundwater development in a small mountainous tropical watershed,
dataset-623,10.1559/152304063913,"{'id': 'jour.1041893', 'title': 'Cartography and Geographic Information Science'}",C-CAP data,A Process Oriented Areal Interpolation Technique: A Coastal County Example,
dataset-623,10.1097/aia.0b013e31821a00d0,International Anesthesiology Clinics,C-CAP data,"Forecast for Perineural Analgesia Procedures for Ambulatory Surgery of the Knee, Foot, and Ankle: Applying Patient-centered Paradigm Shifts",http://europepmc.org/articles/pmc3427650?pdf=render
dataset-623,10.1111/j.1365-2486.2011.02497.x,"{'id': 'jour.1132303', 'title': 'Global Change Biology'}",C-CAP data,"The impact of sea‐level rise on Snowy Plovers in Florida: integrating geomorphological, habitat, and metapopulation models",
dataset-623,10.1007/s00267-011-9690-8,Environmental Management,C-CAP data,The Vulnverability Cube: A Multi-Dimensional Framework for Assessing Relative Vulnerability,https://link.springer.com/content/pdf/10.1007%2Fs00267-011-9690-8.pdf
dataset-623,10.1109/geoinformatics.2011.5981058,,C-CAP data,"Data Application of Multi-temporal and Multi-source Data for Land Cover Change Detection in Guam, USA",
dataset-623,10.1007/s11852-010-0127-y,"{'id': 'jour.1136116', 'title': 'Journal of Coastal Conservation'}",C-CAP data,"An assessment of coastal land-use and land-cover change from 1974–2008 in the vicinity of Mobile Bay, Alabama",
dataset-623,10.1007/s10661-010-1381-z,"{'id': 'jour.1095684', 'title': 'Environmental Monitoring and Assessment'}",C-CAP data,"An environmental assessment of a small shallow lake (Little Black Lake, MI) threatened by urbanization",
dataset-623,10.1016/j.jhydrol.2010.06.002,"{'id': 'jour.1126746', 'title': 'Journal of Hydrology'}",C-CAP data,"An analysis of the relationship between land use and arsenic, vanadium, nitrate and boron contamination in the Gulf Coast aquifer of Texas",
dataset-623,10.1007/s00267-010-9453-y,"{'id': 'jour.1086396', 'title': 'Environmental Management'}",C-CAP data,A Water Quality Model for Regional Stream Assessment and Conservation Strategy Development,
dataset-623,10.1016/j.apgeog.2008.08.009,"{'id': 'jour.1027530', 'title': 'Applied Geography'}",C-CAP data,Tsunami exposure estimation with land-cover data: Oregon and the Cascadia subduction zone,
dataset-623,10.1111/j.1752-1688.2008.00215.x,"{'id': 'jour.1081849', 'title': 'JAWRA Journal of the American Water Resources Association'}",C-CAP data,Estimating the Variability and Confidence of Land Use and Imperviousness Relationships at a Regional Scale1,
dataset-623,10.1177/153944920702700404,"{'id': 'jour.1294821', 'title': 'OTJR Occupation Participation and Health'}",C-CAP data,The Client-Clinician Assessment Protocol (C-CAP): Evaluation of its Psychometric Properties for Use with People Aging with Disabilities in Need of Home Modifications,
dataset-623,10.3394/0380-1330(2006)32[607:lulcci]2.0.co;2,Journal of Great Lakes Research,C-CAP data,Land Use Land Cover Change in the U.S. Great Lakes Basin 1992 to 2001,http://files.dnr.state.mn.us/forestry/um/mnforestresources.pdf
dataset-623,10.1109/amtrsi.2005.1469868,,C-CAP data,GIS Management Tools for Estimating Change Trends in Surface Water Quality: An Application of Multi-Temporal Land Cover Data,
dataset-623,10.1109/amtrsi.2005.1469874,,C-CAP data,The Coastal Change Analysis Program: Mapping Change and Monitoring Change Trends in the Coastal Zone,
dataset-623,10.1080/014311699213163,"{'id': 'jour.1122771', 'title': 'International Journal of Remote Sensing'}",C-CAP data,Mapping coastal ecosystems over a steep development gradient using C-CAP protocols,
