title,journal,url,authors,open,search_term,dataset_id
Very short-term forecast of near-coastal flow using scanning lidars,Wind Energy Science,https://www.wind-energ-sci.net/3/313/2018/wes-3-313-2018.pdf,"Valldecabres, Laura, Pena Diaz, Alfredo, Courtney, Michael, von Bremen, Lueder, Kühn, Martin",True,Coastal Topographic Lidar,dataset-618
Pushing the boundaries: integration of multi-source digital elevation model data for seamless geological mapping of the UK's coastal zone,,http://dx.doi.org/10.1017/S1755691015000134,"Westhead, Keith, Smith, Kay, Campbel, Evelyn, Colenutt, Andrew, McVey, Stuart",True,Coastal Topographic Lidar,dataset-618
"Remote Sensing Monitoring of a Coastal-Valley Earthflow in Northwestern Galicia, Spain",,http://hdl.handle.net/10459.1/66081,"Horacio, Jesús, Muñoz-Narciso, Efrén, Trenhaile, Alan S., Pérez-Alberti, Augusto",False,Coastal Topographic Lidar,dataset-618
Parallel Landscape Driven Data Reduction &amp; Spatial Interpolation Algorithm for Big LiDAR Data,ISPRS International Journal of Geo-Information,http://www.mdpi.com/2220-9964/5/6/97,"Rahil Sharma, Zewei Xu, Ramanathan Sugumaran, Suely Oliveira",True,Coastal Topographic Lidar,dataset-618
Recognition and mapping of lacustrine relict coastal features using high resolution aerial photographs and LiDAR data,,http://hdl.handle.net/10261/149830,"Castañeda del Álamo, Carmen, Gracia, Francisco Javier",True,Coastal Topographic Lidar,dataset-618
Monitoring Cliff Erosion with LiDAR Surveys and Bayesian Network-based Data Analysis,Remote Sensing,https://www.mdpi.com/2072-4292/11/7/843,"Paweł Terefenko, Dominik Paprotny, Andrzej Giza, Oswaldo Morales-Nápoles, Adam Kubicki, Szymon Walczakiewicz",True,Coastal Topographic Lidar,dataset-618
"Spatial Variability of Coastal Foredune Evolution, Part A: Timescales of Months to Years",Journal of Marine Science and Engineering,https://www.mdpi.com/2077-1312/7/5/124,"Brodie, Katherine, Conery, Ian, Cohn, Nicholas, Spore, Nicholas, Palmsten, Margaret",True,Coastal Topographic Lidar,dataset-618
UAV photogrammetry for topographic monitoring of coastal areas,,http://hdl.handle.net/1822/51139,"Gonçalves, J. A., Henriques, Renato F.",False,Coastal Topographic Lidar,dataset-618
Integration of optical and acoustic remote sensing data over the backshore–foreshore–nearshore continuum: a case study in Ostend (Belgium),,http://www.vliz.be/nl/open-marien-archief?module=ref&refid=232513,"Bertels, L., Houthuys, R., Deronde, B., Janssens, R., Verfaillie, E., Van Lancker, V.",False,Coastal Topographic Lidar,dataset-618
Analysis of MABEL Bathymetry in Keweenaw Bay and Implications for ICESat-2 ATLAS,Remote Sensing,http://www.mdpi.com/2072-4292/8/9/772,"Nicholas A. Forfinski-Sarkozi, Christopher E. Parrish",True,Coastal Topographic Lidar,dataset-618
Monitoring the Topography of a Dynamic Tidal Inlet Using UAV Imagery,Remote Sensing,https://halshs.archives-ouvertes.fr/halshs-01340509,"Long , Nathalie, Millescamps , Bastien, Guillot , Benoît, Pouget , Frédéric, Bertin , Xavier",True,Coastal Topographic Lidar,dataset-618
Quantifying Errors in Long-term Coastal Erosion and Inundation Hazard Assessments,,https://hal-brgm.archives-ouvertes.fr/hal-00564846,"Yates , Marissa ,, Le Cozannet , Gonéri, Lenotre , Nicole",True,Coastal Topographic Lidar,dataset-618
"The marine flooding hazard along the western coast of Cherbourg Peninsula (Manche, France): a dynamic approach using both numerical modeling with LIDAR data",,https://hal.archives-ouvertes.fr/hal-02153446,"Rott, Manuel, Guillou, Sylvain, Hadri, Ferhat, De Saint-Leger, Emmanuel, Levoy, Franck, Bretel, Patrice, Thiebot, Jérôme",True,Coastal Topographic Lidar,dataset-618
A GIS OF SARDINIA'S COASTAL DEFENSE SYSTEM (XVI &ndash; XVIII CENTURY),The International Archives of the Photogrammetry,http://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XL-4-W7/17/2015/isprsarchives-XL-4-W7-17-2015.pdf,"M. Deidda, C. Musa, G. Vacca",True,Coastal Topographic Lidar,dataset-618
Best Practices for Elevation-Based Assessments of Sea-Level Rise and Coastal Flooding Exposure,Frontiers in Earth Science,https://www.frontiersin.org/article/10.3389/feart.2018.00230/full,Dean B. Gesch,True,Coastal Topographic Lidar,dataset-618
3D Modelling of Dune Ecosystems Using Photogrammetry From Remotely Piloted Air Systems Surveys,,http://hdl.handle.net/10045/99856,"Pagán, José Ignacio, López Úbeda, Isabel, Bañón, Luis, Aragonés, Luis",True,Coastal Topographic Lidar,dataset-618
Variations in the response of the dune coast of northern France to major storms as a function of available beach sediment volume,,https://hal.archives-ouvertes.fr/hal-01689597,"Crapoulet , Adrien, Hequette , Arnaud, Marin , Denis, Levoy , Franck, Bretel , Patrice",True,Coastal Topographic Lidar,dataset-618
Structure-from-Motion photogrammetry for high-resolution coastal and fluvial geomorphic surveys,,https://hal.archives-ouvertes.fr/hal-01483281,"Brunier, Guillaume, FLEURY, Jules, Anthony, Edward J., Pothin, Virginie, Vella, Claude, DUSSOUILLEZ, Philippe, Gardel, Antoine, Michaud, Emma",True,Coastal Topographic Lidar,dataset-618
"Origin and development of true karst valleys in response to late Holocene sea‐level change, the Transverse Glades of southeast Florida, USA",The Depositional Record,https://doi.org/10.1002/dep2.84,"John F. Meeder, Peter W. Harlem",True,Coastal Topographic Lidar,dataset-618
Évaluation de l’évolution du trait de côte et du bilan sédimentaire littoral en baie de Wissant (nord de la France) par LiDAR aéroporté,,http://geomorphologie.revues.org/11146,"Crapoulet, Adrien, Héquette, Arnaud, Levoy, Franck, Bretel, Patrice",True,Coastal Topographic Lidar,dataset-618
Mapping Arctic Plant Functional Type Distributions in the Barrow Environmental Observatory Using WorldView-2 and LiDAR Datasets,Remote Sensing,http://www.mdpi.com/2072-4292/8/9/733,"Zachary Langford, Jitendra Kumar, Forrest M. Hoffman, Richard J. Norby, Stan D. Wullschleger, Victoria L. Sloan, Colleen M. Iversen",True,Coastal Topographic Lidar,dataset-618
"Aplicación de los SIG en la clasificación morfológica de los tipos de costa: el ejemplo de las Illas Cíes (Galicia, NO de la Península Ibérica)",,http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2182-12672016000100009&lng=en&tlng=en,"Gómez-Pazo, Alejandro, Pérez-Alberti, Augusto",True,Coastal Topographic Lidar,dataset-618
Coastal dune dynamics in response to excavated foredune notches,,http://dspace.library.uu.nl/handle/1874/363245,"Ruessink, B. G., Arens, S. M., Kuipers, M., Donker, J. J.A.",False,Coastal Topographic Lidar,dataset-618
"Coincident beach surveys using UAS, vehicle mounted and airborne laser scanner: point cloud inter-comparison and effects of surface type heterogeneity on elevation accuracies",,http://eprints.bbk.ac.uk/21238/1/Elsner_etal_RSE_UAS_Paper_revision2_clean.pdf,"Elsner, Paul, Dornbusch, U., Thomas, I., Amos, D., Bovington, J., Horn, Diane",True,Coastal Topographic Lidar,dataset-618
"Edaphic and geomorphic evidences of water level fluctuations in Gallocanta Lake, NE Spain",,http://hdl.handle.net/10261/109572,"Castañeda del Álamo, Carmen, Gracia, Francisco Javier, Luna Jordán, Estela, Rodríguez-Ochoa, Rafael",True,Coastal Topographic Lidar,dataset-618
"Stages of sedimentary infilling in a hypertidal bay using a combination of sedimentological, morphological and dynamic criteria (Bay of Somme, France)",Journal of Maps,https://doaj.org/toc/1744-5647,"MICHEL , Charlotte, Le Bot , S., Druine , Flavie, Costa , Stéphane, Levoy , Franck, Dubrulle-Brunaud , Carole, Lafite , Robert",True,Coastal Topographic Lidar,dataset-618
