title,url,authors,open,journal,search_term,dataset_id
FAMSA: Fast and accurate multiple sequence alignment of huge protein families,http://dx.doi.org/10.1371/journal.pone.0088901,"Deorowicz, Sebastin, Debudaj-Grabysz, Agnieszka, Gudys, Adam",True,Scientific Reports,Rapid Refresh,dataset-671
Multi-spectral random illumination using a liquid crystal spatial light modulator,http://link.springer.com/article/10.1186/s41476-018-0088-6,"Xiao Chen, Zhiguang Shi, Weidong Hu",True,Journal of the European Optical Society-Rapid Publications,Rapid Refresh,dataset-671
Analysis of Severe Elevated Thunderstorms over Frontal Surfaces Using DCIN and DCAPE,https://www.mdpi.com/2073-4433/10/8/449,"Market, Patrick, Grempler, Kevin, Sumrall, Paula, Henson, Chasity",True,Atmosphere,Rapid Refresh,dataset-671
Performance of the high-resolution atmospheric model HRRR-AK for correcting geodetic observations from spaceborne radars,http://europepmc.org/articles/PMC4426335,"Gong, W, Meyer, F J, Webley, P, Morton, D",True,Journal of Geophysical Research. Atmospheres,Rapid Refresh,dataset-671
Investigating the influence of contributing factors and predicting visibility at road link-level,http://europepmc.org/articles/PMC6660586,"Pulugurtha, Srinivas S., Mane, Ajinkya S., Duddu, Venkata R., Godfrey, Christopher M.",True,Heliyon,Rapid Refresh,dataset-671
malERA: An updated research agenda for characterising the reservoir and measuring transmission in malaria elimination and eradication.,http://europepmc.org/articles/PMC5708619?pdf=render,malERA Refresh Consultative Panel on Characterising the Reservoir and Measuring Transmission,True,PLoS Medicine,Rapid Refresh,dataset-671
Метод автоматического определения порога градиентного фильтра для быстрой обработки объектов динамических сцен,http://journals.uran.ua/eejet/article/view/51766,"Timchenko, Leonid, Poplavskyi, Oleksandr, Kokryatskaya, Natalia, Poplavska, Anna",True,Eastern-European Journal of Enterprise Technologies,Rapid Refresh,dataset-671
malERA: An updated research agenda for characterising the reservoir and measuring transmission in malaria elimination and eradication,http://hdl.handle.net/2445/119646,"malERA Refresh Consultative Panel on Characterising the Reservoir and Measuring Transmission, Rabinovich, Regina",True,,Rapid Refresh,dataset-671
GHOST: A Satellite Mission Concept for Persistent Monitoring of Stratospheric Gravity Waves Induced by Severe Storms,http://juser.fz-juelich.de/record/844807,"Tratt, David M., Hackwell, John A., Nolan, David S., Miller, Steven D., Hall, Jeffrey L., Atlas, Robert, Marks, Frank D., Partain, Philip T., Valant-Spaight, Bonnie L., Walterscheid, Richard L., Gelinas, Lynette J., Hecht, James H., Swenson, Charles M., Lampen, Caleb P., Alexander, M. Joan, Hoffmann, Lars",True,,Rapid Refresh,dataset-671
Pulsed helium ion beam induced deposition: a means to high growth rates,http://resolver.tudelft.nl/uuid:a5e204e3-d1cf-4d1b-aa8e-74f357b441c2,"Alkemade, P.F.A., Miro, H., Van Veldhoven, E., Maas, D.J., Smith, D.A., Rack, P.D.",True,,Rapid Refresh,dataset-671
"Value‐Based Acquisition: An Objective, Success‐Centric, Evolutionary Approach",http://hdl.handle.net/10945/60181,"Gunderson, Chris, Minton, David, Roth, Rick Hayes",True,,Rapid Refresh,dataset-671
Visualizing tephra deposits and sedimentary processes in the marine environment: The potential of X-ray microtomography,https://hdl.handle.net/10037/12111,"Griggs, Adam J., Davies, Siwan M., Abbott, Peter M., Coleman, Mark, Palmer, Adrian P., Rasmussen, Tine Lander, Johnston, Richard",True,"Geochemistry, Geophysics, Geosystems : G(3)",Rapid Refresh,dataset-671
Augmented Reality of the Middle Ear Combining Otoendoscopy and Temporal Bone Computed Tomography,https://hal-univ-bourgogne.archives-ouvertes.fr/hal-01862746,"Marroquin , Roberto, Lalande , Alain, Hussain , Raabid, Guigou , Caroline, Grayeli , Alexis Bozorg",True,,Rapid Refresh,dataset-671
On the Evaluation of the Total-Cost-of-Ownership Trade-offs in Edge vs Cloud deployments: A Wireless-Denial-of-Service Case Study,https://pure.qub.ac.uk/portal/en/publications/on-the-evaluation-of-the-totalcostofownership-tradeoffs-in-edge-vs-cloud-deployments-a-wirelessdenialofservice-case-study(86612266-592a-4cc9-953f-5927c0a42107).html,"Nikolaou, Panagiota, Sazeides, Yiannakis, Lampropulos, Alejandro, Guilhot, Denis, Bartoli, Andrea, Papadimitriou, George, Chatzidimitriou, Athanasios, Gizopoulos, Dimitris, Tovletoglou, Konstantinos, Mukhanov, Lev, Karakonstantis, Georgios",True,,Rapid Refresh,dataset-671
"Efficacy and safety of two new formulations of artificial tears in subjects with dry eye disease: a 3-month, multicenter, active-controlled, randomized trial",https://doaj.org/toc/1177-5483,"Simmons, Peter, Liu,Haixia, Carlisle-Wilcox,Cindy, Vehige,Joseph",True,Clinical Ophthalmology,Rapid Refresh,dataset-671
"Comparing private and public transport access to diabetic health services across inner, middle, and outer suburbs of Melbourne, Australia",http://europepmc.org/articles/PMC5899403,"Madill, Rebecca, Badland, Hannah, Mavoa, Suzanne, Giles-Corti, Billie",True,BMC Health Services Research,Rapid Refresh,dataset-671
Microsaccadic sampling of moving image information provides Drosophila hyperacute vision,http://dx.doi.org/10.1371/journal.pone.0014455,"Juusola, Mikko, Dau, An, Song, Zhuoyi, Dongre, Sidhartha Anil, de Polavieja, Gonzalo G, Solanki, Narendra, Rien, Diana, Jaciuch, David, Blanchard, Florence, Hardie, Roger C, Takalo, Jouni",True,eLife,Rapid Refresh,dataset-671
