title,url,authors,doi,journal,search_term,dataset_id
Transforming typical hourly simulation weather data files to represent urban locations by using a 3D urban unit representation with micro-climate simulations,http://livrepository.liverpool.ac.uk/3004353/1/Transforming%20typical%20hourly%20simulation%20%28Bourikas%20et%20al%202016%29.pdf,"Chow, DHC, Bourikas, L, James, PAB, Bahaj, AS, Jentsch, MF, Shen, T, Darkwa, J",10.1186/s40984-016-0020-4,Future Cities and Environment,Local Climate Analysis Tool Data,dataset-637
Conservation of pattern as a tool for inference on spatial snapshots in ecological data\ud,http://europepmc.org/articles/PMC5760736,"Irvine, Michael A., Keeling, Matt J., Bull, James C.",10.1038/s41598-017-17346-6,Scientific Reports,Local Climate Analysis Tool Data,dataset-637
Climate Change Impacts on the Hydrological Processes of a Small Agricultural Watershed,http://www.mdpi.com/2225-1154/4/4/56,"Sushant Mehan, Narayanan Kannan, Ram P. Neupane, Rachel McDaniel, Sandeep Kumar",10.3390/cli4040056,Climate,Local Climate Analysis Tool Data,dataset-637
Simulation and Analysis of the Water Balance of the Nam Co Lake Using SWAT Model,http://dx.doi.org/10.3390/w11071383,"Adnan, Muhammad, Kang, Shichang, Zhang, Guoshuai, Saifullah, Muhammad, Anjum, Muhammad Naveed, Ali, Ayaz Fateh",10.3390/w11071383,,Local Climate Analysis Tool Data,dataset-637
Sentinel Alpine Pastures: An original programme for a new form of shared governance to face the climate challenge,http://rga.revues.org/2455,"Laurent Dobremez, Baptiste Nettier, Jean-Pierre Legeard, Bruno Caraguel, Laurent Garde, Simon Vieux, Sandra Lavorel, Muriel Della-Vedova",10.4000/rga.2455,,Local Climate Analysis Tool Data,dataset-637
"Climate Variability and Avian Cholera Transmission in Guangxi, China",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2017000200211,"HY Qin, JH Xiao, JX Li, X Gao, HB Wang",10.1590/1806-9061-2016-0411,,Local Climate Analysis Tool Data,dataset-637
Economic Evaluation of Turbining Potential in Drinking Water Supply Networks,http://www.hidroenergia.eu/,"Bieri, Martin, Boillat, Jean-Louis, Dubois, Jérôme",,,Local Climate Analysis Tool Data,dataset-637
The thermal environment of the human being on the global scale,http://europepmc.org/articles/PMC2799257,"Jendritzky, Gerd, Tinz, Birger",10.3402/gha.v2i0.2005,Global Health Action,Local Climate Analysis Tool Data,dataset-637
Long-term monitoring of the thermal environment in office buildings,https://research.tue.nl/nl/publications/longterm-monitoring-of-the-thermal-environment-in-office-buildings(6aa7bcef-4c99-4541-b293-9cf7b627ce20).html,"Kooi, L., Mishra, A.K., Loomans, M.G.L.C., Pennings, L., Hensen, J.L.M.",,,Local Climate Analysis Tool Data,dataset-637
"Delineation of seed collection zones based on environmental and genetic characteristics for Quercus suber L. in Sardinia, Italy",https://iforest.sisef.org/contents/?id=ifor2572-011,"De Dato G, Teani A, Mattioni C, Marchi M, Monteverdi MC, Ducci F",10.3832/ifor2572-011,iForest - Biogeosciences and Forestry,Local Climate Analysis Tool Data,dataset-637
Exploring potential climate-related entrepreneurship opportunities and challenges for rural Nigerian women,http://link.springer.com/article/10.1186/s40497-018-0141-3,"C. A. O. Akinbami, J. E. Olawoye, F. A. Adesina, V. Nelson",10.1186/s40497-018-0141-3,Journal of Global Entrepreneurship Research,Local Climate Analysis Tool Data,dataset-637
"Strategies Implemented by 20 Local Tobacco Control Agencies to Promote Smoke-Free Recreation Areas, California, 2004-2007",http://europepmc.org/articles/PMC3181184,"Satterlund, Travis D., Cassady, Diana, Treiber, Jeanette, Lemp, Cathy",,Preventing Chronic Disease,Local Climate Analysis Tool Data,dataset-637
Impact of Anthropogenic Activities on Hydro-Climatological Variables,http://docs.lib.purdue.edu/open_access_dissertations/218,"Ahn, Kuk Hyun",,,Local Climate Analysis Tool Data,dataset-637
"Investigation of climate variability and climate change impacts on corn yield in the Eastern Corn Belt, USA",http://docs.lib.purdue.edu/open_access_dissertations/726,"Wang, Ruoyu",,,Local Climate Analysis Tool Data,dataset-637
Simulation and Analysis of the Water Balance of the Nam Co Lake Using SWAT Model,http://dx.doi.org/10.3390/w11071383,"Muhammad Adnan, Shichang Kang, Guoshuai Zhang, Muhammad Saifullah, Muhammad Naveed Anjum, Ayaz Fateh Ali",10.3390/w11071383,Water,Local Climate Analysis Tool Data,dataset-637
Transportation System Vulnerability and Resilience to Extreme Weather Events and Other Natural Hazards,http://dx.doi.org/10.13023/ktc.rr.2018.08,"Blandford, Benjamin L., Schurman, Scott, Wallace, Candice Y.",10.13023/ktc.rr.2018.08,,Local Climate Analysis Tool Data,dataset-637
Conditions of marine protected areas (MPAs) in the Philippines observed through the MEAT database and a reality of evaluation system and the community based management in two MPA cases,http://hdl.handle.net/2241/00150315,"Ito, Yuta, Toda, Miki, Masuda, Misa",,Tropics,Local Climate Analysis Tool Data,dataset-637
