datasets,doi,journal,search_term,title,url,valid?,notes,pdf
dataset-621,10.1016/j.jfineco.2018.10.010,Journal of Financial Economics,Integrated Surface Database,"Mood, Firm Behavior, and Aggregate Economic Outcomes",,,,
dataset-621,10.3390/atmos10050231,,Integrated Surface Database,"A Comparative Analysis of Methods for Determining Odour-Related Separation Distances around a Dairy Farm in Beijing, China",https://www.mdpi.com/2073-4433/10/5/231/pdf,,,
dataset-621,10.5194/esd-10-271-2019,,Integrated Surface Database,Human influence on European winter wind storms such as those of January 2018,https://www.earth-syst-dynam.net/10/271/2019/esd-10-271-2019.pdf,,,
dataset-621,10.5194/nhess-19-857-2019,,Integrated Surface Database,Projected changes to extreme freezing precipitation and design ice loads over North America based on a large ensemble of Canadian regional climate model simulations,https://www.nat-hazards-earth-syst-sci.net/19/857/2019/nhess-19-857-2019.pdf,,,
dataset-621,10.1016/j.renene.2018.11.073,,Integrated Surface Database,Geospatial and techno-economic analysis of wind and solar resources in India,https://escholarship.org/content/qt7903969t/qt7903969t.pdf?t=pqrrwp,,,
dataset-621,10.1080/01431161.2018.1508920,International Journal of Remote Sensing,Integrated Surface Database,A physically based algorithm for retrieving land surface temperature under cloudy conditions from AMSR2 passive microwave measurements,,,,
dataset-621,10.11606/d.14.2019.tde-13062019-153342,,Integrated Surface Database,Propriedades físicas da precipitação e eletrificação dos sistemas precipitantes observados durante o Projeto Chuva-Manaus e GOAmazon,,,,
dataset-621,10.1016/j.apr.2018.08.016,Atmospheric Pollution Research,Integrated Surface Database,Application of Moderate Resolution Imaging Spectroradiometer (MODIS) Aerosol Optical Depth (AOD) and Weather Research Forecasting (WRF) model meteorological data for assessment of fine particulate matter (PM2.5) over India,,,,
dataset-621,10.1111/nyas.14007,,Integrated Surface Database,"New York City Panel on Climate Change 2019 Report Chapter 2: New Methods for Assessing Extreme Temperatures, Heavy Downpours, and Drought",https://nyaspubs.onlinelibrary.wiley.com/doi/pdf/10.1111/nyas.14007,,,
dataset-621,10.5194/acp-2019-173,,Integrated Surface Database,Assessing the impact of Clean Air Action Plan on Air Quality Trends in Beijing Megacity using a machine learning technique,https://www.atmos-chem-phys-discuss.net/acp-2019-173/acp-2019-173.pdf,,,
dataset-621,10.1101/542696,,Integrated Surface Database,Moisture-dependent morphing tunes the dispersal of dandelion diaspores,https://www.biorxiv.org/content/biorxiv/early/2019/02/07/542696.full.pdf,,,
dataset-621,10.5194/acp-19-1537-2019,,Integrated Surface Database,Chemical characterisation of water-soluble ions in atmospheric particulate matter on the east coast of Peninsular Malaysia,https://www.atmos-chem-phys.net/19/1537/2019/acp-19-1537-2019.pdf,,,
dataset-621,10.5194/acp-19-1471-2019,,Integrated Surface Database,Impact of humidity biases on light precipitation occurrence: observations versus simulations,https://www.atmos-chem-phys.net/19/1471/2019/acp-19-1471-2019.pdf,,,
dataset-621,10.1016/j.scitotenv.2018.08.312,The Science of The Total Environment,Integrated Surface Database,The influence of terrestrial transport on visibility and aerosol properties over the coastal East China Sea,,,,
dataset-621,10.1016/j.envres.2018.10.031,Environmental Research,Integrated Surface Database,"Impacts of cold weather on emergency hospital admission in Texas, 2004–2013",,,,
dataset-621,10.1016/j.scitotenv.2018.10.344,,Integrated Surface Database,Using meteorological normalisation to detect interventions in air quality time series,https://doi.org/10.1016/j.scitotenv.2018.10.344,,,
dataset-621,10.5194/acp-19-683-2019,,Integrated Surface Database,"Relationship between erythema effective UV radiant exposure, total ozone, cloud cover and aerosols in southern England, UK",https://www.atmos-chem-phys.net/19/683/2019/acp-19-683-2019.pdf,,,
dataset-621,10.1016/j.energy.2018.11.027,Energy,Integrated Surface Database,Observed and global climate model based changes in wind power potential over the Northern Hemisphere during 1979–2016,,,,
dataset-621,10.1016/j.atmosres.2018.09.004,,Integrated Surface Database,Sensitivity of WRF simulations with the YSU PBL scheme to the lowest model level height for a sea fog event over the Yellow Sea,https://doi.org/10.1016/j.atmosres.2018.09.004,,,
dataset-621,10.1029/2018wr023726,,Integrated Surface Database,Satellite and Station Observations Demonstrate Water Availability's Effect on Continental‐Scale Evaporative and Photosynthetic Land Surface Dynamics,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2018WR023726,,,
dataset-621,10.1016/j.cageo.2018.07.003,Computers & Geosciences,Integrated Surface Database,GHCN-Daily: A treasure trove of climate data awaiting discovery,,,,
dataset-621,10.1007/s00382-018-4164-9,Climate Dynamics,Integrated Surface Database,Future climate change enhances rainfall seasonality in a regional model of western Maritime Continent,,,,
dataset-621,10.2139/ssrn.3334428,SSRN Electronic Journal,Integrated Surface Database,Moisture‐Dependent Morphing Tunes the Dispersal of Dandelion Diaspores,,,,
dataset-621,10.1525/elementa.384,Elementa: Science of the Anthropocene,Integrated Surface Database,"Changes in speciated PM<sub>2.5</sub> concentrations in Fresno, California, due to NO<sub>x</sub> reductions and variations in diurnal emission profiles by day of week",,,,
dataset-621,10.5194/nhess-2018-395,,Integrated Surface Database,Projected changes to extreme freezing precipitation and design ice loads over North America based on a large ensemble of Canadian regional climate model simulations,https://www.nat-hazards-earth-syst-sci-discuss.net/nhess-2018-395/nhess-2018-395.pdf,,,
dataset-621,10.5194/acp-2018-1263,,Integrated Surface Database,"Anthropogenic VOC in Abidjan, southern West Africa: from source quantification to atmospheric impacts",https://www.atmos-chem-phys-discuss.net/acp-2018-1263/acp-2018-1263.pdf,,,
dataset-621,10.1109/ucc.2018.00027,,Integrated Surface Database,Confluence: Adaptive Spatiotemporal Data Integration Using Distributed Query Relaxation Over Heterogeneous Observational Datasets,,,,
dataset-621,10.1029/2017wr022437,,Integrated Surface Database,Satellite Remote Sensing for Water Resources Management: Potential for Supporting Sustainable Development in Data‐Poor Regions,https://eprints.soton.ac.uk/428770/1/Sheffield_et_al_2018_Water_Resources_Research.pdf,,,
dataset-621,10.1016/j.scitotenv.2018.07.238,The Science of The Total Environment,Integrated Surface Database,Air stagnation in Europe: Spatiotemporal variability and impact on air quality,,,,
dataset-621,10.1016/j.jweia.2018.11.016,Journal of Wind Engineering and Industrial Aerodynamics,Integrated Surface Database,Effect of disjunct sampling on calibration of design wind speed,,,,
dataset-621,10.1016/j.renene.2018.04.031,,Integrated Surface Database,The future of wind energy in California: Future projections with the Variable-Resolution CESM,https://escholarship.org/content/qt1bh474f4/qt1bh474f4.pdf?t=pe8b98,,,
dataset-621,10.1002/qj.3240,,Integrated Surface Database,"On distinguishing snowfall from rainfall using near‐surface atmospheric information: Comparative analysis, uncertainties and hydrologic importance",https://rmets.onlinelibrary.wiley.com/doi/pdf/10.1002/qj.3240,,,
dataset-621,10.1016/j.atmosenv.2018.07.037,Atmospheric Environment,Integrated Surface Database,"Intake fraction estimates for on-road fine particulate matter (PM2.5) emissions: Exploring spatial variation of emissions and population distribution in Lisbon, Portugal",,,,
dataset-621,10.5194/acp-18-13773-2018,,Integrated Surface Database,"Observing local CO2 sources using low-cost, near-surface urban monitors",https://www.atmos-chem-phys.net/18/13773/2018/acp-18-13773-2018.pdf,,,
dataset-621,10.5194/esd-2018-57,,Integrated Surface Database,Human influence on European winter wind storms such as those of January 2018,https://www.earth-syst-dynam-discuss.net/esd-2018-57/esd-2018-57.pdf,,,
dataset-621,10.7287/peerj.preprints.27227,,Integrated Surface Database,A procedure to manage open access data for post-processing in GIS environment,https://peerj.com/preprints/27227.pdf,,,
dataset-621,10.7287/peerj.preprints.27227v1,,Integrated Surface Database,A procedure to manage open access data for post-processing in GIS environment,https://peerj.com/preprints/27227.pdf,,,
dataset-621,10.5194/acp-2018-828,,Integrated Surface Database,"Relationship between erythema effective UV radiant exposure, total ozone and cloud cover in southern England UK: 1991–2015",https://doi.org/10.5194/acp-2018-828,,,
dataset-621,10.1016/j.apenergy.2018.05.108,,Integrated Surface Database,Cost-optimal electricity systems with increasing renewable energy penetration for islands across the globe,https://doi.org/10.1016/j.apenergy.2018.05.108,,,
dataset-621,10.1007/s00382-017-3997-y,,Integrated Surface Database,Changes in terrestrial near-surface wind speed and their possible causes: an overview,https://link.springer.com/content/pdf/10.1007%2Fs00382-017-3997-y.pdf,,,
dataset-621,10.1109/naps.2018.8600657,,Integrated Surface Database,Effect of Solar PV Penetration on Residential Energy Consumption Pattern,,,,
dataset-621,10.1016/j.coldregions.2018.04.018,Cold Regions Science and Technology,Integrated Surface Database,Ice loads on overhead lines due to freezing radiation fog events in plains,,,,
dataset-621,10.1175/bams-d-17-0229.1,,Integrated Surface Database,Observations for Reanalyses,https://doi.org/10.1175/bams-d-17-0229.1,,,
dataset-621,10.1016/j.scitotenv.2018.02.255,The Science of The Total Environment,Integrated Surface Database,Predicting daily PM2.5 concentrations in Texas using high-resolution satellite aerosol optical depth,,,,
dataset-621,10.1175/jcli-d-17-0732.1,Journal of Climate,Integrated Surface Database,"Development and Validation of a Long Term, Global, Terrestrial Sensible Heat Flux Dataset",,,,
dataset-621,10.1016/j.dib.2018.05.031,,Integrated Surface Database,Datasets on hub-height wind speed comparisons for wind farms in California,https://doi.org/10.1016/j.dib.2018.05.031,,,
dataset-621,10.1016/j.jweia.2018.06.009,Journal of Wind Engineering and Industrial Aerodynamics,Integrated Surface Database,WRF simulation of surface wind in high latitudes,,,,
dataset-621,10.5194/acp-2018-624,,Integrated Surface Database,Impact of humidity biases on light precipitation occurrence: observations versus simulations,https://hal-insu.archives-ouvertes.fr/insu-02006049/file/acp-19-1471-2019.pdf,,,
dataset-621,10.1002/joc.5536,International Journal of Climatology,Integrated Surface Database,Stone forest as a small‐scale field model for the study of urban climate,,,,
dataset-621,10.1016/j.envint.2018.03.028,Environment International,Integrated Surface Database,Effectiveness of National Weather Service heat alerts in preventing mortality in 20 US cities,,,,
dataset-621,10.1007/s12665-018-7705-y,Environmental Earth Sciences,Integrated Surface Database,"Spatial and temporal analyses of air pollutants and meteorological driving forces in Beijing–Tianjin–Hebei region, China",,,,
dataset-621,10.5194/asr-15-117-2018,,Integrated Surface Database,"The INTENSE project: using observations and models to understand the past, present and future of sub-daily rainfall extremes",https://www.adv-sci-res.net/15/117/2018/asr-15-117-2018.pdf,,,
dataset-621,10.1029/2017jc013749,Journal of Geophysical Research Oceans,Integrated Surface Database,Process‐Specific Contributions to Anomalous Java Mixed Layer Cooling During Positive IOD Events,,,,
dataset-621,10.1016/j.rser.2018.03.003,Renewable and Sustainable Energy Reviews,Integrated Surface Database,The National Solar Radiation Data Base (NSRDB),,,,
dataset-621,10.5194/acp-18-7573-2018,,Integrated Surface Database,Climatological study of the Boundary-layer air Stagnation Index for China and its relationship with air pollution,https://www.atmos-chem-phys.net/18/7573/2018/acp-18-7573-2018.pdf,,,
dataset-621,10.5194/acp-2018-344,,Integrated Surface Database,"Observing local CO2 sources using low-cost, near-surface urban monitors",https://doi.org/10.5194/acp-2018-344,,,
dataset-621,10.5194/gmd-11-1725-2018,,Integrated Surface Database,Development of the WRF-CO2 4D-Var assimilation system v1.0,https://www.geosci-model-dev.net/11/1725/2018/gmd-11-1725-2018.pdf,,,
dataset-621,10.5194/acp-18-6223-2018,,Integrated Surface Database,Random forest meteorological normalisation models for Swiss PM10 trend analysis,https://www.atmos-chem-phys.net/18/6223/2018/acp-18-6223-2018.pdf,,,
dataset-621,10.1097/hp.0000000000000850,Health Physics,Integrated Surface Database,The use of National Weather Service Data to Compute the Dose to the MEOI,,,,
dataset-621,10.5194/acp-2018-147,,Integrated Surface Database,Chemical Characterisation of Water-soluble Ions in Atmospheric Particulate Matter on the East Coast of Peninsular Malaysia,http://dspace.lib.cranfield.ac.uk/bitstream/1826/13895/1/Chemical_characterisation_of_water-soluble_ions-2019.pdf,,,
dataset-621,10.5194/amt-11-2027-2018,,Integrated Surface Database,Using barometric time series of the IMS infrasound network for a global analysis of thermally induced atmospheric tides,https://www.atmos-meas-tech.net/11/2027/2018/amt-11-2027-2018.pdf,,,
dataset-621,10.1007/s00382-017-3755-1,,Integrated Surface Database,A new integrated and homogenized global monthly land surface air temperature dataset for the period since 1900,https://ueaeprints.uea.ac.uk/64080/1/Accepted_manuscript.pdf,,,
dataset-621,10.1016/j.jpdc.2017.10.015,Journal of Parallel and Distributed Computing,Integrated Surface Database,Co-processing heterogeneous parallel index for multi-dimensional datasets,,,,
dataset-621,10.3390/atmos9020053,,Integrated Surface Database,Assembling Typical Meteorological Year Data Sets for Building Energy Performance Using Reanalysis and Satellite-Based Data,https://www.mdpi.com/2073-4433/9/2/53/pdf,,,
dataset-621,10.5194/bg-2017-462,,Integrated Surface Database,The impacts of recent drought and fire in lowland Bolivia on forest loss and regional smoke emissions,https://doi.org/10.5194/bg-2017-462,,,
dataset-621,10.1002/joc.5237,International Journal of Climatology,Integrated Surface Database,Surface wind speed: trend and climatology of Brazil from 1980–2014,,,,
dataset-621,10.1175/jcli-d-17-0089.1,Journal of Climate,Integrated Surface Database,A Comparison of Daily Temperature Averaging Methods: Spatial Variability and Recent Change for the CONUS,,,,
dataset-621,10.5194/acp-2017-1092,,Integrated Surface Database,Random forest meteorological normalisation models for Swiss PM10 trend analysis,http://eprints.whiterose.ac.uk/126747/1/acp_2017_1092.pdf,,,
dataset-621,10.5194/acp-2017-1145,,Integrated Surface Database,Climatological study of a new air stagnation index (ASI) for China and its relationship with air pollution,https://doi.org/10.5194/acp-2017-1145,,,
dataset-621,10.1016/j.energy.2017.10.037,Energy,Integrated Surface Database,Acclimation and the response of hourly electricity loads to meteorological variables,,,,
dataset-621,10.2139/ssrn.3257437,SSRN Electronic Journal,Integrated Surface Database,The Impact of Audit Employee Job Satisfaction on Audit Quality,,,,
dataset-621,10.1039/c7em00360a,,Integrated Surface Database,Calibration and evaluation of PUF-PAS sampling rates across the Global Atmospheric Passive Sampling (GAPS) network,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5783774,,,
dataset-621,10.13031/aea.12652,Applied Engineering in Agriculture,Integrated Surface Database,Water Supply Rates for Recirculating Evaporative Cooling Systems,,,,
dataset-621,10.2139/ssrn.3111467,SSRN Electronic Journal,Integrated Surface Database,Are Weather-Based Trading Strategies Profitable?,,,,
dataset-621,10.2139/ssrn.3142635,SSRN Electronic Journal,Integrated Surface Database,"Weather, Institutional Investors, and Earnings News",,,,
dataset-621,10.2151/jmsj.2018-023,,Integrated Surface Database,Lidar Network Observation of Dust Layer Development over the Gobi Desert in Association with a Cold Frontal System on 22–23 May 2013,https://www.jstage.jst.go.jp/article/jmsj/96/3/96_2018-023/_pdf,,,
dataset-621,10.5194/esd-8-1093-2017,,Integrated Surface Database,The potential of using remote sensing data to estimate air–sea CO2 exchange in the Baltic Sea,https://www.earth-syst-dynam.net/8/1093/2017/esd-8-1093-2017.pdf,,,
dataset-621,10.3390/atmos8120231,,Integrated Surface Database,Practical Field Calibration of Portable Monitors for Mobile Measurements of Multiple Air Pollutants,https://www.mdpi.com/2073-4433/8/12/231/pdf,,,
dataset-621,10.1080/00396265.2016.1180798,Survey Review,Integrated Surface Database,Tropospheric delay modelling for the EGNOS augmentation system,,,,
dataset-621,10.3201/eid2311.170137,,Integrated Surface Database,"Weather-Dependent Risk for Legionnaires’ Disease, United States",https://doi.org/10.3201/eid2311.170137,,,
dataset-621,10.1175/jhm-d-16-0218.1,Journal of Hydrometeorology,Integrated Surface Database,Extreme Precipitation in the West African Cities of Dakar and Ouagadougou: Atmospheric Dynamics and Implications for Flood Risk Assessments,,,,
dataset-621,10.1175/jhm-d-17-0075.1,Journal of Hydrometeorology,Integrated Surface Database,Meteorological forcing datasets for blowing snow modeling on the Tibetan Plateau: Evaluation and intercomparison,,,,
dataset-621,10.1002/joc.5097,International Journal of Climatology,Integrated Surface Database,Connections between north‐central United States summer hydroclimatology and Arctic sea ice variability,,,,
dataset-621,10.5194/gmd-10-3329-2017,,Integrated Surface Database,Historic global biomass burning emissions for CMIP6 (BB4CMIP) based on merging satellite observations with proxies and fire models (1750–2015),https://www.geosci-model-dev.net/10/3329/2017/gmd-10-3329-2017.pdf,,,
dataset-621,10.1175/mwr-d-16-0259.1,,Integrated Surface Database,Spherical Harmonic Spectral Estimation on Arbitrary Grids,https://escholarship.org/content/qt6145q860/qt6145q860.pdf?t=p7qvpx,,,
dataset-621,10.1016/j.envres.2017.02.005,Environmental Research,Integrated Surface Database,Heat-related morbidity and mortality in New England: Evidence for local policy,,,,
dataset-621,10.1111/nyas.13396,,Integrated Surface Database,"Winter storm intensity, hazards, and property losses in the New York tristate area",https://doi.org/10.1111/nyas.13396,,,
dataset-621,10.1016/j.atmosres.2017.03.005,Atmospheric Research,Integrated Surface Database,"Characteristics, atmospheric drivers and occurrence patterns of freezing precipitation and ice pellets over the Prairie Provinces and Arctic Territories of Canada: 1964–2005",,,,
dataset-621,10.1016/j.envpol.2017.03.022,Environmental Pollution,Integrated Surface Database,"Impacts of cold weather on all-cause and cause-specific mortality in Texas, 1990–2011",,,,
dataset-621,10.1109/pvsc.2017.8366805,,Integrated Surface Database,PVLIB: Open Source Photovoltaic Performance Modeling Functions for Matlab and Python,,,,
dataset-621,10.5194/angeo-35-691-2017,,Integrated Surface Database,Errors in wind resource and energy yield assessments based on the Weibull distribution,https://www.ann-geophys.net/35/691/2017/angeo-35-691-2017.pdf,,,
dataset-621,10.5194/esd-2017-33,,Integrated Surface Database,The Potential of using Remote Sensing data to estimate Air–Sea CO2 exchange in the Baltic Sea,https://doi.org/10.5194/esd-2017-33,,,
dataset-621,10.1016/j.energy.2017.03.102,Energy,Integrated Surface Database,Electrification of residential space heating considering coincidental weather events and building thermal inertia: A system-wide planning analysis,,,,
dataset-621,10.3103/s1068373917030049,Russian Meteorology and Hydrology,Integrated Surface Database,Comparison of the results of 85Kr transport modeling with the ACURATE field experiment data,,,,
dataset-621,10.1111/gcb.13439,,Integrated Surface Database,Stomatal response to humidity and CO2 implicated in recent decline in US evaporation,https://doi.org/10.1111/gcb.13439,,,
dataset-621,10.1175/jhm-d-16-0190.1,Journal of Hydrometeorology,Integrated Surface Database,Quantifying the Snowfall Detection Performance of the GPM Microwave Imager Channels over Land,,,,
