datasets,doi,journal,search_term,title,url
dataset-622,10.1177/0891242417731599,"{'id': 'jour.1138922', 'title': 'Economic Development Quarterly'}",GDP by state,The Impact of Industrial Diversification on Employment Growth in the 50 U.S. States: 2000-2013,
dataset-622,10.1007/s12076-017-0189-7,Letters in Spatial and Resource Sciences,GDP by state,The role of spatial GDP spillovers in state-level Okun’s law,http://link.springer.com/10.1007/s12076-017-0189-7
dataset-622,10.1111/ecin.12467,"{'id': 'jour.1121986', 'title': 'Economic Inquiry'}",GDP by state,"THE RISE OF SERVICES, DEINDUSTRIALIZATION, AND THE LENGTH OF ECONOMIC RECOVERY",
dataset-622,10.5130/ajceb.v17i3.5482,Construction Economics and Building,GDP by state,Comparative empirical analysis of temporal relationships between construction investment and economic growth in the United States,https://epress.lib.uts.edu.au/journals/index.php/AJCEB/article/download/5482/6130
dataset-622,10.1088/1748-9326/aa88d8,Environmental Research Letters,GDP by state,Comment on ‘High-income does not protect against hurricane losses’,http://iopscience.iop.org/article/10.1088/1748-9326/aa88d8/pdf
dataset-622,10.1016/j.ruje.2017.09.003,Russian Journal of Economics,GDP by state,Assessment of gross urban product in Russian cities and its contribution to Russian GDP in 2000–2015,https://rujec.org/article/27992/download/pdf/
dataset-622,10.1111/jori.12134,Journal of Risk & Insurance,GDP by state,Insured Loss Inflation: How Natural Catastrophes Affect Reconstruction Costs,https://www.econstor.eu/bitstream/10419/97788/1/788247247.pdf
dataset-622,10.1016/j.jbankfin.2017.04.005,"{'id': 'jour.1048342', 'title': 'Journal of Banking & Finance'}",GDP by state,Bank liquidity creation and real economic output,
dataset-622,10.1111/iere.12224,"{'id': 'jour.1042159', 'title': 'International Economic Review'}",GDP by state,ESTIMATING A DYNAMIC SPATIAL EQUILIBRIUM MODEL TO EVALUATE THE WELFARE IMPLICATIONS OF REGIONAL ADJUSTMENT PROCESSES: THE DECLINE OF THE RUST BELT,
dataset-622,10.2139/ssrn.3087060,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",GDP by state,Time to Research? The Cyclicality of Time Use in R&D Among Private and Public Sector Workers,
dataset-622,10.2139/ssrn.2579411,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",GDP by state,How Does the Level of Bankruptcy Protection Affect Households' Demand for Stocks?,
dataset-622,10.2139/ssrn.2938158,SSRN Electronic Journal,GDP by state,Technology Choices in the U.S. Electricity Industry before and after Market Restructuring,https://ccep.crawford.anu.edu.au/files/uploads/ccep_crawford_anu_edu_au/2017-03/ccep_1703.pdf
dataset-622,10.2139/ssrn.2942390,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",GDP by state,The Quantitative Effects of Tax Foresight: Not All States Are Equal,
dataset-622,10.2139/ssrn.2925402,SSRN Electronic Journal,GDP by state,Tax Cuts for Whom? Heterogeneous Effects of Income Tax Changes on Growth and Employment,http://www.nber.org/papers/w21035.pdf
dataset-622,10.2139/ssrn.3070213,SSRN Electronic Journal,GDP by state,Globalizing Labor and the World Economy: The Role of Human Capital,https://www.liser.lu/publi_viewer.cfm?tmp=4137
dataset-622,10.1016/j.jval.2016.09.413,Value in Health,GDP by state,PIN64 Dengue Negatively Affects Gdp And Federal Revenues In Endemic Areas Of Mexico,http://www.valueinhealthjournal.com/article/S1098301516317806/pdf
dataset-622,10.1016/j.jval.2016.09.415,Value in Health,GDP by state,PIN65 Health State Utilities Associated with Post-Surgical Staphylococcus Aureus Infection,http://www.valueinhealthjournal.com/article/S109830151631782X/pdf
dataset-622,10.1016/j.jval.2016.09.412,Value in Health,GDP by state,PIN63 Economic Evaluation Of Abbvie’s Regimen (Viekirax) For Patients With Genotype 4 Hcv In Greece,http://www.valueinhealthjournal.com/article/S109830151631779X/pdf
dataset-622,10.1016/j.jval.2016.09.416,Value in Health,GDP by state,PIN66 Health State Utility Values (Hsuvs) Measured By The Euroqol 5-Dimensions (Eq-5d) Questionnaire In People Living With Hiv (Plhiv): A Systematic Literature Review (Slr) Using Rapid Review Methodology,http://www.valueinhealthjournal.com/article/S1098301516317831/pdf
dataset-622,10.1016/j.jval.2016.09.417,Value in Health,GDP by state,PIN67 Effect Of Sociodemographic Determinants And Socio-Economic Status On Poliomyelitis Immunization Among Under-Five Children In Pakistan,http://www.valueinhealthjournal.com/article/S1098301516317843/pdf
dataset-622,10.1016/j.jval.2016.09.411,Value in Health,GDP by state,PIN62 Determening The Optimal Price For New Non-Nucleoside Reverse Transcritase Inhbitor Using Early Economic Modeling,http://www.valueinhealthjournal.com/article/S1098301516317788/pdf
dataset-622,10.1080/00343404.2015.1055462,Regional Studies,GDP by state,Causal Relationship between Asset Prices and Output in the United States: Evidence from the State-Level Panel Granger Causality Test,https://figshare.com/articles/Causal_Relationship_between_Asset_Prices_and_Output_in_the_United_States_Evidence_from_the_State-Level_Panel_Granger_Causality_Test/3689106/files/5779458.pdf
dataset-622,10.18533/ijbsr.v6i4.939,International Journal of Business and Social Research,GDP by state,Income Inequality: Impact of Inequality Measures on Crimes An Analysis of the State of New Jersey,https://thejournalofbusiness.org/index.php/site/article/download/939/598
dataset-622,10.1016/j.foodpol.2016.02.007,"{'id': 'jour.1327407', 'title': 'Food Policy'}",GDP by state,Diffusion of food policy in the U.S.: The case of organic certification,
dataset-622,10.1007/s10584-015-1464-5,"{'id': 'jour.1028211', 'title': 'Climatic Change'}",GDP by state,"U.S. National climate assessment gaps and research needs: overview, the economy and the international context",
dataset-622,10.1007/s11027-014-9601-4,"{'id': 'jour.1135912', 'title': 'Mitigation and Adaptation Strategies for Global Change'}",GDP by state,Current status of climate change adaptation plans across the United States,
dataset-622,10.22146/gamaijb.9285,Gadjah Mada International Journal of Business,GDP by state,The Role of Emotional and Rational Trust in Explaining Attitudinal and Behavioral Loyalty: An Insight Into SME Brands,https://journal.ugm.ac.id/gamaijb/article/download/9285/6887
dataset-622,10.1007/978-3-319-41802-5_13,,GDP by state,"U.S. National climate assessment gaps and research needs: overview, the economy and the international context",
dataset-622,10.1007/978-3-319-41802-5,,GDP by state,"The US National Climate Assessment, Innovations in Science and Engagement",
dataset-622,10.1007/978-3-319-23684-1_15,,GDP by state,Climate Change and Health: The Malaysia Scenario,
dataset-622,10.1007/978-3-319-23684-1,,GDP by state,Climate Change and Human Health Scenario in South and Southeast Asia,https://link.springer.com/content/pdf/bfm%3A978-3-319-23684-1%2F1.pdf
dataset-622,10.4324/9781315694283,,GDP by state,The Crisis and Renewal of U.S. Capitalism,
dataset-622,10.1016/j.soscij.2014.08.002,"{'id': 'jour.1025657', 'title': 'The Social Science Journal'}",GDP by state,State-by-state variations in high-tech employment through the great recession,
dataset-622,10.1057/eej.2014.6,"{'id': 'jour.1027620', 'title': 'Eastern Economic Journal'}",GDP by state,Variation in Job Creation and Destruction across the States Through Boom and Bust: Could Minimum Wage Matter?,
dataset-622,10.4324/9781315705859,,GDP by state,Changing Structure of Mexico,
dataset-622,10.1111/ecin.12136,Economic Inquiry,GDP by state,PRODUCTIVITY EFFECTS OF PUBLIC CAPITAL MAINTENANCE: EVIDENCE FROM U.S. STATES,http://eprints.whiterose.ac.uk/95235/7/EV2.pdf
dataset-622,10.5817/cp2015-4-4,Cyberpsychology Journal of Psychosocial Research on Cyberspace,GDP by state,A review of pornography use research: Methodology and results from four sources,https://cyberpsychology.eu/article/download/6096/5481
dataset-622,10.4324/9781315701042,,GDP by state,Running the Numbers: A Practical Guide to Regional Economic and Social Analysis: 2014,
dataset-622,10.1515/foli-2015-0013,Folia Oeconomica Stetinensia,GDP by state,Horizontal Fiscal Imbalance In The United States,https://content.sciendo.com/downloadpdf/journals/foli/14/2/article-p140.pdf
dataset-622,10.1016/j.intell.2014.08.008,"{'id': 'jour.1086841', 'title': 'Intelligence'}",GDP by state,Does intelligence explain the association between generalized trust and economic development?,
dataset-622,10.4324/9780203074015,,GDP by state,Financing Public Schools,https://babel.hathitrust.org/cgi/imgsrv/download/pdf?id=mdp.39015008827696;orient=0;size=100;seq=9;attachment=0
dataset-622,10.3233/jem-140384,"{'id': 'jour.1122873', 'title': 'Journal of Economic and Social Measurement'}",GDP by state,A closer look at potential distortions in state real gross domestic product: The case of the Texas energy sector,
dataset-622,10.1080/02692171.2013.872083,"{'id': 'jour.1139029', 'title': 'International Review of Applied Economics'}",GDP by state,Regional output growth and the impact of macroeconomic shocks in Mexico,
dataset-622,10.4324/9780203080795,,GDP by state,The Politics of Regulatory Reform,
dataset-622,10.1111/j.1465-7295.2012.00510.x,Economic Inquiry,GDP by state,WITHIN U.S. TRADE AND THE LONG SHADOW OF THE AMERICAN SECESSION,https://www.cesifo-group.de/DocDL/IfoWorkingPaper-117.pdf
dataset-622,10.2139/ssrn.2463073,SSRN Electronic Journal,GDP by state,Who Is Internationally Diversified? Evidence from the 401(k) Plans of 296 Firms,https://crr.bc.edu/wp-content/uploads/2014/11/wp_2014-14.pdf
dataset-622,10.2139/ssrn.2546456,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",GDP by state,Temperatures and Growth: A Panel Analysis of the United States,
dataset-622,10.2139/ssrn.2382278,SSRN Electronic Journal,GDP by state,Shareholder Litigation and Ownership Structure: Evidence from a Natural Experiment,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=2382278
dataset-622,10.2139/ssrn.2515361,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",GDP by state,Bank Liquidity Creation and Real Economic Output,
dataset-622,10.2139/ssrn.2533260,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",GDP by state,"The Effect of Population Aging on Economic Growth, the Labor Force and Productivity",
dataset-622,10.1007/s12297-013-0239-1,Zeitschrift für die gesamte Versicherungswissenschaft,GDP by state,An econometric analysis of the demand surge effect,https://www.econstor.eu/bitstream/10419/70911/1/737663561.pdf
dataset-622,10.3982/qe250,Quantitative Economics,GDP by state,Public consumption over the business cycle,https://doi.org/10.3982/qe250
dataset-622,10.4284/0038-4038-2011.377,Southern Economic Journal,GDP by state,The Short‐ and Long‐Run Determinants of Less‐Educated Immigrant Flows into U.S. States,http://www.cream-migration.org/publ_uploads/CDP_26_12.pdf
dataset-622,10.1016/j.econedurev.2013.06.004,Economics of Education Review,GDP by state,The Returns to Private Education: Evidence from Mexico,https://doi.org/10.1016/j.econedurev.2013.06.004
dataset-622,10.18901/00000362,"{'id': 'jour.1369452', 'title': '麗澤経済研究'}",GDP by state,住宅価格のマクロ変動 ―日米比較に見る価格変動構造の推定―,
dataset-622,10.1017/s0143814x12000189,Journal of Public Policy,GDP by state,"The politics of immigrant policy in the 50 US states, 2005-2011",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/781FCC72ECE81B0921E0B6184600DED3/S0143814X12000189a.pdf/div-class-title-the-politics-of-immigrant-policy-in-the-50-us-states-2005-2011-div.pdf
dataset-622,10.1007/978-94-007-5089-0,,GDP by state,"The Dynamics of Environmental and Economic Systems, Innovation, Environmental Policy and Competitiveness",
dataset-622,10.2139/ssrn.2222041,SSRN Electronic Journal,GDP by state,Insured Loss Inflation: How Natural Catastrophes Affect Reconstruction Costs,https://www.econstor.eu/bitstream/10419/70911/1/737663561.pdf
dataset-622,10.1007/978-1-4614-4972-0_5,,GDP by state,Energy Planning for Regional and National Needs: A Case Study – The California Forecast (2005–2050),
dataset-622,10.1007/978-1-4614-4972-0,,GDP by state,"The Next Economics, Global Cases in Energy, Environment, and Climate Change",
dataset-622,10.1016/j.jenvman.2012.02.035,"{'id': 'jour.1018392', 'title': 'Journal of Environmental Management'}",GDP by state,"Green Net Regional Product for the San Luis Basin, Colorado: An economic measure of regional sustainability",
dataset-622,10.1162/rest_a_00278,"{'id': 'jour.1122144', 'title': 'Review of Economics and Statistics'}",GDP by state,Estimating the Effect of the Age Distribution on Cyclical Output Volatility Across the United States,
dataset-622,10.1007/s00168-011-0447-3,"{'id': 'jour.1027322', 'title': 'The Annals of Regional Science'}",GDP by state,An analysis of US State’s export performance in the Asian Market,
dataset-622,10.1007/s10488-011-0356-x,"{'id': 'jour.1016548', 'title': 'Administration and Policy in Mental Health and Mental Health Services Research'}",GDP by state,National Guard Service Members Returning Home After Deployment: The Case for Increased Community Support,
dataset-622,10.1109/shuser.2012.6268801,"{'id': 'jour.1303642', 'title': '2012 IEEE Symposium on Humanities, Science and Engineering Research'}",GDP by state,Notice of Retraction<BR>Women-owned SMEs in Malaysia: Problems and challenges,
dataset-622,10.1002/pam.21633,"{'id': 'jour.1093447', 'title': 'Journal of Policy Analysis and Management'}",GDP by state,Do Carrots Work? Examining the Effectiveness of EPA's Compliance Assistance Program,
dataset-622,10.1007/s11127-010-9729-z,"{'id': 'jour.1027434', 'title': 'Public Choice'}",GDP by state,"Net campaign contributions, agricultural interests, and votes on liberalizing trade with China",
dataset-622,10.1111/j.1467-9442.2011.01661.x,"{'id': 'jour.1027419', 'title': 'Scandinavian Journal of Economics'}",GDP by state,Effect of Secondary School Fees on Educational Attainment*,
dataset-622,10.1515/1935-1690.2166,The B E Journal of Macroeconomics,GDP by state,Fiscal Policy Cyclicality and Growth within the US States,http://web.holycross.edu/RePEc/hcx/HC0911-Kondo-Svec_FiscalCyclicality.pdf
dataset-622,10.2139/ssrn.2131960,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",GDP by state,How Banking Deregulation Affects Growth: Evidence from a Panel of U.S. States,
dataset-622,10.2139/ssrn.2334366,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",GDP by state,Estimating the Effect of the Age Distribution on Cyclical Output Volatility Across the United States,
dataset-622,10.2139/ssrn.2174689,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",GDP by state,Planning for a Developed State: A Case Study of Melaka,
dataset-622,10.1007/978-94-007-5089-0_4,,GDP by state,Energy Efficiency Policy in the USA: The Impact of the Industrial Assessment Centres (IAC) Programme and State and Regional Climate Policy Actions,
dataset-622,10.1016/j.soscij.2011.03.003,"{'id': 'jour.1025657', 'title': 'The Social Science Journal'}",GDP by state,Crimes and violence in Mexico: Evidence from panel data,
dataset-622,10.1016/j.rser.2011.04.016,"{'id': 'jour.1137075', 'title': 'Renewable and Sustainable Energy Reviews'}",GDP by state,Biomass energy in Malaysia: Current state and prospects,
dataset-622,10.1175/2011bams2928.1,Bulletin of the American Meteorological Society,GDP by state,U.S. Economic Sensitivity to Weather Variability,http://journals.ametsoc.org/doi/pdf/10.1175/2011BAMS2928.1
dataset-622,10.1007/s11151-011-9286-8,"{'id': 'jour.1136721', 'title': 'Review of Industrial Organization'}",GDP by state,From Network Externalities to Broadband Growth Externalities: a Bridge not yet Built,
dataset-622,10.4337/9781849809979.00029,,GDP by state,"Chapter 17: The Regional Question in Brazil: Nature, Causes and Policies",
dataset-622,10.1111/j.1540-5850.2010.00963.x,"{'id': 'jour.1138496', 'title': 'Public Budgeting & Finance'}",GDP by state,Fiscal Coordination and Financial Dependence of State Governments in Mexico,
dataset-622,10.1109/icbbe.2010.5515307,"{'id': 'jour.1046601', 'title': '2011 5th International Conference on Bioinformatics and Biomedical Engineering'}",GDP by state,Estimation of domestic water consumption in China and the United States using nighttime satellite imagery,
dataset-622,10.1108/s1572-8323(2010)0000014006,,GDP by state,Chapter 2 A method to compute a peace gross world product by country and by economic sector Foot notes,
dataset-622,10.1007/s11127-009-9473-4,"{'id': 'jour.1027434', 'title': 'Public Choice'}",GDP by state,Trust and growth,
dataset-622,10.2139/ssrn.1666164,SSRN Electronic Journal,GDP by state,The Value of Luminosity Data as a Proxy for Economic Statistics,http://cowles.yale.edu/sites/default/files/files/pub/d17/d1766.pdf
dataset-622,10.1037/a0018194,"{'id': 'jour.1017029', 'title': 'American Psychologist'}",GDP by state,Statewide differences in personality: Toward a psychological geography of the United States.,
dataset-622,10.1111/j.1435-5957.2008.00202.x,"{'id': 'jour.1027316', 'title': 'Papers in Regional Science'}",GDP by state,Variations on economic convergence: The case of the United States,
dataset-622,10.1111/j.1468-0327.2009.00222.x,"{'id': 'jour.1328198', 'title': 'Economic Policy'}",GDP by state,"Financial integration, capital mobility, and income convergence",
dataset-622,10.1111/j.1475-5890.2009.00090.x,"{'id': 'jour.1043559', 'title': 'Fiscal Studies'}",GDP by state,What is the After‐Tax Price of R&D? An Interstate Comparison*,
dataset-622,10.1016/j.jairtraman.2008.09.007,"{'id': 'jour.1138249', 'title': 'Journal of Air Transport Management'}",GDP by state,Border effects for domestic and international Canadian passenger air travel,
dataset-622,10.2139/ssrn.1469959,SSRN Electronic Journal,GDP by state,Effects of Trade on Female Labor Force Participation,https://www.snb.ch/n/mmr/reference/working_paper_2009_12/source/working_paper_2009_12.n.pdf
dataset-622,10.2139/ssrn.1433793,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",GDP by state,Labor Market Effects of Migration-Related Supply Shocks: Evidence from Internal Refugees in Colombia,
dataset-622,10.1007/s00168-007-0181-z,"{'id': 'jour.1027322', 'title': 'The Annals of Regional Science'}",GDP by state,Interstate spillovers of private capital and public spending,
dataset-622,10.1057/9780230227309,,GDP by state,"East Asia’s Economic Integration, Progress and Benefit",
dataset-622,10.1057/9780230227309_6,,GDP by state,The Evolution of Core-Periphery Structure in East Asia,
dataset-622,10.1016/b978-0-7506-8499-6.00001-1,,GDP by state,Chapter 1 Introduction to Tourism as an Industry,
dataset-622,10.2139/ssrn.1339937,"{'id': 'jour.1276748', 'title': 'SSRN Electronic Journal'}",GDP by state,"Financial Integration, Capital Mobility, and Income Convergence",
dataset-622,10.1016/j.jdeveco.2004.03.009,"{'id': 'jour.1122871', 'title': 'Journal of Development Economics'}",GDP by state,Why Mexico's regional income convergence broke down,
dataset-622,10.4067/s0717-68212005012500008,Latin american journal of economics,GDP by state,"Income, Mortality, and Literacy Distribution Dynamics Across States in Mexico: 1940-2000",https://scielo.conicyt.cl/pdf/cecon/v42n125/art08.pdf
dataset-622,10.2139/ssrn.1815888,SSRN Electronic Journal,GDP by state,"Political Institutions, Policymaking Processes, and Policy Outcomes in Mexico",https://publications.iadb.org/publications/english/document/Political-Institutions-Policymaking-Processes-and-Policy-Outcomes-in-Mexico.pdf
dataset-622,10.1016/s0022-1996(01)00095-2,Journal of International Economics,GDP by state,Borders and business cycles,http://www.kansascityfed.org/publicat/reswkpap/PDF/rwp99-07.pdf
dataset-622,10.1007/s001680000038,"{'id': 'jour.1027322', 'title': 'The Annals of Regional Science'}",GDP by state,Economic growth and regional income inequality in Brazil,
dataset-622,10.1787/9789264174474-en,,GDP by state,Decentralisation and Local Infrastructure in Mexico,
dataset-622,10.1787/observer-v1998-1-en,OECD Observer,GDP by state,"Volume 1998, Issue 1",https://www.oecd-ilibrary.org/oecd-observer-volume-1998-issue-1_5k439z7264zx.pdf?itemId=%2Fcontent%2Fpublication%2Fobserver-v1998-1-en&mimeType=pdf
