title,url,authors,open,journal,search_term,dataset_id
Demographic Forecasts Using the Game Theory,http://europepmc.org/articles/PMC6518160,"Marek Ogryzek, Krzysztof Rząsa, Edita Šarkienė",True,International Journal of Environmental Research and Public Health,Long Range Forecasts,dataset-639
Improving the inter-hemispheric gradient of total column atmospheric CO2 and CH4 in simulations with the ECMWF semi-Lagrangian atmospheric global model,https://doaj.org/toc/1991-9603,"Agusti-Panareda, Anna, Diamantakis, Michail, Bayona, Victor, Klappenbach, Friedrich, Butz, Andre",True,,Long Range Forecasts,dataset-639
Predictability of Weather and Climate,http://europepmc.org/articles/PMC6774281,"Krishnamurthy, V.",True,"Earth and Space Science (Hoboken, N.j.)",Long Range Forecasts,dataset-639
Weather Forecasts for Pastoralism in a Changing Climate: Navigating the Data Space in North Eastern Uganda,https://datascience.codata.org/jms/article/view/dsj-2017-050,"Shuaib Lwasa, Ambrose Buyinza, Benon Nabaasa",True,Data Science Journal,Long Range Forecasts,dataset-639
Human mobility and spatial disease dynamics,http://ul.qucosa.de/id/qucosa%3A13918,"Brockmann, Dirk, David, Vincent, Gallardo, Alejandro Morales",True,,Long Range Forecasts,dataset-639
Coupling of palaeontological and neontological reef coral data improves forecasts of biodiversity responses under global climatic change,https://discovery.ucl.ac.uk/id/eprint/10071484/,"Jones, L. A., Mannion, P., Farnsworth, A., Valdes, P. J., Kelland, S-J, Allison, P. A.",True,,Long Range Forecasts,dataset-639
"Long term cycles of economic development of the russian economy: Diagnosis mechanisms, trends and forecasts",https://openrepository.ru/article?id=688816,"Safiullin M., Elshin L., Prygunova M.",True,,Long Range Forecasts,dataset-639
"Long term cycles of economic development of the russian economy: Diagnosis mechanisms, trends and forecasts",https://openrepository.ru/article?id=222368,"Safiullin M., Elshin L., Prygunova M.",True,,Long Range Forecasts,dataset-639
"Long term cycles of economic development of the russian economy: Diagnosis mechanisms, trends and forecasts",https://openrepository.ru/article?id=688858,"Safiullin M., Elshin L., Prygunova M.",True,,Long Range Forecasts,dataset-639
"Long term cycles of economic development of the russian economy: Diagnosis mechanisms, trends and forecasts",https://openrepository.ru/article?id=62424,"Safiullin M., Elshin L., Prygunova M.",True,,Long Range Forecasts,dataset-639
An experiment on risk-based decision-making in water management using monthly probabilistic forecasts,https://hal.archives-ouvertes.fr/hal-01469278,"Crochemore, L., Ramos, M.H., Pappenberger, F., Van Andel, S.-J., Wood, W.A.",True,,Long Range Forecasts,dataset-639
"Long term cycles of economic development of the russian economy: Diagnosis mechanisms, trends and forecasts",https://openrepository.ru/article?id=222410,"Safiullin M., Elshin L., Prygunova M.",True,,Long Range Forecasts,dataset-639
"Long term cycles of economic development of the russian economy: Diagnosis mechanisms, trends and forecasts",https://openrepository.ru/article?id=62382,"Safiullin M., Elshin L., Prygunova M.",True,,Long Range Forecasts,dataset-639
Challenges in real-time prediction of infectious disease: A case study of dengue in Thailand.,http://ora.ox.ac.uk/objects/uuid:,"Reich, NG, Lauer, SA, Sakrejda, K, Iamsirithaworn, S, Hinjoy, S, Suangtho, P, Suthachana, S, Clapham, HE, Salje, H, Cummings, DA, Lessler, J, Scarpino, SV",True,PLoS Neglected Tropical Diseases,Long Range Forecasts,dataset-639
Impact of springtime Himalayan–Tibetan Plateau snowpack on the onset of the Indian summer monsoon in coupled seasonal forecasts,http://hdl.handle.net/11250/2421238,"Senan, Retish, Orsolini, Yvan, Weisheimer, Antje, Vitart, Frédéric, Balsamo, Gianpaolo, Dutra, E., Doblas-Reyes, Franscisco J., Basang, Droma",True,Climate Dynamics,Long Range Forecasts,dataset-639
Scientific motivation for ADM/Aeolus mission,https://doi.org/10.1051/epjconf/201817602008,Källén Erland,True,EPJ Web of Conferences,Long Range Forecasts,dataset-639
"A ""Generalization"" of the Logistic Curves and Long-Range Forecasts (1966-1991) of Residence Telephones",http://links.jstor.org/sici?sici=0005-8556%28197123%292%3A2%3C542%3AA%22OTLC%3E2.0.CO%3B2-Z&origin=repec,"Roshan L. Chaddha, Sharad S. Chitgopekar",True,Bell Journal of Economics,Long Range Forecasts,dataset-639
