api,doi,title,url,search_term,dataset,valid,pdf
openaire,,The Mexican Common Property Forestry Sector,http://www.escholarship.org/uc/item/8qh479p8,Agricultural Resource Management Survey,dataset-870,,
pubmed,10.1007/s11250-016-1052-3,The milk delivery chain and presence of Brucella spp. antibodies in bulk milk in Uganda.,https://www.ncbi.nlm.nih.gov/pubmed/27026231,Agricultural Resource Management Survey,dataset-870,,
pubmed,10.3390/ijerph15122848,"The More Educated, the Healthier: Evidence from Rural China.",https://www.ncbi.nlm.nih.gov/pubmed/30551642,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.1017/s1074070800000237,"The Motivation for Organic Grain Farming in the United States: Profits, Lifestyle, or the Environment?",https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20Motivation%20for%20Organic%20Grain%20Farming%20in%20the%20United%20States%3A%20Profits%2C%20Lifestyle%2C%20or%20the%20Environment%3F,Agricultural Resource Management Survey,dataset-870,,
openaire,10.22004/ag.econ.121573,The New York State Agricultural Immigration and Human Resource Management Issues Study,http://dx.doi.org/10.22004/ag.econ.121573,Agricultural Resource Management Survey,dataset-870,,
pubmed,10.1089/sus.2017.29098.eac,The Nitrogen Footprint Tool Network: A Multi-Institution Program To Reduce Nitrogen Pollution.,https://www.ncbi.nlm.nih.gov/pubmed/29350216,Agricultural Resource Management Survey,dataset-870,,
openaire,10.22004/ag.econ.156535,The Off-Farm Occupations of U.S. Farm Operators and Their Spouses,http://dx.doi.org/10.22004/ag.econ.156535,Agricultural Resource Management Survey,dataset-870,,
pubmed,,"The paddy, the vector and the caregiver: lessons from an ecosystem approach to irrigation and malaria in Northern Côte d'Ivoire.",https://www.ncbi.nlm.nih.gov/pubmed/14732236,Agricultural Resource Management Survey,dataset-870,,
pubmed,10.1186/s12913-017-1985-x,The personal and workplace characteristics of uninsured expatriate males in Saudi Arabia.,https://www.ncbi.nlm.nih.gov/pubmed/28103858,Agricultural Resource Management Survey,dataset-870,,
openaire,10.22004/ag.econ.145318,The Potential Impact of Tax Reform on Farm Businesses and Rural Households,http://dx.doi.org/10.22004/ag.econ.145318,Agricultural Resource Management Survey,dataset-870,,
dimensions,10.2139/ssrn.2266452,The Potential Impact of Tax Reform on Farm Businesses and Rural Households,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=The%20Potential%20Impact%20of%20Tax%20Reform%20on%20Farm%20Businesses%20and%20Rural%20Households,Agricultural Resource Management Survey,dataset-870,,
openaire,10.17863/CAM.37606,The Potential of Watershed Development for Enhancing Agricultural Livelihood: Three Essays from the Semi-arid Regions of India,http://dx.doi.org/10.17863/cam.37606,Agricultural Resource Management Survey,dataset-870,,
openaire,10.1093/aepp/ppq029,The Potential Supply of Carbon Dioxide Offsets from the Anaerobic Digestion of Dairy Waste in the United States,http://hdl.handle.net/10.1093/aepp/ppq029,Agricultural Resource Management Survey,dataset-870,,
