title,url,authors,doi,journal,search_term,dataset_id
"COMPARAÇÃO ENTRE DADOS ALTIMÉTRICOS SHUTTLE RADAR TOPOGRAPHY MISSION, CARTAS TOPOGRÃFICAS E GPS: NUMA ÁREA COM RELEVO ESCARPADO",http://www.rbc.ufrj.br/_pdf_58_2006/58_01_1.pdf,Eduardo da Silva Pinheiro,,Revista Brasileira de Cartografia,Shuttle Radar Topography Mission,dataset-646
Cloud-based Lineament Extraction of Topographic Lineaments from NASA Shuttle Radar Topography Mission Data,http://dx.doi.org/10.1016/j.procs.2016.04.260,"Al-Obeidat, Feras, Feltrin, Leonardo, Marir, Farhi",10.1016/j.procs.2016.04.260,Procedia Computer Science,Shuttle Radar Topography Mission,dataset-646
Drainage basin morphometry: a global snapshot from the shuttle radar topography mission,http://dx.doi.org/10.5194/hess-15-2091-2011,"Guth, P. L.",10.5194/hess-15-2091-2011,,Shuttle Radar Topography Mission,dataset-646
Relação entre as variáveis morfométricas extraídas de dados SRTM (Shuttle Radar Topography Mission) e a vegetação do Parque Nacional de Brasília Relationship between morphometric variables extracted from SRTM (Shuttle Radar Topography Mission) data and vegetation in Brasília National Park,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062010000100010,"Bispo,Polyanna da Conceição, Valeriano,Márcio de Morisson, Kuplich,Tatiana Mora",10.1590/S0102-33062010000100010,Acta Botânica Brasílica,Shuttle Radar Topography Mission,dataset-646
Reconstruction of Megalake Chad using Shuttle Radar Topographic Mission data,https://hal.archives-ouvertes.fr/halsde-00303714,"Leblanc , Marc, Favreau , Guillaume, Maley , Jean, Nazoumou , Yahaya, Leduc , Christian, Stagnitti , Franck, Van Oevelen , Peter J., Delclaux , François, Lemoalle , Jacques",10.1016/j.palaeo.2006.01.003,,Shuttle Radar Topography Mission,dataset-646
Аналіз ґрунтово-ерозійних процесів в Україні на основі застосування даних дистанційного зондування Землі,http://dspace.nbuv.gov.ua/handle/123456789/127169,"Лялько, В.І., Єлістратова, Л.О., Апостолов, О.А., Чехній, В.М.",10.15407/visn2017.10.034,,Shuttle Radar Topography Mission,dataset-646
Calibration of the shuttle radar topography mission X-SAR instrument using a synthetic altimetry data model,http://gfzpublic.gfz-potsdam.de/pubman/item/escidoc:230661,"A. Helm, A. Braun, S. Eickschen, Tilo Schöne,  ,  ",,,Shuttle Radar Topography Mission,dataset-646
The Shuttle Radar Topography Mission,http://dx.doi.org/10.1029/2005rg000183,"Farr, Tom G., Rosen, Paul A., Caro, Edward, Crippen, Robert, Duren, Riley, Hensley, Scott, Kobrick, Michael, Paller, Mimi, Rodriguez, Ernesto, Roth, Ladislav, Seal, David, Shaffer, Scott, Shimada, Joanne, Umland, Jeffrey, Werner, Marian, Oskin, Michael, Burbank, Douglas, Alsdorf, Douglas",10.1029/2005rg000183,,Shuttle Radar Topography Mission,dataset-646
Additional file 2: Figure S9. of Malaria vectors in South America: current and future scenarios,http://dx.doi.org/10.6084/m9.figshare.c.3617333_d5.v1,"Laporta, Gabriel, Yvonne-Marie Linton, Wilkerson, Richard, Bergo, Eduardo, Nagaki, Sandra, Sant’Ana, Denise, Sallum, Maria",10.6084/m9.figshare.c.3617333_d5.v1,,Shuttle Radar Topography Mission,dataset-646
Additional file 2: Figure S9. of Malaria vectors in South America: current and future scenarios,http://dx.doi.org/10.6084/m9.figshare.c.3617333_d5,"Laporta, Gabriel, Yvonne-Marie Linton, Wilkerson, Richard, Bergo, Eduardo, Nagaki, Sandra, Sant’Ana, Denise, Sallum, Maria",10.6084/m9.figshare.c.3617333_d5,,Shuttle Radar Topography Mission,dataset-646
Clasificación y mapeo en SIG de la condición y vegetación forestal,http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002012000300011&lng=en&tlng=en,"Ryzhkova, Vera, Danilova, Irina",,,Shuttle Radar Topography Mission,dataset-646
APLICAÇÕES DOS MODELOS DE ELEVAÇÃO SRTM EM GEOMORFOLOGIA / SRTM DEMs APPLICATIONS IN GEOMORPHOLOGY,http://www.rga.ggf.br/index.php?journal=rga&page=article&op=view&path%5B%5D=33&path%5B%5D=31,"Claudio Riccomini, Samar dos Santos Steiner, Carlos Henrique Grohmann",,Revista Geográfica Acadêmica,Shuttle Radar Topography Mission,dataset-646
Additional file 6: Figure S11. of Malaria vectors in South America: current and future scenarios,http://dx.doi.org/10.6084/m9.figshare.c.3617333_d7,"Laporta, Gabriel, Yvonne-Marie Linton, Wilkerson, Richard, Bergo, Eduardo, Nagaki, Sandra, Sant’Ana, Denise, Sallum, Maria",10.6084/m9.figshare.c.3617333_d7,,Shuttle Radar Topography Mission,dataset-646
Additional file 5: Figure S10. of Malaria vectors in South America: current and future scenarios,http://dx.doi.org/10.6084/m9.figshare.c.3617333_d4.v1,"Laporta, Gabriel, Yvonne-Marie Linton, Wilkerson, Richard, Bergo, Eduardo, Nagaki, Sandra, Sant’Ana, Denise, Sallum, Maria",10.6084/m9.figshare.c.3617333_d4.v1,,Shuttle Radar Topography Mission,dataset-646
Additional file 6: Figure S11. of Malaria vectors in South America: current and future scenarios,http://dx.doi.org/10.6084/m9.figshare.c.3617333_d7.v1,"Laporta, Gabriel, Yvonne-Marie Linton, Wilkerson, Richard, Bergo, Eduardo, Nagaki, Sandra, Sant’Ana, Denise, Sallum, Maria",10.6084/m9.figshare.c.3617333_d7.v1,,Shuttle Radar Topography Mission,dataset-646
Additional file 5: Figure S10. of Malaria vectors in South America: current and future scenarios,http://dx.doi.org/10.6084/m9.figshare.c.3617333_d4,"Laporta, Gabriel, Yvonne-Marie Linton, Wilkerson, Richard, Bergo, Eduardo, Nagaki, Sandra, Sant’Ana, Denise, Sallum, Maria",10.6084/m9.figshare.c.3617333_d4,,Shuttle Radar Topography Mission,dataset-646
"Data on comparative studies of lineaments extraction from ASTER DEM, SRTM, and Cartosat for Jilledubanderu River basin, Anantapur district, A.P, India by using remote sensing and GIS",http://www.sciencedirect.com/science/article/pii/S2352340918310990,"M. Rajasekhar, G. Sudarsana Raju, R. Siddi Raju, M. Ramachandra, B. Pradeep Kumar",10.1016/j.dib.2018.09.023,Data in Brief,Shuttle Radar Topography Mission,dataset-646
The Application of ALOS/PALSAR InSAR to Measure Subsurface Penetration Depths in Deserts,https://discovery.ucl.ac.uk/id/eprint/1566666/,"Xiong, S., Muller, J-P, Li, G.",,,Shuttle Radar Topography Mission,dataset-646
Aplicações dos modelos de elevação SRTM em geomorfologia,http://dx.doi.org/10.17605/osf.io/amn2t,"Grohmann, Carlos",10.17605/osf.io/amn2t,,Shuttle Radar Topography Mission,dataset-646
Primena prave pravougaone prizme u postupku određivanja vrednosti terenske korekcije,https://doaj.org/toc/2560-3086,"Odalović Oleg R., Grekulović Sanja M., Vasiljević Ivana M.",10.5937/tehnika1501036O,,Shuttle Radar Topography Mission,dataset-646
SOURCES OF ARTEFACTS IN SYNTHETIC APERTURE RADAR INTERFEROMETRY DATA SETS,https://doaj.org/toc/2194-9034,"K. Becek, A. Borkowski",10.5194/isprsarchives-XXXIX-B7-29-2012,,Shuttle Radar Topography Mission,dataset-646
GIS-based classification and mapping of forest site conditions and vegetation,https://scielo.conicyt.cl/scielo.php?script=sci_arttext&pid=S0717-92002012000300011,"Ryzhkova,Vera, Danilova,Irina",10.4067/S0717-92002012000300011,,Shuttle Radar Topography Mission,dataset-646
Digital Elevation Models (DEM) from spaceborne systems. An introduction and comparative analyses in the Cordillera of Mérida-Venezuela,http://www.saber.ula.ve/handle/123456789/26331,"Roa, José Gregorio, Kamp, Ulrich",,,Shuttle Radar Topography Mission,dataset-646
Distributed ice thickness and volume of all glaciers around the globe,http://doc.rero.ch/record/30974/files/hus_dit.pdf,"Huss, Matthias, Farinotti, Daniel",,,Shuttle Radar Topography Mission,dataset-646
Detecting and Quantifying Forest Change: The Potential of Existing C- and X-Band Radar Datasets.,http://dx.doi.org/10.1371/journal.pone.0131079.t001,"Tanase, Mihai A., Ismail, Ismail, Lowell, Kim, Karyanto, Oka, Santoro, Maurizio",10.1371/journal.pone.0131079,PLoS ONE,Shuttle Radar Topography Mission,dataset-646
Phase-Offset Estimation in Multichannel SAR Interferometry,http://hdl.handle.net/11367/31869,"Ferraioli, G., Ferraiuolo, G., Pascazio, V.",10.1109/LGRS.2008.917495,,Shuttle Radar Topography Mission,dataset-646
VERTICAL ACCURACY ASSESSMENT OF THE PROCESSED SRTM DATA FOR THE BRAZILIAN TERRITORY,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702019000400200&lng=en&tlng=en,"Orlandi, Alex Gois, Carvalho Júnior, Osmar Abílio de, Guimarães, Renato Fontes, Bias, Edilson de Souza, Corrêa, Douglas Corbari, Gomes, Roberto Arnaldo Trancoso",,,Shuttle Radar Topography Mission,dataset-646
"Mapeamento Geomorfológico da Folha Ouricuri - Pernambuco, Através da Utilização de Softwares de Geoprocessamento (Geomorphological Mapping in Ouricuri - Pernambuco, Using of GIS Software)",https://periodicos.ufpe.br/revistas/rbgfe/article/view/232819,Karlla Emmanuelle Arruda,10.1590/s0100-736x2017000100001,Revista Brasileira de Geografia Física,Shuttle Radar Topography Mission,dataset-646
"Modelling potential debris flows from SRTM data in the upper Chama river watershed, northwestern Venezuela",http://www.saber.ula.ve/handle/123456789/35598,"Ortega, Rengifo, Schneevoigt, Nora Jennifer",,,Shuttle Radar Topography Mission,dataset-646
Построение планетарной цифровой модели рельефа и ее приложения,http://cyberleninka.ru/article/n/postroenie-planetarnoy-tsifrovoy-modeli-reliefa-i-ee-prilozheniya,"Дементьев, Ю., Кулик, Е., Дергачева, Е.",,Интерэкспо Гео-Сибирь,Shuttle Radar Topography Mission,dataset-646
TSUNAMI HAZARD ASSESSMENT IN THE NORTHERN AEGEAN SEA,http://tsunamisociety.org/271Willige.pdf,Barbara Theilen-Willige,,Science of Tsunami Hazards,Shuttle Radar Topography Mission,dataset-646
"Topography of the salar de Uyuni, Bolivia from kinematic GPS",http://www.escholarship.org/uc/item/6w3176g4,"Borsa, Adrian A., Fricker, Helen A., Bills, Bruce G., Minster, Jean-Bernard, Carabajal, Claudia C., Quinn, Katherine J.",,,Shuttle Radar Topography Mission,dataset-646
USO DE PLATAFORMA SIG NA CARACTERIZAÇÃO MORFOMÉTRICA DA BACIA HIDROGRÁFICA DO RIO PANCAS – BRASIL,http://periodicoscientificos.ufmt.br/ojs/index.php/nativa/article/view/2288,"Ferreira, Renan, Moura, Márcia, Castro, Fábio",10.31413/nativa.v3i3.2288,,Shuttle Radar Topography Mission,dataset-646
Modeling the SAR backscatter of linear dunes on Earth and Titan,https://hal.archives-ouvertes.fr/hal-00992834,"Paillou, Philippe, Bernard, D., Radebaugh, J., Lorenz, R., Le Gall, Alice, Farr, T.",10.1016/J.ICARUS.2013.04.017,,Shuttle Radar Topography Mission,dataset-646
"Using DEM and GIS for evaluation of groundwater resources in relation to landforms in the Maharlou-Bakhtegan watershed, Fars province, Iran",http://www.degruyter.com/view/j/jwld.2018.37.issue-1/jwld-2018-0031/jwld-2018-0031.xml?format=INT,"Mokarram Marzieh, Shaygan Mehran, Sathyamoorthy Dinesh",10.2478/jwld-2018-0031,Journal of Water and Land Development,Shuttle Radar Topography Mission,dataset-646
Mapping Palaeohydrography in Deserts: Contribution from Space-Borne Imaging Radar,http://www.mdpi.com/2073-4441/9/3/194,Philippe Paillou,10.3390/w9030194,Water,Shuttle Radar Topography Mission,dataset-646
Calculation of medium precipitation using the Thiessen method and the ridge,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2018000100305&lng=en&tlng=en,"Marciano, Alexandre Germano, Barbosa, Alexandre Augusto, Silva, Ana Paula Moni",10.4136/ambi-agua.1906,,Shuttle Radar Topography Mission,dataset-646
Accuracy assessment of TanDEM-X IDEM using airborne LiDAR on the area of Poland,http://www.degruyter.com/view/j/geocart.2017.66.issue-1/geocart-2017-0007/geocart-2017-0007.xml?format=INT,"Woroszkiewicz Małgorzata, Ewiak Ireneusz, Lulkowska Paulina",10.1515/geocart-2017-0007,Geodesy and Cartography,Shuttle Radar Topography Mission,dataset-646
Rudtm2014: New Digital Terrain Model For Russia And Its Effect On The Prediction Of Mean Gravity Anomalies,http://dx.doi.org/10.5281/zenodo.155312,"Oshchepkov, I. A.",10.5281/zenodo.155312,,Shuttle Radar Topography Mission,dataset-646
SYNTHETIC APERTURE RADAR INTERFEROMETRY FOR DIGITAL ELEVATION MODEL OF KUWAIT DESERT &ndash; ANALYSIS OF ERRORS,https://doaj.org/toc/2194-9034,"H. K. Al Jassar, K. S. Rao",10.5194/isprsarchives-XXXIX-B1-27-2012,,Shuttle Radar Topography Mission,dataset-646
STUDY OF RELATION OF STRUCTURAL LINEAMENTS AND GROUNDWATER EXPLORATION THROUGH FAVORABILITY ANALYSIS,https://aguassubterraneas.abas.org/asubterraneas/article/view/10436,"Alexandre Campane Vidal, Sidnei Pires Rostirolla, Chang Hung Kiang, Maria Luiza Martini",10.14295/ras.v20i2.10436,Revista Águas Subterrâneas,Shuttle Radar Topography Mission,dataset-646
Accuracy assessment of the TanDEM-X 90 Digital Elevation Model for selected floodplain sites,https://research-information.bristol.ac.uk/en/publications/accuracy-assessment-of-the-tandemx-90-digital-elevation-model-for-selected-floodplain-sites(e21c4798-d836-463e-8f6c-052bb83cfbe5).html,"Hawker, Laurence, Neal, Jeffrey, Bates, Paul",10.1016/j.rse.2019.111319,,Shuttle Radar Topography Mission,dataset-646
PHYSIOGRAPHIC CHARACTERIZATION OF THE MUNICIPALITY OF GARANHUNS – PE,http://periodicos.ufsm.br/reget/article/view/15549,"Costa, Samuel Othon de Souza, Ramos, Renilson Pinto da Silva, Deus, Rodolfo Alexandre da Silva Gomes de, Silva, Suzana de Araújo, Gomes, Daniel Dantas Moreira",10.5902/2236117015549,,Shuttle Radar Topography Mission,dataset-646
"LINEAMENTOS MORFOESTRUTURAIS COM BASE EM DERIVAÇÕES DE MODELO DIGITAL DE ELEVAÇÃO (MDE-SRTM – SHUTTLE RADAR TOPOGRAPHY MISSION) NA DEPRESSÃO DO PIRAÍ, ESTADO DO PARANÁ, SUL DO BRASIL",http://www.lsie.unb.br/rbg/index.php/rbg/article/view/615,"Mário Sérgio Melo, Dilce de Fátima Rossetti",10.20502/rbg.v16i1.615,Revista Brasileira de Geomorfologia,Shuttle Radar Topography Mission,dataset-646
"Intensidade da atividade tectônica na porção emersa da Bacia Paraíba e embasamento cristalino adjacente, Nordeste do Brasil",https://seer.ufrgs.br/PesquisasemGeociencias/article/view/78114,"ANDRADES FILHO, Clódis O., ROSSETTI, Dilce F.",10.22456/1807-9806.78114,Pesquisas em Geociências,Shuttle Radar Topography Mission,dataset-646
TSUNAMI HAZARD IN NORTHERN VENEZUELA,http://tsunamisociety.org/253willige.pdf,B. Theilen-Willige,,Science of Tsunami Hazards,Shuttle Radar Topography Mission,dataset-646
SRTM DEM levels over papyrus swamp vegetation – a correction approach,https://doaj.org/toc/1680-7359,"N. Fohrer, G. Petersen, I. Lebed",10.5194/adgeo-21-81-2009,,Shuttle Radar Topography Mission,dataset-646
Identification of Urban Areas Flooded by the Evaluation of Variable Areas of Afluence,http://www.anuario.igeo.ufrj.br/2018_2/2018_2_677_684.pdf,"Jaciane Xavier Bressiani, Marcio Augusto Reolon Schmidt, Carlos Eugênio Pereira",10.11137/2018_2_677_684,Anuário do Instituto de Geociências,Shuttle Radar Topography Mission,dataset-646
USE OF RADAR IMAGES TO ESTIMATE AIR TEMPERATURE,http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34292010000300009&lng=en&tlng=en,"Castro, Fábio da S, Pezzopane, José R. M, Cecílio, Roberto A, Pezzopane, José E. M",10.4067/S0718-34292010000300009,,Shuttle Radar Topography Mission,dataset-646
"Mapeamento de ambientes costeiros tropicais (Golfão Maranhense, Brasil) utilizando imagens de sensores remotos orbitais",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-261X2009000500006,"Teixeira,Sheila Gatinho, Souza Filho,Pedro Walfir Martins e",10.1590/S0102-261X2009000500006,,Shuttle Radar Topography Mission,dataset-646
Quantifying coastal inundation vulnerability of Turkey to sea-level rise,https://hdl.handle.net/11480/5270,"Demirkesen, Ali C., Evrendilek, Fatih, Berberoglu, Suha",10.1007/s10661-007-9746-7,,Shuttle Radar Topography Mission,dataset-646
COMPARISON OF SRTM ELEVATION DATA WITH CARTOGRAPHICALLY DERIVED DEMS IN ITALY,http://www.rga.ggf.br/index.php?journal=rga&page=article&op=view&path%5B%5D=30&path%5B%5D=28,"Francesca Ardizzone, Paola Reichenbach, Andrea Taramelli",,Revista Geográfica Acadêmica,Shuttle Radar Topography Mission,dataset-646
Assessment of interpolation methods for refining SRTM and DEM,http://hdl.handle.net/10919/68191,"Her, Y., Heatwole, C.D.",,,Shuttle Radar Topography Mission,dataset-646
"Geotechnologies applied to determination and analysis of the conflic in land use capability in Nova Europa, São Paulo state (Brazil)",https://periodicos.ufsm.br/geografia/article/view/26436,Vladimir Souza,10.5902/2236499426436,Geografia Ensino & Pesquisa,Shuttle Radar Topography Mission,dataset-646
Caveats Concerning the Use of SRTM DEM Version 4.1 (CGIAR-CSI),http://www.mdpi.com/2072-4292/8/10/793,John Peter Merryman Boncori,10.3390/rs8100793,Remote Sensing,Shuttle Radar Topography Mission,dataset-646
USING LANDTM SOFTWARE FOR THE ASSESMENT OF WORKS WITHIN BRATES - GHELINTA DRAINAGE PROJECT,http://journals.usamvcluj.ro/index.php/agricultura/article/view/7216,"S. Cazanescu, P. M. Garcia, Paulina Iancu",10.15835/arspa.v77i1-2.7216,Agricultura,Shuttle Radar Topography Mission,dataset-646
"GFPLAIN250m, a global high-resolution dataset of Earth's floodplains",http://urn.kb.se/resolve?urn=urn:nbn:se:uu:diva-375870,"Nardi, F., Annis, A., Di Baldassarre, Giuliano, Vivoni, E. R., Grimaldi, S.",10.1038/sdata.2018.309,,Shuttle Radar Topography Mission,dataset-646
A CONVOLUTIONAL NEURAL NETWORK FOR FLOOD MAPPING USING SENTINEL-1 AND SRTM DEM DATA: CASE STUDY IN POLDOKHTAR-IRAN,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLII-4-W18/527/2019/isprs-archives-XLII-4-W18-527-2019.pdf,"B. Hosseiny, N. Ghasemian, J. Amini",10.5194/isprs-archives-XLII-4-W18-527-2019,The International Archives of the Photogrammetry,Shuttle Radar Topography Mission,dataset-646
"Estimación de la capacidad de uso de las tierras del estado aragua, venezuela, mediante regresión logística multinominal",http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0002-192X2010000400010&lng=en&tlng=en,"Abarca, Oscar, Bernabé P, Miguel A.",,,Shuttle Radar Topography Mission,dataset-646
Caracterização morfométrica de bacias hidrográficas através de dados SRTM,https://repositorio.ufms.br:8443/jspui/handle/123456789/731,"Oliveira, Paulo Tarso Sanches de, Alves Sobrinho, Teodorico, Steffen, Jorge Luiz, Rodrigues, Dulce Buchala Bicca",10.1590/S1415-43662010000800005,,Shuttle Radar Topography Mission,dataset-646
O desafio da delimitação de áreas de preservação permanente,http://dx.doi.org/10.1590/S0100-67622005000200004,"Ribeiro, Carlos Antonio Alvares Soares, Soares, Vicente Paulo, Oliveira, Angelo Marcos Santos, Gleriani, José Marinaldo",10.1590/S0100-67622005000200004,,Shuttle Radar Topography Mission,dataset-646
"Creating a Ruggedness Layer for Use in Habitat Suitability Modeling for Ikh Nart Nature Reserve, Mongolia",http://mjbs.num.edu.mn/uploads/files/MJBS%20Volume%2011%20Number%201-2%20December%202013/pdf/mjbs_11-19-23-bragin-2013.pdf,"Nanette Bragin, Navinder J. Singh, Richard P. Reading",10.22353/mjbs.2013.11.03,Mongolian Journal of Biological Sciences,Shuttle Radar Topography Mission,dataset-646
The influence of elevation uncertainty on derivation of topographic indices,https://www.zora.uzh.ch/id/eprint/25645/1/Hebeler_Purves_Influence_Elevation_Uncertainty_2009_V.pdf,"Hebeler, Felix, Purves, Ross S",10.1016/j.geomorph.2007.06.026,,Shuttle Radar Topography Mission,dataset-646
Estimates of forest canopy height and aboveground biomass using ICESat,https://doi.org/10.1029/2005GL023971,"Lefsky, Michael A., Harding, David J., Keller, Michael, Cohen, Warren B., Carabajal, Claudia C., Espirito-Santo, Fernando Del Bom, Hunter, Maria O., de Oliveira, Raimundo",10.1029/2005GL023971,,Shuttle Radar Topography Mission,dataset-646
Glacial landforms of northwest Saskatchewan,http://dx.doi.org/10.6084/m9.figshare.5153773.v1,"Norris, Sophie L., Margold, Martin, Froese, Duane G.",10.6084/m9.figshare.5153773.v1,,Shuttle Radar Topography Mission,dataset-646
Land surface analysis of salt affected soils using DEM and GIS,http://www.documentation.ird.fr/hor/fdi:010067081,"Ali, R.R, Saber, M., Nizinski, Georges, Montoroi, Jean-Pierre, Zaghloul, A.M.",,,Shuttle Radar Topography Mission,dataset-646
Contribution of the Patagonia Icefields of South America to sea level rise.,http://www.escholarship.org/uc/item/0rz1k6k8,"Rignot, E, Rivera, A, Casassa, G",,,Shuttle Radar Topography Mission,dataset-646
Comparisson of SRTM3 Global Heights Model with Existing Digital Terrain Models on the Territory of Croatia,https://hrcak.srce.hr/16782,"Bašić, Tomislav, Buble, Goran",,Geodetski list,Shuttle Radar Topography Mission,dataset-646
"Topography data harmonisation and uncertainties applying SRTM, laser scanner and cartographic elevation models",https://hal.archives-ouvertes.fr/hal-00296836/document,"D. Haase, K. Frotscher",10.5194/adgeo-5-65-2005,,Shuttle Radar Topography Mission,dataset-646
"Caracterização morfométrica da sub-bacia do Baixo Rio Jaci Paraná, Amazônia Ocidental, Brasil",http://www.saber.ula.ve/handle/123456789/46158,"Zanchetta, Micheli Leite, Vendruscolo, Jhony, Cavalheiro, Wanderson Cleiton Schmidt, Rosa, Diogo Martins, Rosell, Eduardo Candido Franco, Stachiw, Rosalvo",,,Shuttle Radar Topography Mission,dataset-646
JAXA Annual Forest Cover Maps for Vietnam during 2015–2018 Using ALOS-2/PALSAR-2 and Auxiliary Data,http://dx.doi.org/10.3390/rs11202412,"Truong, Hoang, Cao, Hayashi, Tadono, Nasahara",10.3390/rs11202412,Remote Sensing,Shuttle Radar Topography Mission,dataset-646
Finding The Site Of Boudica'S Last Battle: An Approach Via Terrain Analysis.,http://dx.doi.org/10.5281/zenodo.839510,"Kaye, Steve",10.5281/zenodo.839510,,Shuttle Radar Topography Mission,dataset-646
"Recent mass balance of the Purogangri Ice Cap, central Tibetan Plateau, by means of differential X-band SAR interferometry",http://www.the-cryosphere.net/7/1623/2013/tc-7-1623-2013.pdf,"N. Neckel, A. Braun, J. Kropáček, V. Hochschild",10.5194/tc-7-1623-2013,The Cryosphere,Shuttle Radar Topography Mission,dataset-646
Finding The Site Of Boudica'S Last Battle: An Approach Via Terrain Analysis.,http://dx.doi.org/10.5281/zenodo.839509,"Kaye, Steve",10.5281/zenodo.839509,,Shuttle Radar Topography Mission,dataset-646
