title,url,authors,journal,doi,search_term,dataset_id
CREATION OF A HIGH-RESOLUTION PRODUCT CLC2006_BACKDATING BY A BACKWARD LOOK FROM THE DIGITAL LAND COVER MODEL DLM-DE2009 TO 2006 - A CONTRIBUTION TO THE GERMAN CORINE LAND COVER 2012 PROJECT WITHIN A BOTTOM-UP APPROACH,http://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XL-7-W3/1093/2015/isprsarchives-XL-7-W3-1093-2015.pdf,"M. Keil, T. Esch, S. Feigenspan, M. Marconcini, A. Metz, M. Ottinger, J. Zeidler",,10.5194/isprsarchives-XL-7-W3-1093-2015,National Land Cover Database,dataset-624
Valuing map validation: the need for rigorous land cover map accuracy assessment in economic valuations of ecosystem services,http://eprints.nottingham.ac.uk/28877/1/Valuing%20map%20validation-eprints.pdf,"Foody, Giles M.",,10.1016/j.ecolecon.2015.01.003,National Land Cover Database,dataset-624
Assessing the Impacts of Urbanization-Associated Land Use/Cover Change on Land Surface Temperature and Surface Moisture: A Case Study in the Midwestern United States,http://dx.doi.org/10.3390/rs70404880,"Yitong Jiang, Peng Fu, Qihao Weng",Remote Sensing,10.3390/rs70404880,National Land Cover Database,dataset-624
Modeling Soil Depth from Topographic and Land Cover Attributes,https://digitalcommons.usu.edu/cee_facpub/2482,"Tesfa, Teklu K., Tarboton, David G., Chandler, David G., McNamara, James P.",,10.13031/2013.15447,National Land Cover Database,dataset-624
"Land Use and Land Cover Dynamics and Assessing the Ecosystem Service Values in the Trans-Boundary Gandaki River Basin, Central Himalayas",http://dx.doi.org/10.3390/su10093052,"Rai, Raju, Zhang, Yili, Paudel, Basanta, Acharya, Bipin Kumar, Basnet, Laxmi",Sustainability,10.3390/su10093052,National Land Cover Database,dataset-624
Open land-use map: a regional land-use mapping strategy for incorporating OpenStreetMap with earth observations,http://dx.doi.org/10.1080/10095020.2017.1371385,"Di Yang, Chiung-Shiuan Fu, Audrey C. Smith, Qiang Yu",Geo-spatial Information Science,10.1080/10095020.2017.1371385,National Land Cover Database,dataset-624
STUDY ON BIG DATABASE CONSTRUCTION AND ITS APPLICATION OF SAMPLE DATA COLLECTED IN CHINA'S FIRST NATIONAL GEOGRAPHIC CONDITIONS CENSUS BASED ON REMOTE SENSING IMAGES,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLII-3/217/2018/isprs-archives-XLII-3-217-2018.pdf,"T. Cheng, X. Zhou, Y. Jia, G. Yang, J. Bai",The International Archives of the Photogrammetry,10.5194/isprs-archives-XLII-3-217-2018,National Land Cover Database,dataset-624
Assessing a Temporal Change Strategy for Sub-Pixel Land Cover Change Mapping from Multi-Scale Remote Sensing Imagery,http://eprints.nottingham.ac.uk/36193/1/remotesensing-08-00642.pdf,"Ling, Feng, Foody, Giles, Li, Xiaodong, Zhang, Yihang, Du, Yun",Remote Sensing,10.3390/rs8080642,National Land Cover Database,dataset-624
"Outdoor Air Emissions, Land Use, and Land Cover around Schools on Tribal Lands",http://europepmc.org/articles/PMC6339187,"Barros, Nirmalla, Tulve, Nicolle S., Bailey, Ken, Heggem, Daniel T.",International Journal of Environmental Research and Public Health,10.3390/ijerph16010036,National Land Cover Database,dataset-624
Generating Up-to-Date and Detailed Land Use and Land Cover Maps Using OpenStreetMap and GlobeLand30,http://hdl.handle.net/11311/1054076,"Cidália Costa Fonte, Marco Minghini, Joaquim Patriarca, Vyron Antoniou, Linda See, Andriani Skopeliti",,10.3390/ijgi6040125,National Land Cover Database,dataset-624
Impacts of Aerosol Particle Size Distribution and Land Cover Land Use on Precipitation in a Coastal Urban Environment Using a Cloud-Resolving Mesoscale Model,https://doaj.org/toc/1687-9309,"Nathan Hosannah, Jorge E. Gonzalez",Advances in Meteorology,10.1155/2014/904571,National Land Cover Database,dataset-624
"Soil carbon debt of 12,000 years of human land use",https://europepmc.org/articles/PMC5594668/,"Sanderman, Jonathan, Hengl, Tomislav, Fiske, Gregory J.",,10.1073/pnas.1706103114,National Land Cover Database,dataset-624
Integration of SAR polarimetric parameters and multi-spectral data for object-based land cover classification,http://html.rhhz.net/CHXB/html/2019-5-609.htm,"ZHAO Yi, JIANG Mi",Acta Geodaetica et Cartographica Sinica,10.11947/j.AGCS.2019.20170746,National Land Cover Database,dataset-624
"OpenStreetMap land cover data quality assessment on the example of Lower Silesia Voivodship, Poland",https://doi.org/10.1051/e3sconf/20187100016,Łuczak Jakub,E3S Web of Conferences,10.1051/e3sconf/20187100016,National Land Cover Database,dataset-624
Relationships between Characteristics of Urban Green Land Cover and Mental Health in U.S. Metropolitan Areas,http://dx.doi.org/10.1371/journal.pone.0153211,"Wei-Lun Tsai, Melissa R. McHale, Viniece Jennings, Oriol Marquet, J. Aaron Hipp, Yu-Fai Leung, Myron F. Floyd",International Journal of Environmental Research and Public Health,10.3390/ijerph15020340,National Land Cover Database,dataset-624
Photon-Counting Lidar: An Adaptive Signal Detection Method for Different Land Cover Types in Coastal Areas,http://dx.doi.org/10.3390/rs11040471,"Yue Ma, Wenhao Zhang, Jinyan Sun, Guoyuan Li, Xiao Hua Wang, Song Li, Nan Xu",Remote Sensing,10.3390/rs11040471,National Land Cover Database,dataset-624
"Assessing the Spatio-Temporal Pattern of Land Use and Land Cover Changes in Osun Drainage Basin, Nigeria",http://www.degruyter.com/view/j/jengeo.2019.12.issue-1-2/jengeo-2019-0005/jengeo-2019-0005.xml?format=INT,"Ashaolu Eniola Damilola, Olorunfemi Jacob Funso, Ifabiyi Ifatokun Paul",Journal of Environmental Geography,10.2478/jengeo-2019-0005,National Land Cover Database,dataset-624
Development of Decadal (1985–1995–2005) Land Use and Land Cover Database for India,http://dx.doi.org/10.3390/rs70302401,"Parth S. Roy, Arijit Roy, Pawan K. Joshi, Manish P. Kale, Vijay K. Srivastava, Sushil K. Srivastava, Ravi S. Dwevidi, Chitiz Joshi, Mukunda D. Behera, Prasanth Meiyappan, Yeshu Sharma, Atul K. Jain, Jamuna S. Singh, Yajnaseni Palchowdhuri, Reshma. M. Ramachandran, Bhavani Pinjarla, V. Chakravarthi, Nani Babu, Mahalakshmi S. Gowsalya, Praveen Thiruvengadam, Mrinalni Kotteeswaran, Vishnu Priya, Krishna Murthy V. N. Yelishetty, Sandeep Maithani, Gautam Talukdar, Indranil Mondal, Krishnan S. Rajan, Prasad S. Narendra, Sushmita Biswal, Anusheema Chakraborty, Hitendra Padalia, Manoj Chavan, Satish N. Pardeshi, Swapnil A. Chaudhari, Arur Anand, Anjana Vyas, Mruthyunjaya K. Reddy, M. Ramalingam, R. Manonmani, Pritiranjan Behera, Pulakesh Das, Poonam Tripathi, Shafique Matin, Mohammed L. Khan, Om P. Tripathi, Jyotihman Deka, Prasanna Kumar, Deepak Kushwaha",Remote Sensing,10.3390/rs70302401,National Land Cover Database,dataset-624
Development and Applications of a Comprehensive Land Use Classification and Map for the US,http://dx.doi.org/10.1371/journal.pone.0094628.t001,David M Theobald,PLoS ONE,10.1371/journal.pone.0094628,National Land Cover Database,dataset-624
Creación de un Sistema de Información Geográfico de Ocupación del Suelo en España. PROYECTO SIOSE,http://hdl.handle.net/10261/28697,"Del Bosque González, Isabel, Arozarena Villar, Antonio, Villa Alcázar, Guillermo, Valcárcel Sanz, Nuria, Porcuna Fernández Monasterio, Ana",,,National Land Cover Database,dataset-624
Soil and Terrain database of the Republic of Malawi,http://dx.doi.org/10.17027/isric-wdcsoils.20160001,"Dijkshoorn, JA (Koos), Leenaars, JGB, Huting, JRM, Kempen, B",,10.17027/isric-wdcsoils.20160001,National Land Cover Database,dataset-624
Evaluation of the 2010 MODIS Collection 5.1 Land Cover Type Product over China,http://dx.doi.org/10.3390/rs70201981,"Tian Zeng, Zengxiang Zhang, Xiaoli Zhao, Xiao Wang, Lijun Zuo",Remote Sensing,10.3390/rs70201981,National Land Cover Database,dataset-624
"Regional carbon fluxes from land use and land cover change in Asia, 1980-2009",http://www.escholarship.org/uc/item/21b709r6,"Calle, L, Canadell, JG, Patra, P, Ciais, P, Ichii, K, Tian, H, Kondo, M, Piao, S, Arneth, A, Harper, AB, Ito, A, Kato, E, Koven, C, Sitch, S, Stocker, BD, Vivoy, N, Wiltshire, A, Zaehle, S, Poulter, B",,10.7892/boris.88068,National Land Cover Database,dataset-624
Patterns and Predictors of Recent Forest Conversion in New England,http://www.mdpi.com/2073-445X/5/3/30,"Alexandra M. Thorn, Jonathan R. Thompson, Joshua S. Plisinski",Land,10.3390/land5030030,National Land Cover Database,dataset-624
Modeling Land Use Pattern Change Analysis in the Northern Great Plains: A Novel Approach,http://dx.doi.org/10.22004/ag.econ.205868,"Parvez, Md Rezwanul, Ripplinger, David, Maduraperuma, Buddhika, Parvez, Md Rezwanul, Ripplinger, David, Maduraperuma, Buddhika",,10.22004/ag.econ.205868,National Land Cover Database,dataset-624
"Outdoor Air Emissions, Land Use, and Land Cover around Schools on Tribal Lands",http://dx.doi.org/10.3390/ijerph16010036,"Barros, Nirmalla, Tulve, Nicolle, Bailey, Ken, Heggem, Daniel",,10.3390/ijerph16010036,National Land Cover Database,dataset-624
A Patch-Based Light Convolutional Neural Network for Land-Cover Mapping Using Landsat-8 Images,http://dx.doi.org/10.3390/rs11020114,"Song, Hunsoo, Kim, Yonghyun, Kim, Yongil",Remote Sensing,10.3390/rs11020114,National Land Cover Database,dataset-624
"Actualización de la base de datos Corine Land Cover. Proyecto ""I&CLC2000""",http://hdl.handle.net/10261/28664,"Del Bosque González, Isabel, Arozarena Villar, Antonio, Villa Alcázar, Guillermo, Porcuna Fernández Monasterio, Ana",,,National Land Cover Database,dataset-624
A Geographically Weighted Regression Analysis of the Underlying Factors Related to the Surface Urban Heat Island Phenomenon,http://dx.doi.org/10.3390/rs10091428,"Zhao, Chunhong, Jensen, Jennifer, Weng, Qihao, Weaver, Russell",Remote Sensing,10.3390/rs10091428,National Land Cover Database,dataset-624
ACCURACY ASSESSMENT OF LANDSAT-DERIVED CONTINUOUS FIELDS OF TREE COVER PRODUCTS USING AIRBORNE LIDAR DATA IN THE EASTERN UNITED STATES,https://doaj.org/toc/2194-9034,"X. P. Song, H. Tang",,10.5194/isprsarchives-XL-7-W4-241-2015,National Land Cover Database,dataset-624
"GIS-Enabled Culvert Design: A Case Study in Tuscaloosa, Alabama",http://dx.doi.org/10.1155/2018/4648134,"Ashton D. Greer, Zachary B. Wilbanks, Leah D. Clifton, Bradford Wilson, Andrew J. Graettinger",Advances in Civil Engineering,10.1155/2018/4648134,National Land Cover Database,dataset-624
Simple Method of Forest Type Inventory by Joining Low Resolution Remote Sensing of Vegetation Indices with Spatial Information from the Corine Land Cover Database,http://dx.doi.org/10.1155/2013/529193,"Zawadzki, Jarosław J., Przeździecki, Karol, Szymankiewicz, Karol, Marczewski, Wojciech",ISRN Forestry,10.1155/2013/529193,National Land Cover Database,dataset-624
Forest-Cover Increase Does Not Trigger Forest-Fragmentation Decrease: Case Study from the Polish Carpathians,https://ruj.uj.edu.pl/xmlui/handle/item/54656,"Kozak, Jacek, Ziółkowska, Elżbieta, Vogt, Peter, Dobosz, Monika, Kaim, Dominik, Kolecka, Natalia, Ostafin, Krzysztof",Sustainability,10.3390/su10051472,National Land Cover Database,dataset-624
Integrating Recent Land Cover Mapping Efforts to Update the National Gap Analysis Program's Species Habitat Map,http://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XL-1/245/2014/isprsarchives-XL-1-245-2014.pdf,"A. J. McKerrow, A. Davidson, T. S. Earnhardt, A. L. Benson",The International Archives of the Photogrammetry,10.5194/isprsarchives-XL-1-245-2014,National Land Cover Database,dataset-624
Assessing the Effect of Temporal Interval Length on the Blending of Landsat-MODIS Surface Reflectance for Different Land Cover Types in Southwestern Continental United States,http://dx.doi.org/10.3390/ijgi4042542,"Fu, Dongjie, Zhang, Lifu, Chen, Hao, Wang, Juan, Sun, Xuejian, Wu, Taixia",ISPRS International Journal of Geo-Information,10.3390/ijgi4042542,National Land Cover Database,dataset-624
"The Pressure of Society on Water Quality: A Land Use Impact Study of Lake Ripley in Oakland, Wisconsin",http://www.aimspress.com/geosciences/article/1211/fulltext.html,"Kyle Whalley, Wei Luo",AIMS Geosciences,10.3934/geosci.2017.1.14,National Land Cover Database,dataset-624
"Geographical accessibility and land-use and land-cover dynamics: the case of Nang Rong district, northeast Thailand",http://dx.doi.org/10.17615/6r5e-wj06,"Rojnkureesatien, Kriengsak",,10.17615/6r5e-wj06,National Land Cover Database,dataset-624
Analyzing land cover change using remote sensing and gis methods in the Carsamba Plain and its surroundings (1985-2013)Çarşamba Ovası ve yakın çevresinde arazi örtüsü değişiminin uzaktan algılama ve coğrafi bilgi sistemleriyle analizi (1985-2013),https://www.j-humansciences.com/ojs/index.php/IJHS/article/view/4311,"Atalay Dutucu, Ayse, İkiel, Cercis",Journal of Human Sciences,10.14687/jhs.v13i3.4311,National Land Cover Database,dataset-624
Using Remote Sensing Products for Environmental Analysis in South America,http://dx.doi.org/10.3390/rs3102110,"Cardozo, Francielle da Silva, Shimabukuro, Yosio Edemir, Pereira, Gabriel, Silva, Fabrício Brito",Remote Sensing,10.3390/rs3102110,National Land Cover Database,dataset-624
Estimation of soil organic carbon stocks and stock changes in Croatia (1980–2006) – use of national soil database and the Corine Land Cover,https://hrcak.srce.hr/110663,"PILAŠ, IVAN, KUŠAN, VLADIMIR, MEDVED, IVAN, MEDAK, JASNICA, BAKŠIĆ, NIKOLINA, MARJANOVIĆ, HRVOJE",Periodicum biologorum,,National Land Cover Database,dataset-624
Distributed Hydrological Modeling Using Soil Depth Estimated from Landscape Variable Derived with Enhanced Terrain Analysis,https://digitalcommons.usu.edu/etd/616,"Tesfa, Teklu K.",,,National Land Cover Database,dataset-624
Tropical forests were the primary sources of new agricultural land in the 1980s and 1990s,https://europepmc.org/articles/PMC2944736/,"Gibbs, H. K., Ruesch, A. S., Achard, F., Clayton, M. K., Holmgren, P., Ramankutty, N., Foley, J. A.",,10.1073/pnas.0910275107,National Land Cover Database,dataset-624
Integrated modeling of nitrate contamination of groundwater in agriculture-dominated watersheds,https://digitalcommons.usu.edu/cee_facpub/1294,"Almasri, M., Kaluarachchi, J. J.",,,National Land Cover Database,dataset-624
Improved Change Detection with Trajectory-Based Approach: Application to Quantify Cropland Expansion in South Dakota,https://www.mdpi.com/2073-445X/8/4/57,"Lan H. Nguyen, Deepak R. Joshi, Geoffrey M. Henebry",Land,10.3390/land8040057,National Land Cover Database,dataset-624
Comparison Between Reconstructions of Global Anthropogenic Land Cover Change over Past Two Millennia,http://infoscience.epfl.ch/record/188878,"Yan, Mi, Wang, Zhiyuan, Kaplan, Jed Oliver, Liu, Jian, Min, Shen, Wang, Sumin",,10.1007/s11769-013-0596-7,National Land Cover Database,dataset-624
A lake-centric geospatial database to guide research and inform management decisions in an Arctic watershed in northern Alaska experiencing climate and land-use changes,http://europepmc.org/articles/PMC5622880,"Jones, Benjamin M., Arp, Christopher D., Whitman, Matthew S., Nigro, Debora, Nitze, Ingmar, Beaver, John, Gädeke, Anne, Zuck, Callie, Liljedahl, Anna, Daanen, Ronald, Torvinen, Eric, Fritz, Stacey, Grosse, Guido",Ambio,10.1007/s13280-017-0915-9,National Land Cover Database,dataset-624
Ecosystem service valuations of South Africa using a variety of land cover data sources and resolutions,http://researchoutputs.unisa.edu.au/11541.2/128286,,,10.1016/j.ecoser.2017.06.001,National Land Cover Database,dataset-624
How many predictors in species distribution models at the landscape scale? Land use versus LiDAR-derived canopy height,http://library.wur.nl/WebQuery/wurpubs/480553,"Ficetola, G.F., Bonardi, A., Mücher, C.A., Gilissen, N.L.M., Padoa-Schioppa, E.",,,National Land Cover Database,dataset-624
Detecting Forest Degradation in Old Oyo National Park in Nigeria Using Remote Sensing and GIS,https://zenodo.org/record/3457113,"Omolere, OS, Alaga, AT, Mohammed, SO, Gajere, EN",,10.15580/GJEMPS.2016.2.011416007,National Land Cover Database,dataset-624
Heterogeniety in the urban landscape: impacts on hydrologic processes and nitrogen pollution,http://dx.doi.org/10.17615/6s3n-6b06,"Smith, Monica Lipscomb",,10.17615/6s3n-6b06,National Land Cover Database,dataset-624
Mapping forest aboveground biomass with a simulated ICESat-2 vegetation canopy product and Landsat data,https://www.afrjournal.org/index.php/afr/article/view/1163,"Lana Landra Narine, Sorin Popescu, Tan Zhou, Shruthi Srinivasan, Kaitlin Harbeck",Annals of Forest Research,10.15287/afr.2018.1163,National Land Cover Database,dataset-624
