title,url,authors,doi,journal,search_term,dataset_id
Improving the inter-hemispheric gradient of total column atmospheric CO₂ and CH₄ in simulations with the ECMWF semi-Lagrangian atmospheric global model,http://dx.doi.org/10.5445/ir/1000066816,"Agusti-Panareda, Anna, Diamantakis, Michail, Bayona, Victor, Klappenbach, Friedrich, Butz, Andre",10.5445/ir/1000066816,,Long Range Forecasts,dataset-639
Predictability of Weather and Climate,https://doi.org/10.1029/2019EA000586,V. Krishnamurthy,10.1029/2019EA000586,Earth and Space Science,Long Range Forecasts,dataset-639
Динамика лесов Красноярского края,http://cyberleninka.ru/article/n/dinamika-lesov-krasnoyarskogo-kraya,"Втюрина, Ольга",,Интерэкспо Гео-Сибирь,Long Range Forecasts,dataset-639
Potential applications of subseasonal-to-seasonal (S2S) predictions,http://livrepository.liverpool.ac.uk/3005797/1/White%20et%20al_MET-16-0083.R2_SUBMITTED_withfigs.pdf,"Klein, Richard JT, James, Rachel, Pegion, Kathleen V, White, Christopher J, Carlsen, Henrik, Robertson, Andrew W, Lazo, Jeffrey K, Kumar, Arun, Vitart, Frederic, de Perez, Erin Coughlan, Ray, Andrea J, Murray, Virginia, Bharwani, Sukaina, MacLeod, Dave, Fleming, Lora, Morse, Andrew P, Eggen, Bernd, Graham, Richard, Kjellstrom, Erik, Becker, Emily, Holbrook, Neil J, McEvoy, Darryn, Depledge, Michael, Perkins-Kirkpatrick, Sarah, Brown, Timothy J, Street, Roger, Jones, Lindsey, Remenyi, Tomas A, Hodgson-Johnston, Indi, Buontempo, Carlo, Lamb, Rob, Meinke, Holger, Arheimer, Berit, Zebiak, Stephen E",10.1002/met.1654,,Long Range Forecasts,dataset-639
State updating and calibration period selection to improve dynamic monthly streamflow forecasts for an environmental flow management application,https://www.hydrol-earth-syst-sci.net/22/871/2018/,"Gibbs, Matthew S., McInerney, David, Humphrey, Greer, Thyer, Mark A., Maier, Holger R., Dandy, Graeme C., Kavetski, Dmitri",10.5194/hess-22-871-2018,Hydrology and Earth System Sciences,Long Range Forecasts,dataset-639
Verification of ECMWF System 4 for seasonal hydrological forecasting in a northern climate,https://www.hydrol-earth-syst-sci.net/21/5747/2017/,"R. Bazile, R. Bazile, M.-A. Boucher, L. Perreault, R. Leconte",10.5194/hess-21-5747-2017,,Long Range Forecasts,dataset-639
Cascading model uncertainty from medium range weather forecasts (10 days) through a rainfall-runoff model to flood inundation predictions within the European Flood Forecasting System (EFFS),https://www.hydrol-earth-syst-sci.net/9/381/2005/,"Pappenberger, F., Beven, K. J., Hunter, N. M., Bates, P. D., Gouweleeuw, B. T., Thielen, J., Roo, A. P. J.",10.5194/hess-9-381-2005,,Long Range Forecasts,dataset-639
The Role of Continental Mesoscale Convective Systems in Forecast Busts within Global Weather Prediction Systems,http://dx.doi.org/10.3390/atmos10110681,"Parsons, Lillo, Rattray, Bechtold, Rodwell, Bruce",10.3390/atmos10110681,Atmosphere,Long Range Forecasts,dataset-639
Прогнозированиe цен на продукцию целлюлозно-бумажной промышленности,http://cyberleninka.ru/article/n/prognozirovanie-tsen-na-produktsiyu-tsellyulozno-bumazhnoy-promyshlennosti,"СУШКО О.П., ПЛАСТИНИН А.В.",,Актуальные проблемы лесного комплекса,Long Range Forecasts,dataset-639
Recent Trends and Long-Range Forecasts of Water Resources of Northeast Iraq and Climate Change Adaptation Measures,http://dx.doi.org/10.3390/w10111562,"Abbas, Nahlah, Wasimi, Saleh A., Al-Ansari, Nadhir, Baby, Sultana Nasrin",10.3390/w10111562,Water,Long Range Forecasts,dataset-639
Short-term forecasting of internal migration,http://www.envplan.com/abstract.cgi?id=a251593,E W Frees,,Environment and Planning A,Long Range Forecasts,dataset-639
A Global Ocean Wind Stress Climatology Based on ECMWF Analyses,http://dx.doi.org/10.5065/d6st7mr9,"Trenberth, Kevin, Olson, Jerry, Large, William",10.5065/d6st7mr9,,Long Range Forecasts,dataset-639
A Framework for Combining Seasonal Forecasts and Climate Projections to Aid Risk Management for Fisheries and Aquaculture,http://journal.frontiersin.org/article/10.3389/fmars.2018.00137/full,"Alistair J. Hobday, Claire M. Spillman, J. Paige Eveson, Jason R. Hartog, Xuebin Zhang, Stephanie Brodie, Stephanie Brodie",10.3389/fmars.2018.00137,Frontiers in Marine Science,Long Range Forecasts,dataset-639
