datasets,doi,journal,search_term,title,url
dataset-613,10.1016/j.envint.2019.105285,"{'id': 'jour.1088587', 'title': 'Environment International'}",SVI,How community vulnerability factors jointly affect multiple health outcomes after catastrophic storms,
dataset-613,10.1111/dmcn.14339,"{'id': 'jour.1001475', 'title': 'Developmental Medicine & Child Neurology'}",SVI,Neuroplastic reorganization in children with ocular and cerebral visual impairment,
dataset-613,10.1177/0013916518787590,"{'id': 'jour.1015691', 'title': 'Environment and Behavior'}",SVI,Affective Dilemmas: The Impact of Trait Affect and State Emotion on Sustainable Consumption Decisions in a Social Dilemma Task,
dataset-613,10.1016/j.ribaf.2019.101071,"{'id': 'jour.1140375', 'title': 'Research in International Business and Finance'}",SVI,Islamic and conventional portfolios optimization under investor sentiment states: Bayesian vs Markowitz Portfolio analysis,
dataset-613,10.1016/j.cemconres.2019.105924,"{'id': 'jour.1136990', 'title': 'Cement and Concrete Research'}",SVI,Time-resolved porosity changes at cement-clay interfaces derived from neutron imaging,
dataset-613,10.1002/pros.23916,"{'id': 'jour.1092102', 'title': 'The Prostate'}",SVI,Kallikrein markers performance in pretreatment blood to predict early prostate cancer recurrence and metastasis after radical prostatectomy among very high‐risk men,
dataset-613,10.1016/j.lwt.2019.108726,"{'id': 'jour.1327787', 'title': 'LWT'}",SVI,Identification and quantification of synergetic antioxidants and their application in sunflower oil,
dataset-613,10.1053/j.jvca.2019.05.025,"{'id': 'jour.1101507', 'title': 'Journal of Cardiothoracic and Vascular Anesthesia'}",SVI,Comparison of right ventricular function between patients with and without pulmonary hypertension due to left-sided heart disease: assessment based on right ventricular pressure–volume curves,
dataset-613,10.1016/j.jclepro.2019.118544,"{'id': 'jour.1044002', 'title': 'Journal of Cleaner Production'}",SVI,Techno-economical evaluation of coupling ionizing radiation and biological treatment process for the remediation of real pharmaceutical wastewater,
dataset-613,10.1016/j.scs.2019.101847,"{'id': 'jour.1141177', 'title': 'Sustainable Cities and Society'}",SVI,Sustainable subway indoor air quality monitoring and fault-tolerant ventilation control using a sparse autoencoder-driven sensor self-validation,
dataset-613,10.1016/j.biortech.2019.122302,"{'id': 'jour.1133055', 'title': 'Bioresource Technology'}",SVI,Performance and microbial communities of different biofilm membrane bioreactors with pre-anoxic tanks treating mariculture wastewater,
dataset-613,10.1016/j.clinimag.2019.08.007,"{'id': 'jour.1087975', 'title': 'Clinical Imaging'}",SVI,T-staging of prostate cancer: Identification of useful signs to standardize detection of posterolateral extraprostatic extension on prostate MRI,
dataset-613,10.1016/j.compenvurbsys.2019.101417,"{'id': 'jour.1028795', 'title': 'Computers Environment and Urban Systems'}",SVI,A thematic mapping method to assess and analyze potential urban hazards and risks caused by flooding,
dataset-613,10.1016/j.jhazmat.2019.121043,"{'id': 'jour.1106099', 'title': 'Journal of Hazardous Materials'}",SVI,"Enhanced simultaneous nitrification, denitrification and phosphorus removal through mixed carbon sources by aerobic granular sludge",
dataset-613,10.1016/j.jclepro.2019.118492,"{'id': 'jour.1044002', 'title': 'Journal of Cleaner Production'}",SVI,Minimization of excess bio-sludge and pollution load in oxic-settling-anaerobic modified activated sludge treatment for tannery wastewater,
dataset-613,10.1002/gps.5225,"{'id': 'jour.1097410', 'title': 'International Journal of Geriatric Psychiatry'}",SVI,The geography of suicide in older adults in Hong Kong: An ecological study,
dataset-613,10.1016/j.scitotenv.2019.134279,"{'id': 'jour.1015499', 'title': 'The Science of The Total Environment'}",SVI,Tackle environmental challenges in pollution controls using artificial intelligence: A review,
dataset-613,10.1002/jctb.6219,"{'id': 'jour.1097496', 'title': 'Journal of Chemical Technology & Biotechnology'}",SVI,Nitrification in the presence of sulfide and organic matter in a sequencing moving bed biofilm reactor (SMBBR) with zeolite as biomass carrier,
dataset-613,10.1002/pros.23917,"{'id': 'jour.1092102', 'title': 'The Prostate'}",SVI,Clinical and pathologic characteristics of familial prostate cancer in Asian population,
dataset-613,10.1111/dmcn.14322,"{'id': 'jour.1001475', 'title': 'Developmental Medicine & Child Neurology'}",SVI,Brain structure in children with congenital visual disorders and visual impairment,
dataset-613,10.1016/j.psep.2019.11.014,"{'id': 'jour.1052128', 'title': 'Process Safety and Environmental Protection'}",SVI,"Application of artificial intelligence to wastewater treatment: A bibliometric analysis and systematic review of technology, economy, management, and wastewater reuse",
dataset-613,10.1016/j.biortech.2019.122291,"{'id': 'jour.1133055', 'title': 'Bioresource Technology'}",SVI,"Application of aerobic granules-continuous flow reactor for saline wastewater treatment: Granular stability, lipid production and symbiotic relationship between bacteria and algae",
dataset-613,10.1007/978-3-030-30648-9,,SVI,"VIII Latin American Conference on Biomedical Engineering and XLII National Conference on Biomedical Engineering, Proceedings of CLAIB-CNIB 2019, October 2-5, 2019, Cancún, México",
dataset-613,10.1007/978-3-030-32816-0_117,,SVI,Characterization of Aerobic Granular Sludge (AGS) Formation During Start-Up Phase for Leachate Treatment,
dataset-613,10.1007/978-3-030-30648-9_172,,SVI,Differences in Heart Rate Variability Between Diabetic and Non-diabetic Intradialytic Hypotensive Patients,
dataset-613,10.1007/978-3-030-11729-0_4,,SVI,Climate and Drought in Turkey,
dataset-613,10.1007/978-3-030-32948-8,,SVI,Attenuation of Incoherent Seismic Noise,
dataset-613,10.1007/978-3-030-23816-2,,SVI,"Operations Management for Social Good, 2018 POMS International Conference in Rio",
dataset-613,10.1007/978-3-030-23816-2_13,,SVI,An Integrated Model of Healthcare Facility Location and Equipment Allocation,
dataset-613,10.1016/b978-0-12-813315-6.00010-5,,SVI,Chapter 10 Processing oil from tight formations,
dataset-613,10.1007/978-3-030-31375-3_1,,SVI,"Time Varying Communication Networks: Modelling, Reliability Evaluation and Optimization",
dataset-613,10.5267/j.ccl.2019.8.002,"{'id': 'jour.1147566', 'title': 'Current Chemistry Letters'}",SVI,A study to use activated sludge anaerobic combining aerobic for treatment of high salt seafood processing wastewater,
dataset-613,10.1007/978-3-030-31375-3,,SVI,Advances in Reliability Analysis and its Applications,
dataset-613,10.1007/978-3-030-16841-4_31,,SVI,Asynchronous Stochastic Variational Inference,http://arxiv.org/pdf/1801.04289
dataset-613,10.1007/978-3-658-28424-4,,SVI,"Kongruenz in der Crossmedia-Kommunikation, Eine Untersuchung der Determinanten und Wirkungen",
dataset-613,10.1007/978-3-030-23876-6_6,,SVI,L2 Normalized Data Clustering Through the Dirichlet Process Mixture Model of von Mises Distributions with Localized Feature Selection,
dataset-613,10.1007/978-3-030-32150-5_108,,SVI,Sludge Detection in Marsh Land: A Survey,
dataset-613,10.1039/c9en00448c,"{'id': 'jour.1049604', 'title': 'Environmental Science Nano'}",SVI,Harmonizing across environmental nanomaterial testing media for increased comparability of nanomaterial datasets,
dataset-613,10.1007/978-981-15-1714-3,,SVI,"High-Rise Urban Form and Microclimate, Climate-Responsive Design for Asian Mega-Cities",
dataset-613,10.1007/978-3-030-32150-5,,SVI,Emerging Trends in Computing and Expert Technology,
dataset-613,10.1007/978-3-030-23876-6,,SVI,Mixture Models and Applications,
dataset-613,10.1007/978-3-030-16841-4,,SVI,"Recent Advances in Big Data and Deep Learning, Proceedings of the INNS Big Data and Deep Learning Conference INNSBDDL2019, held at Sestri Levante, Genova, Italy 16-18 April 2019",
dataset-613,10.1007/978-3-030-11729-0,,SVI,Water Resources of Turkey,
dataset-613,10.1007/978-3-030-32816-0,,SVI,"Proceedings of AICCE'19, Transforming the Nation for a Sustainable Tomorrow",
dataset-613,10.1007/978-3-030-25062-1,,SVI,"The Heart and Circulation, An Integrative Model",
dataset-613,10.1080/00084433.2019.1696605,"{'id': 'jour.1137573', 'title': 'Canadian Metallurgical Quarterly'}",SVI,Effect of probe geometry on fluid flow near laboratory-scale quench probes,
dataset-613,10.14720/aas.2019.114.2.5,"{'id': 'jour.1035597', 'title': 'Acta Agriculturae Slovenica'}",SVI,Longevity and vigour of pigeon pea (Cajanus cajan (L.) Millsp.) seed stored under humid tropical ambient conditions,
dataset-613,10.1111/iju.14161,"{'id': 'jour.1112845', 'title': 'International Journal of Urology'}",SVI,Extensive disease among potential candidates for hemi‐ablative focal therapy for prostate cancer,
dataset-613,10.1080/15412555.2019.1694501,"{'id': 'jour.1033544', 'title': 'COPD Journal of Chronic Obstructive Pulmonary Disease'}",SVI,Chronic Obstructive Pulmonary Disease as a Predictor of Cardiovascular Risk: A Case-Control Study,
dataset-613,10.1002/14651858.cd012767.pub2,"{'id': 'jour.1021883', 'title': 'Cochrane Database of Systematic Reviews'}",SVI,Perioperative restrictive versus goal‐directed fluid therapy for adults undergoing major non‐cardiac surgery,
dataset-613,10.5152/tud.2018.41017,Türk Üroloji Dergisi/Turkish Journal of Urology,SVI,Does extent of prostate-specific antigen fluctuation can predict Gleason score upgrading in low-risk prostate cancer patients?,http://turkishjournalofurology.com/sayilar/155/buyuk/1-Does2.pdf
dataset-613,10.1523/eneuro.0197-19.2019,"{'id': 'jour.1050997', 'title': 'eNeuro'}",SVI,Toric spines at a site of learning,
dataset-613,10.1113/jp277293,"{'id': 'jour.1312031', 'title': 'The Journal of Physiology'}",SVI,Enhancing respiratory sinus arrhythmia increases cardiac output in rats with left ventricular dysfunction,
dataset-613,10.1111/ddi.13013,"{'id': 'jour.1131478', 'title': 'Diversity and Distributions'}",SVI,"Seafloor biodiversity of Canada's three oceans: Patterns, hotspots and potential drivers",
dataset-613,10.1136/annrheumdis-2019-216476,"{'id': 'jour.1017226', 'title': 'Annals of the Rheumatic Diseases'}",SVI,Haemodynamic phenotypes and survival in patients with systemic sclerosis: the impact of the new definition of pulmonary arterial hypertension,
dataset-613,10.1080/09286586.2019.1701040,"{'id': 'jour.1112432', 'title': 'Ophthalmic Epidemiology'}",SVI,Findings from a Rapid Assessment of Avoidable Blindness (RAAB) in the Southwest Region of Kyrgyzstan,
dataset-613,10.1080/09593330.2019.1697377,"{'id': 'jour.1126598', 'title': 'Environmental Technology'}",SVI,Maximizing energy recovery from wastewater via bioflocculation-enhanced primary treatment: a pilot scale study,
dataset-613,10.1088/1755-1315/388/1/012044,IOP Conference Series Earth and Environmental Science,SVI,Seed priming of sorghum cultivars to tolerate salt stress,http://dx.doi.org/10.1088/1755-1315/388/1/012044
dataset-613,10.1002/jctb.6274,"{'id': 'jour.1097496', 'title': 'Journal of Chemical Technology & Biotechnology'}",SVI,Combined enhancement effects of static magnetic field (SMF) and a yeast Candida tropicalis SYF‐1 on continuous treatment of Acid Red B by activated sludge under hypersaline conditions,
dataset-613,10.2214/ajr.19.21836,"{'id': 'jour.1018528', 'title': 'American Journal of Roentgenology'}",SVI,Prognostic Value of Pretreatment MRI in Patients With Prostate Cancer Treated With Radiation Therapy: A Systematic Review and Meta-Analysis.,
dataset-613,10.1002/lary.28271,"{'id': 'jour.1096341', 'title': 'The Laryngoscope'}",SVI,Airway surgery communication protocol: A quality initiative for safe performance of jet ventilation,
dataset-613,10.2166/wst.2019.400,"{'id': 'jour.1120277', 'title': 'Water Science & Technology'}",SVI,Carbon capture for blackwater: chemical enhanced high-rate activated sludge process,
dataset-613,10.1111/tmi.13343,"{'id': 'jour.1115714', 'title': 'Tropical Medicine and International Health'}",SVI,Leprosy in the North and Northeast regions of Brazil: an integrated spatiotemporal approach,
dataset-613,10.1002/fut.22080,"{'id': 'jour.1137642', 'title': 'Journal of Futures Markets'}",SVI,Efficient trinomial trees for local‐volatility models in pricing double‐barrier options,
dataset-613,10.1111/pan.13769,"{'id': 'jour.1102263', 'title': 'Pediatric Anesthesia'}",SVI,Is dynamic arterial elastance a predictor of an increase in blood pressure after fluid administration in pediatric patients with hypotension? Reanalysis of prospective observational studies,
dataset-613,10.1111/bjh.16264,"{'id': 'jour.1017308', 'title': 'British Journal of Haematology'}",SVI,"First‐line R‐CVP versus R‐CHOP induction immunochemotherapy for indolent lymphoma with rituximab maintenance. A multicentre, phase III randomized study by the Polish Lymphoma Research Group PLRG4",
dataset-613,10.1080/24725854.2019.1597316,"{'id': 'jour.1291113', 'title': 'IISE Transactions'}",SVI,Robust location of hidden interdictions on a shortest path network,
dataset-613,10.1371/journal.pone.0225282,PLoS ONE,SVI,"Social vulnerability assessment of dog intake location data as a planning tool for community health program development: A case study in Athens-Clarke County, GA, 2014-2016",http://dx.doi.org/10.1371/journal.pone.0225282
dataset-613,10.1139/cjps-2019-0023,"{'id': 'jour.1126652', 'title': 'Canadian Journal of Plant Science'}",SVI,"Seedling, early vegetative, and adult plant growth of oilseed rapes (Brassica napus L.) under saline stress",
dataset-613,10.1186/s40981-019-0255-9,JA Clinical Reports,SVI,Perioperative anesthetic management of intestinal pseudo-obstruction as a complication of pheochromocytoma,https://jaclinicalreports.springeropen.com/track/pdf/10.1186/s40981-019-0255-9
dataset-613,10.1016/j.wasman.2019.08.044,"{'id': 'jour.1128073', 'title': 'Waste Management'}",SVI,Two-stage granular sludge partial nitritation/anammox process for the treatment of digestate from the anaerobic digestion of the organic fraction of municipal solid waste,
dataset-613,10.1016/j.coesh.2019.09.011,"{'id': 'jour.1300250', 'title': 'Current Opinion in Environmental Science & Health'}",SVI,Aerobic granular sludge process: A fast growing biological treatment for sustainable wastewater treatment,
dataset-613,10.1007/s10957-019-01578-9,"{'id': 'jour.1044187', 'title': 'Journal of Optimization Theory and Applications'}",SVI,An Infeasible Stochastic Approximation and Projection Algorithm for Stochastic Variational Inequalities,
dataset-613,10.1186/s13054-019-2545-z,Critical Care,SVI,Functional hemodynamic tests: a systematic review and a metanalysis on the reliability of the end-expiratory occlusion test and of the mini-fluid challenge in predicting fluid responsiveness,http://dx.doi.org/10.1186/s13054-019-2545-z
dataset-613,10.1111/irfi.12199,"{'id': 'jour.1143086', 'title': 'International Review of Finance'}",SVI,Saddled with Attention: Overreaction to Bankruptcy Filings,
dataset-613,10.1016/j.ophtha.2019.07.010,"{'id': 'jour.1034222', 'title': 'Ophthalmology'}",SVI,Highly variable disease courses in siblings with Stargardt disease.,
dataset-613,10.1186/s13054-019-2306-z,Critical Care,SVI,The effects of passive leg raising may be detected by the plethysmographic oxygen saturation signal in critically ill patients,https://ccforum.biomedcentral.com/track/pdf/10.1186/s13054-019-2306-z
dataset-613,10.1016/j.biortech.2019.122151,"{'id': 'jour.1133055', 'title': 'Bioresource Technology'}",SVI,A comprehensive comparison between non-bulking and bulking aerobic granular sludge in microbial communities,
dataset-613,10.1186/s13613-019-0537-4,Annals of Intensive Care,SVI,Influence of changes in ventricular systolic function and loading conditions on pulse contour analysis-derived femoral dP/dtmax,https://annalsofintensivecare.springeropen.com/track/pdf/10.1186/s13613-019-0537-4
dataset-613,10.1007/s10203-019-00238-x,Decisions in Economics and Finance,SVI,Model-free stochastic collocation for an arbitrage-free implied volatility: Part I,https://link.springer.com/content/pdf/10.1007%2Fs10203-019-00238-x.pdf
dataset-613,10.1016/j.jwpe.2019.100902,"{'id': 'jour.1143108', 'title': 'Journal of Water Process Engineering'}",SVI,Oxic settling anaerobic (OSA) process for excess sludge reduction: 16 months of management of a pilot plant fed with real wastewater,
dataset-613,10.1016/j.urolonc.2019.08.006,"{'id': 'jour.1094069', 'title': 'Urologic Oncology Seminars and Original Investigations'}",SVI,Evaluation of MSKCC Preprostatectomy nomogram in men who undergo MRI-targeted prostate biopsy prior to radical prostatectomy,
dataset-613,10.1186/s40981-019-0291-5,"{'id': 'jour.1053539', 'title': 'JA Clinical Reports'}",SVI,The effects of hemodynamic management using the trend of the perfusion index and pulse pressure variation on tissue perfusion: a randomized pilot study,
dataset-613,10.1186/s13059-019-1873-2,Genome Biology,SVI,The majority of A-to-I RNA editing is not required for mammalian homeostasis,http://dx.doi.org/10.1186/s13059-019-1873-2
dataset-613,10.1016/j.biortech.2019.122154,"{'id': 'jour.1133055', 'title': 'Bioresource Technology'}",SVI,Effect of aeration modes on simultaneous nitrogen and phosphorus removal and microbial community in a continuous flow reactor with granules,
dataset-613,10.1007/s13146-019-00498-z,"{'id': 'jour.1136371', 'title': 'Carbonates and Evaporites'}",SVI,"Phosphate genesis and concentration a response to sea level fluctuation in shallow marine environments of the lower Eocene deposits in the southern Tethyan margin: case study of the Gafsa Basin, southern Tunisia",
dataset-613,10.1186/s12881-019-0794-y,BMC Medical Genetics,SVI,Targeted next generation sequencing in 112 Chinese patients with intellectual disability/developmental delay: novel mutations and candidate gene,https://bmcmedgenet.biomedcentral.com/track/pdf/10.1186/s12881-019-0794-y
dataset-613,10.1007/s13762-019-02496-z,"{'id': 'jour.1036943', 'title': 'International Journal of Environmental Science and Technology'}",SVI,Nano- and microparticles-induced effect on activated sludge properties,
dataset-613,10.1186/s12984-019-0580-2,Journal of NeuroEngineering and Rehabilitation,SVI,Enhancing general spatial skills of young visually impaired people with a programmable distance discrimination training: a case control study,http://dx.doi.org/10.1186/s12984-019-0580-2
dataset-613,10.1007/s13762-019-02397-1,"{'id': 'jour.1036943', 'title': 'International Journal of Environmental Science and Technology'}",SVI,A sludge purging procedure that increases the robustness of upflow anaerobic sludge blanket reactors in sewage treatment,
dataset-613,10.1186/s13054-019-2647-7,Critical Care,SVI,Value of respiratory variation of aortic peak velocity in predicting children receiving mechanical ventilation: a systematic review and meta-analysis,http://dx.doi.org/10.1186/s13054-019-2647-7
dataset-613,10.1186/s13007-019-0389-9,Plant Methods,SVI,Multispectral imaging for presymptomatic analysis of light leaf spot in oilseed rape,https://plantmethods.biomedcentral.com/track/pdf/10.1186/s13007-019-0389-9
dataset-613,10.1007/s10589-019-00120-x,"{'id': 'jour.1042206', 'title': 'Computational Optimization and Applications'}",SVI,Optimal stochastic extragradient schemes for pseudomonotone stochastic variational inequality problems and their variants,
dataset-613,10.1186/s12894-019-0515-z,BMC Urology,SVI,Predictive factors for response to salvage stereotactic body radiotherapy in oligorecurrent prostate cancer limited to lymph nodes: a single institution experience,http://dx.doi.org/10.1186/s12894-019-0515-z
dataset-613,10.1007/s11157-019-09518-9,"{'id': 'jour.1036852', 'title': 'Reviews in Environmental Science and Bio/Technology'}",SVI,Moving forward in the use of aerobic granular sludge for municipal wastewater treatment: an overview,
dataset-613,10.1007/s10203-019-00271-w,"{'id': 'jour.1313765', 'title': 'Decisions in Economics and Finance'}",SVI,"Volatility and volatility-linked derivatives: estimation, modeling, and pricing",
dataset-613,10.1111/ssqu.12666,Social Science Quarterly,SVI,Public Attention to a Local Disaster Versus Competing Focusing Events: Google Trends Analysis Following the 2016 Louisiana Flood,https://onlinelibrary.wiley.com/doi/pdf/10.1111/ssqu.12666
dataset-613,10.1016/j.scitotenv.2019.133825,"{'id': 'jour.1015499', 'title': 'The Science of The Total Environment'}",SVI,In-situ sludge settleability improvement and carbon reuse in SBR process coupled with hydrocyclone,
dataset-613,10.1016/j.rse.2019.111467,"{'id': 'jour.1045931', 'title': 'Remote Sensing of Environment'}",SVI,"Spectral vegetation indices of wetland greenness: Responses to vegetation structure, composition, and spatial distribution",
dataset-613,10.1016/j.oftal.2019.08.002,"{'id': 'jour.1055487', 'title': 'Archivos de la Sociedad Española de Oftalmología'}",SVI,Síntomas visuales y oculares sin causa: La necesidad de un enfoque psicosomático en oftalmología,
dataset-613,10.1186/s12871-019-0878-4,BMC Anesthesiology,SVI,The influence of the infusion of ephedrine and phenylephrine on the hemodynamic stability after subarachnoid anesthesia in senior adults - a controlled randomized trial,http://dx.doi.org/10.1186/s12871-019-0878-4
dataset-613,10.1111/bju.14892,"{'id': 'jour.1103922', 'title': 'BJU International'}",SVI,A machine learning‐assisted decision‐support model to better identify patients with prostate cancer requiring an extended pelvic lymph node dissection,
dataset-613,10.1016/j.ejrad.2019.108784,"{'id': 'jour.1092504', 'title': 'European Journal of Radiology'}",SVI,Cardiac Magnetic Resonance Imaging as a Prognostic Biomarker in Treatment-Naïve Pulmonary Hypertension,
dataset-613,10.1186/s13019-019-0966-z,Journal of Cardiothoracic Surgery,SVI,Use of low-dose β1-blocker for sinus tachycardia in patients with catecholamine support following cardiovascular surgery: a retrospective study,http://dx.doi.org/10.1186/s13019-019-0966-z
dataset-613,10.1186/s12894-018-0434-4,BMC Urology,SVI,Effect of prostate gland weight on the surgical and oncological outcomes of extraperitoneal robot-assisted radical prostatectomy,https://bmcurol.biomedcentral.com/track/pdf/10.1186/s12894-018-0434-4
dataset-613,10.1038/s41598-019-47888-w,Scientific Reports,SVI,Heart Rate Variability reveals the fight between racially biased and politically correct behaviour,http://dx.doi.org/10.1038/s41598-019-47888-w
dataset-613,10.1016/j.jenvman.2019.109559,"{'id': 'jour.1018392', 'title': 'Journal of Environmental Management'}",SVI,Sludge dewaterability: The variation of extracellular polymeric substances during sludge conditioning with two natural organic conditioners,
dataset-613,10.1007/s12630-019-01475-9,"{'id': 'jour.1017152', 'title': ""Journal canadien d'anesthésie""}",SVI,Perioperative multi-system optimization protocol in elderly hip fracture patients: a randomized-controlled trial,
dataset-613,10.1007/s00246-019-02195-z,"{'id': 'jour.1091102', 'title': 'Pediatric Cardiology'}",SVI,Acute Change in Ventricular Contractility-Load Coupling After Corrective Surgery for Congenital Heart Defect: A Retrospective Cohort Study,
dataset-613,10.1007/s10532-019-09886-7,"{'id': 'jour.1100914', 'title': 'Biodegradation'}",SVI,The effect of quorum sensing on performance of salt-tolerance aerobic granular sludge: linking extracellular polymeric substances and microbial community,
dataset-613,10.1111/tgis.12601,"{'id': 'jour.1048960', 'title': 'Transactions in GIS'}",SVI,Assessing the effect of temporal dynamics on urban growth simulation: Towards an asynchronous cellular automata,
dataset-613,10.1016/j.ejvs.2019.06.659,"{'id': 'jour.1097311', 'title': 'European Journal of Vascular and Endovascular Surgery'}",SVI,Open Versus Endovascular Revascularization for the Treatment of Acute Lower Limb Ischaemia: A Nationwide Cohort Study,
dataset-613,10.1016/j.ejvs.2019.06.658,"{'id': 'jour.1097311', 'title': 'European Journal of Vascular and Endovascular Surgery'}",SVI,The Lama Trial – A Randomized Controlled Trial Comparing Endovenous Laser Ablation Versus Mechanochemical Ablation in the Treatment of Superficial Venous Incompetence,
dataset-613,10.1007/s00101-019-00674-9,"{'id': 'jour.1017033', 'title': 'Der Anaesthesist'}",SVI,Kardiorespiratorische Effekte perioperativer Positionierungsmaßnahmen,
dataset-613,10.1007/s11270-019-4355-y,"{'id': 'jour.1320065', 'title': 'Water, Air, & Soil Pollution'}",SVI,High Sensitive Metamaterial Sensor for Water Treatment Centres,
dataset-613,10.1016/j.envint.2019.105331,"{'id': 'jour.1088587', 'title': 'Environment International'}",SVI,Geospatial-temporal analysis of the impact of ozone on asthma rescue inhaler use,
