title,url,authors,open,journal,search_term,dataset_id
Evaluation of the MACC operational forecast system – potential and challenges of global near-real-time modelling with respect to reactive gases in the troposphere,https://hal.archives-ouvertes.fr/hal-01122760,"Wagner , A., Blechschmidt , A.-M., Bouarar , Idir, Brunke , E.-G., Clerbaux , Cathy, Cupeiro , M., Cristofanelli , P., Eskes , H., Flemming , J., Flentje , H., George , Maya, Gilge , S., Hilboll , A., Inness , A., Kapsomenakis , J., Richter , A., Ries , L., Spangl , W., Stein , O., Weller , R., Zerefos , C.",True,Atmospheric Chemistry and Physics,Global Forecast System,dataset-620
Recent Northern Hemisphere mid-latitude medium-range deterministic forecast skill,https://doaj.org/toc/1600-0870,"Rolf H. Langland, Ryan N. Maue",True,Tellus A,Global Forecast System,dataset-620
Scale-dependent estimates of the growth of forecast uncertainties in a global prediction system,http://dx.doi.org/10.1080/16000870.2017.1287492,"Nedjeljka Žagar, Martin Horvat, Žiga Zaplotnik, Linus Magnusson",True,Tellus: Series A,Global Forecast System,dataset-620
Weakly coupled atmosphere–ocean data assimilation in the Canadian global prediction system (v1),https://www.geosci-model-dev.net/12/5097/2019/gmd-12-5097-2019.pdf,"S. Skachko, M. Buehner, S. Laroche, E. Lapalme, G. Smith, F. Roy, D. Surcel-Colan, J.-M. Bélanger, L. Garand",True,Geoscientific Model Development,Global Forecast System,dataset-620
Seasonal predictability of the winter North Atlantic Oscillation from a jet stream perspective,http://ora.ox.ac.uk/objects/uuid:,"Parker, T, Woollings, T, Weisheimer, A, O'Reilly, C, Baker, L, Shaffrey, L",True,Geophysical Research Letters,Global Forecast System,dataset-620
Forecasting Ocean Chlorophyll in the Equatorial Pacific,http://dx.doi.org/10.3389/fmars.2017.00236,"Rousseaux, Cecile S., Gregg, Watson W.",True,Frontiers in Marine Science,Global Forecast System,dataset-620
Flood Forecasting Based on TIGGE Precipitation Ensemble Forecast,http://dx.doi.org/10.1155/2016/9129734,"Jinyin Ye, Yuehong Shao, Zhijia Li",True,Advances in Meteorology,Global Forecast System,dataset-620
Evaluation of a probabilistic hydrometeorological forecast system,http://hdl.handle.net/20.500.11850/19828,"B. Ahrens, S. Jaun",True,,Global Forecast System,dataset-620
Characterization of the near surface wind speed distribution at global scale: ERA-Interim reanalysis and ECMWF seasonal forecasting system 4,http://hdl.handle.net/2117/132676,"Marcos, Raül, González-Reviriego, Nube, Torralba, Verónica, Soret, Albert, Doblas-Reyes, Francisco J.",True,Climate Dynamics,Global Forecast System,dataset-620
Inclusão das sondagens AIRS/AMSU no sistema global de assimilação/previsão de tempo do CPTEC/INPE: estudo de impacto,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862008000100009,"Rita Valéria Andreoli, Rodrigo Augusto Ferreira de Souza, Luiz Fernando Sapucci, Sérgio Henrique F. Soares, Dirceu Luis Herdies, José Antonio Aravéquia",True,,Global Forecast System,dataset-620
Photovoltaic yield prediction using an irradiance forecast model based on multiple neural networks,http://link.springer.com/article/10.1007/s40565-018-0393-5,"Saad Parvaiz DURRANI, Stefan BALLUFF, Lukas WURZER, Stefan KRAUTER",True,Journal of Modern Power Systems and Clean Energy,Global Forecast System,dataset-620
Ensemble flood forecasting based on ensemble NWP and the GMKHM distributed hydrological model,https://doi.org/10.1051/matecconf/201824601108,"Wang Lili, Bao Hongjun",True,MATEC Web of Conferences,Global Forecast System,dataset-620
Range-dependent thresholds for global flood early warning,http://www.sciencedirect.com/science/article/pii/S2589915519300185,"Lorenzo Alfieri, Ervin Zsoter, Shaun Harrigan, Feyera Aga Hirpa, Christophe Lavaysse, Christel Prudhomme, Peter Salamon",True,Journal of Hydrology X,Global Forecast System,dataset-620
Validation of reactive gases and aerosols in the MACC global analysis and forecast system,http://juser.fz-juelich.de/record/275997,"Eskes, H., Huijnen, V., Engelen, R., Flentje, H., Gaudel, A., Griesfeller, J., Jones, L., Kapsomenakis, J., Katragkou, E., Kinne, S., Langerock, B., Razinger, M., Arola, A., Richter, A., Schultz, Martin, Schulz, M., Sudarchikova, N., Thouret, V., Vrekoussis, M., Wagner, A., Zerefos, C., Benedictow, A., Blechschmidt, A.-M., Botek, E., Boucher, O., Bouarar, I., Chabrillat, S., Cuevas, E.",True,,Global Forecast System,dataset-620
Structural and logical model of contemporary global economic system,https://www.um.edu.mt/library/oar//handle/123456789/29005,"Popkova, Elena, Chechina, Oksana, Sultanova, Aleksandra",True,,Global Forecast System,dataset-620
Study of the combined effects of data assimilation and grid nesting in ocean models – application to the Gulf of Lions,https://orbi.uliege.be/handle/2268/6295,"Vandenbulcke, Luc, Barth, Alexander, Rixen, Michel, Alvera Azcarate, Aïda, Ben Bouallegue, Zied, Beckers, Jean-Marie",True,,Global Forecast System,dataset-620
Explicit Prediction of Continental Convection in a Skillful Variable‐Resolution Global Model,https://doi.org/10.1029/2018MS001542,"Lucas M. Harris, Shannon L. Rees, Matthew Morin, Linjiong Zhou, William F. Stern",True,Journal of Advances in Modeling Earth Systems,Global Forecast System,dataset-620
Multi-model cross-pollination in time,http://dro.dur.ac.uk/25962/1/25962.pdf,"Du, Hailiang, Smith, Leonard A.",True,,Global Forecast System,dataset-620
Will the global crisis lead to global transformations? 2. The coming epoch of new coalitions,http://cyberleninka.ru/article/n/will-the-global-crisis-lead-to-global-transformations-2-the-coming-epoch-of-new-coalitions,"Grinin, Leonid, Korotayev, Andrey",True,Journal of Globalization Studies,Global Forecast System,dataset-620
Evaluation of a probabilistic hydrometeorological forecast system,http://publikationen.ub.uni-frankfurt.de/files/6709/hess_13_1031_2009.pdf,"Jaun, Simon, Ahrens, Bodo",True,,Global Forecast System,dataset-620
Assessing the Impact of Surface and Upper-Air Observations on the Forecast Skill of the ACCESS Numerical Weather Prediction Model over Australia,http://www.mdpi.com/2073-4433/9/1/23,"Sergei Soldatenko, Chris Tingwell, Peter Steinle, Boris A. Kelly-Gerreyn",True,Atmosphere,Global Forecast System,dataset-620
Global 4DVAR Assimilation and Forecast Experiments Using AMSU Observations over Land. Part I: Impacts of Various Land Surface Emissivity Parameterizations,https://hal-meteofrance.archives-ouvertes.fr/meteo-00463475,"Karbou , Fatima, Rabier , Florence, Gerard , Elisabeth",True,,Global Forecast System,dataset-620
Ukraine in the footsteps of Bulgaria – the socio-economic analysis and forecast,https://economic-bulletin.com/index.php/journal/article/view/263,Mitko Hitov,True,Економічний вісник університету,Global Forecast System,dataset-620
Estimating the global severity of potato late blight with GIS-linked disease forecast models,http://library.wur.nl/WebQuery/wurpubs/122995,"Hijmans, R.J., Forbes, G.A., Walker, T.S.",False,,Global Forecast System,dataset-620
A World at Risk: Aggregating Development Trends to Forecast Global Habitat Conversion,http://dx.doi.org/10.1371/journal.pone.0006802,"James R Oakleaf, Christina M Kennedy, Sharon Baruch-Mordo, Paul C West, James S Gerber, Larissa Jarvis, Joseph Kiesecker",True,PLoS ONE,Global Forecast System,dataset-620
Research of the strategic prospects for development of Ukraine integration into the global system of international trade,http://journals.uran.ua/tarp/article/view/72716,"Бабенко, Віталіна Олексіївна, Петухова, Віолетта Олегівна, Сідоров, Михайло Вадимович",True,Tehnologìčnij Audit ta Rezervi Virobnictva,Global Forecast System,dataset-620
The review of the monograph “Transport system: Models of development and forecast” (by Adolfas Baublys),https://doaj.org/toc/1648-4142,Vytautas Paulauskas,True,Transport,Global Forecast System,dataset-620
The Impact of Model Uncertainties on Analyzed Data in a Global Data Assimilation System,http://tao.cgu.org.tw/images/attachments/v221p015.pdf,"Song-You Hong, Hyun Mee Kim, Jung-Eun Kim, Seung-On Hwang, Hoon Park",True,Terrestrial,Global Forecast System,dataset-620
The role of model and initial condition error in numerical weather forecasting investigated with an observing system simulation experiment,https://doaj.org/toc/1600-0870,"Nikki C. Priv&#x00E9;, Ronald M. Errico",True,Tellus A,Global Forecast System,dataset-620
Estimating the Impact of Global Navigation Satellite System Horizontal Delay Gradients in Variational Data Assimilation,http://dx.doi.org/10.14279/depositonce-8938,"Zus, Florian, Douša, Jan, Kačmařík, Michal, Václavovic, Pavel, Dick, Galina, Wickert, Jens",True,Remote Sensing,Global Forecast System,dataset-620
Coupling ensemble weather predictions based on TIGGE database with Grid-Xinanjiang model for flood forecast,http://centaur.reading.ac.uk/35035/1/adgeo-29-61-2011.pdf,"H.-J. Bao, L.-N. Zhao, Y. He, Z.-J. Li, F. Wetterhall, H. L. Cloke, F. Pappenberger, D. Manful",True,Advances in Geosciences,Global Forecast System,dataset-620
A Comparison of ETKF and Downscaling in a Regional Ensemble Prediction System,https://doaj.org/toc/2073-4433,"Hanbin Zhang, Jing Chen, Xiefei Zhi, Yanan Wang",True,Atmosphere,Global Forecast System,dataset-620
Dynamical downscaling of GloSea5 over Ethiopia,http://www.sciencedirect.com/science/article/pii/S2405880717300110,"S. Tucker, R.G. Jones, E. Buonomo, L. Burgin, F. Gallo",True,Climate Services,Global Forecast System,dataset-620
Forecasting global atmospheric CO<sub>2</sub>,http://www.atmos-chem-phys.net/14/11959/2014/acp-14-11959-2014.pdf,"A. Agustí-Panareda, S. Massart, F. Chevallier, S. Boussetta, G. Balsamo, A. Beljaars, P. Ciais, N. M. Deutscher, R. Engelen, L. Jones, R. Kivi, J.-D. Paris, V.-H. Peuch, V. Sherlock, A. T. Vermeulen, P. O. Wennberg, D. Wunch",True,Atmospheric Chemistry and Physics,Global Forecast System,dataset-620
On forecasting ionospheric total electron content responses to high-speed solar wind streams,http://dx.doi.org/10.1051/swsc/2016014,"Meng Xing, Mannucci Anthony J., Verkhoglyadova Olga P., Tsurutani Bruce T.",True,Journal of Space Weather and Space Climate,Global Forecast System,dataset-620
Recent development of the Met Office operational ocean forecasting system: an overview and assessment of the new Global FOAM forecasts,http://www.geosci-model-dev.net/7/2613/2014/gmd-7-2613-2014.pdf,"E. W. Blockley, M. J. Martin, A. J. McLaren, A. G. Ryan, J. Waters, D. J. Lea, I. Mirouze, K. A. Peterson, A. Sellar, D. Storkey",True,Geoscientific Model Development,Global Forecast System,dataset-620
Global observations of 2 day wave coupling to the diurnal tide in a high-altitude forecast-assimilation system,https://researchportal.bath.ac.uk/en/publications/global-observations-of-2day-wave-coupling-to-the-diurnal-tide-in-a-highaltitude-forecastassimilation-system(efcc2be0-8cc8-44d4-ac4a-ebb2ecd0f59d).html,"Lieberman, R. S., Riggin, D. M., Nguyen, V., Palo, S. E., Siskind, D. E., Mitchell, N. J., Stober, G., Wilhelm, S., Livesey, N. J.",True,,Global Forecast System,dataset-620
US Navy Operational Global Ocean and Arctic Ice Prediction Systems,http://tos.org/oceanography/archive/27-3_metzger.pdf,"E. Joseph Metzger, Ole Martin Medstad, Prasad G. Thoppil, Harley E. Hurlburt, James A. Cummings, Alan J. Walcraft, Luis Zamudio, Deborah S. Franklin, Pamela G. Posey, Michael W. Phelps, Patrick J. Hogan, Frank L. Bub, Chris J. DeHaan",True,Oceanography,Global Forecast System,dataset-620
A global carbon assimilation system using a modified ensemble Kalman filter,https://doaj.org/toc/1991-9603,"S. Zhang, X. Zheng, J. M. Chen, Z. Chen, B. Dan, X. Yi, L. Wang, G. Wu",True,,Global Forecast System,dataset-620
Predicting the Evolution of the 2014–2016 California Current System Marine Heatwave From an Ensemble of Coupled Global Climate Forecasts,https://www.frontiersin.org/article/10.3389/fmars.2019.00497/full,"Michael G. Jacox, Michael G. Jacox, Desiree Tommasi, Desiree Tommasi, Michael A. Alexander, Gaelle Hervieux, Gaelle Hervieux, Charles A. Stock",True,Frontiers in Marine Science,Global Forecast System,dataset-620
Realistic Initialization of Land Surface States: Impacts on Subseasonal Forecast Skill,http://www.escholarship.org/uc/item/8p596386,"Koster, Randal D, Suarez, Max J, Liu, Ping, Jambor, Urszula, Berg, Aaron, Kistler, Michael, Reichle, Rolf, Rodell, Matthew, Famiglietti, Jay",True,,Global Forecast System,dataset-620
"PARAMETERISASI MODEL CUACA WRF-ARW UNTUK MENDUKUNG KEGIATAN TEKNOLOGI MODIFIKASI CUACA (TMC) DI SUMATERA, SULAWESI, DAN JAWA",http://ejurnal.bppt.go.id/index.php/JSTMC/article/view/2184,"Ridwan, Ridwan, Kudsy, Mahally",True,Jurnal Sains & Teknologi Modifikasi Cuaca,Global Forecast System,dataset-620
Precipitation and floodiness,http://centaur.reading.ac.uk/48005/8/Stephens_et_al-Geophysical_Research_Letters.pdf,"Stephens, Elisabeth, Day, Jonny J., Pappenberger, Florian, Cloke, Hannah",True,,Global Forecast System,dataset-620
Verification of Ensemble Water Supply Forecasts for Sierra Nevada Watersheds,http://www.mdpi.com/2306-5338/3/4/35,"Minxue He, Brett Whitin, Robert Hartman, Arthur Henkel, Peter Fickenschers, Scott Staggs, Andy Morin, Michael Imgarten, Alan Haynes, Mitchel Russo",True,Hydrology,Global Forecast System,dataset-620
Study on the Construction of Initial Condition Perturbations for the Regional Ensemble Prediction System of North China,https://doaj.org/toc/2073-4433,"Zhang, Hanbin, Chen, Min, Fan, Shuiyong",True,Atmosphere,Global Forecast System,dataset-620
Improving Arctic sea ice edge forecasts by assimilating high horizontal resolution sea ice concentration data into the US Navy's ice forecast systems,http://www.the-cryosphere.net/9/1735/2015/tc-9-1735-2015.pdf,"P. G. Posey, E. J. Metzger, A. J. Wallcraft, D. A. Hebert, R. A. Allard, O. M. Smedstad, M. W. Phelps, F. Fetterer, J. S. Stewart, W. N. Meier, S. R. Helfrich",True,The Cryosphere,Global Forecast System,dataset-620
POTENTIAL ROLE OF THE NDB AND AIIB IN THE GLOBAL FINANCIAL SYSTEM,http://cyberleninka.ru/article/n/potential-role-of-the-ndb-and-aiib-in-the-global-financial-system,"LARIONOVA MARINA VLADIMIROVNA, SHELEPOV ANDREI VLADIMIROVICH",True,Вестник Российского университета дружбы народов. Серия: Международные отношения,Global Forecast System,dataset-620
Satellite based forecasting of sea surface temperature in the Tuscan Archipelago,http://hdl.handle.net/10261/99335,"Álvarez-Díaz, Alberto, Orfila, Alejandro, Sellschopp, Jürgen",True,International Journal for Remote Sensing,Global Forecast System,dataset-620
Effect of Human-Induced Land Disturbance on Subseasonal Predictability of Near-Surface Variables Using an Atmospheric General Circulation Model,https://www.mdpi.com/2073-4433/10/11/725,"Tomohito J. Yamada, Yadu Pokhrel",True,Atmosphere,Global Forecast System,dataset-620
Global observations and forecast skill,http://www.tellusa.net/index.php/tellusa/article/view/14723,"Bengtsson, Lennart, Hodges, Kevin I., Froude, Lizzie S. R.",True,Tellus A,Global Forecast System,dataset-620
Statistical postprocessing of ensemble global radiation forecasts with penalized quantile regression,http://dx.doi.org/10.1127/metz/2016/0748,Zied Ben Bouallègue,True,Meteorologische Zeitschrift,Global Forecast System,dataset-620
"Challenges, Contradictions and Risks of the Modern Global Economy",http://www.problecon.com/export_pdf/problems-of-economy-2017-2_0-pages-19_25.pdf,Deyneka Tetyana A.,True,Problemi Ekonomiki,Global Forecast System,dataset-620
Initial perturbations based on the ensemble transform (ET) technique in the NCEP global operational forecast system,http://www.tellusa.net/index.php/tellusa/article/view/15267,"Wei, Mozheng, Toth, Zoltan, Wobus, Richard, Zhu, Yuejian",True,Tellus A,Global Forecast System,dataset-620
"Skill of a global seasonal streamflow forecasting system, relative roles of initial conditions and meteorological forcing",http://dspace.library.uu.nl/handle/1874/301752,"Candogan Yossef, N., Winsemius, H.C., Weerts, A., Van Beek, R., Bierkens, M.F.P.",True,,Global Forecast System,dataset-620
Convection in Lorenz’s global energy cycle with the ECMWF model,http://www.tellusa.net/index.php/tellusa/article/view/15510,"Steinheimer, Martin, Hantel, Michael, Bechtold, Peter",True,Tellus A,Global Forecast System,dataset-620
Three-model ensemble wind prediction in southern Italy,https://doaj.org/toc/1432-0576,"R. C. Torcasio, S. Federico, C. R. Calidonna, E. Avolio, O. Drofa, T. C. Landi, P. Malguzzi, A. Buzzi, P. Bonasoni",True,,Global Forecast System,dataset-620
Assimilation of GNSS radio occultation observations in GRAPES,https://doaj.org/toc/1867-8548,"Y. Liu, Y. Liu, J. Xue",True,,Global Forecast System,dataset-620
Global 4DVAR Assimilation and Forecast Experiments Using AMSU Observations over Land. Part II: Impacts of Assimilating Surface-Sensitive Channels on the African Monsoon during AMMA,https://hal-meteofrance.archives-ouvertes.fr/meteo-00463557,"Karbou , Fatima, Rabier , Florence, Lafore , Jean-Philippe, Redelsperger , Jean-Luc, Bock , Olivier",True,,Global Forecast System,dataset-620
A case study of outlier event on solar irradiance forecasts from the two NWPs with different horizontal resolutions,https://doi.org/10.1051/rees/2016049,"Ohtake Hideaki, Takashima Takumi, Oozeki Takashi, da Silva Fonseca Joao Gari, Yamada Yoshinori",True,Renewable Energy and Environmental Sustainability,Global Forecast System,dataset-620
Seasonal forecasting of groundwater levels in principal aquifers of the United Kingdom,http://dx.doi.org/10.1016/j.jhydrol.2015.10.018,"Mackay, J.D., Jackson, C.R., Brookshaw, A., Scaife, A.A., Cook, J., Ward, R.S.",True,,Global Forecast System,dataset-620
A forecast of the dynamic response of the Nigerian economy to the 2007/2008 global financial crisis,http://cyberleninka.ru/article/n/a-forecast-of-the-dynamic-response-of-the-nigerian-economy-to-the-2007-2008-global-financial-crisis,"Umaru, Ibrahim",True,"Современная экономика: проблемы, тенденции, перспективы",Global Forecast System,dataset-620
Seasonal weather forecasts for crop yield modelling in Europe,http://www.tellusa.net/index.php/tellusa/article/view/14669,"Cantelaube, Pierre, Terres, Jean-Michel",True,Tellus A,Global Forecast System,dataset-620
