title,journal,url,authors,doi,search_term,dataset_id
Tidal Datum Planes and Tidal Boundaries and Their Use as Legal Boundaries: A Study with Recommendations for Virginia,,http://dx.doi.org/10.21220/v5rj13,"Boon III, J.D. And Lynch, M.",10.21220/v5rj13,Tidal Datum,dataset-614
New Jersey Tidal Datum Network,,http://dx.doi.org/10.7282/t3p84bkb,No Name Supplied,10.7282/t3p84bkb,Tidal Datum,dataset-614
Analysis of Tidal data for Dagang Tidal Gauge and Study of The National Height Datum,Acta Geodaetica et Cartographica Sinica,http://xb.sinomaps.com:8081/Jwk_chxb/CN/Y2015/V44/I6/591,"WU Fumei, WEI Ziqing, LI Yingchun",10.11947/j.AGCS.2015.10.11947/j.AGCS.2015.20140110,Tidal Datum,dataset-614
Determination of the chart datum for the Persian Gulf and Oman Sea based on Jason-1 satellite altimetry data,,http://aquaticcommons.org/24884/,"Lari, K., Abrehdary, M., Sudkolaei, A.",,Tidal Datum,dataset-614
VARIATION OF CHART DATUM TOWARDS MARITIME DELIMITATION DUE TO RISING SEA LEVEL,The International Archives of the Photogrammetry,https://doaj.org/toc/2194-9034,"Faizuddin, A. R. M., Razali, M. M.",10.5194/isprs-archives-XLII-4-W5-73-2017,Tidal Datum,dataset-614
Trends in United States Tidal Datum Statistics and Tide Range,,https://escholarship.org/uc/item/5846m8hm,"Flick, R E, Murray, J F, Ewing, L C",,Tidal Datum,dataset-614
"Update to the tidal data in VDatum for eastern Florida, Georgia, and South Carolina.",,http://dx.doi.org/10.7289/v5/tm-nos-cs-37,"Hess, Kurt W., White, Stephen A. (Stephen Alston), Jeong, Inseong",10.7289/v5/tm-nos-cs-37,Tidal Datum,dataset-614
THE IMPACT OF SEA LEVEL RISE ON GEODETIC VERTICAL DATUM OF PENINSULAR MALAYSIA,The International Archives of the Photogrammetry,https://doaj.org/toc/2194-9034,"Din, A. H. M., Abazu, I. C., Pa’suya, M. F., Omar, K. M., Hamid, A. I. A.",10.5194/isprs-archives-XLII-4-W1-237-2016,Tidal Datum,dataset-614
A method for detecting and locating the gross error of tidal based on wavelet analysis,E3S Web of Conferences,https://www.e3s-conferences.org/articles/e3sconf/pdf/2019/57/e3sconf_chinabiofilms18_01036.pdf,"Zhang Jin, Li ShuJun, Meng FanJun",10.1051/e3sconf/201913101036,Tidal Datum,dataset-614
A comparison of datums derived from CO-OPS verified data products and Tidal Analysis Datum Calculator.,,http://dx.doi.org/10.7289/v5/tr-nos-coops-085,"Licate, Louis A., Huang, Lijuan, Dusek, Greg",10.7289/v5/tr-nos-coops-085,Tidal Datum,dataset-614
Crustal Subsidence Analysis from GNSS Data for Dagang Tidal Station in Qingdao,Acta Geodaetica et Cartographica Sinica,http://html.rhhz.net/CHXB/html/2017-4-430.htm,"WU Fumei, WEI Ziqing, LIU Guangming",10.11947/j.AGCS.2017.20160506,Tidal Datum,dataset-614
Efficient modeling of height datum based on GIS,,https://doaj.org/toc/2194-9034,Q. Qiao,10.5194/isprsarchives-XL-4-209-2014,Tidal Datum,dataset-614
Development and Use of Tide Models in Alaska Supporting VDatum and Hydrographic Surveying,Journal of Marine Science and Engineering,http://www.mdpi.com/2077-1312/2/1/171,"Shi, Lei, Wang, Jindong, Myers, Edward, Huang, Lijuan",10.3390/jmse2010171,Tidal Datum,dataset-614
Statistical Interpolation of Tidal Datums and Computation of Its Associated Spatially Varying Uncertainty,Journal of Marine Science and Engineering,http://www.mdpi.com/2077-1312/4/4/64,"Lei Shi, Edward Myers",10.3390/jmse4040064,Tidal Datum,dataset-614
Adding to the toolbox for tidal-inundation mapping in estuarine areas,,https://europepmc.org/articles/PMC6416087/,"Flitcroft, Rebecca, Clinton, Patrick, Christiansen, Kelly",10.1007/s11852-018-0605-1,Tidal Datum,dataset-614
Mapping Sea Level Rise Behavior in an Estuarine Delta System: A Case Study along the Shanghai Coast,Engineering,http://www.sciencedirect.com/science/article/pii/S2095809917308068,"H.Q. Cheng, J.Y. Chen, Z.J. Chen, R.L. Ruan, G.Q. Xu, G. Zeng, J.R. Zhu, Z.J. Dai, X.Y. Chen, S.H. Gu, X.L. Zhang, H.M. Wang",10.1016/j.eng.2018.02.002,Tidal Datum,dataset-614
"Chart Datum and Bathymetry Correction To Support Managing Coral Grouper In Lepar And Pongok Island Waters, South Bangka Regency",Ilmu Kelautan,https://ejournal.undip.ac.id/index.php/ijms/article/view/18169,"Sudirman Adibrata, Fredinan Yulianda, Mennofatria Boer, I Wayan Nurjaya",10.14710/ik.ijms.23.4.179-186,Tidal Datum,dataset-614
Improving the Positioning Accuracy of Satellite-Borne GNSS-R Specular Reflection Point on Sea Surface Based on the Ocean Tidal Correction Positioning Method,Remote Sensing,http://dx.doi.org/10.3390/rs11131626,"Fan Wu, Wei Zheng, Zhaowei Li, Zongqiang Liu",10.3390/rs11131626,Tidal Datum,dataset-614
"Improvements for the Western North Atlantic, Caribbean and Gulf of Mexico ADCIRC Tidal Database (EC2015)",Journal of Marine Science and Engineering,http://www.mdpi.com/2077-1312/4/4/72,"Christine Szpilka, Kendra Dresback, Randall Kolar, Jesse Feyen, Jindong Wang",10.3390/jmse4040072,Tidal Datum,dataset-614
ANALISIS JULAT PASANG SURUT (TIDAL RANGE) DAN PENGARUHNYA TERHADAP SEBARAN TOTAL SEDIMEN TERSUSPENSI (TSS) DI PERAIRAN TELUK PARE,Jurnal Kelautan,https://doaj.org/toc/1907-9931,"Ulung Jantama Wisha, Aida Heriati",10.21107/jk.v9i1.1066,Tidal Datum,dataset-614
"A century of sea level measurements at Newlyn, SW England",,http://nora.nerc.ac.uk/512368/,"Bingley, R.M., Bradshaw, E., Woodworth, P.L., Hibbert, A., Bradley, L.J., Pugh, D.T., Fane, C.",10.1080/01490419.2015.1121175,Tidal Datum,dataset-614
Attainable standards of accuracy in the determination of Holocene sea levels in the Central Pacific: Introductory note,,https://www.repository.cam.ac.uk/handle/1810/291022,"Spencer, Thomas, Hamylton, SM",10.17863/CAM.38201,Tidal Datum,dataset-614
Attainable standards of accuracy in the determination of Holocene sea levels in the Central Pacific: Introductory note,,http://dx.doi.org/10.17863/cam.38201,"Spencer, Thomas, Hamylton, SM",10.17863/cam.38201,Tidal Datum,dataset-614
"Environmental constraints of foraminiferal assemblages distribution across a brackish tidal marsh (Caminha, NW Portugal)",,http://hdl.handle.net/1822/26010,"Fatela, F., Moreno, J., Moreno, F., Araújo, M. Fátima, Valente, Teresa Maria Fernandes, Antunes, Carlos, Taborda, Rui, Andrade, César, Drago, Teresa",10.1016/j.marmicro.2008.11.001,Tidal Datum,dataset-614
Channel and flow relationships in tidal salt marsh wetlands,,http://www.escholarship.org/uc/item/45j7t420,"Leopold, Luna B, Collins, Laurel, Inbar, Moshe",,Tidal Datum,dataset-614
"Evaluation of design, environmental, and sustainability attributes affecting urban fisheries restoration habitat in Vancouver, British Columbia, Canada",,http://dx.doi.org/10.14288/1.0220727,"Slogan, James Randolph",10.14288/1.0220727,Tidal Datum,dataset-614
"Impact of Climate Change on the Santos Harbor, Sao Paulo State (Brazil)",TransNav: International Journal on Marine Navigation and Safety of Sea Transportation,https://doaj.org/toc/2083-6481,"Paolo Alfredini, Emilia Arasaki, A. Pezzoli, Charles Fournier",10.12716/1001.07.04.17,Tidal Datum,dataset-614
Assessment of three dredging plans for a wave-dominated inlet,,http://repositorio.lnec.pt:8080/jspui/handle/123456789/1008329,"Mendes, D., Fortunato, A. B., Pires Silva, A.",10.1680/jmaen.2015.7,Tidal Datum,dataset-614
Mekong delta much lower than previously assumed in sea-level rise impact assessments,Nature Communications,http://europepmc.org/articles/PMC6713785,"Minderhoud, P. S. J., Coumou, L., Erkens, G., Middelkoop, H., Stouthamer, E.",10.1038/s41467-019-11602-1,Tidal Datum,dataset-614
ANALISIS DEBIT DRAINASE DI RAWA PASANG SURUT HUTAN TANAMAN INDUSTRI (HTI) DI OGAN KOMERING ILIR (OKI) SUMATERA SELATAN,Jurnal Geografi Gea,http://ejournal.upi.edu/index.php/gea/article/view/1640,"Zuchri, Rosmina, Setiawan, Budi Indra, Setyawan, Dwi, Soewarso, Soewarso",10.17509/gea.v11i1.1640,Tidal Datum,dataset-614
"Diatoms and pollen data from modern surface sediment samples collected from the Merang wetlands, Kuala Terengganu, Malaysia",Data in Brief,http://www.sciencedirect.com/science/article/pii/S2352340918313738,"Cheuk-Yan Tam, Yongqiang Zong, Haixian Xiong, Zhuo Zheng",10.1016/j.dib.2018.10.156,Tidal Datum,dataset-614
"Ecomorphology of <i>Crassostrea cucullata</i> (Born, 1778) (Ostreidae) in a mangrove creek (Gazi, Kenya)",,http://www.vliz.be/nl/open-marien-archief?module=ref&refid=72754,"Tack, J.F., Vanden Berghe, E., Polk, F.",,Tidal Datum,dataset-614
Reassessing transfer-function performance in sea-level reconstruction based on benthic salt-marsh foraminifera from the Atlantic coast of NE North America.,,https://research.vu.nl/en/publications/cdbea99f-288f-4654-b3de-5d229e8de5ad,"Wright, A., Edwards, R.J., van de Plassche, O.",10.1007/s10933-011-9523-z,Tidal Datum,dataset-614
Application of Unstructured Mesh Modeling in Evolving SGE of an Airport at the Confluence of Multiple Rivers in a Macro Tidal Region,,https://zenodo.org/record/1129235,"A. A. Purohit, M. M. Vaidya, M. D. Kudale",10.5281/zenodo.1129234,Tidal Datum,dataset-614
Application Of Unstructured Mesh Modeling In Evolving Sge Of An Airport At The Confluence Of Multiple Rivers In A Macro Tidal Region,,http://dx.doi.org/10.5281/zenodo.1129234,"A. A. Purohit, M. M. Vaidya, M. D. Kudale",10.5281/zenodo.1129234,Tidal Datum,dataset-614
Application Of Unstructured Mesh Modeling In Evolving Sge Of An Airport At The Confluence Of Multiple Rivers In A Macro Tidal Region,,http://dx.doi.org/10.5281/zenodo.1129235,"A. A. Purohit, M. M. Vaidya, M. D. Kudale",10.5281/zenodo.1129235,Tidal Datum,dataset-614
KARAKTERISTIK HIDRODINAMIKA DI PERAIRAN TELUK AMBON UNTUK MENDUKUNG WISATA SELAM,Jurnal Kelautan,http://journal.trunojoyo.ac.id/jurnalkelautan/article/view/2170,"Koko Ondara, Guntur Adhi Rahmawan, Ulung Jantama Wisha",10.21107/jk.v10i1.2170,Tidal Datum,dataset-614
High accuracy coastal flood mapping for Norway using LiDAR data,,https://www.nat-hazards-earth-syst-sci-discuss.net/nhess-2019-217/,"Breili, Kristian, Simpson, Matthew James Ross, Klokkervold, Erlend, Roaldsdotter Ravndal, Oda",10.5194/nhess-2019-217,Tidal Datum,dataset-614
"Community composition, structure, and interrelationships in the marine intertidal Endocladia muricata – Balanus glandula association in Monterey Bay, California",,http://www.repository.naturalis.nl/record/504945,"Glynn, Peter W.",,Tidal Datum,dataset-614
Unraveling the shallow geology of the western Wadden Sea using high resolution seismics,,http://resolver.tudelft.nl/uuid:40c868bd-53f7-46a6-8994-c45cf6ab6e35,"Paap, B.F., Dubelaar, C.W., Gunnink, J.L., Post, A.P.",,Tidal Datum,dataset-614
WATER MAPPING USING MULTISPECTRAL AIRBORNE LIDAR DATA,,https://doaj.org/toc/2194-9034,"W. Y. Yan, A. Shaker, P. E. LaRocque",10.5194/isprs-archives-XLII-3-2047-2018,Tidal Datum,dataset-614
"Évolution géomorphologique du glissement de terrain et du marais littoral de Saint-Joseph-de-la-Rive, Charlevoix, Québec",,http://dx.doi.org/10.7202/032789ar,"Quilliam, Louise, Allard, Michel",10.7202/032789ar,Tidal Datum,dataset-614
"Estratigrafia de sequências do intervalo aptiano ao albiano na Bacia do Araripe, NE do Brasil",,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-261X2010000100011&lng=en&tlng=en,"Rojas, Fabio Enrique Malagon",,Tidal Datum,dataset-614
"Estratigrafía del Grupo Mina Verdún, Proterozoico de Minas, Uruguay",,http://hdl.handle.net/11336/75994,"Poire, Daniel Gustavo, Gonzalez, Pablo Diego, Canalicchio, José M., García Repetto, Flavio, Canessa, Nestor Diego",,Tidal Datum,dataset-614
