title,journal,authors,doi,search_term,dataset_id
A pinch of salt: response of coastal grassland plants to simulated seawater inundation treatments.,Annals of botany,"Hanley, M E, Sanders, S K D, Stanton, H-M, Billington, R A, Boden, R",10.1093/aob/mcz042,Sea Level Rise Inundation,dataset-610
Rapid inundation of southern Florida coastline despite low relative sea-level rise rates during the late-Holocene.,Nature communications,"Jones, Miriam C, Wingard, G Lynn, Stackhouse, Bethany, Keller, Katherine, Willard, Debra, Marot, Marci, Landacre, Bryan, E Bernhardt, Christopher",10.1038/s41467-019-11138-4,Sea Level Rise Inundation,dataset-610
"Residential flood vulnerability along the developed North Carolina, USA coast: High resolution social and physical data for decision support.",Data in brief,"Pricope, Narcisa G, Halls, Joanne N, Rosul, Lauren M, Hidalgo, Christopher",10.1016/j.dib.2019.103975,Sea Level Rise Inundation,dataset-610
"Nitrogen along the Hydrological Gradient of Marsh Sediments in a Subtropical Estuary: Pools, Processes, and Fluxes.",International journal of environmental research and public health,"Hu, Weifang, Zhang, Wenlong, Zhang, Linhai, Tong, Chuan, Sun, Zhigao, Chen, Yuehmin, Zeng, Congsheng",10.3390/ijerph16112043,Sea Level Rise Inundation,dataset-610
"Simulated seawater flooding reduces oilseed rape growth, yield and progeny performance.",Annals of botany,"Hanley, Mick E, Hartley, Francesca C, Hayes, Louise, Franco, Miguel",10.1093/aob/mcz026,Sea Level Rise Inundation,dataset-610
Adding to the toolbox for tidal-inundation mapping in estuarine areas.,Journal of coastal conservation,"Flitcroft, Rebecca, Clinton, Patrick, Christiansen, Kelly",10.1007/s11852-018-0605-1,Sea Level Rise Inundation,dataset-610
Dynamic flood modeling essential to assess the coastal impacts of climate change.,Scientific reports,"Barnard, Patrick L, Erikson, Li H, Foxgrover, Amy C, Hart, Juliette A Finzi, Limber, Patrick, O'Neill, Andrea C, van Ormondt, Maarten, Vitousek, Sean, Wood, Nathan, Hayden, Maya K, Jones, Jeanne M",10.1038/s41598-019-40742-z,Sea Level Rise Inundation,dataset-610
Flooding regimes increase avian predation on wildlife prey in tidal marsh ecosystems.,Ecology and evolution,"Thorne, Karen M, Spragens, Kyle A, Buffington, Kevin J, Rosencranz, Jordan A, Takekawa, John",10.1002/ece3.4792,Sea Level Rise Inundation,dataset-610
Risk of extreme events in delta environment: A case study of the Mahanadi delta.,The Science of the total environment,"Ghosh, Amit, Das, Shouvik, Ghosh, Tuhin, Hazra, Sugata",10.1016/j.scitotenv.2019.01.390,Sea Level Rise Inundation,dataset-610
Pristine vs. human-altered Ebro Delta habitats display contrasting resilience to RSLR.,The Science of the total environment,"Prado, Patricia, Alcaraz, Carles, Benito, Xavier, Caiola, Nuno, Ibáñez, Carles",10.1016/j.scitotenv.2018.11.318,Sea Level Rise Inundation,dataset-610
The global distribution and trajectory of tidal flats.,Nature,"Murray, Nicholas J, Phinn, Stuart R, DeWitt, Michael, Ferrari, Renata, Johnston, Renee, Lyons, Mitchell B, Clinton, Nicholas, Thau, David, Fuller, Richard A",10.1038/s41586-018-0805-8,Sea Level Rise Inundation,dataset-610
Aging in Flood-Prone Coastal Areas: Discerning the Health and Well-Being Risk for Older Residents.,International journal of environmental research and public health,"Bukvic, Anamaria, Gohlke, Julia, Borate, Aishwarya, Suggs, Jessica",10.3390/ijerph15122900,Sea Level Rise Inundation,dataset-610
"Estimating Recent Local Impacts of Sea-Level Rise on Current Real-Estate Losses: A Housing Market Case Study in Miami-Dade, Florida.",Population research and policy review,"McAlpine, Steven A, Porter, Jeremy R",10.1007/s11113-018-9473-5,Sea Level Rise Inundation,dataset-610
"Assessing climate change associated sea-level rise impacts on sea turtle nesting beaches using drones, photogrammetry and a novel GPS system.",Global change biology,"Varela, Miguel R, Patrício, Ana R, Anderson, Karen, Broderick, Annette C, DeBell, Leon, Hawkes, Lucy A, Tilley, Dominic, Snape, Robin T E, Westoby, Matthew J, Godley, Brendan J",10.1111/gcb.14526,Sea Level Rise Inundation,dataset-610
Porewater salinity in a southeastern United States salt marsh: controls and interannual variation.,PeerJ,"Miklesh, David, Meile, Christof",10.7717/peerj.5911,Sea Level Rise Inundation,dataset-610
Salinity pulses interact with seasonal dry-down to increase ecosystem carbon loss in marshes of the Florida Everglades.,Ecological applications : a publication of the Ecological Society of America,"Wilson, Benjamin J, Servais, Shelby, Mazzei, Viviana, Kominoski, John S, Hu, Minjie, Davis, Stephen E, Gaiser, Evelyn, Sklar, Fred, Bauman, Laura, Kelly, Stephen, Madden, Christopher, Richards, Jennifer, Rudnick, David, Stachelek, Joseph, Troxler, Tiffany G",10.1002/eap.1798,Sea Level Rise Inundation,dataset-610
Impact of rising sea levels on Australian fur seals.,PeerJ,"McLean, Lachlan J, George, Steve, Ierodiaconou, Daniel, Kirkwood, Roger J, Arnould, John P Y",10.7717/peerj.5786,Sea Level Rise Inundation,dataset-610
Dynamic responses and implications to coastal wetlands and the surrounding regions under sea level rise.,PloS one,"Alizad, Karim, Hagen, Scott C, Medeiros, Stephen C, Bilskie, Matthew V, Morris, James T, Balthis, Len, Buckel, Christine A",10.1371/journal.pone.0205176,Sea Level Rise Inundation,dataset-610
Modeling multiple sea level rise stresses reveals up to twice the land at risk compared to strictly passive flooding methods.,Scientific reports,"Anderson, Tiffany R, Fletcher, Charles H, Barbee, Matthew M, Romine, Bradley M, Lemmo, Sam, Delevaux, Jade M S",10.1038/s41598-018-32658-x,Sea Level Rise Inundation,dataset-610
"Sea-level rise, habitat loss, and potential extirpation of a salt marsh specialist bird in urbanized landscapes.",Ecology and evolution,"Rosencranz, Jordan A, Thorne, Karen M, Buffington, Kevin J, Takekawa, John Y, Hechinger, Ryan F, Stewart, Tara E, Ambrose, Richard F, MacDonald, Glen M, Holmgren, Mark A, Crooks, Jeff A, Patton, Robert T, Lafferty, Kevin D",10.1002/ece3.4196,Sea Level Rise Inundation,dataset-610
A modest 0.5-m rise in sea level will double the tsunami hazard in Macau.,Science advances,"Li, Linlin, Switzer, Adam D, Wang, Yu, Chan, Chung-Han, Qiu, Qiang, Weiss, Robert",10.1126/sciadv.aat1180,Sea Level Rise Inundation,dataset-610
"The role of sedimentation and natural compaction in a prograding delta: insights from the mega Mekong delta, Vietnam.",Scientific reports,"Zoccarato, Claudia, Minderhoud, Philip S J, Teatini, Pietro",10.1038/s41598-018-29734-7,Sea Level Rise Inundation,dataset-610
Water sources of plant uptake along a salt marsh flooding gradient.,Oecologia,"Redelstein, Regine, Coners, Heinz, Knohl, Alexander, Leuschner, Christoph",10.1007/s00442-018-4229-9,Sea Level Rise Inundation,dataset-610
Top-down and bottom-up controls on southern New England salt marsh crab populations.,PeerJ,"Raposa, Kenneth B, McKinney, Richard A, Wigand, Cathleen, Hollister, Jeffrey W, Lovall, Cassie, Szura, Katelyn, Gurak, John A, McNamee, Jason, Raithel, Christopher, Watson, Elizabeth B",10.7717/peerj.4876,Sea Level Rise Inundation,dataset-610
A Regional Scale Approach to Assessing Current and Potential Future Exposure to Tidal Inundation in Different Types of Estuaries.,Scientific reports,"Hanslow, David J, Morris, Bradley D, Foulsham, Edwina, Kinsela, Michael A",10.1038/s41598-018-25410-y,Sea Level Rise Inundation,dataset-610
Most atolls will be uninhabitable by the mid-21st century because of sea-level rise exacerbating wave-driven flooding.,Science advances,"Storlazzi, Curt D, Gingerich, Stephen B, van Dongeren, Ap, Cheriton, Olivia M, Swarzenski, Peter W, Quataert, Ellen, Voss, Clifford I, Field, Donald W, Annamalai, Hariharasubramanian, Piniak, Greg A, McCall, Robert",10.1126/sciadv.aap9741,Sea Level Rise Inundation,dataset-610
Global climate change and local land subsidence exacerbate inundation risk to the San Francisco Bay Area.,Science advances,"Shirzaei, Manoochehr, Bürgmann, Roland",10.1126/sciadv.aap9234,Sea Level Rise Inundation,dataset-610
Patterns of island change and persistence offer alternate adaptation pathways for atoll nations.,Nature communications,"Kench, Paul S, Ford, Murray R, Owen, Susan D",10.1038/s41467-018-02954-1,Sea Level Rise Inundation,dataset-610
Thresholds of sea-level rise rate and sea-level rise acceleration rate in a vulnerable coastal wetland.,Ecology and evolution,"Wu, Wei, Biber, Patrick, Bethel, Matthew",10.1002/ece3.3550,Sea Level Rise Inundation,dataset-610
"StormSense: A New Integrated Network of IoT Water Level Sensors in the Smart Cities of Hampton Roads, VA.",Marine Technology Society journal,"Loftis, Derek, Forrest, David, Katragadda, Sridhar, Spencer, Kyle, Organski, Tammie, Nguyen, Cuong, Rhee, Sokwoo",10.4031/MTSJ.52.2.7,Sea Level Rise Inundation,dataset-610
Shoreline change and potential sea level rise impacts in a climate hazardous location in southeast coast of India.,Environmental monitoring and assessment,"Jayanthi, Marappan, Thirumurthy, Selvasekar, Samynathan, Muthusamy, Duraisamy, Muthusamy, Muralidhar, Moturi, Ashokkumar, Jangam, Vijayan, Koyadan Kizhakkedath",10.1007/s10661-017-6426-0,Sea Level Rise Inundation,dataset-610
Should coastal planners have concern over where land ice is melting?,Science advances,"Larour, Eric, Ivins, Erik R, Adhikari, Surendra",10.1126/sciadv.1700537,Sea Level Rise Inundation,dataset-610
Impact of climate change on New York City's coastal flood hazard: Increasing flood heights from the preindustrial to 2300 CE.,Proceedings of the National Academy of Sciences of the United States of America,"Garner, Andra J, Mann, Michael E, Emanuel, Kerry A, Kopp, Robert E, Lin, Ning, Alley, Richard B, Horton, Benjamin P, DeConto, Robert M, Donnelly, Jeffrey P, Pollard, David",10.1073/pnas.1703568114,Sea Level Rise Inundation,dataset-610
Nuisance Flooding and Relative Sea-Level Rise: the Importance of Present-Day Land Motion.,Scientific reports,"Karegar, Makan A, Dixon, Timothy H, Malservisi, Rocco, Kusche, Jürgen, Engelhart, Simon E",10.1038/s41598-017-11544-y,Sea Level Rise Inundation,dataset-610
"Corrigendum to 'Development of a model to simulate groundwater inundation induced by sea-level rise and high tides in Honolulu, Hawaii' [Water Research 114 (2017) 122-134].",Water research,"Habel, Shellie, Fletcher, Charles H, Rotzoll, Kolja, El-Kadi, Aly I",10.1016/j.watres.2017.04.061,Sea Level Rise Inundation,dataset-610
Influence of risk factors and past events on flood resilience in coastal megacities: Comparative analysis of NYC and Shanghai.,The Science of the total environment,"Xian, Siyuan, Yin, Jie, Lin, Ning, Oppenheimer, Michael",10.1016/j.scitotenv.2017.07.229,Sea Level Rise Inundation,dataset-610
Lessons from the Tōhoku tsunami: A model for island avifauna conservation prioritization.,Ecology and evolution,"Reynolds, Michelle H, Berkowitz, Paul, Klavitter, John L, Courtot, Karen N",10.1002/ece3.3092,Sea Level Rise Inundation,dataset-610
"The use of cartographic modeling to assess the impacts of coastal flooding: a case study of Port Said Governorate, Egypt.",Environmental monitoring and assessment,"Abou Samra,Rasha M",10.1007/s10661-017-6152-7,Sea Level Rise Inundation,dataset-610
Potential increase in coastal wetland vulnerability to sea-level rise suggested by considering hydrodynamic attenuation effects.,Nature communications,"Rodríguez, José F, Saco, Patricia M, Sandi, Steven, Saintilan, Neil, Riccardi, Gerardo",10.1038/ncomms16094,Sea Level Rise Inundation,dataset-610
Anthropocene survival of southern New England's salt marshes.,Estuaries and coasts : journal of the Estuarine Research Federation,"Watson, E B, Raposa, K B, Carey, J C, Wigand, C, Warren, R S",10.1007/s12237-016-0166-1,Sea Level Rise Inundation,dataset-610
Wetland loss patterns and inundation-productivity relationships prognosticate widespread salt for southern New England.,Estuaries and coasts : journal of the Estuarine Research Federation,"Watson, Elizabeth Burke, Wigand, Cathleen, Davey, Earl W, Andrews, Holly M, Bishop, Joseph, Raposa, Kenneth B",10.1007/s12237-016-0069-1,Sea Level Rise Inundation,dataset-610
Can community structure track sea-level rise? Stress and competitive controls in tidal wetlands.,Ecology and evolution,"Schile, Lisa M, Callaway, John C, Suding, Katharine N, Kelly, N Maggi",10.1002/ece3.2758,Sea Level Rise Inundation,dataset-610
"Development of a model to simulate groundwater inundation induced by sea-level rise and high tides in Honolulu, Hawaii.",Water research,"Habel, Shellie, Fletcher, Charles H, Rotzoll, Kolja, El-Kadi, Aly I",10.1016/j.watres.2017.02.035,Sea Level Rise Inundation,dataset-610
Early Stages of Sea-Level Rise Lead To Decreased Salt Marsh Plant Diversity through Stronger Competition in Mediterranean-Climate Marshes.,PloS one,"Noto, Akana E, Shurin, Jonathan B",10.1371/journal.pone.0169056,Sea Level Rise Inundation,dataset-610
Managing for No Net Loss of Ecological Services: An Approach for Quantifying Loss of Coastal Wetlands due to Sea Level Rise.,Environmental management,"Kassakian, Jennifer, Jones, Ann, Martinich, Jeremy, Hudgens, Daniel",10.1007/s00267-016-0813-0,Sea Level Rise Inundation,dataset-610
"Impacts of 25 years of groundwater extraction on subsidence in the Mekong delta, Vietnam.",Environmental research letters : ERL [Web site],"Minderhoud, P S J, Erkens, G, Pham, V H, Bui, V T, Erban, L, Kooi, H, Stouthamer, E",10.1088/1748-9326/aa7146,Sea Level Rise Inundation,dataset-610
Modeled Tradeoffs between Developed Land Protection and Tidal Habitat Maintenance during Rising Sea Levels.,PloS one,"Cadol, Daniel, Elmore, Andrew J, Guinn, Steven M, Engelhardt, Katharina A M, Sanders, Geoffrey",10.1371/journal.pone.0164875,Sea Level Rise Inundation,dataset-610
Varying Inundation Regimes Differentially Affect Natural and Sand-Amended Marsh Sediments.,PloS one,"Wigand, C, Sundberg, K, Hanson, A, Davey, E, Johnson, R, Watson, E, Morris, J",10.1371/journal.pone.0164956,Sea Level Rise Inundation,dataset-610
Mangroves as a protection from storm surges in a changing climate.,Ambio,"Blankespoor, Brian, Dasgupta, Susmita, Lange, Glenn-Marie",10.1007/s13280-016-0838-x,Sea Level Rise Inundation,dataset-610
Vulnerability of the peatland carbon sink to sea-level rise.,Scientific reports,"Whittle, Alex, Gallego-Sala, Angela V",10.1038/srep28758,Sea Level Rise Inundation,dataset-610
Upslope development of a tidal marsh as a function of upland land use.,Global change biology,"Anisfeld, Shimon C, Cooper, Katharine R, Kemp, Andrew C",10.1111/gcb.13398,Sea Level Rise Inundation,dataset-610
Responses of eastern Chinese coastal salt marshes to sea-level rise combined with vegetative and sedimentary processes.,Scientific reports,"Ge, Zhen-Ming, Wang, Heng, Cao, Hao-Bin, Zhao, Bin, Zhou, Xiao, Peltola, Heli, Cui, Li-Fang, Li, Xiu-Zhen, Zhang, Li-Quan",10.1038/srep28466,Sea Level Rise Inundation,dataset-610
Mangrove response to environmental change in Australia's Gulf of Carpentaria.,Ecology and evolution,"Asbridge, Emma, Lucas, Richard, Ticehurst, Catherine, Bunting, Peter",10.1002/ece3.2140,Sea Level Rise Inundation,dataset-610
Simulating the Effects of Sea Level Rise on the Resilience and Migration of Tidal Wetlands along the Hudson River.,PloS one,"Tabak, Nava M, Laba, Magdeline, Spector, Sacha",10.1371/journal.pone.0152437,Sea Level Rise Inundation,dataset-610
Will a rising sea sink some estuarine wetland ecosystems?,The Science of the total environment,"Grenfell, S E, Callaway, R M, Grenfell, M C, Bertelli, C M, Mendzil, A F, Tew, I",10.1016/j.scitotenv.2016.02.196,Sea Level Rise Inundation,dataset-610
Gross nitrous oxide production drives net nitrous oxide fluxes across a salt marsh landscape.,Global change biology,"Yang, Wendy H, Silver, Whendee L",10.1111/gcb.13203,Sea Level Rise Inundation,dataset-610
"Co-evolution of wetland landscapes, flooding, and human settlement in the Mississippi River Delta Plain.",Sustainability science,"Twilley, Robert R, Bentley, Samuel J, Chen, Qin, Edmonds, Douglas A, Hagen, Scott C, Lam, Nina S-N, Willson, Clinton S, Xu, Kehui, Braud, DeWitt, Hampton Peele, R, McCall, Annabeth",10.1007/s11625-016-0374-4,Sea Level Rise Inundation,dataset-610
Nest inundation from sea-level rise threatens sea turtle population viability.,Royal Society open science,"Pike, David A, Roznik, Elizabeth A, Bell, Ian",10.1098/rsos.150127,Sea Level Rise Inundation,dataset-610
The vulnerability of Indo-Pacific mangrove forests to sea-level rise.,Nature,"Lovelock, Catherine E, Cahoon, Donald R, Friess, Daniel A, Guntenspergen, Glenn R, Krauss, Ken W, Reef, Ruth, Rogers, Kerrylee, Saunders, Megan L, Sidik, Frida, Swales, Andrew, Saintilan, Neil, Thuyen, Le Xuan, Triet, Tran",10.1038/nature15538,Sea Level Rise Inundation,dataset-610
Increased threat of tropical cyclones and coastal flooding to New York City during the anthropogenic era.,Proceedings of the National Academy of Sciences of the United States of America,"Reed, Andra J, Mann, Michael E, Emanuel, Kerry A, Lin, Ning, Horton, Benjamin P, Kemp, Andrew C, Donnelly, Jeffrey P",10.1073/pnas.1513127112,Sea Level Rise Inundation,dataset-610
Many Atolls May be Uninhabitable Within Decades Due to Climate Change.,Scientific reports,"Storlazzi, Curt D, Elias, Edwin P L, Berkowitz, Paul",10.1038/srep14546,Sea Level Rise Inundation,dataset-610
Will the Effects of Sea-Level Rise Create Ecological Traps for Pacific Island Seabirds?,PloS one,"Reynolds, Michelle H, Courtot, Karen N, Berkowitz, Paul, Storlazzi, Curt D, Moore, Janet, Flint, Elizabeth",10.1371/journal.pone.0136773,Sea Level Rise Inundation,dataset-610
How Much Are Floridians Willing to Pay for Protecting Sea Turtles from Sea Level Rise?,Environmental management,"Hamed, Ahmed, Madani, Kaveh, Von Holle, Betsy, Wright, James, Milon, J Walter, Bossick, Matthew",10.1007/s00267-015-0590-1,Sea Level Rise Inundation,dataset-610
Impacts of sea level rise and climate change on coastal plant species in the central California coast.,PeerJ,"Garner, Kendra L, Chang, Michelle Y, Fulda, Matthew T, Berlin, Jonathan A, Freed, Rachel E, Soo-Hoo, Melissa M, Revell, Dave L, Ikegami, Makihiko, Flint, Lorraine E, Flint, Alan L, Kendall, Bruce E",10.7717/peerj.958,Sea Level Rise Inundation,dataset-610
Mangroves Response to Climate Change: A Review of Recent Findings on Mangrove Extension and Distribution.,Anais da Academia Brasileira de Ciencias,"Godoy, Mario D P, de Lacerda, Luiz D",10.1590/0001-3765201520150055,Sea Level Rise Inundation,dataset-610
"Evacuation planning for plausible worst case inundation scenarios in Honolulu, Hawaii.","Journal of emergency management (Weston, Mass.)","Kim, Karl, Pant, Pradip, Yamashita, Eric",10.5055/jem.2015.0223,Sea Level Rise Inundation,dataset-610
Saltmarsh boundary modulates dispersal of mangrove propagules: implications for mangrove migration with sea-level rise.,PloS one,"Peterson, Jennifer M, Bell, Susan S",10.1371/journal.pone.0119128,Sea Level Rise Inundation,dataset-610
Physical and economic impacts of sea-level rise and low probability flooding events on coastal communities.,PloS one,"Prime, Thomas, Brown, Jennifer M, Plater, Andrew J",10.1371/journal.pone.0117030,Sea Level Rise Inundation,dataset-610
The Orinoco megadelta as a conservation target in the face of the ongoing and future sea level rise.,The Science of the total environment,"Vegas-Vilarrúbia, T, Hernández, E, Rull, Valentí, Rull Vegas, Elisa",10.1016/j.scitotenv.2015.01.056,Sea Level Rise Inundation,dataset-610
Nutrient levels modify saltmarsh responses to increased inundation in different soil types.,Marine environmental research,"Wong, Joanne X W, Van Colen, Carl, Airoldi, Laura",10.1016/j.marenvres.2014.12.003,Sea Level Rise Inundation,dataset-610
Potential effects of climate change on Florida's Everglades.,Environmental management,"Nungesser, M, Saunders, C, Coronado-Molina, C, Obeysekera, J, Johnson, J, McVoy, C, Benscoter, B",10.1007/s00267-014-0417-5,Sea Level Rise Inundation,dataset-610
"The exposure of Sydney (Australia) to earthquake-generated tsunamis, storms and sea level rise: a probabilistic multi-hazard approach.",Scientific reports,"Dall'Osso, F, Dominey-Howes, D, Moore, C, Summerhayes, S, Withycombe, G",10.1038/srep07401,Sea Level Rise Inundation,dataset-610
Incorporating DEM uncertainty in coastal inundation mapping.,PloS one,"Leon, Javier X, Heuvelink, Gerard B M, Phinn, Stuart R",10.1371/journal.pone.0108727,Sea Level Rise Inundation,dataset-610
Differential responses of net ecosystem exchange of carbon dioxide to light and temperature between spring and neap tides in subtropical mangrove forests.,TheScientificWorldJournal,"Li, Qing, Lu, Weizhi, Chen, Hui, Luo, Yiqi, Lin, Guanghui",10.1155/2014/943697,Sea Level Rise Inundation,dataset-610
"Implications of sea level rise scenarios on land use /land cover classes of the coastal zones of Cochin, India.",Journal of environmental management,"Mani Murali, R, Dinesh Kumar, P K",10.1016/j.jenvman.2014.06.010,Sea Level Rise Inundation,dataset-610
Variable response of three Trifolium repens ecotypes to soil flooding by seawater.,Annals of botany,"White, Anissia C, Colmer, Timothy D, Cawthray, Greg R, Hanley, Mick E",10.1093/aob/mcu118,Sea Level Rise Inundation,dataset-610
[Vulnerability assessment on the coastal wetlands in the Yangtze Estuary under sea-level rise].,Ying yong sheng tai xue bao = The journal of applied ecology,"Cui, Li-Fang, Wang, Ning, Ge, Zhen-Ming, Zhang, Li-Quan",,Sea Level Rise Inundation,dataset-610
"Modeling tidal marsh distribution with sea-level rise: evaluating the role of vegetation, sediment, and upland habitat in marsh resiliency.",PloS one,"Schile, Lisa M, Callaway, John C, Morris, James T, Stralberg, Diana, Parker, V Thomas, Kelly, Maggi",10.1371/journal.pone.0088760,Sea Level Rise Inundation,dataset-610
Marsh macrophyte responses to inundation anticipate impacts of sea-level rise and indicate ongoing drowning of North Carolina marshes.,Marine biology,"Voss, Christine M, Christian, Robert R, Morris, James T",,Sea Level Rise Inundation,dataset-610
Conspecific plasticity and invasion: invasive populations of Chinese tallow (Triadica sebifera) have performance advantage over native populations only in low soil salinity.,PloS one,"Chen, Leiyi, Tiu, Candice J, Peng, Shaolin, Siemann, Evan",10.1371/journal.pone.0074961,Sea Level Rise Inundation,dataset-610
Loss of 'blue carbon' from coastal salt marshes following habitat disturbance.,PloS one,"Macreadie, Peter I, Hughes, A Randall, Kimbro, David L",10.1371/journal.pone.0069244,Sea Level Rise Inundation,dataset-610
Drought-induced saltwater incursion leads to increased wetland nitrogen export.,Global change biology,"Ardón, Marcelo, Morse, Jennifer L, Colman, Benjamin P, Bernhardt, Emily S",10.1111/gcb.12287,Sea Level Rise Inundation,dataset-610
Coastal retreat and improved water quality mitigate losses of seagrass from sea level rise.,Global change biology,"Saunders, Megan I, Leon, Javier, Phinn, Stuart R, Callaghan, David P, O'Brien, Katherine R, Roelfsema, Chris M, Lovelock, Catherine E, Lyons, Mitchell B, Mumby, Peter J",10.1111/gcb.12218,Sea Level Rise Inundation,dataset-610
Fate of 90Sr and U(VI) in Dounreay sediments following saline inundation and erosion.,Chemosphere,"Eagling, Jane, Worsfold, Paul J, Blake, William H, Keith-Roach, Miranda J",10.1016/j.chemosphere.2013.02.059,Sea Level Rise Inundation,dataset-610
"Tidal marsh plant responses to elevated CO2 , nitrogen fertilization, and sea level rise.",Global change biology,"Adam Langley, J, Mozdzer, Thomas J, Shepard, Katherine A, Hagerty, Shannon B, Patrick Megonigal, J",10.1111/gcb.12147,Sea Level Rise Inundation,dataset-610
Vulnerability of terrestrial island vertebrates to projected sea-level rise.,Global change biology,"Wetzel, Florian T, Beissmann, Helmut, Penn, Dustin J, Jetz, Walter",10.1111/gcb.12185,Sea Level Rise Inundation,dataset-610
Harbour porpoises Phocoena phocoena in the eastern Scheldt: a resident stock or trapped by a storm surge barrier?,PloS one,"Jansen, Okka E, Aarts, Geert M, Reijnders, Peter J H",10.1371/journal.pone.0056932,Sea Level Rise Inundation,dataset-610
Impact of sea level rise on tide gate function.,"Journal of environmental science and health. Part A, Toxic/hazardous substances & environmental engineering","Walsh, Sean, Miskewitz, Robert",10.1080/10934529.2013.729924,Sea Level Rise Inundation,dataset-610
Vulnerability of the Nile Delta coastal areas to inundation by sea level rise.,Environmental monitoring and assessment,"Hassaan, M A, Abdrabo, M A",10.1007/s10661-012-3050-x,Sea Level Rise Inundation,dataset-610
