title,url,authors,doi,journal,search_term,dataset_id
Forecasting Ocean Chlorophyll in the Equatorial Pacific,http://journal.frontiersin.org/article/10.3389/fmars.2017.00236/full,"Cecile S. Rousseaux, Cecile S. Rousseaux, Watson W. Gregg",10.3389/fmars.2017.00236,Frontiers in Marine Science,Global Forecast System,dataset-620
Forecasting global atmospheric CO_2,https://authors.library.caltech.edu/53037/,"Agustí-Panareda, A., Massart, S., Chevallier, F., Bousetta, S., Balsamo, G., Beljaars, A., Ciais, P., Deutscher, N. M., Engelen, R., Jones, L., Kivi, R., Parise, J.-D., Peuch, V.-H., Sherlock, V., Vermeulen, A. T., Wennberg, P. O., Wunch, D.",,,Global Forecast System,dataset-620
The implementation of NEMS GFS Aerosol Component (NGAC) Version 2.0 for global multispecies forecasting at NOAA/NCEP – Part 1: Model descriptions,https://www.geosci-model-dev.net/11/2315/2018/gmd-11-2315-2018.pdf,"J. Wang, P. S. Bhattacharjee, V. Tallapragada, C.-H. Lu, S. Kondragunta, A. da Silva, X. Zhang, S.-P. Chen, S.-W. Wei, A. S. Darmenov, J. McQueen, P. Lee, P. Koner, A. Harris",10.5194/gmd-11-2315-2018,Geoscientific Model Development,Global Forecast System,dataset-620
Evaluation of the MACC operational forecast system – potential and challenges of global near-real-time modelling with respect to reactive gases in the troposphere,https://hal.archives-ouvertes.fr/hal-01122760,"Wagner , A., Blechschmidt , A.-M., Bouarar , Idir, Brunke , E.-G., Clerbaux , Cathy, Cupeiro , M., Cristofanelli , P., Eskes , H., Flemming , J., Flentje , H., George , Maya, Gilge , S., Hilboll , A., Inness , A., Kapsomenakis , J., Richter , A., Ries , L., Spangl , W., Stein , O., Weller , R., Zerefos , C.",10.5194/acpd-15-6277-2015,Atmospheric Chemistry and Physics,Global Forecast System,dataset-620
"Global Armored Vehicles Market  Outlook, Size, Share, Development, Growth and Demand Forecast to 2023",http://dx.doi.org/10.5281/zenodo.2621041,"Gautam, Rahul",10.5281/zenodo.2621041,,Global Forecast System,dataset-620
"Global Armored Vehicles Market  Outlook, Size, Share, Development, Growth and Demand Forecast to 2023",http://dx.doi.org/10.5281/zenodo.2621040,"Gautam, Rahul",10.5281/zenodo.2621040,,Global Forecast System,dataset-620
Recent Northern Hemisphere mid-latitude medium-range deterministic forecast skill,https://doaj.org/toc/1600-0870,"Rolf H. Langland, Ryan N. Maue",10.3402/tellusa.v64i0.17531,Tellus A,Global Forecast System,dataset-620
Scale-dependent estimates of the growth of forecast uncertainties in a global prediction system,http://dx.doi.org/10.1080/16000870.2017.1287492,"Nedjeljka Žagar, Martin Horvat, Žiga Zaplotnik, Linus Magnusson",10.1080/16000870.2017.1287492,Tellus: Series A,Global Forecast System,dataset-620
Global ensemble forecast system precipitation forecasts and the implications of statistical downscaling over the western united states,http://dx.doi.org/10.26053/0h-n6vw-3gg0,"Lewis, Wyndam Robert",10.26053/0h-n6vw-3gg0,,Global Forecast System,dataset-620
Weakly coupled atmosphere–ocean data assimilation in the Canadian global prediction system (v1),https://www.geosci-model-dev.net/12/5097/2019/gmd-12-5097-2019.pdf,"S. Skachko, M. Buehner, S. Laroche, E. Lapalme, G. Smith, F. Roy, D. Surcel-Colan, J.-M. Bélanger, L. Garand",10.5194/gmd-12-5097-2019,Geoscientific Model Development,Global Forecast System,dataset-620
Seasonal predictability of the winter North Atlantic Oscillation from a jet stream perspective,http://ora.ox.ac.uk/objects/uuid:,"Parker, T, Woollings, T, Weisheimer, A, O'Reilly, C, Baker, L, Shaffrey, L",10.1029/2019GL084402,Geophysical Research Letters,Global Forecast System,dataset-620
Forecasting Ocean Chlorophyll in the Equatorial Pacific,http://dx.doi.org/10.3389/fmars.2017.00236,"Rousseaux, Cecile S., Gregg, Watson W.",10.3389/fmars.2017.00236,Frontiers in Marine Science,Global Forecast System,dataset-620
Flood Forecasting Based on TIGGE Precipitation Ensemble Forecast,http://dx.doi.org/10.1155/2016/9129734,"Jinyin Ye, Yuehong Shao, Zhijia Li",10.1155/2016/9129734,Advances in Meteorology,Global Forecast System,dataset-620
Short to sub-seasonal hydrologic forecast to manage water and agricultural resources in India,http://dx.doi.org/10.5194/hess-21-707-2017,"Shah, Reepal, Sahai, Atul Kumar, Mishra, Vimal",10.5194/hess-21-707-2017,,Global Forecast System,dataset-620
Improving GFAS and CAMS biomass burning estimations by means of the Global ECMWF Fire Forecast system (GEFF),http://dx.doi.org/10.21957/uygqqtyh7,"Di Giuseppe, Francesca, Remy, S., Pappenberger, Florian, Wetterhall, Fredrik",10.21957/uygqqtyh7,,Global Forecast System,dataset-620
The Potsdam Mapping Function: Rapid direct mapping for the GNSS utilizing data from the Global Forecast System,http://dx.doi.org/10.13140/2.1.3770.5924,"Zus, Florian, Dick, Galina, Heise, Stefan, Wickert, Jens",10.13140/2.1.3770.5924,,Global Forecast System,dataset-620
A deep stratosphere-to-troposphere ozone transport event over Europe simulated in CAMS global and regional forecast systems: analysis and evaluation,https://www.atmos-chem-phys.net/18/15515/2018/,"D. Akritidis, E. Katragkou, P. Zanis, I. Pytharoulis, D. Melas, J. Flemming, A. Inness, H. Clark, M. Plu, H. Eskes",10.5194/acp-18-15515-2018,,Global Forecast System,dataset-620
Evaluation of a probabilistic hydrometeorological forecast system,http://hdl.handle.net/20.500.11850/19828,"B. Ahrens, S. Jaun",10.5194/hess-13-1031-2009,,Global Forecast System,dataset-620
The ScaLIng Macroweather Model (SLIMM): using scaling to forecast global-scale macroweather from months to decades,https://www.earth-syst-dynam.net/6/637/2015/,"Lovejoy, S., Rio Amador, L., Hébert, R.",10.5194/esd-6-637-2015,Earth System Dynamics,Global Forecast System,dataset-620
Characterization of the near surface wind speed distribution at global scale: ERA-Interim reanalysis and ECMWF seasonal forecasting system 4,http://hdl.handle.net/2117/132676,"Marcos, Raül, González-Reviriego, Nube, Torralba, Verónica, Soret, Albert, Doblas-Reyes, Francisco J.",10.1007/s00382-018-4338-5,Climate Dynamics,Global Forecast System,dataset-620
Inclusão das sondagens AIRS/AMSU no sistema global de assimilação/previsão de tempo do CPTEC/INPE: estudo de impacto,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862008000100009,"Rita Valéria Andreoli, Rodrigo Augusto Ferreira de Souza, Luiz Fernando Sapucci, Sérgio Henrique F. Soares, Dirceu Luis Herdies, José Antonio Aravéquia",10.1590/S0102-77862008000100009,,Global Forecast System,dataset-620
Coupling global chemistry transport models to ECMWF's integrated forecast system,http://dx.doi.org/10.21957/z1hxhdhgo,"Flemming, Johannes, Inness, Antje, Flentje, H., Huijnen, V., Moinat, P., Schultz, M.G., Stein, O.",10.21957/z1hxhdhgo,,Global Forecast System,dataset-620
Photovoltaic yield prediction using an irradiance forecast model based on multiple neural networks,http://link.springer.com/article/10.1007/s40565-018-0393-5,"Saad Parvaiz DURRANI, Stefan BALLUFF, Lukas WURZER, Stefan KRAUTER",10.1007/s40565-018-0393-5,Journal of Modern Power Systems and Clean Energy,Global Forecast System,dataset-620
Evaluation of cloud properties in the NOAA/NCEP global forecast system using multiple satellite products,http://dx.doi.org/10.1007/s00382-012-1430-0,"Yoo, Hyelim, Li, Zhanqing",10.1007/s00382-012-1430-0,,Global Forecast System,dataset-620
Ensemble flood forecasting based on ensemble NWP and the GMKHM distributed hydrological model,https://doi.org/10.1051/matecconf/201824601108,"Wang Lili, Bao Hongjun",10.1051/matecconf/201824601108,MATEC Web of Conferences,Global Forecast System,dataset-620
Short to sub-seasonal hydrologic forecast to manage water and agricultural resources in India,https://www.hydrol-earth-syst-sci.net/21/707/2017/,"R. Shah, A. K. Sahai, V. Mishra",10.5194/hess-21-707-2017,,Global Forecast System,dataset-620
Range-dependent thresholds for global flood early warning,http://www.sciencedirect.com/science/article/pii/S2589915519300185,"Lorenzo Alfieri, Ervin Zsoter, Shaun Harrigan, Feyera Aga Hirpa, Christophe Lavaysse, Christel Prudhomme, Peter Salamon",10.1016/j.hydroa.2019.100034,Journal of Hydrology X,Global Forecast System,dataset-620
On Predictability of Revisioning in Corporate Cash Flow Forecasting,http://dx.doi.org/10.5445/ir/1000079445,"Knoell, Florian, Setzer, Thomas, Laubis, Kevin",10.5445/ir/1000079445,,Global Forecast System,dataset-620
Validation of reactive gases and aerosols in the MACC global analysis and forecast system,http://juser.fz-juelich.de/record/275997,"Eskes, H., Huijnen, V., Engelen, R., Flentje, H., Gaudel, A., Griesfeller, J., Jones, L., Kapsomenakis, J., Katragkou, E., Kinne, S., Langerock, B., Razinger, M., Arola, A., Richter, A., Schultz, Martin, Schulz, M., Sudarchikova, N., Thouret, V., Vrekoussis, M., Wagner, A., Zerefos, C., Benedictow, A., Blechschmidt, A.-M., Botek, E., Boucher, O., Bouarar, I., Chabrillat, S., Cuevas, E.",10.5194/gmdd-8-1117-2015,,Global Forecast System,dataset-620
Structural and logical model of contemporary global economic system,https://www.um.edu.mt/library/oar//handle/123456789/29005,"Popkova, Elena, Chechina, Oksana, Sultanova, Aleksandra",,,Global Forecast System,dataset-620
Study of the combined effects of data assimilation and grid nesting in ocean models – application to the Gulf of Lions,https://orbi.uliege.be/handle/2268/6295,"Vandenbulcke, Luc, Barth, Alexander, Rixen, Michel, Alvera Azcarate, Aïda, Ben Bouallegue, Zied, Beckers, Jean-Marie",,,Global Forecast System,dataset-620
Explicit Prediction of Continental Convection in a Skillful Variable‐Resolution Global Model,https://doi.org/10.1029/2018MS001542,"Lucas M. Harris, Shannon L. Rees, Matthew Morin, Linjiong Zhou, William F. Stern",10.1029/2018MS001542,Journal of Advances in Modeling Earth Systems,Global Forecast System,dataset-620
Multi-model cross-pollination in time,http://dro.dur.ac.uk/25962/1/25962.pdf,"Du, Hailiang, Smith, Leonard A.",10.1016/j.physd.2017.06.001,,Global Forecast System,dataset-620
Will the global crisis lead to global transformations? 2. The coming epoch of new coalitions,http://cyberleninka.ru/article/n/will-the-global-crisis-lead-to-global-transformations-2-the-coming-epoch-of-new-coalitions,"Grinin, Leonid, Korotayev, Andrey",,Journal of Globalization Studies,Global Forecast System,dataset-620
Evaluation of a probabilistic hydrometeorological forecast system,http://publikationen.ub.uni-frankfurt.de/files/6709/hess_13_1031_2009.pdf,"Jaun, Simon, Ahrens, Bodo",10.5194/hess-13-1031-2009,,Global Forecast System,dataset-620
Assessing the Impact of Surface and Upper-Air Observations on the Forecast Skill of the ACCESS Numerical Weather Prediction Model over Australia,http://www.mdpi.com/2073-4433/9/1/23,"Sergei Soldatenko, Chris Tingwell, Peter Steinle, Boris A. Kelly-Gerreyn",10.3390/atmos9010023,Atmosphere,Global Forecast System,dataset-620
PV Power Forecast Using a Parametric Model,http://dx.doi.org/10.4229/eupvsec20152015-5bv.1.12,"Muñoz, M., De La Parra, I., García, M., Marroyo, L.",10.4229/eupvsec20152015-5bv.1.12,,Global Forecast System,dataset-620
Global 4DVAR Assimilation and Forecast Experiments Using AMSU Observations over Land. Part I: Impacts of Various Land Surface Emissivity Parameterizations,https://hal-meteofrance.archives-ouvertes.fr/meteo-00463475,"Karbou , Fatima, Rabier , Florence, Gerard , Elisabeth",10.1175/2009WAF2222243.1,,Global Forecast System,dataset-620
"Evaluation of the Climate Forecast System Reanalysis Weather Data for Watershed Modeling in Upper Awash Basin, Ethiopia",http://dx.doi.org/10.6084/m9.figshare.3391822.v3,"Tolera, Mesfin Benti, Chung, Il-Moon, Chang, Sun Woo",10.3390/w10060725,Water,Global Forecast System,dataset-620
Ukraine in the footsteps of Bulgaria – the socio-economic analysis and forecast,https://economic-bulletin.com/index.php/journal/article/view/263,Mitko Hitov,,Економічний вісник університету,Global Forecast System,dataset-620
Estimating the global severity of potato late blight with GIS-linked disease forecast models,http://library.wur.nl/WebQuery/wurpubs/122995,"Hijmans, R.J., Forbes, G.A., Walker, T.S.",,,Global Forecast System,dataset-620
A World at Risk: Aggregating Development Trends to Forecast Global Habitat Conversion,http://dx.doi.org/10.1371/journal.pone.0006802,"James R Oakleaf, Christina M Kennedy, Sharon Baruch-Mordo, Paul C West, James S Gerber, Larissa Jarvis, Joseph Kiesecker",10.1371/journal.pone.0138334,PLoS ONE,Global Forecast System,dataset-620
Note On The Impact Of Meteorological Data From Pirata Moorings On Global Weather Forecasts,http://dx.doi.org/10.5281/zenodo.1164619,"Poli, Paul",10.5281/zenodo.1164619,,Global Forecast System,dataset-620
Note On The Impact Of Meteorological Data From Pirata Moorings On Global Weather Forecasts,http://dx.doi.org/10.5281/zenodo.1164620,"Poli, Paul",10.5281/zenodo.1164620,,Global Forecast System,dataset-620
Note On The Impact Of Meteorological Data From Pirata Moorings On Global Weather Forecasts,http://dx.doi.org/10.5281/zenodo.1462649,"Poli, Paul",10.5281/zenodo.1462649,,Global Forecast System,dataset-620
Research of the strategic prospects for development of Ukraine integration into the global system of international trade,http://journals.uran.ua/tarp/article/view/72716,"Бабенко, Віталіна Олексіївна, Петухова, Віолетта Олегівна, Сідоров, Михайло Вадимович",10.15587/2312-8372.2016.72716,Tehnologìčnij Audit ta Rezervi Virobnictva,Global Forecast System,dataset-620
The review of the monograph “Transport system: Models of development and forecast” (by Adolfas Baublys),https://doaj.org/toc/1648-4142,Vytautas Paulauskas,10.3846/16483840.2003.10414083,Transport,Global Forecast System,dataset-620
The Impact of Model Uncertainties on Analyzed Data in a Global Data Assimilation System,http://tao.cgu.org.tw/images/attachments/v221p015.pdf,"Song-You Hong, Hyun Mee Kim, Jung-Eun Kim, Seung-On Hwang, Hoon Park",10.3319/TAO.2010.05.18.01(A),Terrestrial,Global Forecast System,dataset-620
The role of model and initial condition error in numerical weather forecasting investigated with an observing system simulation experiment,https://doaj.org/toc/1600-0870,"Nikki C. Priv&#x00E9;, Ronald M. Errico",10.3402/tellusa.v65i0.21740,Tellus A,Global Forecast System,dataset-620
Estimating the Impact of Global Navigation Satellite System Horizontal Delay Gradients in Variational Data Assimilation,http://dx.doi.org/10.14279/depositonce-8938,"Zus, Florian, Douša, Jan, Kačmařík, Michal, Václavovic, Pavel, Dick, Galina, Wickert, Jens",10.3390/rs11010041,Remote Sensing,Global Forecast System,dataset-620
Precipitation and temperature ensemble forecasts from single-value forecasts,https://www.hydrol-earth-syst-sci-discuss.net/hess-2006-0094/,"Schaake, J., Demargne, J., Hartman, R., Mullusky, M., Welles, E., Wu, L., Herr, H., Fan, X., Seo, D. J.",10.5194/hessd-4-655-2007,,Global Forecast System,dataset-620
Coupling ensemble weather predictions based on TIGGE database with Grid-Xinanjiang model for flood forecast,http://centaur.reading.ac.uk/35035/1/adgeo-29-61-2011.pdf,"H.-J. Bao, L.-N. Zhao, Y. He, Z.-J. Li, F. Wetterhall, H. L. Cloke, F. Pappenberger, D. Manful",10.5194/adgeo-29-61-2011,Advances in Geosciences,Global Forecast System,dataset-620
A Comparison of ETKF and Downscaling in a Regional Ensemble Prediction System,https://doaj.org/toc/2073-4433,"Hanbin Zhang, Jing Chen, Xiefei Zhi, Yanan Wang",10.3390/atmos6030341,Atmosphere,Global Forecast System,dataset-620
Dynamical downscaling of GloSea5 over Ethiopia,http://www.sciencedirect.com/science/article/pii/S2405880717300110,"S. Tucker, R.G. Jones, E. Buonomo, L. Burgin, F. Gallo",10.1016/j.cliser.2018.02.001,Climate Services,Global Forecast System,dataset-620
A Weather Forecast Model Accuracy Analysis and ECMWF Enhancement Proposal by Neural Network,http://dx.doi.org/10.3390/s19235144,"Frnda, Jaroslav, Durica, Marek, Nedoma, Jan, Zabka, Stanislav, Martinek, Radek, Kostelansky, Michal",10.3390/s19235144,Sensors,Global Forecast System,dataset-620
Forecasting global atmospheric CO<sub>2</sub>,http://www.atmos-chem-phys.net/14/11959/2014/acp-14-11959-2014.pdf,"A. Agustí-Panareda, S. Massart, F. Chevallier, S. Boussetta, G. Balsamo, A. Beljaars, P. Ciais, N. M. Deutscher, R. Engelen, L. Jones, R. Kivi, J.-D. Paris, V.-H. Peuch, V. Sherlock, A. T. Vermeulen, P. O. Wennberg, D. Wunch",10.5194/acp-14-11959-2014,Atmospheric Chemistry and Physics,Global Forecast System,dataset-620
Sensitivity of forecast skill to the parameterisation of moist convection in a limited-area ensemble forecast system,https://www.nonlin-processes-geophys-discuss.net/npg-2018-21/,"Vasconi, Matteo, Montani, Andrea, Paccagnella, Tiziana",10.5194/npg-2018-21,,Global Forecast System,dataset-620
On forecasting ionospheric total electron content responses to high-speed solar wind streams,http://dx.doi.org/10.1051/swsc/2016014,"Meng Xing, Mannucci Anthony J., Verkhoglyadova Olga P., Tsurutani Bruce T.",10.1051/swsc/2016014,Journal of Space Weather and Space Climate,Global Forecast System,dataset-620
Recent development of the Met Office operational ocean forecasting system: an overview and assessment of the new Global FOAM forecasts,http://www.geosci-model-dev.net/7/2613/2014/gmd-7-2613-2014.pdf,"E. W. Blockley, M. J. Martin, A. J. McLaren, A. G. Ryan, J. Waters, D. J. Lea, I. Mirouze, K. A. Peterson, A. Sellar, D. Storkey",10.5194/gmd-7-2613-2014,Geoscientific Model Development,Global Forecast System,dataset-620
Global observations of 2 day wave coupling to the diurnal tide in a high-altitude forecast-assimilation system,https://researchportal.bath.ac.uk/en/publications/global-observations-of-2day-wave-coupling-to-the-diurnal-tide-in-a-highaltitude-forecastassimilation-system(efcc2be0-8cc8-44d4-ac4a-ebb2ecd0f59d).html,"Lieberman, R. S., Riggin, D. M., Nguyen, V., Palo, S. E., Siskind, D. E., Mitchell, N. J., Stober, G., Wilhelm, S., Livesey, N. J.",10.1002/2016JD025144,,Global Forecast System,dataset-620
Evaluation of Global Fire Weather Database re-analysis and short-term forecast products,https://www.nat-hazards-earth-syst-sci-discuss.net/nhess-2019-197/,"Field, Robert D.",10.5194/nhess-2019-197,,Global Forecast System,dataset-620
US Navy Operational Global Ocean and Arctic Ice Prediction Systems,http://tos.org/oceanography/archive/27-3_metzger.pdf,"E. Joseph Metzger, Ole Martin Medstad, Prasad G. Thoppil, Harley E. Hurlburt, James A. Cummings, Alan J. Walcraft, Luis Zamudio, Deborah S. Franklin, Pamela G. Posey, Michael W. Phelps, Patrick J. Hogan, Frank L. Bub, Chris J. DeHaan",10.5670/oceanog.2014.66,Oceanography,Global Forecast System,dataset-620
