datasets,doi,journal,search_term,title,url,valid?,notes,pdf
dataset-620,10.1007/978-3-030-24974-8,,Global Forecast System,"Geospatial Technology, Application in Water Resources Management",,No,This is a book,
dataset-620,10.1016/b978-0-12-814327-8.09997-2,,Global Forecast System,Abbreviations and Acronyms,,No,This is an appendix,
dataset-620,10.1007/978-981-13-8715-9_23,,Global Forecast System,Predicting Surface Air Temperature Using Convolutional Long Short-Term Memory Networks,,No,Related work section,
dataset-620,10.1007/978-3-030-24974-8_3,,Global Forecast System,Soil Moisture Retrieval Using Microwave Remote Sensing: Review of Techniques and Applications,,Maybe,Not explicit if data was used,
dataset-620,10.1016/b978-0-12-814327-8.00008-1,,Global Forecast System,Chapter 8 Winds from ABI on the GOES-R Series,,Maybe,Not explicit if data was used,
dataset-620,10.1007/978-3-030-14347-3_2,Hybrid Intelligent Systems,Global Forecast System,Post-processing of Wind-Speed Forecasts Using the Extended Perfect Prog Method with Polynomial Neural Networks to Elicit PDE Models,https://link.springer.com/chapter/10.1007%2F978-3-030-14347-3_2,Yes,This is a book,https://link.springer.com/content/pdf/10.1007%2F978-3-030-14347-3.pdf
dataset-620,10.1007/978-3-030-13901-8_7,Advanced GNSS Tropospheric Products for Monitoring Severe Weather Events and Climate,Global Forecast System,STSM Reports,https://link.springer.com/chapter/10.1007%2F978-3-030-13901-8_7,No,Uses model not data,
dataset-620,10.1007/978-3-030-13901-8,,Global Forecast System,"Advanced GNSS Tropospheric Products for Monitoring Severe Weather Events and Climate, COST Action ES1206 Final Action Dissemination Report",,No,This is a book,
dataset-620,10.1007/978-3-030-19573-1,,Global Forecast System,Geospatial Technologies for Urban Health,,No,This is a book,
dataset-620,10.1007/978-3-030-22055-6_53,Air Pollution Modeling and its Application XXVI,Global Forecast System,Sensitivity of Atmospheric Composition Mesoscale Simulations in the Mediterranean to the Meteorological Data and Chemical Boundary Conditions,https://link.springer.com/chapter/10.1007%2F978-3-030-22055-6_53,Yes,,https://link.springer.com/content/pdf/10.1007%2F978-3-030-22055-6.pdf
dataset-620,10.1007/978-981-13-8715-9,,Global Forecast System,"ICCCE 2019, Proceedings of the 2nd International Conference on Communications and Cyber Physical Engineering",,No,This is a book,
dataset-620,10.1007/978-3-030-22464-6_8,,Global Forecast System,Spatial and Temporal Analysis of Precipitation and Drought Trends Using the Climate Forecast System Reanalysis (CFSR),,No,Uses tool using its data,
dataset-620,10.1007/978-3-030-22464-6,,Global Forecast System,"Stewardship of Future Drylands and Climate Change in the Global South, Challenges and Opportunities for the Agenda 2030",,No,This is a book,
dataset-620,10.1007/978-981-15-1971-0,,Global Forecast System,"ICDSME 2019, Proceedings of the 1st International Conference on Dam Safety Management and Engineering",,No,This is a book,
dataset-620,10.1007/978-3-030-14347-3,,Global Forecast System,"Hybrid Intelligent Systems, 18th International Conference on Hybrid Intelligent Systems (HIS 2018) Held in Porto, Portugal, December 13-15, 2018",,No,This is a book,
dataset-620,10.1007/978-3-030-13901-8_3,Advanced GNSS Tropospheric Products for Monitoring Severe Weather Events and Climate,Global Forecast System,Advanced GNSS Processing Techniques (Working Group 1),,Yes,This is part of a book,https://link.springer.com/content/pdf/10.1007%2F978-3-030-13901-8.pdf
dataset-620,10.1007/978-3-030-22055-6,,Global Forecast System,Air Pollution Modeling and its Application XXVI,,No,This is a book,
dataset-620,10.1007/978-3-030-22055-6_6,,Global Forecast System,"A Proof-of-Concept for Linking the Global Meteorological Model, MPAS-a with the Air Quality Model, CMAQ",,,,
dataset-620,10.1007/978-981-15-1971-0_14,,Global Forecast System,Performance of Operational Inflow Forecasting System for Hydropower Reservoir,,,,
dataset-620,10.1016/b978-0-12-814327-8.00007-x,,Global Forecast System,Chapter 7 ABI Legacy Atmospheric Profiles and Derived Products from the GOES-R Series,,,,
dataset-620,10.1016/b978-0-12-814327-8.00011-1,,Global Forecast System,Chapter 11 Rainfall Rates from the GOES-R Series,,,,
dataset-620,10.1007/978-3-030-22055-6_43,,Global Forecast System,Assimilation of Meteorological Data in Online Integrated Atmospheric Transport Model—Example of Air Quality Forecasts for Poland,,,,
dataset-620,10.1007/978-981-15-1971-0_27,,Global Forecast System,National Flood Forecasting and Warning System of Malaysia: An Overview,,,,
dataset-620,10.1007/978-981-15-0917-9,,Global Forecast System,21st Century Maritime Silk Road: Wave Energy Resource Evaluation,,,,
dataset-620,10.1007/978-3-030-19573-1_4,,Global Forecast System,Evaluating the Effect of Domain Size of the Community Multiscale Air Quality (CMAQ) Model on Regional PM2.5 Simulations,,,,
dataset-620,10.5194/acp-19-15321-2019,,Global Forecast System,Impact of halogen chemistry on summertime air quality in coastal and continental Europe: application of the CMAQ model and implications for regulation,http://dx.doi.org/10.5194/acp-19-15321-2019,,,
dataset-620,10.1175/jcli-d-19-0308.1,Journal of Climate,Global Forecast System,Impacts of North Pacific subtropical and subarctic oceanic frontal zones on the wintertime atmospheric large-scale circulations,,Yes,,https://journals.ametsoc.org/doi/pdf/10.1175/JCLI-D-19-0308.1
dataset-620,10.1088/1748-9326/ab54fa,Environmental Research Letters,Global Forecast System,Air quality and health impacts from the updated industrial emission standards in China,http://dx.doi.org/10.1088/1748-9326/ab54fa,Yes,,https://iopscience.iop.org/article/10.1088/1748-9326/ab54fa/pdf
dataset-620,10.1029/2019jc015319,Journal of Geophysical Research Oceans,Global Forecast System,Modeling of Internal Tides in the Western Bay of Bengal: Characteristics and Energetics,,Yes,,
dataset-620,10.5194/os-15-1627-2019,Ocean Science,Global Forecast System,Vertical structure of ocean surface currents under high winds from massive arrays of drifters,http://dx.doi.org/10.5194/os-15-1627-2019,Yes,,
dataset-620,10.1002/met.1862,Meteorological Applications,Global Forecast System,Impact of ocean mixed‐layer depth initialization on the simulation of tropical cyclones over the Bay of Bengal using the WRF-ARW model,,Yes,,
dataset-620,10.1007/s00382-019-05074-8,Climate Dynamics,Global Forecast System,Predictability of the wintertime 500 hPa geopotential height over Ural-Siberia in the NCEP climate forecast system,,Yes,,
dataset-620,10.1029/2019jd031232,Journal of Geophysical Research Atmospheres,Global Forecast System,Toward a Better Regional Ozone Forecast Over CONUS Using Rapid Data Assimilation of Clouds and Meteorology in WRF-Chem,,Yes,,
dataset-620,10.1007/s41885-019-00049-9,Economics of Disasters and Climate Change,Global Forecast System,Extreme Weather and Poverty Risk: Evidence from Multiple Shocks in Mozambique,,Yes,,
dataset-620,10.1175/mwr-d-19-0101.1,Monthly Weather Review,Global Forecast System,Atmospheric River Reconnaissance Observation Impact in the Navy Global Forecast System,,,,
dataset-620,10.1175/jas-d-19-0155.1,Journal of the Atmospheric Sciences,Global Forecast System,A Case Study of the Physical Processes Associated with the Atmospheric River Initial Condition Sensitivity from an Adjoint Model,,No,Referenced but not used,
dataset-620,10.1007/s13143-019-00143-8,Asia-Pacific Journal of Atmospheric Sciences,Global Forecast System,Bias Correction of Short-Range Ensemble Forecasts of Daily Maximum Temperature Using Decaying Average,,,Referenced but not used,
dataset-620,10.5194/acp-19-14657-2019,Atmospheric Chemistry and Physics,Global Forecast System,The role of aerosol-radiation-cloud interactions in linking anthropogenic pollution over southern west Africa and dust emission over the Sahara,http://dx.doi.org/10.5194/acp-19-14657-2019,Yes,,
dataset-620,10.1080/10962247.2019.1694602,Journal of the Air & Waste Management Association,Global Forecast System,Meteorological Modeling Relevant to Mesoscale and Regional Air Quality Applications: A Review,,,,
dataset-620,10.1002/met.1853,Meteorological Applications,Global Forecast System,Statistical prediction of typhoon‐induced accumulated rainfall over the Korean Peninsula based on storm and rainfall data,,,,
dataset-620,10.5194/os-15-1579-2019,,Global Forecast System,"Environmental controls on marine productivity near Cape St. Francis, South Africa",http://dx.doi.org/10.5194/os-15-1579-2019,,,
dataset-620,10.5194/gmd-12-4955-2019,,Global Forecast System,The Lagrangian particle dispersion model FLEXPART version 10.4,http://dx.doi.org/10.5194/gmd-12-4955-2019,,,
dataset-620,10.1175/jhm-d-19-0096.1,Journal of Hydrometeorology,Global Forecast System,GRACE improves seasonal groundwater forecast initialization over the U.S. GRACE improves seasonal groundwater forecast initialization over the U.S.,,,,
dataset-620,10.1038/s41612-019-0082-8,,Global Forecast System,Remote effect of a tropical cyclone in the Bay of Bengal on a heavy-rainfall event in subtropical East Asia,https://www.nature.com/articles/s41612-019-0082-8.pdf,,,
dataset-620,10.1175/mwr-d-19-0017.1,Monthly Weather Review,Global Forecast System,Examining the Impact of SMAP Soil Moisture Retrievals on Short-Range Weather Prediction Under Weakly- and Strongly-Coupled Data Assimilation with WRF-Noah Examining the Impact of SMAP Soil Moisture Retrievals on Short-Range Weather Prediction Under Weakly- and Strongly-Coupled Data Assimilation with WRF-Noah,,,,
dataset-620,10.1038/s41598-019-40332-z,,Global Forecast System,On the processes influencing rapid intensity changes of tropical cyclones over the Bay of Bengal,https://www.nature.com/articles/s41598-019-40332-z.pdf,,,
dataset-620,10.1007/s12040-019-1247-x,Journal of Earth System Science,Global Forecast System,Evaluation of the impact of high-resolution winds on the coastal waves,,,,
dataset-620,10.1175/mwr-d-19-0055.1,Monthly Weather Review,Global Forecast System,Adjoint Sensitivity Analysis of High-Impact Extratropical Cyclones Adjoint Sensitivity Analysis of High-Impact Extratropical Cyclones,,,,
dataset-620,10.1038/s41598-019-47394-z,,Global Forecast System,"Aeolian transport of viable microbial life across the Atacama Desert, Chile: Implications for Mars",http://dx.doi.org/10.1038/s41598-019-47394-z,,,
dataset-620,10.1175/waf-d-19-0087.1,Weather and Forecasting,Global Forecast System,Lower-Tropospheric Influences on the Timing and Intensity of Afternoon Severe Convection over Modest Terrain in a Convection-Allowing Ensemble Lower-Tropospheric Influences on the Timing and Intensity of Afternoon Severe Convection over Modest Terrain in a Convection-Allowing Ensemble,,,,
dataset-620,10.1175/jtech-d-18-0231.1,Journal of Atmospheric and Oceanic Technology,Global Forecast System,Evaluating Himawari-8 Cloud Products Using Shipborne and CALIPSO Observations: Cloud-top Height and Cloud-top Temperature Evaluating Himawari-8 Cloud Products Using Shipborne and CALIPSO Observations: Cloud-top Height and Cloud-top Temperature,,,,
dataset-620,10.1007/s41810-019-00048-z,Aerosol Science and Engineering,Global Forecast System,Influence of Atmospheric Dynamic Factors on Dust Aerosol Mobilization Over West Africa: Simulations from WRF-Chem,,,,
dataset-620,10.1175/jcli-d-19-0230.1,Journal of Climate,Global Forecast System,Predictive Skill and Predictable Patterns of the U.S. Seasonal Precipitation in CFSv2 Reforecasts of 60 Years (1958–2017) Predictive Skill and Predictable Patterns of the U.S. Seasonal Precipitation in CFSv2 Reforecasts of 60 Years (1958–2017),,,,
dataset-620,10.1175/jamc-d-19-0097.1,Journal of Applied Meteorology and Climatology,Global Forecast System,Verification Results from the 2017 HMT-WPC Flash Flood and Intense Rainfall Experiment Verification Results from the 2017 HMT-WPC Flash Flood and Intense Rainfall Experiment,,,,
dataset-620,10.1016/j.jhydrol.2019.124138,Journal of Hydrology,Global Forecast System,"Possible hydrologic forecasting improvements resulting from advancements in precipitation estimation and forecasting for a real-time flood forecast system in the Ohio River Valley, USA",,,,
dataset-620,10.1002/asl.941,,Global Forecast System,A diagnostic study of extreme precipitation over Kerala during August 2018,http://dx.doi.org/10.1002/asl.941,,,
dataset-620,10.1175/jhm-d-18-0226.1,Journal of Hydrometeorology,Global Forecast System,Flood and Inundation Forecasting in the Sparsely Gauged Trans-boundary Chenab River Basin using Satellite Rain and Coupling Meteorological and Hydrological Models Flood and Inundation Forecasting in the Sparsely Gauged Trans-boundary Chenab River Basin using Satellite Rain and Coupling Meteorological and Hydrological Models,,,,
dataset-620,10.5194/gmd-2019-311,,Global Forecast System,"FALL3D-8.0: a computational model for atmospheric transport and deposition of particles, aerosols and radionuclides. Part I: model physics and numerics",http://dx.doi.org/10.5194/gmd-2019-311,,,
dataset-620,10.1038/s41598-019-54241-8,,Global Forecast System,Improving the Real-time Marine Forecasting of the Northern South China Sea by Assimilation of Glider-observed T/S Profiles,http://dx.doi.org/10.1038/s41598-019-54241-8,,,
dataset-620,10.5194/nhess-2019-382,,Global Forecast System,Modeling volcanic ash aggregation processes and related impacts on the April/May 2010 eruptions of Eyjafjallajökull Volcano with WRF-Chem,http://dx.doi.org/10.5194/nhess-2019-382,,,
dataset-620,10.1016/j.atmosenv.2019.116985,Atmospheric Environment,Global Forecast System,Methane emissions from oil and gas production on the North Slope of Alaska,,,,
dataset-620,10.1016/j.energy.2019.116232,Energy,Global Forecast System,"Quantification of the near-surface wind conditions of the African coast: A comparative approach (satellite, NCEP CFSR and WRF-based)",,,,
dataset-620,10.1002/wea.3415,Weather,Global Forecast System,A new approach for estimating ocean‐surface wind speed using an SMAP L‐band radiometer,,,,
dataset-620,10.1007/s40808-019-00640-9,Modeling Earth Systems and Environment,Global Forecast System,"Weather systems influencing Botswana rainfall: the case of 9 December 2018 storm in Mahalapye, Botswana",,,,
dataset-620,10.1038/s41598-018-37807-w,,Global Forecast System,"TROPOMI enables high resolution SO2 flux observations from Mt. Etna, Italy, and beyond",https://www.nature.com/articles/s41598-018-37807-w.pdf,,,
dataset-620,10.1175/waf-d-19-0070.1,Weather and Forecasting,Global Forecast System,An Evaluation of the GOES-16 Rapid Scan for Nowcasting in Southeastern Brazil: Analysis of a Severe Hailstorm Case An Evaluation of the GOES-16 Rapid Scan for Nowcasting in Southeastern Brazil: Analysis of a Severe Hailstorm Case,,,,
dataset-620,10.1007/s41748-019-00122-z,Earth Systems and Environment,Global Forecast System,Analysis of Absorption Characteristics and Source Apportionment of Carbonaceous Aerosol in Arid Region of Western India,,,,
dataset-620,10.1007/s00024-019-02279-0,Pure and Applied Geophysics,Global Forecast System,Impact of Moisture Transport and Boundary Layer Processes on a Very Severe Cyclonic Storm Using the WRF Model,,,,
dataset-620,10.1007/s10236-019-01313-y,Ocean Dynamics,Global Forecast System,Climate change impact on Caspian Sea wave conditions in the Noshahr Port,,,,
dataset-620,10.1175/waf-d-19-0028.1,Weather and Forecasting,Global Forecast System,Track Uncertainty in High-Resolution HWRF Ensemble Forecasts of Hurricane Joaquin Track Uncertainty in High-Resolution HWRF Ensemble Forecasts of Hurricane Joaquin,,,,
dataset-620,10.1016/j.apenergy.2019.113833,Applied Energy,Global Forecast System,Multi-step wind speed forecasting based on numerical simulations and an optimized stochastic ensemble method,,,,
dataset-620,10.1175/mwr-d-18-0445.1,Monthly Weather Review,Global Forecast System,The Role of Gravity Wave Breaking in a Case of Upper-Level Near-Cloud Turbulence The Role of Gravity Wave Breaking in a Case of Upper-Level Near-Cloud Turbulence,,,,
dataset-620,10.1016/j.ecss.2019.106544,Estuarine Coastal and Shelf Science,Global Forecast System,"Cross-scale modeling of storm surge, tide, and inundation in Mid-Atlantic Bight and New York City during Hurricane Sandy, 2012",,,,
dataset-620,10.1038/s41598-019-46542-9,,Global Forecast System,Role of Andaman and Nicobar Islands in eddy formation along western boundary of the Bay of Bengal,https://www.nature.com/articles/s41598-019-46542-9.pdf,,,
dataset-620,10.1038/s41598-019-48728-7,,Global Forecast System,Hybrid methods combining atmospheric reanalysis data and a parametric typhoon model to hindcast storm surges in Tokyo Bay,http://dx.doi.org/10.1038/s41598-019-48728-7,,,
dataset-620,10.1186/s40462-019-0175-3,,Global Forecast System,"Exploration during early life: distribution, habitat and orientation preferences in juvenile king penguins",http://dx.doi.org/10.1186/s40462-019-0175-3,,,
dataset-620,10.1175/mwr-d-19-0115.1,Monthly Weather Review,Global Forecast System,Revisiting Sensitivity to Horizontal Grid Spacing in Convection-Allowing Models over the Central and Eastern United States Revisiting Sensitivity to Horizontal Grid Spacing in Convection-Allowing Models over the Central and Eastern United States,,,,
dataset-620,10.1175/mwr-d-19-0099.1,Monthly Weather Review,Global Forecast System,A Case Study of Terrain Influences on Upscale Convective Growth of a Supercell A Case Study of Terrain Influences on Upscale Convective Growth of a Supercell,,,,
dataset-620,10.1016/j.cageo.2019.07.003,Computers & Geosciences,Global Forecast System,Dynamically Optimized Unstructured Grid (DOUG) for Analog Ensemble of numerical weather predictions using evolutionary algorithms,,,,
dataset-620,10.1002/qj.3712,Quarterly Journal of the Royal Meteorological Society,Global Forecast System,A global evaluation of multi‐model ensemble tropical cyclone track probability forecasts,,,,
dataset-620,10.5194/acp-19-14289-2019,,Global Forecast System,Role of eyewall and rainband eddy forcing in tropical cyclone intensification,http://dx.doi.org/10.5194/acp-19-14289-2019,,,
dataset-620,10.3390/rs11232798,,Global Forecast System,ASTER Cloud Coverage Assessment and Mission Operations Analysis Using Terra/MODIS Cloud Mask Products,http://dx.doi.org/10.3390/rs11232798,,,
dataset-620,10.1007/s11356-019-06605-w,Environmental Science and Pollution Research,Global Forecast System,A new approach combining a simplified FLEXPART model and a Bayesian-RAT method for forecasting PM10 and PM2.5,,,,
dataset-620,10.3390/su11236681,,Global Forecast System,Precipitation Forecasting Using Multilayer Neural Network and Support Vector Machine Optimization Based on Flow Regime Algorithm Taking into Account Uncertainties of Soft Computing Models,http://dx.doi.org/10.3390/su11236681,,,
dataset-620,10.1007/s00703-019-00709-1,Meteorology and Atmospheric Physics,Global Forecast System,Synoptic flow patterns and large-scale characteristics of flash flood-producing rainstorms over northeast Bangladesh,,,,
dataset-620,10.5194/nhess-19-2635-2019,,Global Forecast System,Meteorological conditions leading to the 2015 Salgar flash flood: lessons for vulnerable regions in tropical complex terrain,http://dx.doi.org/10.5194/nhess-19-2635-2019,,,
dataset-620,10.1002/wea.3646,Weather,Global Forecast System,An under‐forecast snowstorm associated with a small but deep tropopause depression,,,,
dataset-620,10.1007/s11707-019-0794-4,Frontiers of Earth Science,Global Forecast System,Ensemble data assimilation and prediction of typhoon and associated hazards using TEDAPS: evaluation for 2015–2018 seasons,,,,
dataset-620,10.1007/s11229-019-02475-4,Synthese,Global Forecast System,Radical embodied cognitive science and “Real Cognition”,,,,
dataset-620,10.1175/mwr-d-19-0028.1,Monthly Weather Review,Global Forecast System,Benchmarking the Raw Model-Generated Background Forecast in Rapidly Updated Surface Temperature Analyses. Part 2: Gridded Benchmark Benchmarking the Raw Model-Generated Background Forecast in Rapidly Updated Surface Temperature Analyses. Part 2: Gridded Benchmark,,,,
dataset-620,10.1007/s13369-019-04251-5,Arabian Journal for Science and Engineering,Global Forecast System,"WRF-Hydro Model Application in a Data-Scarce, Small and Topographically Steep Catchment in Samsun, Turkey",,,,
dataset-620,10.3390/app9224931,,Global Forecast System,Comparative Analysis of Rainfall Prediction Models Using Machine Learning in Islands with Complex Orography: Tenerife Island,http://dx.doi.org/10.3390/app9224931,,,
dataset-620,10.1002/met.1854,Meteorological Applications,Global Forecast System,"Observed and model‐simulated thermodynamic processes associated with urban heavy rainfall events over Bangalore, India",,,,
dataset-620,10.3390/atmos10110719,Atmosphere,Global Forecast System,The Causes of “Vulnerable Regions” to Air Pollution in Winter in the Beijing-Tianjin-Hebei Region: A Topographic–Meteorological Impact Model Based on Adaptive Emission Constraint Technique,,,,
dataset-620,10.1029/2019ms001610,Journal of Advances in Modeling Earth Systems,Global Forecast System,"Multiple‐Instance Superparameterization: 1. Concept, and Predictability of Precipitation",,,,
dataset-620,10.1002/joc.6117,International Journal of Climatology,Global Forecast System,Improving diurnal rainfall phase over the Southern Great Plains in warm seasons by using a convective triggering design,,,,
dataset-620,10.1002/joc.6120,International Journal of Climatology,Global Forecast System,The climatology and interannual variability of cyclone tracks in the National Center for Environmental Prediction's climate forecast system model for the Southern Hemisphere,,,,
dataset-620,10.5194/nhess-19-2513-2019,,Global Forecast System,Bayesian network model for flood forecasting based on atmospheric ensemble forecasts,http://dx.doi.org/10.5194/nhess-19-2513-2019,,,
dataset-620,10.1111/1752-1688.12806,JAWRA Journal of the American Water Resources Association,Global Forecast System,Use of Predictive Weather Uncertainties in an Irrigation Scheduling Tool Part II: An Application of Metrics and Adjoints,,,,
dataset-620,10.1029/2019ms001741,Journal of Advances in Modeling Earth Systems,Global Forecast System,Multi‐Grid Nesting Ability to Represent Convections across the Gray Zone,,,,
dataset-620,10.1111/1752-1688.12810,JAWRA Journal of the American Water Resources Association,Global Forecast System,Use of Predictive Weather Uncertainties in an Irrigation Scheduling Tool Part I: A Review of Metrics and Adjoint Methods,,,,
dataset-620,10.3390/atmos10110694,Atmosphere,Global Forecast System,Evaluating Forecast Skills of Moisture from Convective-Permitting WRF-ARW Model during 2017 North American Monsoon Season,,,,
dataset-620,10.3390/atmos10110684,Atmosphere,Global Forecast System,Study on Wind Simulations Using Deep Learning Techniques during Typhoons: A Case Study of Northern Taiwan,,,,
dataset-620,10.1080/15230406.2018.1553113,,Global Forecast System,Motion of animated streamlets appears to surpass their graphical alterations in human visual detection of vector field maxima,https://www.tandfonline.com/doi/pdf/10.1080/15230406.2018.1553113?needAccess=true,,,
dataset-620,10.3390/su11216082,,Global Forecast System,Individual Condensation Trails in Aircraft Trajectory Optimization,http://dx.doi.org/10.3390/su11216082,,,
dataset-620,10.2166/ws.2019.095,Water Science & Technology Water Supply,Global Forecast System,Evaluation of the effective forecast and decision horizon in optimal hydropower generation considering medium-range precipitation forecasts,,,,
dataset-620,10.5194/acp-2019-1022,,Global Forecast System,Understanding and improving model representation of aerosol optical properties for a Chinese haze event measured during KORUS-AQ,http://dx.doi.org/10.5194/acp-2019-1022,,,
dataset-620,10.1007/s00382-019-04895-x,Climate Dynamics,Global Forecast System,Covariations between the Indian Ocean dipole and ENSO: a modeling study,,,,
dataset-620,10.1007/s00024-019-02276-3,Pure and Applied Geophysics,Global Forecast System,"Evidence of Tornadoes and Microbursts in São Paulo State, Brazil: A Synoptic and Mesoscale Analysis",,,,
dataset-620,10.1007/s00382-019-04921-y,Climate Dynamics,Global Forecast System,Impact of convective parameterization on the seasonal prediction skill of Indian summer monsoon,,,,
dataset-620,10.1175/jas-d-18-0365.1,Journal of the Atmospheric Sciences,Global Forecast System,Parameterization of Directional Absorption of Orographic Gravity Waves and Its Impact on the Atmospheric General Circulation Simulated by the Weather Research and Forecasting Model Parameterization of Directional Absorption of Orographic Gravity Waves and Its Impact on the Atmospheric General Circulation Simulated by the Weather Research and Forecasting Model,,,,
dataset-620,10.1016/j.atmosres.2019.06.024,Atmospheric Research,Global Forecast System,The development of a hybrid EnSRF-En3DVar system for convective-scale data assimilation,,,,
dataset-620,10.5194/acp-2019-820,,Global Forecast System,"Soccer games and record-breaking PM2.5 pollution events in Santiago, Chile",http://dx.doi.org/10.5194/acp-2019-820,,,
dataset-620,10.1175/jhm-d-19-0058.1,Journal of Hydrometeorology,Global Forecast System,Understanding reservoir operating rules in the transboundary Nile River Basin using macroscale hydrologic modeling with satellite measurements Understanding reservoir operating rules in the transboundary Nile River Basin using macroscale hydrologic modeling with satellite measurements,,,,
dataset-620,10.1016/j.scitotenv.2019.07.341,The Science of The Total Environment,Global Forecast System,The air pollution governed by subtropical high in a coastal city in Southeast China: Formation processes and influencing mechanisms,,,,
dataset-620,10.1016/j.trip.2019.100071,Transportation Research Interdisciplinary Perspectives,Global Forecast System,An adaptive big data weather system for surface transportation,,,,
dataset-620,10.5194/nhess-2019-371,,Global Forecast System,Investigation of the weather conditions during the collapse of the Morandi Bridge in Genoa on 14 August 2018,http://dx.doi.org/10.5194/nhess-2019-371,,,
dataset-620,10.1016/j.jenvman.2019.109377,Journal of Environmental Management,Global Forecast System,Provincial analysis and zoning of atmospheric pollution in China from the atmospheric transmission and the trade transfer perspective,,,,
dataset-620,10.1175/jamc-d-19-0060.1,Journal of Applied Meteorology and Climatology,Global Forecast System,Observed HIRS and MODIS High Cloud Frequencies in the 2000s Observed HIRS and MODIS High Cloud Frequencies in the 2000s,,,,
dataset-620,10.1016/j.scitotenv.2019.135213,The Science of The Total Environment,Global Forecast System,Numerical study of air pollution over a typical basin topography: Source appointment of fine particulate matter during one severe haze in the megacity Xi'an,,,,
dataset-620,10.1016/j.scitotenv.2019.134964,The Science of The Total Environment,Global Forecast System,The role of the Gulf of Cadiz circulation in the redistribution of trace metals between the Atlantic Ocean and the Mediterranean Sea,,,,
dataset-620,10.1016/j.atmosenv.2019.117119,Atmospheric Environment,Global Forecast System,Air quality modelling over the Eastern Mediterranean: Seasonal sensitivity to anthropogenic emissions,,,,
