title,url,authors,doi,journal,search_term,dataset_id
An integrated approach to coastal and biological observations,http://www.vliz.be/imisdocs/publications/74/333474.pdf,"She, J., Muñiz Piniella, A., Benedetti-Cecchi, L., Boehme, L., Boero, F., Christensen, A., Crowe, T., Darecki, M., Nogueira, E., Grémare, A., Hernandez, F., Kõuts, T., Kromkamp, J., Petihakis, G., Sousa Pinto, I., Reißmann, J.H., Tuomi, L., Zingone, A.",,,Coastal Change Analysis Program Data,dataset-623
Animal Counting Toolkit : a practical guide to small-boat surveys for estimating abundance of coastal marine mammals,http://hdl.handle.net/10023/11430,"Williams, Rob, Ashe, Erin Elizabeth, Gaut, Katie, Gryba, Rowenna, Moore, Jeffrey E., Rexstad, Eric, Sandilands, Doug, Steventon, Justin, Reeves, Randall",10.3354/esr00845,,Coastal Change Analysis Program Data,dataset-623
High Spatial Resolution Remote Sensing for Salt Marsh Mapping and Change Analysis at Fire Island National Seashore,http://dx.doi.org/10.3390/rs11091107,"Campbell, Anthony, Wang, Yeqiao",10.3390/rs11091107,Remote Sensing,Coastal Change Analysis Program Data,dataset-623
ENGINEERING AND ENVIRONMENTAL ASSESSMENT OF COASTAL PROCESSES OF WATER BODIES (ON THE EXAMPLE OF UGLICH RESERVOIR),http://vestnikmgsu.ru/index.php/archive/article/download/4083,Ostyakova Aleksandra Vitalyevna,10.22227/1997-0935.2017.10.1163-1171,Vestnik MGSU,Coastal Change Analysis Program Data,dataset-623
An Integrated Approach to Coastal and Biological Observations,https://doaj.org/toc/2296-7745,"She, Jun, Muñiz Piniella, Ángel, Benedetti-Cecchi, Lisandro, Boehme, Lars, Boero, Ferdinando, Christensen, Asbjørn, Crowe, Tasman, Darecki, Miroslaw, Nogueira, Enrique, Gremare, Antoine, Hernandez, Francisco, Kouts, Tarmo, Kromkamp, Jacco, Petihakis, George, Sousa Pinto, Isabel, Hinrich Reissmann, Jan, Tuomi, Laura, Zingone, Adriana",10.3389/fmars.2019.00314,Frontiers in Marine Science,Coastal Change Analysis Program Data,dataset-623
"A Decision Tree Analysis to Support Potential Climate Change Adaptations of Striped Catfish Farming in the Mekong Delta, Vietnam",http://www.tropicultura.org/text/v34ns/105.pdf,"Nguyen, LA., Verreth, JAJ., Leemans, R., Bosma, RH., De Silva, S.",,Tropicultura,Coastal Change Analysis Program Data,dataset-623
"A Decision Tree Analysis to Support Potential Climate Change Adaptations of Striped Catfish (Pangasianodon hypophthalmus Sauvage) Farming in the Mekong Delta, Vietnam",http://library.wur.nl/WebQuery/wurpubs/512763,"Nguyen, L.A., Verreth, J.A.J., Leemans, H.B.J., Bosma, R.H., Silva, De, S.",,,Coastal Change Analysis Program Data,dataset-623
Controls of Multimodal Wave Conditions in a Complex Coastal Setting,http://hdl.handle.net/10902/12914,"Hegermiller, C. A., Rueda Zamora, Ana Cristina, Erikson, L. H., Barnard, P. L., Álvarez Antolínez, José Antonio, Méndez Incera, Fernando Javier",10.1002/2017GL075272,,Coastal Change Analysis Program Data,dataset-623
Geophysical Constraints on Sediment Dispersal Systems,http://www.escholarship.org/uc/item/3t79n0d9,"Johnstone, Elizabeth Anne Carruthers",,,Coastal Change Analysis Program Data,dataset-623
Microstand : a computerized learning tool for evaluating forest stands,http://dx.doi.org/10.14288/1.0075355,"Masse, Sylvain",10.14288/1.0075355,,Coastal Change Analysis Program Data,dataset-623
A Climate Index Optimized for Longshore Sediment Transport Reveals Interannual and Multidecadal Littoral Cell Rotations,http://hdl.handle.net/10902/14564,"Anderson, Dylan, Ruggiero, Peter, Álvarez Antolínez, José Antonio, Méndez Incera, Fernando Javier, Allan, Jonathan",10.1029/2018JF004689,,Coastal Change Analysis Program Data,dataset-623
The Multi-Resolution Land Characteristics (MRLC) Consortium — 20 Years of Development and Integration of USA National Land Cover Data,http://dx.doi.org/10.3390/rs6087424,"Wickham, James, Homer, Collin, Vogelmann, James, McKerrow, Alexa, Mueller, Rick, Herold, Nate, Coulston, John",10.3390/rs6087424,Remote Sensing,Coastal Change Analysis Program Data,dataset-623
Chlorophyll and Suspended Sediment Exchange between Central San Francisco Bay and the Coastal Pacific Ocean,http://www.escholarship.org/uc/item/30r6w5jn,"Martin, Maureen A.",10.1093/plankt/fbm088,,Coastal Change Analysis Program Data,dataset-623
Detection of interannual vegetation responses to climatic variability using AVIRIS data in a coastal savanna in California,http://hdl.handle.net/10261/8726,"García García, Mónica, Ustin, S. L.",10.1109/36.934079,,Coastal Change Analysis Program Data,dataset-623
The Vulnverability Cube: A Multi-Dimensional Framework for Assessing Relative Vulnerability,http://europepmc.org/articles/PMC3150662,"Lin, Brenda B., Morefield, Philip E.",10.1007/s00267-011-9690-8,Environmental Management,Coastal Change Analysis Program Data,dataset-623
Aerosol measurements at the South Pole,http://www.tellusb.net/index.php/tellusb/article/view/15131,"Bodhaine, Barry A., Deluisi, John J., Harris, Joyce M., Houmere, Pamela, Bauman, Sene",10.3402/tellusb.v38i3-4.15131,Tellus B,Coastal Change Analysis Program Data,dataset-623
ANALISIS PERUBAHAN GARIS PANTAI KABUPATEN KAUR PROVINSI BENGKULU SELAMA 10 TAHUN (2006-2016),http://journal.unj.ac.id/unj/index.php/prosidingsnf/article/view/5907,"Supiyati, Supiyati, Sulistyo, Bambang, Oktami, Risky",10.21009/03.SNF2017.02.EPA.20,PROSIDING SEMINAR NASIONAL FISIKA (E-JOURNAL),Coastal Change Analysis Program Data,dataset-623
"Climate change in the Kola Peninsula, Arctic Russia, during the last 50 years from meteorological observations",https://www.repository.cam.ac.uk/handle/1810/257011,"Marshall, Gareth J, Vignols, Rebecca M, Rees, Gareth",10.17863/CAM.940,,Coastal Change Analysis Program Data,dataset-623
Visualizing Water Quality Sampling-Events in Florida,https://www.isprs-ann-photogramm-remote-sens-spatial-inf-sci.net/II-4-W2/73/2015/,M. D. Bolt,10.5194/isprsannals-II-4-W2-73-2015,,Coastal Change Analysis Program Data,dataset-623
Wind speed data analysis for predictions of sea waves in Bitung Coastal Waters,https://ejournal.unsrat.ac.id/index.php/jasm/article/view/2274,"Koagouw, Joanes E, Mamuaya, Gybert E, Tarumingkeng, Adrie A, Angmalisang, P A",10.35800/jasm.0.0.2013.2274,AQUATIC SCIENCE & MANAGEMENT,Coastal Change Analysis Program Data,dataset-623
Changes in Blood Lead Levels Associated with Use of Chloramines in Water Treatment Systems,http://europepmc.org/articles/PMC1817676,"Miranda, Marie Lynn, Kim, Dohyeong, Hull, Andrew P., Paul, Christopher J., Galeano, M. Alicia Overstreet",10.1289/ehp.9432,Environmental Health Perspectives,Coastal Change Analysis Program Data,dataset-623
Modeling of seasonal water balance for crop production in Bangladesh with implications for future projection,https://www.agronomy.it/index.php/agro/article/view/385,"Mohammed R. Karim, Mamoru Ishikawa, Motoyoshi Ikeda",10.4081/ija.2012.e21,Italian Journal of Agronomy,Coastal Change Analysis Program Data,dataset-623
Ecological status of seagrass ecosystems: An uncertainty analysis of the meadow classification based on the Posidonia oceanica multivariate index (POMI),http://hdl.handle.net/10261/46226,"Bennett, Scott, Roca, Guillem, Romero, Javier, Alcoverro, Teresa",10.1016/j.marpolbul.2011.06.016,,Coastal Change Analysis Program Data,dataset-623
"Characterization of offshore sediments in federal waters as potential sources of beach replenishment sand, Phase I : final report on Phase I, cooperative agreement #14-35-0001-30666, to investigate sources of beach replenishment sand in federal waters offshore of New Jersey",http://dx.doi.org/10.7282/t3-ndem-3j74,"Uptegrove, Jane, Mullikin, Lloyd G., Waldner, Jeffrey S., Ashley, Gail, Sheridan, Robert E., Hall, David W., Farrell, Stewart C.",10.7282/t3-ndem-3j74,,Coastal Change Analysis Program Data,dataset-623
Evidence‐based evaluation of the cumulative effects of ecosystem restoration,https://doi.org/10.1002/ecs2.1242,"Heida L. Diefenderfer, Gary E. Johnson, Ronald M. Thom, Kate E. Buenau, Laurie A. Weitkamp, Christa M. Woodley, Amy B. Borde, Roy K. Kropp",10.1002/ecs2.1242,Ecosphere,Coastal Change Analysis Program Data,dataset-623
Matematik Başarısında Derse İlişkin Ön Bilgi ve Tutumların Arasındaki Doğrudan ve Dolaylı İlişkilerin İncelenmesi,https://dergipark.org.tr/tr/pub/sead/issue/30431/305651,"ÖZKAYA, Ali, Aksu, Gökhan",10.29250/sead.305651,,Coastal Change Analysis Program Data,dataset-623
Monitoring and predictive modelling of estuarine benthic macrofauna and their relevance to resource management problems,http://www.vliz.be/imisdocs/publications/157224.pdf,"Ysebaert, T.J., Herman, P.M.J., Hummel, H., Schaub, B., Sistermans, W.C.H., Heip, C.H.R.",,,Coastal Change Analysis Program Data,dataset-623
Insights on the origin of invasive copepods colonizing Basque estuaries; a DNA barcoding approach,http://hdl.handle.net/10810/32325,"Albaina Vivanco, Aitor, Uriarte Capetillo, Ibon, Aguirre Escobal, Ana Isabel, Abad García, David, Iriarte Gabicagogeascoa, María Aranzazu, Villate Guinea, Luis Fernando, Estomba Recalde, Miren Andone",10.1186/s41200-016-0045-2,Marine Biodiversity Records,Coastal Change Analysis Program Data,dataset-623
"Landscape connectivity among remnant populations of guanaco (Lama guanicoe, Müller, 1776) in an arid region of Chile impacted by global change.",http://dx.doi.org/10.6084/m9.figshare.5378233.v3,"Herazo, Mara Inés Espinosa, Gouin, Nicolas, Squeo, Francisco Antonio, López, David, Bertin, Angéline",10.6084/m9.figshare.5378233.v3,,Coastal Change Analysis Program Data,dataset-623
Quantifying Spatiotemporal Patterns and Major Explanatory Factors of Urban Expansion in Miami Metropolitan Area During 1992–2016,http://dx.doi.org/10.3390/rs11212493,"Rifat, Shaikh Abdullah Al, Liu, Weibo",10.3390/rs11212493,Remote Sensing,Coastal Change Analysis Program Data,dataset-623
The performance of altimeter waveform retrackers at lake Baikal,https://hal.archives-ouvertes.fr/hal-00991353,"Yuchan Yi, Alexei V. Kouraev, C. K. Shum, Valery S. Vuglinsky, Jean-Francois Crétaux, and Stéphane Calmant",10.3319/TAO.2012.10.09.01(TibXS),,Coastal Change Analysis Program Data,dataset-623
Impacts of wildfire on forest surface fuel carbon in Pacific Northwest forests,http://dx.doi.org/10.14288/1.0373701,"Peterson, Kate Frances",10.14288/1.0373701,,Coastal Change Analysis Program Data,dataset-623
JERICO-NEXT. Approaches to monitor European coastal seas,http://dx.doi.org/10.1371/journal.pone.0058137,"Durand, Dominique, Puillat Felix, Ingrid, Karlson, Bengt, Grémare, Antoine, Nizzetto, Luca, Rubio, Anna, Laakso, L, Mourre, Baptiste",10.1371/journal.pone.0058137,,Coastal Change Analysis Program Data,dataset-623
"The deglaciation of Barton Peninsula (King George Island, South Shetland Islands, Antarctica) based on geomorphological evidence and lacustrine records",http://hdl.handle.net/10261/190741,"Oliva, Marc, Antoniades, Dermot, Serrano, Enrique, Giralt, Santiago, Liu, E. J., Granados, I., Pla-Rabes, S., Toro, M., Hong, S. G., Vieira, Gonçalo",10.1017/S0032247419000469,,Coastal Change Analysis Program Data,dataset-623
Quantifying Spatiotemporal Patterns and Major Explanatory Factors of Urban Expansion in Miami Metropolitan Area During 1992–2016,https://www.mdpi.com/2072-4292/11/21/2493,"Shaikh Abdullah Al Rifat, Weibo Liu",10.3390/rs11212493,Remote Sensing,Coastal Change Analysis Program Data,dataset-623
Biodiversity and Ecosystem Function in the Gulf of Maine: Pattern and Role of Zooplankton and Pelagic Nekton,http://dx.doi.org/10.1371/journal.pone.0020981,"Catherine L Johnson, Jeffrey A Runge, K Alexandra Curtis, Edward G Durbin, Jonathan A Hare, Lewis S Incze, Jason S Link, Gary D Melvin, Todd D O'Brien, Lou Van Guelpen",10.1371/journal.pone.0016491,PLoS ONE,Coastal Change Analysis Program Data,dataset-623
Modeling county level breast cancer survival data using a covariate-adjusted frailty proportional hazard model,http://hdl.handle.net/10533/228503,"Zhou, Haiming, Hanson, Timothy, Jara, Alejandro, Zhang, Jiajia",10.1214/14-AOAS793,,Coastal Change Analysis Program Data,dataset-623
Does Lake Titicaca still control the Lake Poopo system water levels? An investigation using satellite altimetry and MODIS data (2000-2009),https://hal.archives-ouvertes.fr/hal-00990851,"Abarca-Del-Rio, R., Cretaux, J. F., Berge-Nguyen, M., Maisongrande, P.",10.1080/01431161.2012.667884,,Coastal Change Analysis Program Data,dataset-623
Measuring ocean surface velocities with the KuROS and KaRADOC airborne near-nadir Doppler radars: a multi-scale analysis in preparation of the SKIM mission,https://www.ocean-sci-discuss.net/os-2019-77/,"Marié, Louis, Collard, Fabrice, Nouguier, Frédéric, Pineau-Guillou, Lucia, Hauser, Danièle, Boy, François, Méric, Stéphane, Peureux, Charles, Monnier, Goulven, Chapron, Bertrand, Martin, Adrien, Dubois, Pierre, Donlon, Craig, Casal, Tania, Ardhuin, Fabrice",10.5194/os-2019-77,,Coastal Change Analysis Program Data,dataset-623
Oder Basin - Baltic Sea Interactions (OBBSI) : Endbericht - Final Report,http://dx.doi.org/10.12754/msr-2000-0041,"Humborg, Christoph, Schernewski, Gerald, Bodungen, Bodo Von, Dannowski, Ralf, Steidl, Jörg, Quast, Joachim, Wallbaum, Volker, Rudolph, Karl-Ulrich, Müller, Chris, Mahlburg, Stefan, Erbguth, Wilfried",10.12754/msr-2000-0041,,Coastal Change Analysis Program Data,dataset-623
Institutional Support Of International Economic Cooperation In The Sphere Of Renewable Energy,http://dx.doi.org/10.5281/zenodo.1220715,"Bila, Svitlana",10.5281/zenodo.1220715,,Coastal Change Analysis Program Data,dataset-623
Institutional Support Of International Economic Cooperation In The Sphere Of Renewable Energy,http://dx.doi.org/10.5281/zenodo.1220714,"Bila, Svitlana",10.5281/zenodo.1220714,,Coastal Change Analysis Program Data,dataset-623
The salinity signature of the cross-shelf exchanges in the Southwestern Atlantic Ocean: Satellite observations,http://hdl.handle.net/11336/4557,"Guerrero, Raul Alfredo, Piola, Alberto Ricardo, Fenco, Harold, Matano, Ricardo, Combes, Vincent, Chao, Yi, James, Corinne, Palma, Elbio Daniel, Saraceno, Martin, Strub, P. Ted",10.1002/2014JC010113/full,,Coastal Change Analysis Program Data,dataset-623
Small island mitigation based on mangrove ecosystem management in Bunaken National Park,https://ejournal.unsrat.ac.id/index.php/jasm/article/view/7275,"Schaduw, Joshian N.W",10.35800/jplt.7.3.2019.24466,AQUATIC SCIENCE & MANAGEMENT (Jurnal Ilmu dan Manajemen Perairan),Coastal Change Analysis Program Data,dataset-623
Institutional support of international economic cooperation in the sphere of renewable energy,https://zenodo.org/record/1220715,Svitlana Bila,10.5281/zenodo.1220715,Економічний вісник університету,Coastal Change Analysis Program Data,dataset-623
Evaluation of the TMPA-3B42 precipitation product using a high-density rain gauge network over complex terrain in northeastern Iberia,http://hdl.handle.net/10261/123261,"El Kenawy, Ahmed M., López-Moreno, Juan I., McCabe, M. F., Vicente Serrano, Sergio M.",10.1016/j.gloplacha.2015.08.013,Global and Planetary Change 133: 188-200 (2015),Coastal Change Analysis Program Data,dataset-623
Biodiversidad Marina,http://dx.doi.org/10.6084/m9.figshare.6446558.v1,"LUIS A. SOTO, ALEJANDRO ESTRADAS, RAÚL HERRERA, ALBERTO MONTOYA, RICARDO RUIZ, ADRIANA CORONA, CARLOS M. ILLESCAS",10.6084/m9.figshare.6446558.v1,,Coastal Change Analysis Program Data,dataset-623
Biodiversidad Marina,http://dx.doi.org/10.6084/m9.figshare.6446558,"LUIS A. SOTO, ALEJANDRO ESTRADAS, RAÚL HERRERA, ALBERTO MONTOYA, RICARDO RUIZ, ADRIANA CORONA, CARLOS M. ILLESCAS",10.6084/m9.figshare.6446558,,Coastal Change Analysis Program Data,dataset-623
"Recent plant history and fire regimes of the coastal peat bog of Chepu, Great Island of Chiloé, Chile",http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-66432015000200014&lng=en&tlng=en,"TRONCOSO CASTRO, J. MAX, SALDAÑA, ALFREDO, RONDANELLI-REYES, MAURICIO J.",10.4067/S0717-66432015000200014,,Coastal Change Analysis Program Data,dataset-623
Ecopath 25 years conference proceedings: Extended abstracts,http://dx.doi.org/10.14288/1.0074741,"Palomares, M.L. Deng, Morissette, Lyne, Cisneros-Montemayor, Andres, Varkey, Divya, Coll, Marta, Piroddi, Chiara",10.14288/1.0074741,,Coastal Change Analysis Program Data,dataset-623
"Artisanal Commercial Fisheries At The Southern Coast Of São Paulo State, Brazil: Ecological, Social And Economic Structures",http://www.repositorio.unicamp.br/handle/REPOSIP/92619,"Lopes P.F.M., Francisco A.S., Begossi A.",,,Coastal Change Analysis Program Data,dataset-623
Proceedings from the Canadian Society of Respiratory Therapists Annual Education Conference,http://europepmc.org/articles/PMC6591779,"Costello, C, Neels, K, Kok, K, Kulaga, N, Moroz, N, Piraino, T, Zaretsky, S, Ley, C, Patel, D, Stuart, H, Somani, A, Martin, L, Gillott, S, Dmytrowich, J, Bishop, C, Fournier, T, Doucet, J, Nagel, DA, Pendergast, N, Scott, T, Gallant, J, Patey, M, Spurr, K, Gill, G, Anderson, J, Hassall, K, Tighe, H, MacIsaac, L, White, K, Matthews, C, Engel, K, Cheung, A, Stamenova, V, Yang, R, Shaw, J, Shafai, R, Bhattacharyya, O, Tram, T, Rohrs, E, Telenko, T, Sorensen, R, Field, C, Correia, R, Reise, K, Walsh, CM, Khor, E, Adam, V, White Markham, A, Gumprich, G, Vigliotti, T, McAllister, B, Patton, J, Bryan, R, Bryan, R, Colter, B, Morin, A, Knott, E, Irving, K, Roth, ME, Lievaart, A, Gallant, J, Meena, D, Bevan, K, Higoy, L, Burrows, M, Sorensen, R, Morgan, S, Khan, A, Nardi, J, Buziak, S, Hassall, K, Culgin, S, Rohrs, E, Fernandez, K, Grondin, K, Richards, E, Mohan, J, Piraino, T, Pham, T, Audet, M, Bolduc, MA, Lavoie, K, Koshy, M, Varghese, R, Thomas, S, Higoy, L, Skaley, A, Hart, K, Matthews, C, Doucet, J, Fournier, T, McDonald, A, Mackinnon, J, Wilmot, E, Swift, D, MacNeil, K, Heletea-McLean, M, Pizzuti, R, Piraino, T, Pham, T, Hakanson, I, Flores, V, Gennidakis, S, Kanji-Jaffer, H, Nardi, J",10.29390/cjrt-2019-006,Canadian Journal of Respiratory Therapy: CJRT = Revue Canadienne de la Thérapie Respiratoire : RCTR,Coastal Change Analysis Program Data,dataset-623
SST subseasonal variability in the central Benguela upwelling system as inferred from satellite observations (1999-2009),https://hal.archives-ouvertes.fr/hal-00994326,"Goubanova , K., Illig , S., Machu , E., Garcon , V., Dewitte , B.",10.1002/jgrc.20287,,Coastal Change Analysis Program Data,dataset-623
