title,url,authors,open,journal,search_term,dataset_id
CREATION OF A HIGH-RESOLUTION PRODUCT CLC2006_BACKDATING BY A BACKWARD LOOK FROM THE DIGITAL LAND COVER MODEL DLM-DE2009 TO 2006 - A CONTRIBUTION TO THE GERMAN CORINE LAND COVER 2012 PROJECT WITHIN A BOTTOM-UP APPROACH,http://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XL-7-W3/1093/2015/isprsarchives-XL-7-W3-1093-2015.pdf,"M. Keil, T. Esch, S. Feigenspan, M. Marconcini, A. Metz, M. Ottinger, J. Zeidler",True,,National Land Cover Database,dataset-624
Valuing map validation: the need for rigorous land cover map accuracy assessment in economic valuations of ecosystem services,http://eprints.nottingham.ac.uk/28877/1/Valuing%20map%20validation-eprints.pdf,"Foody, Giles M.",True,,National Land Cover Database,dataset-624
Open land-use map: a regional land-use mapping strategy for incorporating OpenStreetMap with earth observations,http://dx.doi.org/10.1080/10095020.2017.1371385,"Di Yang, Chiung-Shiuan Fu, Audrey C. Smith, Qiang Yu",True,Geo-spatial Information Science,National Land Cover Database,dataset-624
STUDY ON BIG DATABASE CONSTRUCTION AND ITS APPLICATION OF SAMPLE DATA COLLECTED IN CHINA'S FIRST NATIONAL GEOGRAPHIC CONDITIONS CENSUS BASED ON REMOTE SENSING IMAGES,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLII-3/217/2018/isprs-archives-XLII-3-217-2018.pdf,"T. Cheng, X. Zhou, Y. Jia, G. Yang, J. Bai",True,The International Archives of the Photogrammetry,National Land Cover Database,dataset-624
Assessing a Temporal Change Strategy for Sub-Pixel Land Cover Change Mapping from Multi-Scale Remote Sensing Imagery,http://eprints.nottingham.ac.uk/36193/1/remotesensing-08-00642.pdf,"Ling, Feng, Foody, Giles, Li, Xiaodong, Zhang, Yihang, Du, Yun",True,Remote Sensing,National Land Cover Database,dataset-624
"Outdoor Air Emissions, Land Use, and Land Cover around Schools on Tribal Lands",http://europepmc.org/articles/PMC6339187,"Barros, Nirmalla, Tulve, Nicolle S., Bailey, Ken, Heggem, Daniel T.",True,International Journal of Environmental Research and Public Health,National Land Cover Database,dataset-624
Generating Up-to-Date and Detailed Land Use and Land Cover Maps Using OpenStreetMap and GlobeLand30,http://hdl.handle.net/11311/1054076,"Cidália Costa Fonte, Marco Minghini, Joaquim Patriarca, Vyron Antoniou, Linda See, Andriani Skopeliti",True,,National Land Cover Database,dataset-624
Impacts of Aerosol Particle Size Distribution and Land Cover Land Use on Precipitation in a Coastal Urban Environment Using a Cloud-Resolving Mesoscale Model,https://doaj.org/toc/1687-9309,"Nathan Hosannah, Jorge E. Gonzalez",True,Advances in Meteorology,National Land Cover Database,dataset-624
Integration of SAR polarimetric parameters and multi-spectral data for object-based land cover classification,http://html.rhhz.net/CHXB/html/2019-5-609.htm,"ZHAO Yi, JIANG Mi",True,Acta Geodaetica et Cartographica Sinica,National Land Cover Database,dataset-624
"OpenStreetMap land cover data quality assessment on the example of Lower Silesia Voivodship, Poland",https://doi.org/10.1051/e3sconf/20187100016,Łuczak Jakub,True,E3S Web of Conferences,National Land Cover Database,dataset-624
Relationships between Characteristics of Urban Green Land Cover and Mental Health in U.S. Metropolitan Areas,http://dx.doi.org/10.1371/journal.pone.0153211,"Wei-Lun Tsai, Melissa R. McHale, Viniece Jennings, Oriol Marquet, J. Aaron Hipp, Yu-Fai Leung, Myron F. Floyd",True,International Journal of Environmental Research and Public Health,National Land Cover Database,dataset-624
"Assessing the Spatio-Temporal Pattern of Land Use and Land Cover Changes in Osun Drainage Basin, Nigeria",http://www.degruyter.com/view/j/jengeo.2019.12.issue-1-2/jengeo-2019-0005/jengeo-2019-0005.xml?format=INT,"Ashaolu Eniola Damilola, Olorunfemi Jacob Funso, Ifabiyi Ifatokun Paul",True,Journal of Environmental Geography,National Land Cover Database,dataset-624
Development and Applications of a Comprehensive Land Use Classification and Map for the US,http://dx.doi.org/10.1371/journal.pone.0094628.t001,David M Theobald,True,PLoS ONE,National Land Cover Database,dataset-624
Creación de un Sistema de Información Geográfico de Ocupación del Suelo en España. PROYECTO SIOSE,http://hdl.handle.net/10261/28697,"Del Bosque González, Isabel, Arozarena Villar, Antonio, Villa Alcázar, Guillermo, Valcárcel Sanz, Nuria, Porcuna Fernández Monasterio, Ana",True,,National Land Cover Database,dataset-624
"Regional carbon fluxes from land use and land cover change in Asia, 1980-2009",http://www.escholarship.org/uc/item/21b709r6,"Calle, L, Canadell, JG, Patra, P, Ciais, P, Ichii, K, Tian, H, Kondo, M, Piao, S, Arneth, A, Harper, AB, Ito, A, Kato, E, Koven, C, Sitch, S, Stocker, BD, Vivoy, N, Wiltshire, A, Zaehle, S, Poulter, B",True,,National Land Cover Database,dataset-624
Patterns and Predictors of Recent Forest Conversion in New England,http://www.mdpi.com/2073-445X/5/3/30,"Alexandra M. Thorn, Jonathan R. Thompson, Joshua S. Plisinski",True,Land,National Land Cover Database,dataset-624
"Actualización de la base de datos Corine Land Cover. Proyecto ""I&CLC2000""",http://hdl.handle.net/10261/28664,"Del Bosque González, Isabel, Arozarena Villar, Antonio, Villa Alcázar, Guillermo, Porcuna Fernández Monasterio, Ana",True,,National Land Cover Database,dataset-624
ACCURACY ASSESSMENT OF LANDSAT-DERIVED CONTINUOUS FIELDS OF TREE COVER PRODUCTS USING AIRBORNE LIDAR DATA IN THE EASTERN UNITED STATES,https://doaj.org/toc/2194-9034,"X. P. Song, H. Tang",True,,National Land Cover Database,dataset-624
"GIS-Enabled Culvert Design: A Case Study in Tuscaloosa, Alabama",http://dx.doi.org/10.1155/2018/4648134,"Ashton D. Greer, Zachary B. Wilbanks, Leah D. Clifton, Bradford Wilson, Andrew J. Graettinger",True,Advances in Civil Engineering,National Land Cover Database,dataset-624
Simple Method of Forest Type Inventory by Joining Low Resolution Remote Sensing of Vegetation Indices with Spatial Information from the Corine Land Cover Database,http://dx.doi.org/10.1155/2013/529193,"Zawadzki, Jarosław J., Przeździecki, Karol, Szymankiewicz, Karol, Marczewski, Wojciech",True,ISRN Forestry,National Land Cover Database,dataset-624
Forest-Cover Increase Does Not Trigger Forest-Fragmentation Decrease: Case Study from the Polish Carpathians,https://ruj.uj.edu.pl/xmlui/handle/item/54656,"Kozak, Jacek, Ziółkowska, Elżbieta, Vogt, Peter, Dobosz, Monika, Kaim, Dominik, Kolecka, Natalia, Ostafin, Krzysztof",True,Sustainability,National Land Cover Database,dataset-624
Integrating Recent Land Cover Mapping Efforts to Update the National Gap Analysis Program's Species Habitat Map,http://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XL-1/245/2014/isprsarchives-XL-1-245-2014.pdf,"A. J. McKerrow, A. Davidson, T. S. Earnhardt, A. L. Benson",True,The International Archives of the Photogrammetry,National Land Cover Database,dataset-624
"The Pressure of Society on Water Quality: A Land Use Impact Study of Lake Ripley in Oakland, Wisconsin",http://www.aimspress.com/geosciences/article/1211/fulltext.html,"Kyle Whalley, Wei Luo",True,AIMS Geosciences,National Land Cover Database,dataset-624
Analyzing land cover change using remote sensing and gis methods in the Carsamba Plain and its surroundings (1985-2013)Çarşamba Ovası ve yakın çevresinde arazi örtüsü değişiminin uzaktan algılama ve coğrafi bilgi sistemleriyle analizi (1985-2013),https://www.j-humansciences.com/ojs/index.php/IJHS/article/view/4311,"Atalay Dutucu, Ayse, İkiel, Cercis",True,Journal of Human Sciences,National Land Cover Database,dataset-624
Improved Change Detection with Trajectory-Based Approach: Application to Quantify Cropland Expansion in South Dakota,https://www.mdpi.com/2073-445X/8/4/57,"Lan H. Nguyen, Deepak R. Joshi, Geoffrey M. Henebry",True,Land,National Land Cover Database,dataset-624
Comparison Between Reconstructions of Global Anthropogenic Land Cover Change over Past Two Millennia,http://infoscience.epfl.ch/record/188878,"Yan, Mi, Wang, Zhiyuan, Kaplan, Jed Oliver, Liu, Jian, Min, Shen, Wang, Sumin",True,,National Land Cover Database,dataset-624
A lake-centric geospatial database to guide research and inform management decisions in an Arctic watershed in northern Alaska experiencing climate and land-use changes,http://europepmc.org/articles/PMC5622880,"Jones, Benjamin M., Arp, Christopher D., Whitman, Matthew S., Nigro, Debora, Nitze, Ingmar, Beaver, John, Gädeke, Anne, Zuck, Callie, Liljedahl, Anna, Daanen, Ronald, Torvinen, Eric, Fritz, Stacey, Grosse, Guido",True,Ambio,National Land Cover Database,dataset-624
Ecosystem service valuations of South Africa using a variety of land cover data sources and resolutions,http://researchoutputs.unisa.edu.au/11541.2/128286,,True,,National Land Cover Database,dataset-624
How many predictors in species distribution models at the landscape scale? Land use versus LiDAR-derived canopy height,http://library.wur.nl/WebQuery/wurpubs/480553,"Ficetola, G.F., Bonardi, A., Mücher, C.A., Gilissen, N.L.M., Padoa-Schioppa, E.",False,,National Land Cover Database,dataset-624
Detecting Forest Degradation in Old Oyo National Park in Nigeria Using Remote Sensing and GIS,https://zenodo.org/record/3457113,"Omolere, OS, Alaga, AT, Mohammed, SO, Gajere, EN",True,,National Land Cover Database,dataset-624
Mapping forest aboveground biomass with a simulated ICESat-2 vegetation canopy product and Landsat data,https://www.afrjournal.org/index.php/afr/article/view/1163,"Lana Landra Narine, Sorin Popescu, Tan Zhou, Shruthi Srinivasan, Kaitlin Harbeck",True,Annals of Forest Research,National Land Cover Database,dataset-624
"Land cover and vegetation data from an ecological survey of `key habitat' landscapes in England, 1992-1993",http://dx.doi.org/10.1371/journal.pone.0036415.t001,"Wood, Claire M., Bunce, Robert G. H., Norton, Lisa R., Smart, Simon M., Barr, Colin J.",True,,National Land Cover Database,dataset-624
Thailand National Biodiversity Database System with webMathematica and Google Earth,https://zenodo.org/record/1074365,"W. Katsarapong, W. Srisang, K. Jaroensutasinee, M. Jaroensutasinee",True,,National Land Cover Database,dataset-624
PEATMAP: Refining estimates of global peatland distribution based on a meta-analysis,http://eprints.whiterose.ac.uk/121665/11/Xu%20et%20al.%20Catena.docx,"Xu, J, Morris, PJ, Liu, J, Holden, J",True,,National Land Cover Database,dataset-624
LEM BENCHMARK DATABASE FOR TROPICAL AGRICULTURAL REMOTE SENSING APPLICATION,https://doaj.org/toc/2194-9034,"Sanches, I. D., Feitosa, R. Q., Achanccaray, P., Montibeller, B., Luiz, A. J. B., Soares, M. D., Prudente, V. H. R., Vieira, D. C., Maurano, L. E. P.",True,The International Archives of the Photogrammetry,National Land Cover Database,dataset-624
Exploring Subpixel Learning Algorithms for Estimating Global Land Cover Fractions from Satellite Data Using High Performance Computing,https://www.mdpi.com/2072-4292/9/11/1105,"Uttam Kumar, Sangram Ganguly, Ramakrishna R. Nemani, Kumar S Raja, Cristina Milesi, Ruchita Sinha, Andrew Michaelis, Petr Votava, Hirofumi Hashimoto, Shuang Li, Weile Wang, Subodh Kalia, Shreekant Gayaka",True,Remote Sensing,National Land Cover Database,dataset-624
Mapping Annual Forest Cover in Sub-Humid and Semi-Arid Regions through Analysis of Landsat and PALSAR Imagery,http://www.mdpi.com/2072-4292/8/11/933,"Yuanwei Qin, Xiangming Xiao, Jie Wang, Jinwei Dong, Kayti Ewing, Bruce Hoagland, Daniel J. Hough, Todd D. Fagin, Zhenhua Zou, George L. Geissler, George Z. Xian, Thomas R. Loveland",True,Remote Sensing,National Land Cover Database,dataset-624
Evaluation of improved land use and canopy representation in BEIS v3.61 with biogenic VOC measurements in California,https://doaj.org/toc/1991-9603,"J. O. Bash, K. R. Baker, M. R. Beaver",True,,National Land Cover Database,dataset-624
Achieving land degradation neutrality : The role of SLM knowledge in evidence-based decision-making,http://library.wur.nl/WebQuery/wurpubs/546684,"Liniger, Hanspeter, Harari, Nicole, Lynden, van, Godert, Fleiner, Renate, Leeuw, de, Jan, Bai, Zhanguo, Critchley, William",False,,National Land Cover Database,dataset-624
Methods of collecting the phytometric information to create a database of spectrometric and subject-specific characteristics of geosystems,http://periodicals.karazin.ua/pbgok/article/view/9133,"Владислав Малышев, Ирина Жемерова",True,Problemi Bezperervnoï Geografìčnoï Osvìti ì Kartografìï,National Land Cover Database,dataset-624
A General-Purpose Spatial Survey Design for Collaborative Science and Monitoring of Global Environmental Change: The Global Grid,http://www.mdpi.com/2072-4292/8/10/813,David M. Theobald,True,Remote Sensing,National Land Cover Database,dataset-624
An open dataset about georeferenced harmonized national agricultural censuses and surveys of seven mediterranean countries,http://europepmc.org/articles/PMC6880016,"Villani, Ricardo, Sabbatini, Tiziana, Perez, Olga Moreno, Guiomar, Nuno, Debolini, Marta",True,Data in Brief,National Land Cover Database,dataset-624
Possibility study of areas with potential cultivation of saffron in Kashmar plain using GIS,http://saffron.torbath.ac.ir/article_4812_035e1b027a6554719db8b1a9011a1b9b.pdf,"S. A. Mohammad Alavi Zadeh, Ali Monazzam Esmaeel Pour, Mahmoud Hossein Zadeh Kermani",True,Zirā̒at va Fanāvarī-i Za̒farān,National Land Cover Database,dataset-624
An open dataset about georeferenced harmonized national agricultural censuses and surveys of seven mediterranean countries,http://www.sciencedirect.com/science/article/pii/S2352340919311291,"Ricardo Villani, Tiziana Sabbatini, Olga Moreno Perez, Nuno Guiomar, Marta Debolini",True,Data in Brief,National Land Cover Database,dataset-624
A spatiotemporal natural-human database to evaluate road development impacts in an Amazon trinational frontier,http://europepmc.org/articles/PMC6572834,"Klarenberg, Geraldine, Muñoz-Carpena, Rafael, Perz, Stephen, Baraloto, Christopher, Marsik, Matthew, Southworth, Jane, Zhu, Likai",True,Scientific Data,National Land Cover Database,dataset-624
"Analysis and modeling of deforestation processes: a case study in the Coyuquilla River Basin, Guerrero, Mexico",http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-46112015000300060&lng=en&tlng=en,"Osorio, Laura Paulina, Mas, Jean-François, Guerra, Francisco, Maass, Manuel",True,,National Land Cover Database,dataset-624
The Carbon Cycle and Hurricanes in the United States between 1900 and 2011,http://dx.doi.org/10.1038/srep05197,"Dahal, Devendra, Liu, Shuguang, Oeding, Jennifer",True,Scientific Reports,National Land Cover Database,dataset-624
Systematic targeting of management actions as a tool to enhance conservation of traditional rural biotopes,http://urn.fi/URN:NBN:fi:jyu-201702061360,"Raatikainen, Kaisa, Mussaari, Maija, Raatikainen, Katja M., Halme, Panu",True,,National Land Cover Database,dataset-624
Human and remote sensing data to investigate the frontiers of urbanization in the south of Mexico City,https://doaj.org/toc/2352-3409,"Rodriguez Lopez, Juan Miguel, Heider, Katharina, Scheffran, Jürgen",True,Data in Brief,National Land Cover Database,dataset-624
Differential post-fledging habitat use of Nearctic-Neotropical migratory birds within an urbanized landscape,http://europepmc.org/articles/PMC6100711,"Ladin, Zachary S., Van Nieuland, Steffie, Adalsteinsson, Solny A., D’Amico, Vincent, Bowman, Jacob L., Buler, Jeffrey J., Baetens, Jan M., De Baets, Bernard, Shriver, W. Gregory",True,Movement Ecology,National Land Cover Database,dataset-624
Simulating SAR geometric distortions and predicting Persistent Scatterer densities for ERS-1/2 and ENVISAT C-band SAR and InSAR applications: nationwide feasibility assessment to monitor the landmass of Great Britain with SAR imagery,http://dx.doi.org/10.1016/j.rse.2014.06.025,"Cigna, Francesca, Bateson, Luke B., Jordan, Colm J., Dashwood, Claire",True,,National Land Cover Database,dataset-624
