datasets,doi,journal,search_term,title,url,valid?,notes,pdf
dataset-621,10.1016/j.oraloncology.2019.104484,Oral Oncology,ISD,Dental caries following radiotherapy for head and neck cancer: A systematic review,,No,Matched similar unrelated acronym,
dataset-621,10.1016/j.lwt.2019.108666,LWT,ISD,Effect of sequential multi-frequency ultrasound washing processes on quality attributes and volatile compounds profiling of fresh-cut Chinese cabbage,,No,Matched similar unrelated acronym,
dataset-621,10.1016/j.jclepro.2019.118543,Journal of Cleaner Production,ISD,"Flexible environmental policy, technological innovation and sustainable development of China’s industry: The moderating effect of environment regulatory enforcement",,No,Matched similar unrelated acronym,
dataset-621,10.1016/j.cherd.2019.11.018,Chemical Engineering Research and Design,ISD,Integration of safety and health aspects in a simultaneous process and molecular design framework,,No,Matched similar unrelated acronym,
dataset-621,10.1016/j.eiar.2019.106320,Environmental Impact Assessment Review,ISD,Methodological pluralism in environmental impact prediction and significance evaluation: A case for standardization?,,No,Matched similar unrelated acronym,
dataset-621,10.1002/bit.27187,Biotechnology and Bioengineering,ISD,A highly sensitive molecular structural probe applied to in situ biosensing of metabolites using PEDOT:PSS,,No,Matched math formula,
dataset-621,10.1016/j.strusafe.2019.101875,Structural Safety,ISD,A combined Importance Sampling and active learning Kriging reliability method for small failure probability with random and correlated interval variables,,No,Matched similar unrelated acronym,
dataset-621,10.4018/ijitsa.2020010103,International Journal of Information Technologies and Systems Approach,ISD,A Systemic Framework for Facilitating Better Client-Developer Collaboration in Complex Projects,,Maybe,Paywall,
dataset-621,10.1007/978-3-030-22375-5,,ISD,"Vision Zero for Sustainable Road Safety in Baltic Sea Region, Proceedings of the International Conference “Vision Zero for Sustainable Road Safety in Baltic Sea Region”, 5–6 December 2018, Vilnius, Lithuania",,No,This is a book,
dataset-621,10.1007/978-3-030-27015-5,,ISD,"Digital Age: Chances, Challenges and Future",,No,This is a book,
dataset-621,10.1016/j.ecresq.2018.11.001,Early Childhood Research Quarterly,ISD,Increasing preschoolers' vocabulary development through a streamlined teacher professional development intervention,,No,Matched similar unrelated acronym,
dataset-621,10.1007/978-3-030-21447-0,,ISD,Textbook of Male Genitourethral Reconstruction,,No,This is a book,
dataset-621,10.1007/978-981-13-8297-0_17,,ISD,Integrated Safety and Process Economics Approach for Sustainable Process Design of Process Piping,,No,Matched similar unrelated acronym,
dataset-621,10.1007/978-3-030-22236-9_5,,ISD,5G Capability Outlook: ITU-R Submission and Performance Evaluation,,No,,
dataset-621,10.1007/978-3-030-36755-8,,ISD,"Logical Foundations of Computer Science, International Symposium, LFCS 2020, Deerfield Beach, FL, USA, January 4–7, 2020, Proceedings",,No,This is a book,
dataset-621,10.1007/978-981-13-9718-9,,ISD,Proceedings of China SAE Congress 2018: Selected Papers,,,,
dataset-621,10.1007/978-3-030-21447-0_66,,ISD,Surgical Management of Neurogenic Lower Urinary Tract Dysfunction in Men with Spinal Cord Injury,,,,
dataset-621,10.1007/978-981-15-1002-1,,ISD,"Proceedings of International Conference on Wireless Communication, ICWiCOM 2019",,,,
dataset-621,10.1016/b978-0-08-102637-3.00005-x,,ISD,Chapter 5 Two-dimensional materials toward future photovoltaic devices,,,,
dataset-621,10.1016/b978-0-08-102902-2.00006-6,,ISD,Chapter 6 LTE-M performance,,,,
dataset-621,10.1039/c9nh00347a,Nanoscale Horizons,ISD,Small-angle X-ray scattering of nanoporous materials,,No,Matched similar unrelated acronym,
dataset-621,10.1007/978-3-030-19756-8,,ISD,"International Scientific Conference Energy Management of Municipal Facilities and Sustainable Energy Technologies EMMFT 2018, Volume 1",,,,
dataset-621,10.1007/978-3-030-27015-5_27,,ISD,Information Society Development in Regions of the Russian Federation,,,,
dataset-621,10.1007/978-3-030-26474-1,,ISD,"Lecture Notes in Computational Intelligence and Decision Making, Proceedings of the XV International Scientific Conference “Intellectual Systems of Decision Making and Problems of Computational Intelligence” (ISDMCI'2019), Ukraine, May 21–25, 2019",,,,
dataset-621,10.1007/978-3-030-23303-7_1,,ISD,Targeted Selection and Characterisation of Contemporary HTS Wires for Specific Applications,,,,
dataset-621,10.1007/978-3-540-68897-6_6,,ISD,Cervical Spine,,,,
dataset-621,10.1007/978-3-030-23303-7_4,,ISD,Progress in Thick Film 2G-HTS Development,,,,
dataset-621,10.1007/978-3-030-22375-5_2,,ISD,Safety Analysis of Road Networks in Germany – Approaches of Section Development and Comparison to Other Countries,,,,
dataset-621,10.1007/978-3-030-17971-7,,ISD,"CMBEBIH 2019, Proceedings of the International Conference on Medical and Biological Engineering, 16 ̶̶ 18 May 2019, Banja Luka, Bosnia and Herzegovina",https://link.springer.com/content/pdf/bfm%3A978-3-030-17971-7%2F1.pdf,,,
dataset-621,10.1007/978-981-32-9527-8,,ISD,An Interdisciplinary Approach for Disaster Resilience and Sustainability,,,,
dataset-621,10.1007/978-981-15-0287-3,,ISD,"Recent Trends in Wave Mechanics and Vibrations, Select Proceedings of WMVC 2018",,,,
dataset-621,10.1007/978-3-030-25918-1,,ISD,"Enterprise Governance of Information Technology, Achieving Alignment and Value in Digital Organizations",,,,
dataset-621,10.1007/978-981-15-1564-4,,ISD,"Marketing and Smart Technologies, Proceedings of ICMarkTech 2019",,,,
dataset-621,10.1007/978-1-4939-9822-7_17,,ISD,Native Mass Spectrometry Analysis of Affinity-Captured Endogenous Yeast RNA Exosome Complexes,,,,
dataset-621,10.1016/b978-0-08-102902-2.00008-x,,ISD,Chapter 8 NB-IoT performance,,,,
dataset-621,10.1007/978-3-030-36755-8_17,,ISD,On the Tender Line Separating Generalizations and Boundary-Case Exceptions for the Second Incompleteness Theorem Under Semantic Tableaux Deduction,,,,
dataset-621,10.1007/978-981-13-8297-0,,ISD,Advances in Material Sciences and Engineering,,,,
dataset-621,10.1007/978-3-030-10756-7,,ISD,"A Math-Based Writing System for Engineers, Sentence Algebra & Document Algorithms",,,,
dataset-621,10.1007/978-981-32-9527-8_25,,ISD,Effect of Changing Vegetation Coverage and Meteorological Parameters on the Hazard Characteristics of Indian Sundarban Region and Its Impact There On,,,,
dataset-621,10.1007/978-981-15-1564-4_30,,ISD,End User Involvement in the Big Data Based Service Development Process,,,,
dataset-621,10.1007/978-3-030-17971-7_8,,ISD,Stereo Laser Speckle Dissimilarity Analysis Using Self-organizing Maps,,,,
dataset-621,10.1007/978-3-030-26474-1_46,,ISD,Complex Approach of High-Resolution Multispectral Data Engineering for Deep Neural Network Processing,,,,
dataset-621,10.1007/978-3-662-59793-4,,ISD,Reliable Communications within Cyber-Physical Systems Using the Internet (RC4CPS),,,,
dataset-621,10.1016/b978-0-444-64066-6.00012-5,,ISD,Chapter 12 Assessing immunosuppressive drug concentrations in clinical practice,,,,
dataset-621,10.1007/978-981-13-9718-9_19,,ISD,A Study on the Influence of Mass Change on Vibration Characteristic of ISD Suspension,,,,
dataset-621,10.1007/978-981-15-1002-1_31,,ISD,Bridging Services Between Cellular and IP Network for Analog–Digital Intercommunication,,,,
dataset-621,10.1007/978-3-030-22236-9_3,,ISD,"5G Procedure, RAN Architecture, and Protocol",,,,
dataset-621,10.1007/978-3-030-16848-3,,ISD,"Techno-Societal 2018, Proceedings of the 2nd International Conference on Advanced Technologies for Societal Applications - Volume 1",,,,
dataset-621,10.1016/b978-0-12-814457-2.00021-0,,ISD,Chapter 21 Twelve Years of Vaccine Registration and the Consequences,,,,
dataset-621,10.1007/978-3-030-17364-7,,ISD,Injection-Locking in Mixed-Mode Signal Processing,https://link.springer.com/content/pdf/bfm%3A978-3-030-17364-7%2F1.pdf,,,
dataset-621,10.1007/978-3-030-19756-8_4,,ISD,Confirmed Method for Definition of Daylight Climate for Tropical Hanoi,,,,
dataset-621,10.1007/978-3-030-23781-3,,ISD,"Ageing of Integrated Circuits, Causes, Effects and Mitigation Techniques",,,,
dataset-621,10.1007/978-3-030-23781-3_1,,ISD,Understanding Ageing Mechanisms,,,,
dataset-621,10.1007/978-3-030-23303-7,,ISD,"Superconductivity, From Materials Science to Practical Applications",,,,
dataset-621,10.1007/978-3-540-68897-6,,ISD,Measurements in Musculoskeletal Radiology,,,,
dataset-621,10.1007/978-981-15-0287-3_21,,ISD,Seismic Evaluation of Vertically Irregular RC Buildings,,,,
dataset-621,10.1007/978-3-030-27747-5,,ISD,"Lower Urinary Tract Symptoms in Adults, A Clinical Approach",,,,
dataset-621,10.1007/978-3-030-27747-5_2,,ISD,The Lower Urinary Tract Symptoms,,,,
dataset-621,10.1007/978-3-030-14298-8,,ISD,Big Data: Conceptual Analysis and Applications,https://link.springer.com/content/pdf/bfm%3A978-3-030-14298-8%2F1.pdf,,,
dataset-621,10.1007/978-3-030-16848-3_73,,ISD,Optimum Location of Shear Walls and Visco-Elastic dampers in R.C.C. Framed Tall Building considering Second Order Effects,,,,
dataset-621,10.1007/978-3-030-23303-7_5,,ISD,Superconducting YBa2Cu3O7−δ Nanocomposite Films Using Preformed ZrO2 Nanocrystals via Chemical Solution Deposition,,,,
dataset-621,10.1007/978-1-4939-9822-7,,ISD,"The Eukaryotic RNA Exosome, Methods and Protocols",,,,
dataset-621,10.14361/9783839441039-008,,ISD,Kanak Academic: Teaching in Enemy Territory,,,,
dataset-621,10.1525/9780520961081-017,,ISD,"15. Parallel Universes: Chinese Temple Networks in Singapore, or What Is Missing in the Singapore Model?",,,,
dataset-621,10.9785/9783504386047-016,,ISD,Kapitel 12 Einwirkung allgemeiner Rechtsgrundsätze des EU-Rechts,,,,
dataset-621,10.14361/9783839448212-007,,ISD,Dem Mainstream auf der Spur,,,,
dataset-621,10.1002/cpe.5436,Concurrency and Computation Practice and Experience,ISD,Dynamic service deployment for budget‐constrained mobile edge computing,,No,Matched similar unrelated acronym,
dataset-621,10.1515/9783110436143-033,,ISD,"ZWEITER TITEL. Jahresabschluß, Lagebericht, Zwischenabschluß",,,,
dataset-621,10.1515/9783110498349-003,,ISD,§ 3. Die gemeinsamen Werte der Union und der Mitgliedstaaten,,,,
dataset-621,10.1007/s00345-019-03018-9,World Journal of Urology,ISD,Contemporary application of autologous muscle-derived cells for urinary sphincter regeneration,,No,Matched similar unrelated acronym,
dataset-621,10.1371/journal.pcbi.1007492,,ISD,Estimation of temporal covariances in pathogen dynamics using Bayesian multivariate autoregressive models,http://dx.doi.org/10.1371/journal.pcbi.1007492,,,
dataset-621,10.1007/s00192-019-04171-w,International Urogynecology Journal,ISD,Outcomes and failure risks in mid-urethral sling insertion in elderly and old age with urodynamic stress incontinence,,No,Matched similar unrelated acronym,
dataset-621,10.1080/08874417.2019.1700469,Journal of Computer Information Systems,ISD,The Influence of Social Power on Knowledge Utilization,,No,Matched similar unrelated acronym,
dataset-621,10.1007/s00192-019-04148-9,International Urogynecology Journal,ISD,Erbium:YAG laser treatment of female stress urinary incontinence: midterm data,,No,Matched similar unrelated acronym,
dataset-621,10.1002/14651858.cd002239.pub4,Cochrane Database of Systematic Reviews,ISD,Laparoscopic colposuspension for urinary incontinence in women,,No,,
dataset-621,10.1080/1463922x.2019.1698673,Theoretical Issues in Ergonomics Science,ISD,"Adaptive driving simulation-based training: framework, status, and needs",,No,Matched similar unrelated acronym,
dataset-621,10.1002/9783527809134,,ISD,Vacuum in Particle Accelerators,,,,
dataset-621,10.1093/femsle/fnz246,FEMS Microbiology Letters,ISD,"Agricultural systems as potential sources of emerging human mycoses caused by Trichoderma: a successful, common phylotype of Trichoderma longibrachiatum in the frontline",,No,,
dataset-621,10.1002/suco.201900028,Structural Concrete,ISD,Seismic response of RC buildings subjected to fling‐step in the near‐fault region,,No,Matched similar unrelated acronym,
dataset-621,10.1088/1757-899x/580/1/012011,,ISD,Morphological characterization of bicontinuous microstructures using two-point statistics,http://dx.doi.org/10.1088/1757-899x/580/1/012011,,,
dataset-621,10.1111/jdv.16142,Journal of the European Academy of Dermatology and Venereology,ISD,Comparison of complementary and alternative medicine use between patients with skin cancer and inflammatory skin diseases,,No,Matched similar unrelated acronym,
dataset-621,10.1093/ejcts/ezz330,European Journal of Cardio-thoracic Surgery,ISD,Consolidated quality improvements following benchmarking with cardiothoracic surgery registries - systematic review,,No,Matched similar unrelated acronym,
dataset-621,10.4038/sljch.v48i4.8838,Sri Lanka Journal of Child Health,ISD,A case of spondylodiscitis complicated by vertebral destruction in a neonate secondary to Staphylococcus aureus infection,,,,
dataset-621,10.1080/15582159.2019.1689467,Journal of School Choice,ISD,Student Stratification among a Combination of School Choice Policies in Detroit,,,,
dataset-621,10.1080/1064119x.2019.1696432,Marine Georesources and Geotechnology,ISD,Visualisation method for the broad distribution of seafloor ferromanganese deposits,,,,
dataset-621,10.1021/acsomega.9b02814,ACS Omega,ISD,Estimation of Flexible and Rigid Residues of Disulfide-Bridged and Phosphorylated Proteins Using Matrix-Assisted Laser Desorption/Ionization in-Source Decay Mass Spectrometry.,,,,
dataset-621,10.1162/edfp_a_00304,Education Finance and Policy,ISD,Too Little or Too Much? Actionable Advice in an Early-Childhood Text Messaging Experiment,,,,
dataset-621,10.1037/neu0000608,Neuropsychology,ISD,Longitudinal changes in response time mean and inconsistency exhibit predictive dissociations for risk of cognitive impairment.,,,,
dataset-621,10.1002/nau.24249,Neurourology and Urodynamics,ISD,Influence of the urethral pressure transducer in measuring Valsalva leak point pressure in women undergoing multichannel urodynamic testing,,,,
dataset-621,10.1111/jdv.16126,Journal of the European Academy of Dermatology and Venereology,ISD,IL‐17C amplifies epithelial inflammation in human psoriasis and atopic eczema,,,,
dataset-621,10.1139/cjps-2019-0180,Canadian Journal of Plant Science,ISD,AAC Magnet Canada Western Red Spring wheat,,,,
dataset-621,10.1139/cjps-2019-0184,Canadian Journal of Plant Science,ISD,AAC LeRoy Canada Western Red Spring wheat,,,,
dataset-621,10.12911/22998993/113409,Journal of Ecological Engineering,ISD,"The Application of Benthic Diatoms in Water Quality Assessment in Lepenci River Basin, Kosovo",,,,
dataset-621,10.1093/rheumatology/kez208,,ISD,Odd combinations-coexistence of anti-glomerular basement membrane disease and Sjögren's syndrome.,https://doi.org/10.1093/rheumatology/kez208,,,
dataset-621,10.1093/pm/pny320,Pain Medicine,ISD,Intensity of Withdrawal Symptoms During Opioid Taper in Patients with Chronic Pain-Individualized or Fixed Starting Dosage?,,,,
dataset-621,10.1186/s13049-019-0611-9,,ISD,Epidemiology of emergency ambulance service calls related to mental health problems and self harm: a national record linkage study,https://sjtrem.biomedcentral.com/track/pdf/10.1186/s13049-019-0611-9,,,
dataset-621,10.1007/s10853-019-03920-y,Journal of Materials Science,ISD,Au–PbS core–shell nanorods for plasmon-enhanced near-infrared photodetection,,,,
dataset-621,10.1016/j.ijinfomgt.2019.01.003,International Journal of Information Management,ISD,Knowledge collaboration among physicians in online health communities: A transactive memory perspective,,,,
dataset-621,10.1088/2053-1591/ab56d5,Materials Research Express,ISD,High performance room temperature p-type injection in few-layered tungsten diselenide films from cobalt and palladium contacts,,,,
dataset-621,10.1038/s41564-019-0585-4,Nature Microbiology,ISD,HIV-2/SIV Vpx targets a novel functional domain of STING to selectively inhibit cGAS–STING-mediated NF-κB signalling,,,,
dataset-621,10.1016/j.matchemphys.2019.122553,Materials Chemistry and Physics,ISD,Utilizing a single silica nanospring as an insulating support to characterize the electrical transport and morphology of nanocrystalline graphite,,,,
dataset-621,10.1016/j.ejmp.2019.11.018,Physica Medica,ISD,Benchmarking a novel inorganic scintillation detector for applications in radiation therapy,,,,
dataset-621,10.1186/s13063-019-3571-5,,ISD,"Trial of healthy relationship initiatives for the very early years (THRIVE), evaluating Enhanced Triple P for Baby and Mellow Bumps for those with additional social and care needs during pregnancy and their infants who are at higher risk of maltreatment: study protocol for a randomised controlled trial",http://dx.doi.org/10.1186/s13063-019-3571-5,,,
dataset-621,10.1016/j.atmosenv.2019.116969,Atmospheric Environment,ISD,Artificial neural networks can be used for ambrosia pollen emission parameterization in COSMO-ART,,,,
dataset-621,10.1007/s00192-018-03863-z,International Urogynecology Journal,ISD,Development and validity of a questionnaire for coital urinary incontinence: clinical and urodynamic analysis,,,,
dataset-621,10.1177/0969141319866880,Journal of Medical Screening,ISD,Changes in prevalence of faecal occult blood positivity over time,,,,
dataset-621,10.1007/s00261-019-02212-y,Abdominal Radiology,ISD,Imaging of the female urethra,,,,
dataset-621,10.1186/s13638-019-1507-0,,ISD,Ubiquitous cell-free Massive MIMO communications,http://dx.doi.org/10.1186/s13638-019-1507-0,,,
dataset-621,10.1136/jech-2019-212738,Journal of Epidemiology & Community Health,ISD,Relationship between childhood socioeconomic position and adverse childhood experiences (ACEs): a systematic review,,,,
dataset-621,10.1186/s12903-019-0749-x,,ISD,Protocol for a Randomised controlled trial to Evaluate the effectiveness and cost benefit of prescribing high dose FLuoride toothpaste in preventing and treating dEntal Caries in high-risk older adulTs (reflect trial),https://bmcoralhealth.biomedcentral.com/track/pdf/10.1186/s12903-019-0749-x,,,
dataset-621,10.1038/s41533-019-0140-z,,ISD,Qualitative study of practices and challenges when making a diagnosis of asthma in primary care,https://www.nature.com/articles/s41533-019-0140-z.pdf,,,
dataset-621,10.19277/bbr.16.2.216,Journal Biomedical and Biopharmaceutical Research,ISD,I Bioactive Natural Products Research Meeting 2019,,,,
dataset-621,10.1175/jamc-d-19-0076.1,Journal of Applied Meteorology and Climatology,ISD,Development of a sub-monthly temperature product to monitor near real-time climate conditions and assess long term heat events in the United States. Development of a sub-monthly temperature product to monitor near real-time climate conditions and assess long term heat events in the United States.,,,,
dataset-621,10.1109/tro.2019.2933720,IEEE Transactions on Robotics,ISD,Optimal Continuous State POMDP Planning With Semantic Observations: A Variational Approach,,,,
dataset-621,10.1186/s12864-019-5680-7,,ISD,Evolution and comparative genomics of the most common Trichoderma species,https://bmcgenomics.biomedcentral.com/track/pdf/10.1186/s12864-019-5680-7,,,
dataset-621,10.1007/s40647-019-00267-1,Fudan Journal of the Humanities and Social Sciences,ISD,"Conceptualizing and Measuring Global Justice: Theories, Concepts, Principles and Indicators",,,,
dataset-621,10.1002/tea.21582,Journal of Research in Science Teaching,ISD,"Effect of project‐based learning on high school students' state‐mandated, standardized math and science exam performance",,,,
dataset-621,10.1007/s11227-019-03003-4,The Journal of Supercomputing,ISD,A privacy-preserving code-based authentication protocol for Internet of Things,,,,
dataset-621,10.1038/s41398-019-0632-1,,ISD,Vulnerability to bipolar disorder is linked to sleep and sleepiness,http://dx.doi.org/10.1038/s41398-019-0632-1,,,
dataset-621,10.1186/s13638-019-1368-6,,ISD,Interference coordination for millimeter wave communications in 5G networks for performance optimization,https://jwcn-eurasipjournals.springeropen.com/track/pdf/10.1186/s13638-019-1368-6,,,
dataset-621,10.1186/s12911-019-0953-2,,ISD,Developing a standardised approach to the aggregation of inpatient episodes into person-based spells in all specialties and psychiatric specialties,http://dx.doi.org/10.1186/s12911-019-0953-2,,,
dataset-621,10.1109/tii.2019.2922697,IEEE Transactions on Industrial Informatics,ISD,ECCAuth: A Secure Authentication Protocol for Demand Response Management in a Smart Grid System,,,,
dataset-621,10.1038/s42255-019-0150-8,Nature Metabolism,ISD,Mitochondrial DNA stress signalling protects the nuclear genome,,,,
dataset-621,10.1186/s40850-019-0048-7,,ISD,"Caste-specific morphological modularity in the ant tribe Camponotini (Hymenoptera, Formicidae)",http://dx.doi.org/10.1186/s40850-019-0048-7,,,
dataset-621,10.1016/j.ijleo.2019.164034,Optik,ISD,Parameters extraction of solar cells using modified JAYA algorithm,,,,
dataset-621,10.1038/s41598-019-43237-z,,ISD,Role of Oxide/Metal Bilayer Electrodes in Solution Processed Organic Field Effect Transistors,https://www.nature.com/articles/s41598-019-43237-z.pdf,,,
dataset-621,10.1186/s12913-019-4147-5,,ISD,"Disparities in breast screening, stage at diagnosis, cancer treatment and the subsequent risk of cancer death: a retrospective, matched cohort of aboriginal and non-aboriginal women with breast cancer",https://bmchealthservres.biomedcentral.com/track/pdf/10.1186/s12913-019-4147-5,,,
dataset-621,10.1038/s41598-019-41309-8,,ISD,"Specific modification at the C-terminal lysine residue of the green fluorescent protein variant, GFPuv, expressed in Escherichia coli",https://www.nature.com/articles/s41598-019-41309-8.pdf,,,
dataset-621,10.1186/s12864-019-6212-1,,ISD,Evolutionary balance between LRR domain loss and young NBS–LRR genes production governs disease resistance in Arachis hypogaea cv. Tifrunner,http://dx.doi.org/10.1186/s12864-019-6212-1,,,
dataset-621,10.1038/s41598-019-41903-w,,ISD,The asymmetry of plasma membranes and their cholesterol content influence the uptake of cisplatin,https://www.nature.com/articles/s41598-019-41903-w.pdf,,,
dataset-621,10.3399/bjgp19x706637,British Journal of General Practice,ISD,Factors affecting use of unscheduled care for people with advanced cancer: a retrospective cohort study in Scotland,,,,
dataset-621,10.1002/pssb.201900269,physica status solidi (b),ISD,Insulating State in Low‐Disorder Graphene Nanoribbons,,,,
dataset-621,10.1140/epja/i2019-12887-x,The European Physical Journal A,ISD,Gamma-decay from dipole vibrations: Probe for nuclear properties,,,,
dataset-621,10.1038/s41598-018-36752-y,,ISD,Sensitive Molybdenum Disulfide Based Field Effect Transistor Sensor for Real-time Monitoring of Hydrogen Peroxide,https://www.nature.com/articles/s41598-018-36752-y.pdf,,,
dataset-621,10.1186/s12875-019-0921-z,,ISD,The impact of quality and accessibility of primary care on emergency admissions for a range of chronic ambulatory care sensitive conditions (ACSCs) in Scotland: longitudinal analysis,https://bmcfampract.biomedcentral.com/track/pdf/10.1186/s12875-019-0921-z,,,
dataset-621,10.1038/s41467-018-08039-3,,ISD,Energetic equivalence underpins the size structure of tree and phytoplankton communities,https://www.nature.com/articles/s41467-018-08039-3.pdf,,,
dataset-621,10.1007/s00787-019-01330-8,European Child & Adolescent Psychiatry,ISD,Impaired predictability: enhanced fluctuations in the parenting behaviour of mothers of pre-school children with clinical diagnoses across three different play tasks,,,,
dataset-621,10.1016/j.jbusres.2019.10.036,Journal of Business Research,ISD,Organizational mindfulness towards digital transformation as a prerequisite of information processing capability to achieve market agility,,,,
dataset-621,10.1186/s12889-019-6888-9,,ISD,Educational and health outcomes of children and adolescents receiving antiepileptic medication: Scotland-wide record linkage study of 766 244 schoolchildren,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-019-6888-9,,,
dataset-621,10.1016/j.aca.2019.08.048,Analytica Chimica Acta,ISD,Recent advances in nanostructure/nanomaterial-assisted laser desorption/ionization mass spectrometry of low molecular mass compounds,,,,
dataset-621,10.1038/s41598-019-45800-0,,ISD,Nucleic acid sensing activates the innate cytosolic surveillance pathway and promotes parasite survival in visceral leishmaniasis,https://www.nature.com/articles/s41598-019-45800-0.pdf,,,
dataset-621,10.1038/s41598-019-52799-x,,ISD,"Connecting Crop Productivity, Residue Fires, and Air Quality over Northern India",http://dx.doi.org/10.1038/s41598-019-52799-x,,,
dataset-621,10.1007/s41465-019-00140-9,Journal of Cognitive Enhancement,ISD,The Impact of a Sustained Cognitive Engagement Intervention on Cognitive Variability: the Synapse Project,,,,
