title,journal,authors,doi,search_term,dataset_id
Identification and prioritization of areas with high environmental risk in Mediterranean coastal areas: A flexible approach.,The Science of the total environment,"Marignani, Michela, Bruschi, Daniele, Astiaso Garcia, Davide, Frondoni, Raffaella, Carli, Emanuela, Pinna, Maria Silvia, Cumo, Fabrizio, Gugliermetti, Franco, Saatkamp, Arne, Doxa, Aggeliki, Queller, Emi Martín, Chaieb, Mohamed, Bou Dagher-Kharrat, Magda, El Zein, Rana, El Jeitani, Sarah, Khater, Carla, Mansour, Sophie, Al-Shami, Anwar, Harik, Ghinwa, Alameddine, Ibrahim, El-Fadel, Mutasem, Blasi, Carlo",10.1016/j.scitotenv.2017.02.221,Total Economy of Coastal Areas,dataset-641
Spatial Characteristics and Driving Factors of Provincial Wastewater Discharge in China.,International journal of environmental research and public health,"Chen, Kunlun, Liu, Xiaoqiong, Ding, Lei, Huang, Gengzhi, Li, Zhigang",,Total Economy of Coastal Areas,dataset-641
The role of the water tankers market in water stressed semi-arid urban areas:Implications on water quality and economic burden.,Journal of environmental management,"Constantine, Kinda, Massoud, May, Alameddine, Ibrahim, El-Fadel, Mutasem",10.1016/j.jenvman.2016.11.065,Total Economy of Coastal Areas,dataset-641
Endangered Right Whales Enhance Primary Productivity in the Bay of Fundy.,PloS one,"Roman, Joe, Nevins, John, Altabet, Mark, Koopman, Heather, McCarthy, James",10.1371/journal.pone.0156553,Total Economy of Coastal Areas,dataset-641
Incorporating Anthropogenic Influences into Fire Probability Models: Effects of Human Activity and Climate Change on Fire Activity in California.,PloS one,"Mann, Michael L, Batllori, Enric, Moritz, Max A, Waller, Eric K, Berck, Peter, Flint, Alan L, Flint, Lorraine E, Dolfi, Emmalee",10.1371/journal.pone.0153589,Total Economy of Coastal Areas,dataset-641
"Groundwater intensive exploitation and mining in Gran Canaria and Tenerife, Canary Islands, Spain: Hydrogeological, environmental, economic and social aspects.",The Science of the total environment,"Custodio, Emilio, Cabrera, María Del Carmen, Poncela, Roberto, Puga, Luis-Olavo, Skupien, Elzbieta, Del Villar, Alberto",10.1016/j.scitotenv.2016.03.038,Total Economy of Coastal Areas,dataset-641
Clam focal and systemic immune responses to QPX infection revealed by RNA-seq technology.,BMC genomics,"Wang, Kailai, del Castillo, Carmelo, Corre, Erwan, Pales Espinosa, Emmanuelle, Allam, Bassem",10.1186/s12864-016-2493-9,Total Economy of Coastal Areas,dataset-641
"Cities as selective land predators? A lesson on urban growth, deregulated planning and sprawl containment.",The Science of the total environment,"Colantoni, Andrea, Grigoriadis, Efstathios, Sateriano, Adele, Venanzoni, Giuseppe, Salvati, Luca",10.1016/j.scitotenv.2015.11.170,Total Economy of Coastal Areas,dataset-641
Mutation rate estimation for 15 autosomal STR loci in a large population from Mainland China.,Meta gene,"Zhao, Zhuo, Zhang, Jie, Wang, Hua, Liu, Zhi-Peng, Liu, Ming, Zhang, Yuan, Sun, Li, Zhang, Hui",10.1016/j.mgene.2015.07.006,Total Economy of Coastal Areas,dataset-641
"Evacuation planning for plausible worst case inundation scenarios in Honolulu, Hawaii.","Journal of emergency management (Weston, Mass.)","Kim, Karl, Pant, Pradip, Yamashita, Eric",10.5055/jem.2015.0223,Total Economy of Coastal Areas,dataset-641
Residues and potential health risks of DDTs and HCHs in commercial seafoods from two coastal cities near Yangtze River Estuary.,"Journal of environmental science and health. Part. B, Pesticides, food contaminants, and agricultural wastes","Jin, Mei Q, Zhou, Shan S, Liu, Wei P, Zhang, Dong, Lu, Xian T",10.1080/03601234.2015.982387,Total Economy of Coastal Areas,dataset-641
Application of chemometric methods for assessment and modelling of microbiological quality data concerning coastal bathing water in Greece.,Journal of public health research,"Papaioannou, Agelos, Rigas, George, Papastergiou, Panagiotis, Hadjichristodoulou, Christos",10.4081/jphr.2014.357,Total Economy of Coastal Areas,dataset-641
Occurrence and distribution of conventional and new classes of per- and polyfluoroalkyl substances (PFASs) in the South China Sea.,Journal of hazardous materials,"Kwok, Karen Y, Wang, Xin-Hong, Ya, Miaolei, Li, Yongyu, Zhang, Xiao-Hua, Yamashita, Nobuyoshi, Lam, James C W, Lam, Paul K S",10.1016/j.jhazmat.2014.10.065,Total Economy of Coastal Areas,dataset-641
Poverty alleviation strategies in eastern China lead to critical ecological dynamics.,The Science of the total environment,"Zhang, Ke, Dearing, John A, Dawson, Terence P, Dong, Xuhui, Yang, Xiangdong, Zhang, Weiguo",10.1016/j.scitotenv.2014.10.096,Total Economy of Coastal Areas,dataset-641
"[Species and size composition of fishes in Barra de Navidad lagoon, Mexican central Pacific].",Revista de biologia tropical,"González-Sansón, Gaspar, Aguilar-Betancourt, Consuelo, Kosonoy-Aceves, Daniel, Lucano-Ramírez, Gabriela, Ruiz-Ramírez, Salvador, Flores-Ortega, Juan Ramón, Hinojosa-Larios, Angel, de Asís Silva-Bátiz, Francisco",,Total Economy of Coastal Areas,dataset-641
"Concentration, composition and sources of PAHs in the coastal sediments of the exclusive economic zone (EEZ) of Qatar, Arabian Gulf.",Marine pollution bulletin,"Soliman, Y S, Al Ansari, E M S, Wade, T L",10.1016/j.marpolbul.2014.04.027,Total Economy of Coastal Areas,dataset-641
Coastal fisheries in the Eastern Baltic Sea (Gulf of Finland) and its basin from the 15 to the Early 20th centuries.,PloS one,"Lajus, Julia, Kraikovski, Alexei, Lajus, Dmitry",10.1371/journal.pone.0077059,Total Economy of Coastal Areas,dataset-641
Decision maker perceptions of resource allocation processes in Canadian health care organizations: a national survey.,BMC health services research,"Smith, Neale, Mitton, Craig, Bryan, Stirling, Davidson, Alan, Urquhart, Bonnie, Gibson, Jennifer L, Peacock, Stuart, Donaldson, Cam",10.1186/1472-6963-13-247,Total Economy of Coastal Areas,dataset-641
"Determination of methylmercury in marine fish from coastal areas of Zhejiang, China.","Food additives & contaminants. Part B, Surveillance","Huang, Zhu, Pan, Xiao-Dong, Han, Jian-Long, Wu, Ping-Gu, Tang, Jun, Tan, Ying",10.1080/19393210.2012.683881,Total Economy of Coastal Areas,dataset-641
"[Taxonomic composition and zoogeographical aspects of deep sea fishes (90-540m) from the Gulf of California, Mexico].",Revista de biologia tropical,"López-Martínez, Juana, Acevedo-Cervantes, Alejandro, Herrera-Valdivia, Eloisa, Rodríguez-Romero, Jesús, Palacios-Salgado, Deivis S",,Total Economy of Coastal Areas,dataset-641
Total catch of a red-listed marine species is an order of magnitude higher than official data.,PloS one,"Kleiven, Alf Ring, Olsen, Esben Moland, Vølstad, Jon Helge",10.1371/journal.pone.0031216,Total Economy of Coastal Areas,dataset-641
[Effects of artificial reef construction to marine ecosystem services value: a case of Yang-Meikeng artificial reef region in Shenzhen].,Ying yong sheng tai xue bao = The journal of applied ecology,"Qin, Chuan-xin, Chem, Pi-mao, Jia, Xiao-ping",,Total Economy of Coastal Areas,dataset-641
Large-scale use of mosquito larval source management for malaria control in Africa: a cost analysis.,Malaria journal,"Worrall, Eve, Fillinger, Ulrike",10.1186/1475-2875-10-338,Total Economy of Coastal Areas,dataset-641
[Identification of marine and coastal biodiversity conservation priorities in Costa Rica].,Revista de biologia tropical,"Alvarado, Juan José, Herrera, Bernal, Corrales, Lenin, Asch, Jenny, Paaby, Pía",,Total Economy of Coastal Areas,dataset-641
Trace metal contamination in estuarine and coastal environments in China.,The Science of the total environment,"Pan, Ke, Wang, Wen-Xiong",10.1016/j.scitotenv.2011.03.013,Total Economy of Coastal Areas,dataset-641
Feasibility study of rainwater harvesting system in Sylhet City.,Environmental monitoring and assessment,"Alam, R, Munna, G, Chowdhury, M A I, Sarkar, M S K A, Ahmed, M, Rahman, M T, Jesmin, F, Toimoor, M A",10.1007/s10661-011-1989-7,Total Economy of Coastal Areas,dataset-641
Cost-effectiveness of acupuncture care as an adjunct to exercise-based physical therapy for osteoarthritis of the knee.,Physical therapy,"Whitehurst, David G T, Bryan, Stirling, Hay, Elaine M, Thomas, Elaine, Young, Julie, Foster, Nadine E",10.2522/ptj.20100239,Total Economy of Coastal Areas,dataset-641
The situation of hazardous chemical accidents in China between 2000 and 2006.,Journal of hazardous materials,"Duan, Weili, Chen, Guohua, Ye, Qing, Chen, Qingguang",10.1016/j.jhazmat.2010.12.029,Total Economy of Coastal Areas,dataset-641
"Integrating wastewater reuse in water resources management for hotels in arid coastal regions - Case Study of Sharm El Sheikh, Egypt.",Water science and technology : a journal of the International Association on Water Pollution Research,"Lamei, A, van der Zaag, P, Imam, E",10.2166/wst.2009.685,Total Economy of Coastal Areas,dataset-641
Optimum contracted-for water supply for hotels in arid coastal regions.,Water science and technology : a journal of the International Association on Water Pollution Research,"Lamei, A, von Münch, E, van der Zaag, P, Imam, E",10.2166/wst.2009.151,Total Economy of Coastal Areas,dataset-641
Search and rescue trends associated with recreational travel in US national parks.,Journal of travel medicine,"Heggie, Travis W, Heggie, Tracey M",10.1111/j.1708-8305.2008.00269.x,Total Economy of Coastal Areas,dataset-641
"[A long-term evolution on the epidemiological characteristics of leprosy, towards the goal of its elimination in 1949 - 2007 in China].",Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,"Shen, Jian-ping, Zhang, Guo-cheng, Chen, Xiang-sheng, Zhou, Min, Yu, Mei-wen, Yan, Liang-bin",,Total Economy of Coastal Areas,dataset-641
Adventitious root production and plastic resource allocation to biomass determine burial tolerance in woody plants from central Canadian coastal dunes.,Annals of botany,"Dech, Jeffery P, Maun, M Anwar",,Total Economy of Coastal Areas,dataset-641
An approach for integrating economic impact analysis into the evaluation of potential marine protected area sites.,Journal of environmental management,"Dalton,Tracey Morin",,Total Economy of Coastal Areas,dataset-641
"Climate, Hydrochemistry and Economics of Surface-water Systems (CHESS): adding a European dimension to the catchment modelling experience developed under LOIS.",The Science of the total environment,"Boorman,David B",,Total Economy of Coastal Areas,dataset-641
"Economy, community and mortality in British Columbia, Canada.",Social science & medicine (1982),"Veenstra,Gerry",,Total Economy of Coastal Areas,dataset-641
"Distribution of polycyclic aromatic hydrocarbons in water and surface sediments from Daya Bay, China.","Environmental pollution (Barking, Essex : 1987)","Zhou, J L, Maskaoui, K",,Total Economy of Coastal Areas,dataset-641
The effect of changing living standards on iron status in pregnancy in Calabar urban.,Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elements (GMS),"Akpanabiatu, M I, Ayatse, J O, Ifere, G O, Itam, E H, Umoh, E B",,Total Economy of Coastal Areas,dataset-641
An ecological analysis of the population in impoverished areas in China.,Chinese journal of population science,"Liu,C",,Total Economy of Coastal Areas,dataset-641
A survey of floating population in 50 townships in China.,Chinese journal of population science,"Zhang,Q",,Total Economy of Coastal Areas,dataset-641
On sustainable development of population and national economy.,Chinese journal of population science,"Tian,X",,Total Economy of Coastal Areas,dataset-641
Stresses and storms: the case of Bangladesh.,INSTRAW news : women and development,"Ahmad,N",,Total Economy of Coastal Areas,dataset-641
The view from the shore: Central America's Indians encounter the quincentenary.,Grassroots Development,"Chapin,M",,Total Economy of Coastal Areas,dataset-641
Population pressures on resources and the environment.,Earthwatch,"Ni,S",,Total Economy of Coastal Areas,dataset-641
Portugal: setting new goals for growth.,Consumer markets abroad,"Cutler,B",,Total Economy of Coastal Areas,dataset-641
Population: problems and policies.,Sri Lanka population digest,"Wijegoonesekera,D P",,Total Economy of Coastal Areas,dataset-641
Urban-rural distribution of population in China.,"Population research (Peking, China)","Ding,Y",,Total Economy of Coastal Areas,dataset-641
Republic of Venezuela. Country profile.,International demographics,"Hakkert,R",,Total Economy of Coastal Areas,dataset-641
Peru's population in the 1980s.,UFSI reports,"Sanders,T G",,Total Economy of Coastal Areas,dataset-641
[On the rational distribution of Chinese population].,Ren kou yan jiu = Renkou yanjiu,"Zhu,Z",,Total Economy of Coastal Areas,dataset-641
