api,doi,title,url,search_term,dataset,valid,pdf
dimensions,10.1017/s1068280500001337,Revisiting the Impact of Bt Corn Adoption by U.S. Farmers,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Revisiting%20the%20Impact%20of%20Bt%20Corn%20Adoption%20by%20U.S.%20Farmers,Agricultural Resource Management Survey,dataset-870,Yes,https://app.dimensions.ai/details/publication/pub.1054921671?search_text=Revisiting%20the%20Impact%20of%20Bt%20Corn%20Adoption%20by%20U.S.%20Farmers&search_type=kws&search_field=full_search#readcube-epdf
dimensions,10.1007/s00181-012-0580-6,Risk attitudes and premiums of U.S. corn and soybean producers: an empirical investigation,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Risk%20attitudes%20and%20premiums%20of%20U.S.%20corn%20and%20soybean%20producers%3A%20an%20empirical%20investigation,Agricultural Resource Management Survey,dataset-870,Yes,https://link.springer.com/content/pdf/10.1007/s00181-012-0580-6.pdf
pubmed,10.1007/s11250-018-1724-2,"Risk factors associated with occurrence of anthelmintic resistance in sheep of resource-poor farmers in Limpopo province, South Africa.",https://www.ncbi.nlm.nih.gov/pubmed/30426339,Agricultural Resource Management Survey,dataset-870,No,
openaire,10.22004/ag.econ.229710,"Role of Participatory Development Communication in Natural Resource Management: A Case in Ratchaburi Province, Thailand",http://dx.doi.org/10.22004/ag.econ.229710,Agricultural Resource Management Survey,dataset-870,No,
openaire,10.22004/ag.econ.37883,Rural development policies and sustainable land use in the hillside areas of Honduras: a quantitative livelihoods approach,http://dx.doi.org/10.22004/ag.econ.37883,Agricultural Resource Management Survey,dataset-870,No,
pubmed,10.3390/ijerph15071319,"Rural Households' Livelihood Capital, Risk Perception, and Willingness to Purchase Earthquake Disaster Insurance: Evidence from Southwestern China.",https://www.ncbi.nlm.nih.gov/pubmed/29937510,Agricultural Resource Management Survey,dataset-870,No,
dimensions,10.2139/ssrn.2307667,Rural Wealth Creation and Emerging Energy Industries: Lease and Royalty Payments to Farm Households and Businesses,https://app.dimensions.ai/discover/publication?search_type=kws&search_field=full_search&search_text=Rural%20Wealth%20Creation%20and%20Emerging%20Energy%20Industries%3A%20Lease%20and%20Royalty%20Payments%20to%20Farm%20Households%20and%20Businesses,Agricultural Resource Management Survey,dataset-870,Yes,http://pdfs.semanticscholar.org/4732/f5d79776a9277ede963dc56d97f311696dd0.pdf
dimensions,10.2139/ssrn.2027084,"Rural Wealth Creation Concepts, Strategies, and Measures",https://doi.org/10.2139/ssrn.2027084,Agricultural Resource Management Survey,dataset-870,No,
pubmed,10.1007/s10653-020-00519-0,"Safe utilization and zoning on natural selenium-rich land resources: a case study of the typical area in Enshi County, China.",https://www.ncbi.nlm.nih.gov/pubmed/32036508,Agricultural Resource Management Survey,dataset-870,No,
dimensions,10.1007/s11367-012-0454-3,Sampling error in US field crop unit process data for life cycle assessment,https://doi.org/10.1007/s11367-012-0454-3,Agricultural Resource Management Survey,dataset-870,Yes,
pubmed,,Sampling of sparse species with probability proportional to prediction.,https://www.ncbi.nlm.nih.gov/pubmed/15931982,Agricultural Resource Management Survey,dataset-870,,
openaire,10.1111/j.1467-8276.2009.01269.x,Scale Economies and Inefficiency of U.S. Dairy Farms,http://hdl.handle.net/10.1111/j.1467-8276.2009.01269.x,Agricultural Resource Management Survey,dataset-870,Yes,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1467-8276.2009.01269.x
pubmed,10.1111/gcb.14708,Scavenging in the Anthropocene: Human impact drives vertebrate scavenger species richness at a global scale.,https://www.ncbi.nlm.nih.gov/pubmed/31127672,Agricultural Resource Management Survey,dataset-870,No,
dimensions,10.1017/s1742170517000540,School districts and their local food supply chains,https://doi.org/10.1017/s1742170517000540,Agricultural Resource Management Survey,dataset-870,No,
pubmed,,Scope insensitivity in contingent valuation of complex environmental amenities.,https://www.ncbi.nlm.nih.gov/pubmed/15531390,Agricultural Resource Management Survey,dataset-870,No,
pubmed,,Screening for pesticide exposure: a case study.,https://www.ncbi.nlm.nih.gov/pubmed/16399604,Agricultural Resource Management Survey,dataset-870,No,
pubmed,10.1007/s11250-009-9478-5,Seasonal influences on livestock keeping in a sedentary crop-livestock system.,https://www.ncbi.nlm.nih.gov/pubmed/19898950,Agricultural Resource Management Survey,dataset-870,No,
