title,journal,authors,doi,search_term,dataset_id
BioTIME: A database of biodiversity time series for the Anthropocene.,Global ecology and biogeography : a journal of macroecology,"Dornelas, Maria, Antão, Laura H, Moyes, Faye, Bates, Amanda E, Magurran, Anne E, Adam, Dušan, Akhmetzhanova, Asem A, Appeltans, Ward, Arcos, José Manuel, Arnold, Haley, Ayyappan, Narayanan, Badihi, Gal, Baird, Andrew H, Barbosa, Miguel, Barreto, Tiago Egydio, Bässler, Claus, Bellgrove, Alecia, Belmaker, Jonathan, Benedetti-Cecchi, Lisandro, Bett, Brian J, Bjorkman, Anne D, Błażewicz, Magdalena, Blowes, Shane A, Bloch, Christopher P, Bonebrake, Timothy C, Boyd, Susan, Bradford, Matt, Brooks, Andrew J, Brown, James H, Bruelheide, Helge, Budy, Phaedra, Carvalho, Fernando, Castañeda-Moya, Edward, Chen, Chaolun Allen, Chamblee, John F, Chase, Tory J, Siegwart Collier, Laura, Collinge, Sharon K, Condit, Richard, Cooper, Elisabeth J, Cornelissen, J Hans C, Cotano, Unai, Kyle Crow, Shannan, Damasceno, Gabriella, Davies, Claire H, Davis, Robert A, Day, Frank P, Degraer, Steven, Doherty, Tim S, Dunn, Timothy E, Durigan, Giselda, Duffy, J Emmett, Edelist, Dor, Edgar, Graham J, Elahi, Robin, Elmendorf, Sarah C, Enemar, Anders, Ernest, S K Morgan, Escribano, Rubén, Estiarte, Marc, Evans, Brian S, Fan, Tung-Yung, Turini Farah, Fabiano, Loureiro Fernandes, Luiz, Farneda, Fábio Z, Fidelis, Alessandra, Fitt, Robert, Fosaa, Anna Maria, Daher Correa Franco, Geraldo Antonio, Frank, Grace E, Fraser, William R, García, Hernando, Cazzolla Gatti, Roberto, Givan, Or, Gorgone-Barbosa, Elizabeth, Gould, William A, Gries, Corinna, Grossman, Gary D, Gutierréz, Julio R, Hale, Stephen, Harmon, Mark E, Harte, John, Haskins, Gary, Henshaw, Donald L, Hermanutz, Luise, Hidalgo, Pamela, Higuchi, Pedro, Hoey, Andrew, Van Hoey, Gert, Hofgaard, Annika, Holeck, Kristen, Hollister, Robert D, Holmes, Richard, Hoogenboom, Mia, Hsieh, Chih-Hao, Hubbell, Stephen P, Huettmann, Falk, Huffard, Christine L, Hurlbert, Allen H, Macedo Ivanauskas, Natália, Janík, David, Jandt, Ute, Jażdżewska, Anna, Johannessen, Tore, Johnstone, Jill, Jones, Julia, Jones, Faith A M, Kang, Jungwon, Kartawijaya, Tasrif, Keeley, Erin C, Kelt, Douglas A, Kinnear, Rebecca, Klanderud, Kari, Knutsen, Halvor, Koenig, Christopher C, Kortz, Alessandra R, Král, Kamil, Kuhnz, Linda A, Kuo, Chao-Yang, Kushner, David J, Laguionie-Marchais, Claire, Lancaster, Lesley T, Min Lee, Cheol, Lefcheck, Jonathan S, Lévesque, Esther, Lightfoot, David, Lloret, Francisco, Lloyd, John D, López-Baucells, Adrià, Louzao, Maite, Madin, Joshua S, Magnússon, Borgþór, Malamud, Shahar, Matthews, Iain, McFarland, Kent P, McGill, Brian, McKnight, Diane, McLarney, William O, Meador, Jason, Meserve, Peter L, Metcalfe, Daniel J, Meyer, Christoph F J, Michelsen, Anders, Milchakova, Nataliya, Moens, Tom, Moland, Even, Moore, Jon, Mathias Moreira, Carolina, Müller, Jörg, Murphy, Grace, Myers-Smith, Isla H, Myster, Randall W, Naumov, Andrew, Neat, Francis, Nelson, James A, Paul Nelson, Michael, Newton, Stephen F, Norden, Natalia, Oliver, Jeffrey C, Olsen, Esben M, Onipchenko, Vladimir G, Pabis, Krzysztof, Pabst, Robert J, Paquette, Alain, Pardede, Sinta, Paterson, David M, Pélissier, Raphaël, Peñuelas, Josep, Pérez-Matus, Alejandro, Pizarro, Oscar, Pomati, Francesco, Post, Eric, Prins, Herbert H T, Priscu, John C, Provoost, Pieter, Prudic, Kathleen L, Pulliainen, Erkki, Ramesh, B R, Mendivil Ramos, Olivia, Rassweiler, Andrew, Rebelo, Jose Eduardo, Reed, Daniel C, Reich, Peter B, Remillard, Suzanne M, Richardson, Anthony J, Richardson, J Paul, van Rijn, Itai, Rocha, Ricardo, Rivera-Monroy, Victor H, Rixen, Christian, Robinson, Kevin P, Ribeiro Rodrigues, Ricardo, de Cerqueira Rossa-Feres, Denise, Rudstam, Lars, Ruhl, Henry, Ruz, Catalina S, Sampaio, Erica M, Rybicki, Nancy, Rypel, Andrew, Sal, Sofia, Salgado, Beatriz, Santos, Flavio A M, Savassi-Coutinho, Ana Paula, Scanga, Sara, Schmidt, Jochen, Schooley, Robert, Setiawan, Fakhrizal, Shao, Kwang-Tsao, Shaver, Gaius R, Sherman, Sally, Sherry, Thomas W, Siciński, Jacek, Sievers, Caya, da Silva, Ana Carolina, Rodrigues da Silva, Fernando, Silveira, Fabio L, Slingsby, Jasper, Smart, Tracey, Snell, Sara J, Soudzilovskaia, Nadejda A, Souza, Gabriel B G, Maluf Souza, Flaviana, Castro Souza, Vinícius, Stallings, Christopher D, Stanforth, Rowan, Stanley, Emily H, Mauro Sterza, José, Stevens, Maarten, Stuart-Smith, Rick, Rondon Suarez, Yzel, Supp, Sarah, Yoshio Tamashiro, Jorge, Tarigan, Sukmaraharja, Thiede, Gary P, Thorn, Simon, Tolvanen, Anne, Teresa Zugliani Toniato, Maria, Totland, Ørjan, Twilley, Robert R, Vaitkus, Gediminas, Valdivia, Nelson, Vallejo, Martha Isabel, Valone, Thomas J, Van Colen, Carl, Vanaverbeke, Jan, Venturoli, Fabio, Verheye, Hans M, Vianna, Marcelo, Vieira, Rui P, Vrška, Tomáš, Quang Vu, Con, Van Vu, Lien, Waide, Robert B, Waldock, Conor, Watts, Dave, Webb, Sara, Wesołowski, Tomasz, White, Ethan P, Widdicombe, Claire E, Wilgers, Dustin, Williams, Richard, Williams, Stefan B, Williamson, Mark, Willig, Michael R, Willis, Trevor J, Wipf, Sonja, Woods, Kerry D, Woehler, Eric J, Zawada, Kyle, Zettler, Michael L, Hickler, Thomas",10.1111/geb.12729,Coastal Change Analysis Program Data,dataset-623
Uncertainty analysis and robust areas of high and low modeled human impact on the global oceans.,Conservation biology : the journal of the Society for Conservation Biology,"Stock, Andy, Crowder, Larry B, Halpern, Benjamin S, Micheli, Fiorenza",10.1111/cobi.13141,Coastal Change Analysis Program Data,dataset-623
"Climate research priorities for policy-makers, practitioners, and scientists in Georgia, USA.",Environmental management,"Rudd, Murray A, Moore, Althea F P, Rochberg, Daniel, Bianchi-Fossati, Lisa, Brown, Marilyn A, D'Onofrio, David, Furman, Carrie A, Garcia, Jairo, Jordan, Ben, Kline, Jennifer, Risse, L Mark, Yager, Patricia L, Abbinett, Jessica, Alber, Merryl, Bell, Jesse E, Bhedwar, Cyrus, Cobb, Kim M, Cohen, Juliet, Cox, Matt, Dormer, Myriam, Dunkley, Nyasha, Farley, Heather, Gambill, Jill, Goldstein, Mindy, Harris, Garry, Hopkinson, Melissa, James, Jean-Ann, Kidd, Susan, Knox, Pam, Liu, Yang, Matisoff, Daniel C, Meyer, Michael D, Mitchem, Jamie D, Moore, Katherine, Ono, Aspen J, Philipsborn, Jon, Sendall, Kerrie M, Shafiei, Fatemeh, Shepherd, Marshall, Teebken, Julia, Worley, Ashby N",10.1007/s00267-018-1051-4,Coastal Change Analysis Program Data,dataset-623
Long-term nutrient reductions lead to the unprecedented recovery of a temperate coastal region.,Proceedings of the National Academy of Sciences of the United States of America,"Lefcheck, Jonathan S, Orth, Robert J, Dennison, William C, Wilcox, David J, Murphy, Rebecca R, Keisman, Jennifer, Gurbisz, Cassie, Hannam, Michael, Landry, J Brooke, Moore, Kenneth A, Patrick, Christopher J, Testa, Jeremy, Weller, Donald E, Batiuk, Richard A",10.1073/pnas.1715798115,Coastal Change Analysis Program Data,dataset-623
Cryptic lineage differentiation among Indo-Pacific bottlenose dolphins (Tursiops aduncus) in the northwest Indian Ocean.,Molecular phylogenetics and evolution,"Gray, H W I, Nishida, S, Welch, A J, Moura, A E, Tanabe, S, Kiani, M S, Culloch, R, Möller, L, Natoli, A, Ponnampalam, L S, Minton, G, Gore, M, Collins, T, Willson, A, Baldwin, R, Hoelzel, A R",10.1016/j.ympev.2017.12.027,Coastal Change Analysis Program Data,dataset-623
"""If it's issues to do with nutrition…I can decide…"": gendered decision-making in joining community-based child nutrition interventions within rural coastal Kenya.",Health policy and planning,"Muraya, Kelly W, Jones, Caroline, Berkley, James A, Molyneux, Sassy",10.1093/heapol/czx032,Coastal Change Analysis Program Data,dataset-623
"Spatial-temporal variations in surface ozone over Ushuaia and the Antarctic region: observations from in situ measurements, satellite data, and global models.",Environmental science and pollution research international,"Nadzir, Mohd Shahrul Mohd, Ashfold, Matthew J, Khan, Md Firoz, Robinson, Andrew D, Bolas, Conor, Latif, Mohd Talib, Wallis, Benjamin M, Mead, Mohammed Iqbal, Hamid, Haris Hafizal Abdul, Harris, Neil R P, Ramly, Zamzam Tuah Ahmad, Lai, Goh Thian, Liew, Ju Neng, Ahamad, Fatimah, Uning, Royston, Samah, Azizan Abu, Maulud, Khairul Nizam, Suparta, Wayan, Zainudin, Siti Khalijah, Wahab, Muhammad Ikram Abdul, Sahani, Mazrura, Müller, Moritz, Yeok, Foong Swee, Rahman, Nasaruddin Abdul, Mujahid, Aazani, Morris, Kenobi Isima, Sasso, Nicholas Dal",10.1007/s11356-017-0521-1,Coastal Change Analysis Program Data,dataset-623
"Seasonal variability shapes resilience of small-scale fisheries in Baja California Sur, Mexico.",PloS one,"Pellowe, Kara E, Leslie, Heather M",10.1371/journal.pone.0182200,Coastal Change Analysis Program Data,dataset-623
Workplace continuing education for nurses caring for hospitalised older people.,International journal of older people nursing,"Baumbusch, Jennifer, Shaw, Maureen, Leblanc, Marie-Eve, Kjorven, Mary, Kwon, Jae-Yung, Blackburn, Lorraine, Lawrie, Barb, Shamatutu, Marilyn, Wolff, Angela C",10.1111/opn.12161,Coastal Change Analysis Program Data,dataset-623
"A cost-precision model for marine environmental monitoring, based on time-integrated averages.",Environmental monitoring and assessment,"Båmstedt, Ulf, Brugel, Sonia",10.1007/s10661-017-6064-6,Coastal Change Analysis Program Data,dataset-623
Monitoring of a mixed land use catchment for pollutant source characterisation.,Environmental monitoring and assessment,"Liu, An, Carroll, Steven, Dawes, Les, Goonetilleke, Ashantha",10.1007/s10661-017-6047-7,Coastal Change Analysis Program Data,dataset-623
Biomarkers of oxidatively induced DNA damage in dreissenid mussels: A genotoxicity assessment tool for the Laurentian Great Lakes.,Environmental toxicology,"Jaruga, Pawel, Coskun, Erdem, Kimbrough, Kimani, Jacob, Annie, Johnson, W Edward, Dizdaroglu, Miral",10.1002/tox.22427,Coastal Change Analysis Program Data,dataset-623
Ecological regime shift drives declining growth rates of sea turtles throughout the West Atlantic.,Global change biology,"Bjorndal, Karen A, Bolten, Alan B, Chaloupka, Milani, Saba, Vincent S, Bellini, Cláudio, Marcovaldi, Maria A G, Santos, Armando J B, Bortolon, Luis Felipe Wurdig, Meylan, Anne B, Meylan, Peter A, Gray, Jennifer, Hardy, Robert, Brost, Beth, Bresette, Michael, Gorham, Jonathan C, Connett, Stephen, Crouchley, Barbara Van Sciver, Dawson, Mike, Hayes, Deborah, Diez, Carlos E, van Dam, Robert P, Willis, Sue, Nava, Mabel, Hart, Kristen M, Cherkiss, Michael S, Crowder, Andrew G, Pollock, Clayton, Hillis-Starr, Zandy, Muñoz Tenería, Fernando A, Herrera-Pavón, Roberto, Labrada-Martagón, Vanessa, Lorences, Armando, Negrete-Philippe, Ana, Lamont, Margaret M, Foley, Allen M, Bailey, Rhonda, Carthy, Raymond R, Scarpino, Russell, McMichael, Erin, Provancha, Jane A, Brooks, Annabelle, Jardim, Adriana, López-Mendilaharsu, Milagros, González-Paredes, Daniel, Estrades, Andrés, Fallabrino, Alejandro, Martínez-Souza, Gustavo, Vélez-Rubio, Gabriela M, Boulon, Ralf H, Collazo, Jaime A, Wershoven, Robert, Guzmán Hernández, Vicente, Stringell, Thomas B, Sanghera, Amdeep, Richardson, Peter B, Broderick, Annette C, Phillips, Quinton, Calosso, Marta, Claydon, John A B, Metz, Tasha L, Gordon, Amanda L, Landry, Andre M, Shaver, Donna J, Blumenthal, Janice, Collyer, Lucy, Godley, Brendan J, McGowan, Andrew, Witt, Matthew J, Campbell, Cathi L, Lagueux, Cynthia J, Bethel, Thomas L, Kenyon, Lory",10.1111/gcb.13712,Coastal Change Analysis Program Data,dataset-623
Inland waters and their role in the carbon cycle of Alaska.,Ecological applications : a publication of the Ecological Society of America,"Stackpoole, Sarah M, Butman, David E, Clow, David W, Verdin, Kristine L, Gaglioti, Benjamin V, Genet, Hélène, Striegl, Robert G",10.1002/eap.1552,Coastal Change Analysis Program Data,dataset-623
"Traumatic brain injury rehabilitation in Riyadh, Saudi Arabia: Time to rehabilitation admission, length of stay and functional outcome.",Brain injury,"Qannam, Hazem, Mahmoud, Husam, Mortenson, W Ben",10.1080/02699052.2017.1286386,Coastal Change Analysis Program Data,dataset-623
Tambora and the mackerel year: Phenology and fisheries during an extreme climate event.,Science advances,"Alexander, Karen E, Leavenworth, William B, Willis, Theodore V, Hall, Carolyn, Mattocks, Steven, Bittner, Steven M, Klein, Emily, Staudinger, Michelle, Bryan, Alexander, Rosset, Julianne, Carr, Benjamin H, Jordaan, Adrian",10.1126/sciadv.1601635,Coastal Change Analysis Program Data,dataset-623
Temperature response of soil respiration largely unaltered with experimental warming.,Proceedings of the National Academy of Sciences of the United States of America,"Carey, Joanna C, Tang, Jianwu, Templer, Pamela H, Kroeger, Kevin D, Crowther, Thomas W, Burton, Andrew J, Dukes, Jeffrey S, Emmett, Bridget, Frey, Serita D, Heskel, Mary A, Jiang, Lifen, Machmuller, Megan B, Mohan, Jacqueline, Panetta, Anne Marie, Reich, Peter B, Reinsch, Sabine, Wang, Xin, Allison, Steven D, Bamminger, Chris, Bridgham, Scott, Collins, Scott L, de Dato, Giovanbattista, Eddy, William C, Enquist, Brian J, Estiarte, Marc, Harte, John, Henderson, Amanda, Johnson, Bart R, Larsen, Klaus Steenberg, Luo, Yiqi, Marhan, Sven, Melillo, Jerry M, Peñuelas, Josep, Pfeifer-Meister, Laurel, Poll, Christian, Rastetter, Edward, Reinmann, Andrew B, Reynolds, Lorien L, Schmidt, Inger K, Shaver, Gaius R, Strong, Aaron L, Suseela, Vidya, Tietema, Albert",,Coastal Change Analysis Program Data,dataset-623
Development of a cost-effective metabarcoding strategy for analysis of the marine phytoplankton community.,PeerJ,"Yoon, Tae-Ho, Kang, Hye-Eun, Kang, Chang-Keun, Lee, Sang Heon, Ahn, Do-Hwan, Park, Hyun, Kim, Hyun-Woo",10.7717/peerj.2115,Coastal Change Analysis Program Data,dataset-623
Fit for purpose? Introducing a rational priority setting approach into a community care setting.,Journal of health organization and management,"Cornelissen, Evelyn, Mitton, Craig, Davidson, Alan, Reid, Colin, Hole, Rachelle, Visockas, Anne-Marie, Smith, Neale",10.1108/JHOM-05-2013-0103,Coastal Change Analysis Program Data,dataset-623
Estimating nitrogen oxides emissions at city scale in China with a nightlight remote sensing model.,The Science of the total environment,"Jiang, Jianhui, Zhang, Jianying, Zhang, Yangwei, Zhang, Chunlong, Tian, Guangming",10.1016/j.scitotenv.2015.11.113,Coastal Change Analysis Program Data,dataset-623
Mental health issues from rising sea level in a remote coastal region of the Solomon Islands: current and future.,Australasian psychiatry : bulletin of Royal Australian and New Zealand College of Psychiatrists,"Asugeni, James, MacLaren, David, Massey, Peter D, Speare, Rick",10.1177/1039856215609767,Coastal Change Analysis Program Data,dataset-623
Flux balance analysis of primary metabolism in the diatom Phaeodactylum tricornutum.,The Plant journal : for cell and molecular biology,"Kim, Joomi, Fabris, Michele, Baart, Gino, Kim, Min K, Goossens, Alain, Vyverman, Wim, Falkowski, Paul G, Lun, Desmond S",10.1111/tpj.13081,Coastal Change Analysis Program Data,dataset-623
"Population vulnerability to storm surge flooding in coastal Virginia, USA.",Integrated environmental assessment and management,"Liu, Hua, Behr, Joshua G, Diaz, Rafael",10.1002/ieam.1705,Coastal Change Analysis Program Data,dataset-623
Longitudinal measures of perfluoroalkyl substances (PFAS) in serum of Gullah African Americans in South Carolina: 2003-2013.,Environmental research,"Gribble, Matthew O, Bartell, Scott M, Kannan, Kurunthachalam, Wu, Qian, Fair, Patricia A, Kamen, Diane L",10.1016/j.envres.2015.03.012,Coastal Change Analysis Program Data,dataset-623
What can funders do to better link science with decisions? Case studies of coastal communities and climate change.,Environmental management,"Matso, Kalle E, Becker, Mimi L",10.1007/s00267-014-0347-2,Coastal Change Analysis Program Data,dataset-623
Winter and spring controls on the summer food web of the coastal West Antarctic Peninsula.,Nature communications,"Saba, Grace K, Fraser, William R, Saba, Vincent S, Iannuzzi, Richard A, Coleman, Kaycee E, Doney, Scott C, Ducklow, Hugh W, Martinson, Douglas G, Miles, Travis N, Patterson-Fraser, Donna L, Stammerjohn, Sharon E, Steinberg, Deborah K, Schofield, Oscar M",10.1038/ncomms5318,Coastal Change Analysis Program Data,dataset-623
The Marine Microbial Eukaryote Transcriptome Sequencing Project (MMETSP): illuminating the functional diversity of eukaryotic life in the oceans through transcriptome sequencing.,PLoS biology,"Keeling, Patrick J, Burki, Fabien, Wilcox, Heather M, Allam, Bassem, Allen, Eric E, Amaral-Zettler, Linda A, Armbrust, E Virginia, Archibald, John M, Bharti, Arvind K, Bell, Callum J, Beszteri, Bank, Bidle, Kay D, Cameron, Connor T, Campbell, Lisa, Caron, David A, Cattolico, Rose Ann, Collier, Jackie L, Coyne, Kathryn, Davy, Simon K, Deschamps, Phillipe, Dyhrman, Sonya T, Edvardsen, Bente, Gates, Ruth D, Gobler, Christopher J, Greenwood, Spencer J, Guida, Stephanie M, Jacobi, Jennifer L, Jakobsen, Kjetill S, James, Erick R, Jenkins, Bethany, John, Uwe, Johnson, Matthew D, Juhl, Andrew R, Kamp, Anja, Katz, Laura A, Kiene, Ronald, Kudryavtsev, Alexander, Leander, Brian S, Lin, Senjie, Lovejoy, Connie, Lynn, Denis, Marchetti, Adrian, McManus, George, Nedelcu, Aurora M, Menden-Deuer, Susanne, Miceli, Cristina, Mock, Thomas, Montresor, Marina, Moran, Mary Ann, Murray, Shauna, Nadathur, Govind, Nagai, Satoshi, Ngam, Peter B, Palenik, Brian, Pawlowski, Jan, Petroni, Giulio, Piganeau, Gwenael, Posewitz, Matthew C, Rengefors, Karin, Romano, Giovanna, Rumpho, Mary E, Rynearson, Tatiana, Schilling, Kelly B, Schroeder, Declan C, Simpson, Alastair G B, Slamovits, Claudio H, Smith, David R, Smith, G Jason, Smith, Sarah R, Sosik, Heidi M, Stief, Peter, Theriot, Edward, Twary, Scott N, Umale, Pooja E, Vaulot, Daniel, Wawrik, Boris, Wheeler, Glen L, Wilson, William H, Xu, Yan, Zingone, Adriana, Worden, Alexandra Z",10.1371/journal.pbio.1001889,Coastal Change Analysis Program Data,dataset-623
"A transcriptomic analysis of striped catfish (Pangasianodon hypophthalmus) in response to salinity adaptation: De novo assembly, gene annotation and marker discovery.","Comparative biochemistry and physiology. Part D, Genomics & proteomics","Thanh, Nguyen Minh, Jung, Hyungtaek, Lyons, Russell E, Chand, Vincent, Tuan, Nguyen Viet, Thu, Vo Thi Minh, Mather, Peter",10.1016/j.cbd.2014.04.001,Coastal Change Analysis Program Data,dataset-623
"Osmoregulation in the Hawaiian anchialine shrimp Halocaridina rubra (Crustacea: Atyidae): expression of ion transporters, mitochondria-rich cell proliferation and hemolymph osmolality during salinity transfers.",The Journal of experimental biology,"Havird, Justin C, Santos, Scott R, Henry, Raymond P",10.1242/jeb.103051,Coastal Change Analysis Program Data,dataset-623
Healthy Buddies™ reduces body mass index z-score and waist circumference in Aboriginal children living in remote coastal communities.,The Journal of school health,"Ronsley, Rebecca, Lee, Andrew S, Kuzeljevic, Boris, Panagiotopoulos, Constadina",10.1111/josh.12072,Coastal Change Analysis Program Data,dataset-623
Cloning and characterization of four novel coral acid-rich proteins that precipitate carbonates in vitro.,Current biology : CB,"Mass, Tali, Drake, Jeana L, Haramaty, Liti, Kim, J Dongun, Zelzion, Ehud, Bhattacharya, Debashish, Falkowski, Paul G",10.1016/j.cub.2013.05.007,Coastal Change Analysis Program Data,dataset-623
From experiential knowledge to public participation: social learning at the community fisheries action roundtable.,Environmental management,"Brewer,Jennifer F",10.1007/s00267-013-0059-z,Coastal Change Analysis Program Data,dataset-623
Adaptive governance and institutional strategies for climate-induced community relocations in Alaska.,Proceedings of the National Academy of Sciences of the United States of America,"Bronen, Robin, Chapin, F Stuart",10.1073/pnas.1210508110,Coastal Change Analysis Program Data,dataset-623
Developing and sustaining leadership in public health nursing: findings from one British Columbia health authority.,"Nursing leadership (Toronto, Ont.)","Mills, Leslie, Wong, Sabrina T, Bhagat, Radhika, Quail, Donna, Triolet, Kathy, Weber, Tannis",,Coastal Change Analysis Program Data,dataset-623
The vulnerability cube: a multi-dimensional framework for assessing relative vulnerability.,Environmental management,"Lin, Brenda B, Morefield, Philip E",10.1007/s00267-011-9690-8,Coastal Change Analysis Program Data,dataset-623
Trace element concentrations in surface estuarine and marine sediments along the Mississippi Gulf Coast following Hurricane Katrina.,Environmental monitoring and assessment,"Warren, Crystal, Duzgoren-Aydin, Nurdan S, Weston, James, Willett, Kristine L",10.1007/s10661-011-2025-7,Coastal Change Analysis Program Data,dataset-623
"Does mosquito control have an effect on mosquito-borne disease? The case of Ross River virus disease and mosquito management in Queensland, Australia.",Journal of the American Mosquito Control Association,"Tomerini, Deanna M, Dale, Pat E, Sipe, Neil",,Coastal Change Analysis Program Data,dataset-623
Ecometrics: the traits that bind the past and present together.,Integrative zoology,"Eronen, Jussi T, Polly, P David, Fred, Marianne, Damuth, John, Frank, David C, Mosbrugger, Volker, Scheidegger, Christoph, Stenseth, Nils Chr, Fortelius, Mikael",10.1111/j.1749-4877.2010.00192.x,Coastal Change Analysis Program Data,dataset-623
Biodiversity and ecosystem function in the Gulf of Maine: pattern and role of zooplankton and pelagic nekton.,PloS one,"Johnson, Catherine L, Runge, Jeffrey A, Curtis, K Alexandra, Durbin, Edward G, Hare, Jonathan A, Incze, Lewis S, Link, Jason S, Melvin, Gary D, O'Brien, Todd D, Van Guelpen, Lou",10.1371/journal.pone.0016491,Coastal Change Analysis Program Data,dataset-623
"Gene expression profiling in brain of mice exposed to the marine neurotoxin ciguatoxin reveals an acute anti-inflammatory, neuroprotective response.",BMC neuroscience,"Ryan, James C, Morey, Jeanine S, Bottein, Marie-Yasmine Dechraoui, Ramsdell, John S, Van Dolah, Frances M",10.1186/1471-2202-11-107,Coastal Change Analysis Program Data,dataset-623
"Effectiveness of reproductive health education among rural adolescent girls: a school based intervention study in Udupi Taluk, Karnataka.",Indian journal of medical sciences,"Rao, R S P, Lena, A, Nair, N S, Kamath, V, Kamath, A",,Coastal Change Analysis Program Data,dataset-623
Heteroscedastic regression analysis of factors affecting BMD monitoring.,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,,10.1359/jbmr.080602,Coastal Change Analysis Program Data,dataset-623
Liver genomic responses to ciguatoxin: evidence for activation of phase I and phase II detoxification pathways following an acute hypothermic response in mice.,Toxicological sciences : an official journal of the Society of Toxicology,"Morey, Jeanine S, Ryan, James C, Bottein Dechraoui, Marie-Yasmine, Rezvani, Amir H, Levin, Edward D, Gordon, Christopher J, Ramsdell, John S, Van Dolah, Frances M",10.1093/toxsci/kfn055,Coastal Change Analysis Program Data,dataset-623
Temporal and spatial variations in nutrient stoichiometry and regulation of phytoplankton biomass in Hong Kong waters: influence of the Pearl River outflow and sewage inputs.,Marine pollution bulletin,"Xu, Jie, Ho, Alvin Y T, Yin, Kedong, Yuan, Xiangcheng, Anderson, Donald M, Lee, Joseph H W, Harrison, Paul J",10.1016/j.marpolbul.2008.01.020,Coastal Change Analysis Program Data,dataset-623
