title,journal,authors,doi,search_term,dataset_id
"Late quaternary dynamics in the Madeira River basin, southern Amazonia (Brazil), as revealed by paleomorphological analysis.",Anais da Academia Brasileira de Ciencias,"Hayakawa, Ericson H, Rossetti, Dilce F",10.1590/0001-3765201520130506,Shuttle Radar Topography Mission,dataset-646
Relationship between altitude and lithium in groundwater in the United States of America: results of a 1992-2003 study.,Geospatial health,"Huber, Rebekah S, Kim, Namkug, Renshaw, Carl E, Renshaw, Perry F, Kondo, Douglas G",,Shuttle Radar Topography Mission,dataset-646
Altitude may contribute to regional variation in methamphetamine use in the United States: a population database study.,Psychiatry investigation,"Kim, Tae-Suk, Kondo, Douglas G, Kim, Namkug, Renshaw, Perry F",10.4306/pi.2014.11.4.430,Shuttle Radar Topography Mission,dataset-646
Mapping current and potential distribution of non-native Prosopis juliflora in the Afar region of Ethiopia.,PloS one,"Wakie, Tewodros T, Evangelista, Paul H, Jarnevich, Catherine S, Laituri, Melinda",10.1371/journal.pone.0112854,Shuttle Radar Topography Mission,dataset-646
Towards monitoring biodiversity in Amazonian forests: how regular samples capture meso-scale altitudinal variation in 25 km2 plots.,PloS one,"Norris, Darren, Fortin, Marie-Josée, Magnusson, William E",10.1371/journal.pone.0106150,Shuttle Radar Topography Mission,dataset-646
Determination of horizontal and vertical distribution of Calabrian pine stands in Turkey using SRTM satellite data and GIS.,Journal of environmental biology,"Yener,Hakan",,Shuttle Radar Topography Mission,dataset-646
"Recent changes in glacial area and volume on Tuanjiefeng peak region of Qilian Mountains, China.",PloS one,"Xu, Junli, Liu, Shiyin, Zhang, Shiqiang, Guo, Wanqin, Wang, Jian",10.1371/journal.pone.0070574,Shuttle Radar Topography Mission,dataset-646
Topographic models for predicting malaria vector breeding habitats: potential tools for vector control managers.,Parasites & vectors,"Nmor, Jephtha C, Sunahara, Toshihiko, Goto, Kensuke, Futami, Kyoko, Sonye, George, Akweywa, Peter, Dida, Gabriel, Minakawa, Noboru",10.1186/1756-3305-6-14,Shuttle Radar Topography Mission,dataset-646
Cocaine use in the past year is associated with altitude of residence.,Journal of addiction medicine,"Fiedler, Kristen K, Kim, Namkug, Kondo, Douglas G, Renshaw, Perry F",10.1097/ADM.0b013e31824b6c62,Shuttle Radar Topography Mission,dataset-646
Geological control of floristic composition in Amazonian forests.,Journal of biogeography,"Higgins, Mark A, Ruokolainen, Kalle, Tuomisto, Hanna, Llerena, Nelly, Cardenas, Glenda, Phillips, Oliver L, Vásquez, Rodolfo, Räsänen, Matti",,Shuttle Radar Topography Mission,dataset-646
"Utilizing environmental, socioeconomic data and GIS techniques to estimate the risk for ascariasis and trichuriasis in Minas Gerais, Brazil.",Acta tropica,"Scholte, Ronaldo G C, Freitas, Corina C, Dutra, Luciano V, Guimaraes, Ricardo J P S, Drummond, Sandra C, Oliveira, Guilherme, Carvalho, Omar S",10.1016/j.actatropica.2011.10.011,Shuttle Radar Topography Mission,dataset-646
Evaluation of the altimetry from SRTM-3 and planimetry from high-resolution PALSAR FBD data for semi-detailed topographic mapping in the Amazon Region.,Anais da Academia Brasileira de Ciencias,"Rodrigues, Thiago G, Paradella, Waldir R, Oliveira, Cleber G",,Shuttle Radar Topography Mission,dataset-646
Use of remote sensing to identify spatial risk factors for malaria in a region of declining transmission: a cross-sectional and longitudinal community survey.,Malaria journal,"Moss, William J, Hamapumbu, Harry, Kobayashi, Tamaki, Shields, Timothy, Kamanga, Aniset, Clennon, Julie, Mharakurwa, Sungano, Thuma, Philip E, Glass, Gregory",10.1186/1475-2875-10-163,Shuttle Radar Topography Mission,dataset-646
Incidence of major depressive episode correlates with elevation of substate region of residence.,Journal of affective disorders,"DelMastro, Kristen, Hellem, Tracy, Kim, Namkug, Kondo, Douglas, Sung, Young-Hoon, Renshaw, Perry F",10.1016/j.jad.2010.10.001,Shuttle Radar Topography Mission,dataset-646
Identifying malaria vector breeding habitats with remote sensing data and terrain-based landscape indices in Zambia.,International journal of health geographics,"Clennon, Julie A, Kamanga, Aniset, Musapa, Mulenga, Shiff, Clive, Glass, Gregory E",10.1186/1476-072X-9-58,Shuttle Radar Topography Mission,dataset-646
Water input requirements of the rapidly shrinking Dead Sea.,Die Naturwissenschaften,"Abu Ghazleh, Shahrazad, Hartmann, Jens, Jansen, Nils, Kempe, Stephan",10.1007/s00114-009-0514-0,Shuttle Radar Topography Mission,dataset-646
"Schistosomiasis risk estimation in Minas Gerais State, Brazil, using environmental data and GIS techniques.",Acta tropica,"Guimarães, Ricardo J P S, Freitas, Corina C, Dutra, Luciano V, Moura, Ana C M, Amaral, Ronaldo S, Drummond, Sandra C, Scholte, Ronaldo G C, Carvalho, Omar S",10.1016/j.actatropica.2008.07.001,Shuttle Radar Topography Mission,dataset-646
The Landcover Impact on the Aspect/Slope Accuracy Dependence of the SRTM-1 Elevation Data for the Humboldt Range.,"Sensors (Basel, Switzerland)","Miliaresis,George C",,Shuttle Radar Topography Mission,dataset-646
Elevation information in tail (EIT) technique for lidar altimetry.,Optics express,"Hu, Yongxiang, Powell, Kathy, Vaughan, Mark, Tepte, Charles, Weimer, Carl, Beherenfeld, Mike, Young, Stuart, Winker, David, Hostetler, Chris, Hunt, William, Kuehn, Ralph, Flittner, David, Cisewski, Mike, Gibson, Gary, Lin, Bing, Macdonnell, David",,Shuttle Radar Topography Mission,dataset-646
Quantifying coastal inundation vulnerability of Turkey to sea-level rise.,Environmental monitoring and assessment,"Demirkesen, Ali C, Evrendilek, Fatih, Berberoglu, Suha",,Shuttle Radar Topography Mission,dataset-646
"Coastal flood risk analysis using landsat-7 ETM+ imagery and SRTM DEM: a case study of Izmir, Turkey.",Environmental monitoring and assessment,"Demirkesen, A C, Evrendilek, F, Berberoglu, S, Kilic, S",,Shuttle Radar Topography Mission,dataset-646
Contribution of the Patagonia Icefields of South America to sea level rise.,"Science (New York, N.Y.)","Rignot, Eric, Rivera, Andrés, Casassa, Gino",,Shuttle Radar Topography Mission,dataset-646
