title,journal,authors,doi,search_term,dataset_id
Willingness to pay for protection from storm surge damages under climate change in Halifax Regional Municipality.,Journal of environmental management,"Withey, Patrick, Sullivan, Deny, Lantz, Van",10.1016/j.jenvman.2019.04.007,Sea Level Rise Data,dataset-610
Global glacier mass changes and their contributions to sea-level rise from 1961 to 2016.,Nature,"Zemp, M, Huss, M, Thibert, E, Eckert, N, McNabb, R, Huber, J, Barandun, M, Machguth, H, Nussbaumer, S U, Gärtner-Roer, I, Thomson, L, Paul, F, Maussion, F, Kutuzov, S, Cogley, J G",10.1038/s41586-019-1071-0,Sea Level Rise Data,dataset-610
Vulnerability of the agricultural sector to climate change: The development of a pan-tropical Climate Risk Vulnerability Assessment to inform sub-national decision making.,PloS one,"Parker, Louis, Bourgoin, Clement, Martinez-Valle, Armando, Läderach, Peter",10.1371/journal.pone.0213641,Sea Level Rise Data,dataset-610
Adding to the toolbox for tidal-inundation mapping in estuarine areas.,Journal of coastal conservation,"Flitcroft, Rebecca, Clinton, Patrick, Christiansen, Kelly",10.1007/s11852-018-0605-1,Sea Level Rise Data,dataset-610
Spatial Bayesian Network for predicting sea level rise induced coastal erosion in a small Pacific Island.,Journal of environmental management,"Sahin, Oz, Stewart, Rodney A, Faivre, Gaelle, Ware, Dan, Tomlinson, Rodger, Mackey, Brendan",10.1016/j.jenvman.2019.03.008,Sea Level Rise Data,dataset-610
Role of carbonate burial in Blue Carbon budgets.,Nature communications,"Saderne, V, Geraldi, N R, Macreadie, P I, Maher, D T, Middelburg, J J, Serrano, O, Almahasheer, H, Arias-Ortiz, A, Cusack, M, Eyre, B D, Fourqurean, J W, Kennedy, H, Krause-Jensen, D, Kuwae, T, Lavery, P S, Lovelock, C E, Marba, N, Masqué, P, Mateo, M A, Mazarrasa, I, McGlathery, K J, Oreska, M P J, Sanders, C J, Santos, I R, Smoak, J M, Tanaya, T, Watanabe, K, Duarte, C M",10.1038/s41467-019-08842-6,Sea Level Rise Data,dataset-610
Ocean variability and air-sea fluxes produced by atmospheric rivers.,Scientific reports,"Shinoda, Toshiaki, Zamudio, Luis, Guo, Yanjuan, Metzger, E Joseph, Fairall, Chris W",10.1038/s41598-019-38562-2,Sea Level Rise Data,dataset-610
Risk of extreme events in delta environment: A case study of the Mahanadi delta.,The Science of the total environment,"Ghosh, Amit, Das, Shouvik, Ghosh, Tuhin, Hazra, Sugata",10.1016/j.scitotenv.2019.01.390,Sea Level Rise Data,dataset-610
Direct measurements of ice-shelf flexure caused by surface meltwater ponding and drainage.,Nature communications,"Banwell, Alison F, Willis, Ian C, Macdonald, Grant J, Goodsell, Becky, MacAyeal, Douglas R",10.1038/s41467-019-08522-5,Sea Level Rise Data,dataset-610
Combined effects of climate change and sea-level rise project dramatic habitat loss of the globally endangered Bengal tiger in the Bangladesh Sundarbans.,The Science of the total environment,"Mukul, Sharif A, Alamgir, Mohammed, Sohel, Md Shawkat I, Pert, Petina L, Herbohn, John, Turton, Stephen M, Khan, Md Saiful I, Munim, Shifath Ahmed, Reza, A H M Ali, Laurance, William F",10.1016/j.scitotenv.2019.01.383,Sea Level Rise Data,dataset-610
Sensitivity to salinization and acclimation potential of amphibian (Pelophylax perezi) and fish (Lepomis gibbosus) models.,Ecotoxicology and environmental safety,"Venâncio, C, Castro, B B, Ribeiro, R, Antunes, S C, Lopes, I",10.1016/j.ecoenv.2019.01.099,Sea Level Rise Data,dataset-610
Four decades of Antarctic Ice Sheet mass balance from 1979-2017.,Proceedings of the National Academy of Sciences of the United States of America,"Rignot, Eric, Mouginot, Jérémie, Scheuchl, Bernd, van den Broeke, Michiel, van Wessem, Melchior J, Morlighem, Mathieu",10.1073/pnas.1812883116,Sea Level Rise Data,dataset-610
"Are values related to culture, identity, community cohesion and sense of place the values most vulnerable to climate change?",PloS one,"Blennow, Kristina, Persson, Erik, Persson, Johannes",10.1371/journal.pone.0210426,Sea Level Rise Data,dataset-610
The global distribution and trajectory of tidal flats.,Nature,"Murray, Nicholas J, Phinn, Stuart R, DeWitt, Michael, Ferrari, Renata, Johnston, Renee, Lyons, Mitchell B, Clinton, Nicholas, Thau, David, Fuller, Richard A",10.1038/s41586-018-0805-8,Sea Level Rise Data,dataset-610
Origin of spatial variation in US East Coast sea-level trends during 1900-2017.,Nature,"Piecuch, Christopher G, Huybers, Peter, Hay, Carling C, Kemp, Andrew C, Little, Christopher M, Mitrovica, Jerry X, Ponte, Rui M, Tingley, Martin P",10.1038/s41586-018-0787-6,Sea Level Rise Data,dataset-610
Climate change resilience of a globally important sea turtle nesting population.,Global change biology,"Patrício, Ana R, Varela, Miguel R, Barbosa, Castro, Broderick, Annette C, Catry, Paulo, Hawkes, Lucy A, Regalla, Aissa, Godley, Brendan J",10.1111/gcb.14520,Sea Level Rise Data,dataset-610
"Estimating Recent Local Impacts of Sea-Level Rise on Current Real-Estate Losses: A Housing Market Case Study in Miami-Dade, Florida.",Population research and policy review,"McAlpine, Steven A, Porter, Jeremy R",10.1007/s11113-018-9473-5,Sea Level Rise Data,dataset-610
Discontinuities in soil strength contribute to destabilization of nutrient-enriched creeks.,"Ecosphere (Washington, D.C)","Wigand, Cathleen, Watson, Elizabeth B, Martin, Rose, Johnson, David S, Warren, R Scott, Hanson, Alana, Davey, Earl, Johnson, Roxanne, Deegan, Linda",10.1002/ecs2.2329,Sea Level Rise Data,dataset-610
"Mesohaline conditions represent the threshold for oxidative stress, cell death and toxin release in the cyanobacterium Microcystis aeruginosa.","Aquatic toxicology (Amsterdam, Netherlands)","Ross, Cliff, Warhurst, B Christopher, Brown, Amber, Huff, Chase, Ochrietor, Judith D",10.1016/j.aquatox.2018.11.019,Sea Level Rise Data,dataset-610
Twentieth-century contribution to sea-level rise from uncharted glaciers.,Nature,"Parkes, David, Marzeion, Ben",10.1038/s41586-018-0687-9,Sea Level Rise Data,dataset-610
"Impacts of rising temperature, carbon dioxide concentration and sea level on wheat production in North Nile delta.",The Science of the total environment,"Kheir, Ahmed M S, El Baroudy, Ahmed, Aiad, Mahmoud A, Zoghdan, Medhat G, Abd El-Aziz, Mohamed A, Ali, Marwa G M, Fullen, Michael A",10.1016/j.scitotenv.2018.10.209,Sea Level Rise Data,dataset-610
"The impact of environmental change on Palaeolithic and Mesolithic plant use and the transition to agriculture at Franchthi Cave, Greece.",PloS one,"Asouti, Eleni, Ntinou, Maria, Kabukcu, Ceren",10.1371/journal.pone.0207805,Sea Level Rise Data,dataset-610
Change in future climate due to Antarctic meltwater.,Nature,"Bronselaer, Ben, Winton, Michael, Griffies, Stephen M, Hurlin, William J, Rodgers, Keith B, Sergienko, Olga V, Stouffer, Ronald J, Russell, Joellen L",10.1038/s41586-018-0712-z,Sea Level Rise Data,dataset-610
New perspectives in the study of the Earth's magnetic field and climate connection: The use of transfer entropy.,PloS one,"Campuzano, S A, De Santis, A, Pavón-Carrasco, F J, Osete, M L, Qamili, E",10.1371/journal.pone.0207270,Sea Level Rise Data,dataset-610
"Assessing climate change associated sea-level rise impacts on sea turtle nesting beaches using drones, photogrammetry and a novel GPS system.",Global change biology,"Varela, Miguel R, Patrício, Ana R, Anderson, Karen, Broderick, Annette C, DeBell, Leon, Hawkes, Lucy A, Tilley, Dominic, Snape, Robin T E, Westoby, Matthew J, Godley, Brendan J",10.1111/gcb.14526,Sea Level Rise Data,dataset-610
"{'sub': ['2', '2'], '#text': 'Quantification of ocean heat uptake from changes in atmospheric O and CO composition.'}",Nature,"Resplandy, L, Keeling, R F, Eddebbar, Y, Brooks, M K, Wang, R, Bopp, L, Long, M C, Dunne, J P, Koeve, W, Oschlies, A",10.1038/s41586-018-0651-8,Sea Level Rise Data,dataset-610
Evaluating regional resiliency of coastal wetlands to sea level rise through hypsometry-based modeling.,Global change biology,"Doughty, Cheryl L, Cavanaugh, Kyle C, Ambrose, Richard F, Stein, Eric D",10.1111/gcb.14429,Sea Level Rise Data,dataset-610
Impact of rising sea levels on Australian fur seals.,PeerJ,"McLean, Lachlan J, George, Steve, Ierodiaconou, Daniel, Kirkwood, Roger J, Arnould, John P Y",10.7717/peerj.5786,Sea Level Rise Data,dataset-610
The socioeconomic future of deltas in a changing environment.,The Science of the total environment,"Arto, Iñaki, García-Muros, Xaquin, Cazcarro, Ignacio, González-Eguino, Mikel, Markandya, Anil, Hazra, Somnath",10.1016/j.scitotenv.2018.08.139,Sea Level Rise Data,dataset-610
Mediterranean UNESCO World Heritage at risk from coastal flooding and erosion due to sea-level rise.,Nature communications,"Reimann, Lena, Vafeidis, Athanasios T, Brown, Sally, Hinkel, Jochen, Tol, Richard S J",10.1038/s41467-018-06645-9,Sea Level Rise Data,dataset-610
Carbon stocks and accumulation rates in Red Sea seagrass meadows.,Scientific reports,"Serrano, Oscar, Almahasheer, Hanan, Duarte, Carlos M, Irigoien, Xabier",10.1038/s41598-018-33182-8,Sea Level Rise Data,dataset-610
"Climate change in Malaysia: Trends, contributors, impacts, mitigation and adaptations.",The Science of the total environment,"Tang,Kuok Ho Daniel",10.1016/j.scitotenv.2018.09.316,Sea Level Rise Data,dataset-610
Ice loss from the East Antarctic Ice Sheet during late Pleistocene interglacials.,Nature,"Wilson, David J, Bertram, Rachel A, Needham, Emma F, van de Flierdt, Tina, Welsh, Kevin J, McKay, Robert M, Mazumder, Anannya, Riesselman, Christina R, Jimenez-Espejo, Francisco J, Escutia, Carlota",10.1038/s41586-018-0501-8,Sea Level Rise Data,dataset-610
Pathways to resilience: adapting to sea level rise in Los Angeles.,Annals of the New York Academy of Sciences,"Aerts, Jeroen C J H, Barnard, Patrick L, Botzen, Wouter, Grifman, Phyllis, Hart, Juliette Finzi, De Moel, Hans, Mann, Alyssa Newton, de Ruig, Lars T, Sadrpour, Nick",10.1111/nyas.13917,Sea Level Rise Data,dataset-610
Future intensification of summer hypoxia in the tidal Garonne River (SW France) simulated by a coupled hydro sedimentary-biogeochemical model.,Environmental science and pollution research international,"Lajaunie-Salla, Katixa, Sottolichio, Aldo, Schmidt, Sabine, Litrico, Xavier, Binet, Guillaume, Abril, Gwenaël",10.1007/s11356-018-3035-6,Sea Level Rise Data,dataset-610
Future response of global coastal wetlands to sea-level rise.,Nature,"Schuerch, Mark, Spencer, Tom, Temmerman, Stijn, Kirwan, Matthew L, Wolff, Claudia, Lincke, Daniel, McOwen, Chris J, Pickering, Mark D, Reef, Ruth, Vafeidis, Athanasios T, Hinkel, Jochen, Nicholls, Robert J, Brown, Sally",10.1038/s41586-018-0476-5,Sea Level Rise Data,dataset-610
Global sea level change signatures observed by GRACE satellite gravimetry.,Scientific reports,"Jeon, Taehwan, Seo, Ki-Weon, Youm, Kookhyoun, Chen, Jianli, Wilson, Clark R",10.1038/s41598-018-31972-8,Sea Level Rise Data,dataset-610
Evaluating the costs and benefits of marsh-management strategies while accounting for uncertain sea-level rise and ecosystem response.,PloS one,"Propato, Marco, Clough, Jonathan S, Polaczyk, Amy",10.1371/journal.pone.0200368,Sea Level Rise Data,dataset-610
Transient coastal landscapes: Rising sea level threatens salt marshes.,The Science of the total environment,"Valiela, Ivan, Lloret, Javier, Bowyer, Tynan, Miner, Simon, Remsen, David, Elmstrom, Elizabeth, Cogswell, Charlotte, Robert Thieler, E",10.1016/j.scitotenv.2018.05.235,Sea Level Rise Data,dataset-610
The paradigm shift in Antarctic ice sheet modelling.,Nature communications,"Pattyn,Frank",10.1038/s41467-018-05003-z,Sea Level Rise Data,dataset-610
Hydrology and the future of the Greenland Ice Sheet.,Nature communications,"Flowers,Gwenn E",10.1038/s41467-018-05002-0,Sea Level Rise Data,dataset-610
Linear response of east Greenland's tidewater glaciers to ocean/atmosphere warming.,Proceedings of the National Academy of Sciences of the United States of America,"Cowton, T R, Sole, A J, Nienow, P W, Slater, D A, Christoffersen, P",10.1073/pnas.1801769115,Sea Level Rise Data,dataset-610
Predicting marsh vulnerability to sea-level rise using Holocene relative sea-level data.,Nature communications,"Horton, Benjamin P, Shennan, Ian, Bradley, Sarah L, Cahill, Niamh, Kirwan, Matthew, Kopp, Robert E, Shaw, Timothy A",10.1038/s41467-018-05080-0,Sea Level Rise Data,dataset-610
Community resilience to floods in the coastal zone for disaster risk reduction.,"Jamba (Potchefstroom, South Africa)","Isa, Muzakar, Sugiyanto, Fransiscus X, Susilowati, Indah",10.4102/jamba.v10i1.356,Sea Level Rise Data,dataset-610
Environmental and Ecological Effects of Climate Change on Venomous Marine and Amphibious Species in the Wilderness.,Wilderness & environmental medicine,"Needleman, Robert K, Neylan, Isabelle P, Erickson, Timothy B",10.1016/j.wem.2018.04.003,Sea Level Rise Data,dataset-610
Pricing Storm Surge Risks in Florida: Implications for Determining Flood Insurance Premiums and Evaluating Mitigation Measures.,Risk analysis : an official publication of the Society for Risk Analysis,"Montgomery, Marilyn, Kunreuther, Howard",10.1111/risa.13127,Sea Level Rise Data,dataset-610
"{'i': 'Gallinula galeata sandvicensis', '#text': ""Predicted effects of landscape change, sea level rise, and habitat management on the extirpation risk of the Hawaiian common gallinule () on the island of O'ahu.""}",PeerJ,"van Rees, Charles B, Reed, J Michael",10.7717/peerj.4990,Sea Level Rise Data,dataset-610
Avoiding timescale bias in assessments of coastal wetland vertical change.,Limnology and oceanography,"Breithaupt, Joshua L, Smoak, Joseph M, Byrne, Robert H, Waters, Matthew N, Moyer, Ryan P, Sanders, Christian J",10.1002/lno.10783,Sea Level Rise Data,dataset-610
Observed rapid bedrock uplift in Amundsen Sea Embayment promotes ice-sheet stability.,"Science (New York, N.Y.)","Barletta, Valentina R, Bevis, Michael, Smith, Benjamin E, Wilson, Terry, Brown, Abel, Bordoni, Andrea, Willis, Michael, Khan, Shfaqat Abbas, Rovira-Navarro, Marc, Dalziel, Ian, Smalley, Robert, Kendrick, Eric, Konfal, Stephanie, Caccamise, Dana J, Aster, Richard C, Nyblade, Andy, Wiens, Douglas A",10.1126/science.aao1447,Sea Level Rise Data,dataset-610
Loss of coral reef growth capacity to track future increases in sea level.,Nature,"Perry, Chris T, Alvarez-Filip, Lorenzo, Graham, Nicholas A J, Mumby, Peter J, Wilson, Shaun K, Kench, Paul S, Manzello, Derek P, Morgan, Kyle M, Slangen, Aimee B A, Thomson, Damian P, Januchowski-Hartley, Fraser, Smithers, Scott G, Steneck, Robert S, Carlton, Renee, Edinger, Evan N, Enochs, Ian C, Estrada-Saldívar, Nuria, Haywood, Michael D E, Kolodziej, Graham, Murphy, Gary N, Pérez-Cervantes, Esmeralda, Suchley, Adam, Valentino, Lauren, Boenish, Robert, Wilson, Margaret, Macdonald, Chancey",10.1038/s41586-018-0194-z,Sea Level Rise Data,dataset-610
Antarctic ice shelf disintegration triggered by sea ice loss and ocean swell.,Nature,"Massom, Robert A, Scambos, Theodore A, Bennetts, Luke G, Reid, Phillip, Squire, Vernon A, Stammerjohn, Sharon E",10.1038/s41586-018-0212-1,Sea Level Rise Data,dataset-610
The global flood protection savings provided by coral reefs.,Nature communications,"Beck, Michael W, Losada, Iñigo J, Menéndez, Pelayo, Reguero, Borja G, Díaz-Simal, Pedro, Fernández, Felipe",10.1038/s41467-018-04568-z,Sea Level Rise Data,dataset-610
Top-down and bottom-up controls on southern New England salt marsh crab populations.,PeerJ,"Raposa, Kenneth B, McKinney, Richard A, Wigand, Cathleen, Hollister, Jeffrey W, Lovall, Cassie, Szura, Katelyn, Gurak, John A, McNamee, Jason, Raithel, Christopher, Watson, Elizabeth B",10.7717/peerj.4876,Sea Level Rise Data,dataset-610
